tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles,label
Databanks,,procedures vocabulary other,text,,,,,,,,,"If 'other,' what vocabulary is used?",DataCatalogue,
Data sources,,procedures vocabulary other,text,,,,,,,,,"If 'other,' what vocabulary is used?","DataCatalogue,EMA",
Resources,,biomarker data vocabulary other,text,,,,,,,,,"If 'other,' what vocabulary is used?","DataCatalogue,EMA,RWEStaging",
Databanks,,biomarker data vocabulary other,text,,,,,,,,,"If 'other,' what vocabulary is used?",DataCatalogue,
Data sources,,biomarker data vocabulary other,text,,,,,,,,,"If 'other,' what vocabulary is used?","DataCatalogue,EMA",
Resources,,diagnosis medical event vocabulary other,text,,,,,,,,,"If 'other,' what vocabulary is used?","DataCatalogue,EMA,RWEStaging",
Databanks,,diagnosis medical event vocabulary other,text,,,,,,,,,"If 'other,' what vocabulary is used?",DataCatalogue,
Data sources,,diagnosis medical event vocabulary other,text,,,,,,,,,"If 'other,' what vocabulary is used?","DataCatalogue,EMA",
Databanks,,data dictionary available,bool,,,,,,,,,Are a data dictionary and a data model available?,DataCatalogue,
Resources,,disease details,ontology_array,,,CatalogueOntologies,MedDRA,,,,,"If data on a specific disease is collected, which diseases does the data source collect information on","DataCatalogue,EMA,RWEStaging",
Databanks,,disease details,ontology_array,,,CatalogueOntologies,MedDRA,,,,,"If data on a specific disease is collected, which diseases does the data source collect information on",DataCatalogue,
Data sources,,disease details,ontology_array,,,CatalogueOntologies,MedDRA,,,,,"If data on a specific disease is collected, which diseases does the data source collect information on","DataCatalogue,EMA",
Resources,,disease details other,text,,,,,,,,,Specify disease details if not present in MedDRA,"DataCatalogue,EMA,RWEStaging",
Databanks,,disease details other,text,,,,,,,,,Specify disease details if not present in MedDRA,DataCatalogue,
Data sources,,disease details other,text,,,,,,,,,Specify disease details if not present in MedDRA,"DataCatalogue,EMA",
Resources,,biospecimen collected,ontology_array,,,CatalogueOntologies,Biospecimens,,,,,"If the data bank contains biospecimens, what types of specimen","DataCatalogue,RWEStaging",
Databanks,,biospecimen collected,ontology_array,,,CatalogueOntologies,Biospecimens,,,,,"If the data bank contains biospecimens, what types of specimen",DataCatalogue,
Data sources,,biospecimen collected,ontology_array,,,CatalogueOntologies,Biospecimens,,,,,"If the data bank contains biospecimens, what types of specimen",DataCatalogue,
Resources,,languages,ontology_array,,,CatalogueOntologies,Languages,,,,,"Languages in which that the records are recorded (in ISO 639, https://en.wikipedia.org/wiki/List_of_ISO_639-1_codes)","DataCatalogue,EMA,RWEStaging",
Databanks,,languages,ontology_array,,,CatalogueOntologies,Languages,,,,,"Languages in which that the records are recorded (in ISO 639, https://en.wikipedia.org/wiki/List_of_ISO_639-1_codes)",DataCatalogue,
Data sources,,languages,ontology_array,,,CatalogueOntologies,Languages,,,,,"Languages in which that the records are recorded (in ISO 639, https://en.wikipedia.org/wiki/List_of_ISO_639-1_codes)","DataCatalogue,EMA",
Resources,,record trigger,text,,,,,,,,,"What triggers the creation of a record in the data bank? e.g., hospital discharge, specialist encounter, dispensation of a medicinal product, recording of a congenital anomaly","DataCatalogue,EMA,RWEStaging",
Databanks,,record trigger,text,,,,,,,,,"What triggers the creation of a record in the data bank? e.g., hospital discharge, specialist encounter, dispensation of a medicinal product, recording of a congenital anomaly",DataCatalogue,
Data sources,,record trigger,text,,,,,,,,,"What triggers the creation of a record in the data bank? e.g., hospital discharge, specialist encounter, dispensation of a medicinal product, recording of a congenital anomaly","DataCatalogue,EMA",
Resources,,collection events,refback,,,,Collection events,,resource,,,List of collection events defined for this resource,"DataCatalogue,CohortStaging",
Databanks,,unit of observation,text,,,,,,,,,"Based on the prompt, what is the unit of observation of a record (e.g., person, prescription)?",DataCatalogue,
Databanks,,multiple entries,bool,,,,,,,,,"Can there be multiple entries for a single person in the data bank? For example, may a person contribute multiple records to the data bank?",DataCatalogue,
Resources,,linkage,heading,,,,,,,,,Data linkage,"DataCatalogue,RWEStaging",
Databanks,,linkage,heading,,,,,,,,,Data linkage,DataCatalogue,
Data sources,,linkage,heading,,,,,,,,,Data linkage,DataCatalogue,
Databanks,,has identifier,bool,,,,,,,,,Is there a unique identifier for a person in the data bank?,DataCatalogue,
Databanks,,identifier description,text,,,,,,,,,"Describe the variable that is used as a unique identifier for a person in the data bank? If the unique identifier is not at level of a person (for example hospital encounter), describe how this translated to an individual level",DataCatalogue,
Resources,,prelinked,bool,,,,,,,,,Is the data from this data source linked to other data sources?,"DataCatalogue,EMA,CohortStaging",
Databanks,,prelinked,bool,,,,,,,,,Is the data from this data source linked to other data sources?,DataCatalogue,
Data sources,,prelinked,bool,,,,,,,,,Is the data from this data source linked to other data sources?,"DataCatalogue,EMA",
Resources,,linkage description,text,,,,,,,,,Provide a high-level description of the linkages that are currently available between data sources in the data source (when pre-linked = yes),"DataCatalogue,EMA,RWEStaging",
Databanks,,linkage description,text,,,,,,,,,Provide a high-level description of the linkages that are currently available between data sources in the data source (when pre-linked = yes),DataCatalogue,
Data sources,,linkage description,text,,,,,,,,,Provide a high-level description of the linkages that are currently available between data sources in the data source (when pre-linked = yes),"DataCatalogue,EMA",
Resources,,linkage possibility,bool,,,,,,,,,Can this data source be linked to other data sources?,"DataCatalogue,EMA,RWEStaging",
Databanks,,linkage possibility,bool,,,,,,,,,Can this data source be linked to other data sources?,DataCatalogue,
Data sources,,linkage possibility,bool,,,,,,,,,Can this data source be linked to other data sources?,"DataCatalogue,EMA",
Resources,,linkage possibility description,text,,,,,,,,,Can the data from this data source be linked to other data sources?,"DataCatalogue,EMA,CohortStaging",
Databanks,,linkage possibility description,text,,,,,,,,,Can the data from this data source be linked to other data sources?,DataCatalogue,
Data sources,,linkage possibility description,text,,,,,,,,,Can the data from this data source be linked to other data sources?,"DataCatalogue,EMA",
Resources,,linked resources,refback,,,,Linked resources,,main resource,,,List of resources that are or can be linked to this main resource,"DataCatalogue,EMA,RWEStaging",
Databanks,,linked resources,refback,,,,Linked resources,,main resource,,,List of resources that are or can be linked to this main resource,DataCatalogue,
Data sources,,linked resources,refback,,,,Linked resources,,main resource,,,List of resources that are or can be linked to this main resource,"DataCatalogue,EMA",
Resources,,release type,ontology,,,CatalogueOntologies,Release types,,,,,Select whether this resource is a closed dataset or whether new data is released continuously or at a termly basis,"DataCatalogue,CohortStaging",
Resources,,release description,text,,,,,,,,,Description of the release cycle of this resource,"DataCatalogue,CohortStaging",
Resources,,linkage options,text,,,,,,,,,Linkage options with additional data sources that are available for this resource,"DataCatalogue,CohortStaging",
Resources,,access,heading,,,,,,,,,Access and validation information,"DataCatalogue,CohortStaging",
Databanks,,access,heading,,,,,,,,,Access and validation information,DataCatalogue,
Data sources,,access,heading,,,,,,,,,Access and validation information,DataCatalogue,
Resources,,data holder,ref,,,,Organisations,,,,,The name of the organisation that is responsible for governance of the data bank,"DataCatalogue,EMA",
Databanks,,data holder,ref,,,,Organisations,,,,,The name of the organisation that is responsible for governance of the data bank,DataCatalogue,
Data sources,,data holder,ref,,,,Organisations,,,,,The name of the organisation that is responsible for governance of the data bank,"DataCatalogue,EMA",
Resources,,DAPs,refback,,,,DAPs,,resource,,,List of DAPs that are listed in the catalogue as having (conditional) permission to access (an extract of) the data resource,DataCatalogue,
Databanks,,DAPs,refback,,,,DAPs,,resource,,,List of DAPs that are listed in the catalogue as having (conditional) permission to access (an extract of) the data resource,DataCatalogue,
Data sources,,DAPs,refback,,,,DAPs,,resource,,,List of DAPs that are listed in the catalogue as having (conditional) permission to access (an extract of) the data resource,DataCatalogue,
Databanks,,reason sustained,text,,,,,,,,,"Description of the reason why the data bank is sustained by the organisation (e.g., for surveillance, clinical purposes, financial or administrative purposes, research purposes)",DataCatalogue,
Resources,,data access conditions,ontology_array,,,CatalogueOntologies,Data access conditions,,,,,Codes defining data access terms and conditions,"DataCatalogue,CohortStaging",
Resources,,data use conditions,ontology_array,,,CatalogueOntologies,Data use conditions,,,,,Codes defining data use terms and conditions,"DataCatalogue,CohortStaging",
Resources,,data access conditions description,text,,,,,,,,,Description of data access terms and use conditions,"DataCatalogue,CohortStaging",
Resources,,data access fee,bool,,,,,,,,,Does a fee apply to gain access to data of this cohort?,"DataCatalogue,CohortStaging",
Resources,,informed consent,ontology,,,CatalogueOntologies,Informed consents,,,,,Is informed consent required for use of the data for research purposes?,"DataCatalogue,EMA,RWEStaging",
Databanks,,informed consent,ontology,,,CatalogueOntologies,Informed consents,,,,,Is informed consent required for use of the data for research purposes?,DataCatalogue,
Data sources,,informed consent,ontology,,,CatalogueOntologies,Informed consents,,,,,Is informed consent required for use of the data for research purposes?,"DataCatalogue,EMA",
Resources,,informed consent other,text,,,,,,,,,"If other, describe the conditions when informed consent is required","DataCatalogue,EMA,RWEStaging",
Databanks,,informed consent other,text,,,,,,,,,"If other, describe the conditions when informed consent is required",DataCatalogue,
Data sources,,informed consent other,text,,,,,,,,,"If other, describe the conditions when informed consent is required","DataCatalogue,EMA",
Resources,,access identifiable data,text,,,,,,,,,Can identifiable data be accessed in the data bank (including patient/practitioner name/practice name)?,"DataCatalogue,RWEStaging",
Databanks,,access identifiable data,text,,,,,,,,,Can identifiable data be accessed in the data bank (including patient/practitioner name/practice name)?,DataCatalogue,
Data sources,,access identifiable data,text,,,,,,,,,Can identifiable data be accessed in the data bank (including patient/practitioner name/practice name)?,DataCatalogue,
Resources,,access identifiable data route,text,,,,,,,,,"If yes above, what is the route to access or process this information? What permission is required?","DataCatalogue,RWEStaging",
Databanks,,access identifiable data route,text,,,,,,,,,"If yes above, what is the route to access or process this information? What permission is required?",DataCatalogue,
Data sources,,access identifiable data route,text,,,,,,,,,"If yes above, what is the route to access or process this information? What permission is required?",DataCatalogue,
Resources,,access subject details,bool,,,,,,,,,Can individual patients/practitioners/practices be contacted in the data bank?,"DataCatalogue,EMA,RWEStaging",
Databanks,,access subject details,bool,,,,,,,,,Can individual patients/practitioners/practices be contacted in the data bank?,DataCatalogue,
Data sources,,access subject details,bool,,,,,,,,,Can individual patients/practitioners/practices be contacted in the data bank?,"DataCatalogue,EMA",
Resources,,access subject details route,text,,,,,,,,,"If yes above, what is the route to access or process this information? What permission is required?","DataCatalogue,RWEStaging",
Databanks,,access subject details route,text,,,,,,,,,"If yes above, what is the route to access or process this information? What permission is required?",DataCatalogue,
Data sources,,access subject details route,text,,,,,,,,,"If yes above, what is the route to access or process this information? What permission is required?",DataCatalogue,
Resources,,audit possible,bool,,,,,,,,,"Are external parties allowed to audit the data? For example, is it possible for an external party to audit the quality or validity of the data source?","DataCatalogue,RWEStaging",
Databanks,,audit possible,bool,,,,,,,,,"Are external parties allowed to audit the data? For example, is it possible for an external party to audit the quality or validity of the data source?",DataCatalogue,
Data sources,,audit possible,bool,,,,,,,,,"Are external parties allowed to audit the data? For example, is it possible for an external party to audit the quality or validity of the data source?",DataCatalogue,
Databanks,,access third party,bool,,,,,,,,,Can (an extract of) the data bank be accessed with permission by a third party?,DataCatalogue,
Databanks,,access third party conditions,text,,,,,,,,,"If above is 'yes', describe the conditions under which third-party access may be granted",DataCatalogue,
Databanks,,access non EU,bool,,,,,,,,,Can (an extract of) the data bank be accessed with permission by a non-EU/EEA institution?,DataCatalogue,
Databanks,,access non EU conditions,text,,,,,,,,,"If yes above, describe the conditions under which non-EU/EEA access may be granted",DataCatalogue,
Resources,,standard operating procedures,bool,,,,,,,,,Is there a standard operating procedure document that defines the processes and procedures for data capture and management?,"DataCatalogue,RWEStaging",
Databanks,,standard operating procedures,bool,,,,,,,,,Is there a standard operating procedure document that defines the processes and procedures for data capture and management?,DataCatalogue,
Data sources,,standard operating procedures,bool,,,,,,,,,Is there a standard operating procedure document that defines the processes and procedures for data capture and management?,DataCatalogue,
Resources,,biospecimen access,bool,,,,,,,,,"If the data bank contains biospecimens (e.g., tissue samples), can these be retrieved?","DataCatalogue,EMA,RWEStaging",
Databanks,,biospecimen access,bool,,,,,,,,,"If the data bank contains biospecimens (e.g., tissue samples), can these be retrieved?",DataCatalogue,
Data sources,,biospecimen access,bool,,,,,,,,,"If the data bank contains biospecimens (e.g., tissue samples), can these be retrieved?","DataCatalogue,EMA",
Resources,,biospecimen access conditions,text,,,,,,,,,"If yes above, describe the conditions under which permission to retrieve biospecimens may be granted","DataCatalogue,EMA,RWEStaging",
Databanks,,biospecimen access conditions,text,,,,,,,,,"If yes above, describe the conditions under which permission to retrieve biospecimens may be granted",DataCatalogue,
Data sources,,biospecimen access conditions,text,,,,,,,,,"If yes above, describe the conditions under which permission to retrieve biospecimens may be granted","DataCatalogue,EMA",
Resources,,governance details,text,,,,,,,,,"If available, provide a link to documents or webpages that describe the overall governance of the data source bank (governing data access or utilisation for research purposes by existing DAPs)","DataCatalogue,RWEStaging",
Databanks,,governance details,text,,,,,,,,,"If available, provide a link to documents or webpages that describe the overall governance of the data source bank (governing data access or utilisation for research purposes by existing DAPs)",DataCatalogue,
Data sources,,governance details,text,,,,,,,,,"If available, provide a link to documents or webpages that describe the overall governance of the data source bank (governing data access or utilisation for research purposes by existing DAPs)",DataCatalogue,
Resources,,approval for publication,bool,,,,,,,,,Is an approval needed to publish the results of a study using the data,"DataCatalogue,EMA,RWEStaging",
Databanks,,approval for publication,bool,,,,,,,,,Is an approval needed to publish the results of a study using the data,DataCatalogue,
Data sources,,approval for publication,bool,,,,,,,,,Is an approval needed to publish the results of a study using the data,"DataCatalogue,EMA",
Resources,,updates,heading,,,,,,,,,Information on the regularity of updates and time lags,"DataCatalogue,RWEStaging",
Databanks,,updates,heading,,,,,,,,,Information on the regularity of updates and time lags,DataCatalogue,
Data sources,,updates,heading,,,,,,,,,Information on the regularity of updates and time lags,DataCatalogue,
Databanks,,refresh,int,,,,,,,,,Average number of days between refresh of data bank with new records,DataCatalogue,
Databanks,,lag time,int,,,,,,,,,"How many days is the lag time after refresh before a record can be extracted? (e.g., a lag time may occur if the originator conducts quality checks)",DataCatalogue,
Resources,,preservation,bool,,,,,,,,,Are records preserved in the data bank indefinitely?,"DataCatalogue,EMA,RWEStaging",
Databanks,,preservation,bool,,,,,,,,,Are records preserved in the data bank indefinitely?,DataCatalogue,
Data sources,,preservation,bool,,,,,,,,,Are records preserved in the data bank indefinitely?,"DataCatalogue,EMA",
Resources,,preservation duration,int,,,,,,,,,"If no to the above, for how long (in years) are records preserved in the data bank?","DataCatalogue,EMA,RWEStaging",
Databanks,,preservation duration,int,,,,,,,,,"If no to the above, for how long (in years) are records preserved in the data bank?",DataCatalogue,
Data sources,,preservation duration,int,,,,,,,,,"If no to the above, for how long (in years) are records preserved in the data bank?","DataCatalogue,EMA",
Resources,,refresh period,ontology_array,,,CatalogueOntologies,Refresh periods,,,,,"If data are refreshed on fixed dates (e.g., every June and December), when are the refreshes scheduled? Select all that apply from the following:","DataCatalogue,EMA,RWEStaging",
Databanks,,refresh period,ontology_array,,,CatalogueOntologies,Refresh periods,,,,,"If data are refreshed on fixed dates (e.g., every June and December), when are the refreshes scheduled? Select all that apply from the following:",DataCatalogue,
Data sources,,refresh period,ontology_array,,,CatalogueOntologies,Refresh periods,,,,,"If data are refreshed on fixed dates (e.g., every June and December), when are the refreshes scheduled? Select all that apply from the following:","DataCatalogue,EMA",
Resources,,date last refresh,date,,,,,,,,,Date of last update/refresh,"DataCatalogue,EMA,RWEStaging",
Databanks,,date last refresh,date,,,,,,,,,Date of last update/refresh,DataCatalogue,
Data sources,,date last refresh,date,,,,,,,,,Date of last update/refresh,"DataCatalogue,EMA",
Resources,,quality,heading,,,,,,,,,List of relevant studies conducted using the data bank,"DataCatalogue,RWEStaging",
Databanks,,quality,heading,,,,,,,,,List of relevant studies conducted using the data bank,DataCatalogue,
Data sources,,quality,heading,,,,,,,,,List of relevant studies conducted using the data bank,DataCatalogue,
Resources,,qualification,bool,,,,,,,,,"Has the data source successfully undergone a formal qualification process (e.g., from the EMA, or ISO or other certifications)?","DataCatalogue,EMA,RWEStaging",
Databanks,,qualification,bool,,,,,,,,,"Has the data source successfully undergone a formal qualification process (e.g., from the EMA, or ISO or other certifications)?",DataCatalogue,
Data sources,,qualification,bool,,,,,,,,,"Has the data source successfully undergone a formal qualification process (e.g., from the EMA, or ISO or other certifications)?","DataCatalogue,EMA",
Resources,,qualifications description,text,,,,,,,,,"Has the resource successfully undergone a qualification process (e.g., from the EMA)? If yes, describe the qualification(s) granted","DataCatalogue,EMA,RWEStaging",
Databanks,,qualifications description,text,,,,,,,,,"Has the resource successfully undergone a qualification process (e.g., from the EMA)? If yes, describe the qualification(s) granted",DataCatalogue,
Data sources,,qualifications description,text,,,,,,,,,"Has the resource successfully undergone a qualification process (e.g., from the EMA)? If yes, describe the qualification(s) granted","DataCatalogue,EMA",
Databanks,,number of records,int,,,,,,,,,Total number of unique records captured in the data bank (most recent count),DataCatalogue,
Databanks,,completeness,text,,,,,,,,,"Describe the completeness of the data bank (e.g., variables with more or fewer missing values)",DataCatalogue,
Databanks,,completeness over time,text,,,,,,,,,"Describe any changes in completeness of the data bank (e.g., variables with more or fewer missing values) that have occurred  over time",DataCatalogue,
Databanks,,completeness results,text,,,,,,,,,What methods or processes are applied to check completeness of the data bank?,DataCatalogue,
Databanks,,quality description,text,,,,,,,,,"Describe the quality of the data bank (e.g., variables with more or fewer missing values)",DataCatalogue,
Databanks,,quality over time,text,,,,,,,,,Describe any changes in quality of the data bank that have occurred  over time,DataCatalogue,
Resources,,access for validation,bool,,,,,,,,,"Can validity of the data in the data bank be verified, e.g., by review of origin medical charts?","DataCatalogue,EMA,RWEStaging",
Databanks,,access for validation,bool,,,,,,,,,"Can validity of the data in the data bank be verified, e.g., by review of origin medical charts?",DataCatalogue,
Data sources,,access for validation,bool,,,,,,,,,"Can validity of the data in the data bank be verified, e.g., by review of origin medical charts?","DataCatalogue,EMA",
Resources,,quality validation frequency,text,,,,,,,,,How often are data quality checks and validation steps conducted on the data bank?,"DataCatalogue,RWEStaging",
Databanks,,quality validation frequency,text,,,,,,,,,How often are data quality checks and validation steps conducted on the data bank?,DataCatalogue,
Data sources,,quality validation frequency,text,,,,,,,,,How often are data quality checks and validation steps conducted on the data bank?,DataCatalogue,
Resources,,quality validation methods,text,,,,,,,,,What methods or processes are applied for data quality checks and validation steps conducted on the data bank?,"DataCatalogue,RWEStaging",
Databanks,,quality validation methods,text,,,,,,,,,What methods or processes are applied for data quality checks and validation steps conducted on the data bank?,DataCatalogue,
Data sources,,quality validation methods,text,,,,,,,,,What methods or processes are applied for data quality checks and validation steps conducted on the data bank?,DataCatalogue,
Resources,,correction methods,text,,,,,,,,,What methods or processes are applied to correct illogical values in the data bank?,"DataCatalogue,RWEStaging",
Databanks,,correction methods,text,,,,,,,,,What methods or processes are applied to correct illogical values in the data bank?,DataCatalogue,
Data sources,,correction methods,text,,,,,,,,,What methods or processes are applied to correct illogical values in the data bank?,DataCatalogue,
Resources,,quality validation results,,,,,,,,,,"If available, provide a link to a publication of the data quality check and validation results","DataCatalogue,RWEStaging",
Databanks,,quality validation results,,,,,,,,,,"If available, provide a link to a publication of the data quality check and validation results",DataCatalogue,
Data sources,,quality validation results,,,,,,,,,,"If available, provide a link to a publication of the data quality check and validation results",DataCatalogue,
Resources,,standards,heading,,,,,,,,,Use of standard data models and ontologies,"DataCatalogue,RWEStaging",
Databanks,,standards,heading,,,,,,,,,Use of standard data models and ontologies,DataCatalogue,
Data sources,,standards,heading,,,,,,,,,Use of standard data models and ontologies,DataCatalogue,
Resources,,cdms,refback,,,,Mappings,,source,,,Common data models used or ETL-ed to by this data source,"DataCatalogue,EMA,RWEStaging",
Databanks,,cdms,refback,,,,Mappings,,source,,,Common data models used or ETL-ed to by this data source,DataCatalogue,
Data sources,,cdms,refback,,,,Mappings,,source,,,Common data models used or ETL-ed to by this data source,"DataCatalogue,EMA",
Resources,,cdms other,text,,,,,,,,,"If not in list above, give the name of cdm(s) used by this data source","DataCatalogue,EMA,RWEStaging",
Databanks,,cdms other,text,,,,,,,,,"If not in list above, give the name of cdm(s) used by this data source",DataCatalogue,
Data sources,,cdms other,text,,,,,,,,,"If not in list above, give the name of cdm(s) used by this data source","DataCatalogue,EMA",
Databanks,,ETL standard vocabularies,ontology_array,,,CatalogueOntologies,Vocabularies,,,,,"Are data mapped to standardised vocabularies during ETL to the CDM? If yes, what vocabularies are used for events, such as diagnoses?",DataCatalogue,
Databanks,,ETL standard vocabularies other,text,,,,,,,,,"If other, what other vocabularies are used?",DataCatalogue,
Resources,,information,heading,,,,,,,,,Other information,"DataCatalogue,CohortStaging",
Databanks,,information,heading,,,,,,,,,Other information,DataCatalogue,
Data sources,,information,heading,,,,,,,,,Other information,DataCatalogue,
Resources,,design paper,ref_array,,,,Publications,,,,,Publication(s) that describe(s) the design of this resource,"DataCatalogue,CohortStaging",
Databanks,,design paper,ref_array,,,,Publications,,,,,Publication(s) that describe(s) the design of this resource,DataCatalogue,
Data sources,,design paper,ref_array,,,,Publications,,,,,Publication(s) that describe(s) the design of this resource,DataCatalogue,
Resources,,publications,ref_array,,,,Publications,,,,,Other publication(s) about this resource,"DataCatalogue,EMA,CohortStaging",
Databanks,,publications,ref_array,,,,Publications,,,,,Other publication(s) about this resource,DataCatalogue,
Data sources,,publications,ref_array,,,,Publications,,,,,Other publication(s) about this resource,"DataCatalogue,EMA",
Studies,,publications,ref_array,,,,Publications,,,,,Other publication(s) about this resource,"DataCatalogue,EMA",
Networks,,publications,ref_array,,,,Publications,,,,,Other publication(s) about this resource,"DataCatalogue,EMA",
Models,,publications,ref_array,,,,Publications,,,,,Other publication(s) about this resource,"DataCatalogue,EMA",
Resources,,informed consent type,ontology,,,CatalogueOntologies,Informed consent types,,,,,What type of informed consent was given for data collection?,"DataCatalogue,CohortStaging",
Databanks,,informed consent type,ontology,,,CatalogueOntologies,Informed consent types,,,,,What type of informed consent was given for data collection?,DataCatalogue,
Data sources,,informed consent type,ontology,,,CatalogueOntologies,Informed consent types,,,,,What type of informed consent was given for data collection?,DataCatalogue,
Resources,,funding sources,ontology_array,,,CatalogueOntologies,Funding types,,,,,Specify the main financial support sources for the data source in the last 3 years. Select all that apply,"DataCatalogue,EMA,RWEStaging",
Databanks,,funding sources,ontology_array,,,CatalogueOntologies,Funding types,,,,,Specify the main financial support sources for the data source in the last 3 years. Select all that apply,DataCatalogue,
Data sources,,funding sources,ontology_array,,,CatalogueOntologies,Funding types,,,,,Specify the main financial support sources for the data source in the last 3 years. Select all that apply,"DataCatalogue,EMA",
Studies,,funding scheme,ontology_array,,,CatalogueOntologies,Study funding,,,,,The source of funding for the study. Select all that apply,"DataCatalogue,EMA",
Resources,,funding statement,text,,,,,,,,,Statement listing funding that was obtained for this resource,"DataCatalogue,EMA,CohortStaging",
Databanks,,funding statement,text,,,,,,,,,Statement listing funding that was obtained for this resource,DataCatalogue,
Data sources,,funding statement,text,,,,,,,,,Statement listing funding that was obtained for this resource,"DataCatalogue,EMA",
Studies,,funding statement,text,,,,,,,,,Statement listing funding that was obtained for this resource,"DataCatalogue,EMA",
Networks,,funding statement,text,,,,,,,,,Statement listing funding that was obtained for this resource,"DataCatalogue,EMA",
Models,,funding statement,text,,,,,,,,,Statement listing funding that was obtained for this resource,"DataCatalogue,EMA",
Resources,,acknowledgements,text,,,,,,,,,Acknowledgement statement and citation regulation for this resource,"DataCatalogue,CohortStaging",
Databanks,,acknowledgements,text,,,,,,,,,Acknowledgement statement and citation regulation for this resource,DataCatalogue,
Data sources,,acknowledgements,text,,,,,,,,,Acknowledgement statement and citation regulation for this resource,DataCatalogue,
Studies,,acknowledgements,text,,,,,,,,,Acknowledgement statement and citation regulation for this resource,DataCatalogue,
Networks,,acknowledgements,text,,,,,,,,,Acknowledgement statement and citation regulation for this resource,DataCatalogue,
Models,,acknowledgements,text,,,,,,,,,Acknowledgement statement and citation regulation for this resource,DataCatalogue,
Resources,,documentation,refback,,,,Documentation,,resource,,,"Descriptive document(s) available for this resource, e.g. informed consent","DataCatalogue,EMA,CohortStaging",
Databanks,,documentation,refback,,,,Documentation,,resource,,,"Descriptive document(s) available for this resource, e.g. informed consent",DataCatalogue,
Data sources,,documentation,refback,,,,Documentation,,resource,,,"Descriptive document(s) available for this resource, e.g. informed consent","DataCatalogue,EMA",
Studies,,documentation,refback,,,,Documentation,,resource,,,"Descriptive document(s) available for this resource, e.g. informed consent","DataCatalogue,EMA",
Networks,,documentation,refback,,,,Documentation,,resource,,,"Descriptive document(s) available for this resource, e.g. informed consent","DataCatalogue,EMA",
Models,,documentation,refback,,,,Documentation,,resource,,,"Descriptive document(s) available for this resource, e.g. informed consent","DataCatalogue,EMA",
Resources,,supplementary information,text,,,,,,,,,Any other information that needs to be disclosed for this resource,"DataCatalogue,CohortStaging",
Databanks,,supplementary information,text,,,,,,,,,Any other information that needs to be disclosed for this resource,DataCatalogue,
Data sources,,supplementary information,text,,,,,,,,,Any other information that needs to be disclosed for this resource,DataCatalogue,
Resources,,collaborations,heading,,,,,,,,,List of relevant collaborations,"DataCatalogue,CohortStaging",
Databanks,,collaborations,heading,,,,,,,,,List of relevant collaborations,DataCatalogue,
Data sources,,collaborations,heading,,,,,,,,,List of relevant collaborations,DataCatalogue,
Resources,,studies,refback,,,,Studies,,cohorts,,,Listing of studies that used this cohort,DataCatalogue,
Resources,,studies,ref_array,,,catalogue,Studies,,cohorts,,,Listing of studies that used this cohort,CohortStaging,
Resources,,networks,refback,,,,Networks,,cohorts,,,The consortia or networks that this cohort is involved in,DataCatalogue,
Resources,,networks,ref_array,,,catalogue,Networks,,cohorts,,,The consortia or networks that this cohort is involved in,CohortStaging,
Studies,,networks,ref_array,,,,Networks,,,,,The consortia or networks that this study is part of,"DataCatalogue,EMA",
Studies,,networks other,text,,,,,,,,,List the names of any other networks that are not listed and this resource is involved in,DataCatalogue,
Resources,,networks,refback,,,,Networks,,data sources,,,List of networks that this datasource is associated with,"DataCatalogue,EMA,RWEStaging",
Databanks,,networks,refback,,,,Networks,,data sources,,,List of networks that this datasource is associated with,DataCatalogue,
Data sources,,networks,refback,,,,Networks,,data sources,,,List of networks that this datasource is associated with,"DataCatalogue,EMA",
Resources,,studies,refback,,,,Studies,,data sources,,,List of studies that this datasource is associated with,"DataCatalogue,EMA,RWEStaging",
Databanks,,studies,refback,,,,Studies,,data sources,,,List of studies that this datasource is associated with,DataCatalogue,
Data sources,,studies,refback,,,,Studies,,data sources,,,List of studies that this datasource is associated with,"DataCatalogue,EMA",
Publications,,,,,,,,,,,,Publications following bibtex format,"DataCatalogue,CohortStaging",
Publications,,doi,,1,true,,,,,,,Digital object identifier,"DataCatalogue,EMA,CohortStaging",
Publications,,title,text,,,,,,,,,Publication title,"DataCatalogue,EMA,CohortStaging",
Publications,,authors,string_array,,,,,,,,,"List of authors, one entry per author",DataCatalogue,
Publications,,year,int,,,,,,,,,"Year of publication (or, if unpublished, year of creation)",DataCatalogue,
Publications,,journal,,,,,,,,,,Journal or magazine the work was published in,DataCatalogue,
Publications,,volume,int,,,,,,,,,Journal or magazine volume,DataCatalogue,
Publications,,number,int,,,,,,,,,Journal or maragzine issue number,DataCatalogue,
Publications,,pagination,,,,,,,,,,"Page numbers, separated either by commas or double-hyphens",DataCatalogue,
Publications,,publisher,,,,,,,,,,Publisher's name,DataCatalogue,
Publications,,school,,,,,,,,,,School where the thesis was written (in case of thesis),DataCatalogue,
Publications,,abstract,text,,,,,,,,,Publication abstract,DataCatalogue,
Publications,,resources,refback,,,,Resources,,publications,,,List of resources that refer to this publication,DataCatalogue,
Contacts,,,,,,,,,,,,Listing of contact persons per resource,"DataCatalogue,EMA,CohortStaging",
Contacts,,resource,ref,1,true,,Resources,,,,,Resource the contact is affiliated with,"DataCatalogue,EMA,CohortStaging",
