resource,dataset,name,label,collection event.resource,collection event,since version,until version,is repeat of.dataset,is repeat of.name
LifeCycle_CDM,outcome,armcirc_149,,,,1.0.0,,outcome,armcirc_0
LifeCycle_CDM,outcome,armcirc_15,,,,1.0.0,,outcome,armcirc_0
LifeCycle_CDM,outcome,armcirc_150,,,,1.0.0,,outcome,armcirc_0
LifeCycle_CDM,outcome,armcirc_151,,,,1.0.0,,outcome,armcirc_0
LifeCycle_CDM,outcome,armcirc_152,,,,1.0.0,,outcome,armcirc_0
LifeCycle_CDM,outcome,armcirc_153,,,,1.0.0,,outcome,armcirc_0
LifeCycle_CDM,outcome,armcirc_154,,,,1.0.0,,outcome,armcirc_0
LifeCycle_CDM,outcome,armcirc_155,,,,1.0.0,,outcome,armcirc_0
LifeCycle_CDM,outcome,armcirc_156,,,,1.0.0,,outcome,armcirc_0
LifeCycle_CDM,outcome,armcirc_157,,,,1.0.0,,outcome,armcirc_0
LifeCycle_CDM,outcome,armcirc_158,,,,1.0.0,,outcome,armcirc_0
LifeCycle_CDM,outcome,armcircage_1,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_14,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_146,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_147,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_148,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_149,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_15,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_150,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_151,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_152,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_153,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_154,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_155,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_156,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_157,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircage_158,,,,1.0.0,,outcome,armcircage_0
LifeCycle_CDM,outcome,armcircmes_14,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_146,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_147,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_148,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_149,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_150,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_151,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_1,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_15,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_152,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_153,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_154,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_155,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_156,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_157,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,armcircmes_158,,,,1.0.0,,outcome,armcircmes_0
LifeCycle_CDM,outcome,asd_age_1,,,,1.0.0,,outcome,asd_age_0
LifeCycle_CDM,outcome,asd_age_11,,,,1.0.0,,outcome,asd_age_0
LifeCycle_CDM,outcome,asd_age_12,,,,1.0.0,,outcome,asd_age_0
LifeCycle_CDM,outcome,asd_avg_1,,,,1.0.0,,outcome,asd_avg_0
LifeCycle_CDM,outcome,asd_avg_11,,,,1.0.0,,outcome,asd_avg_0
LifeCycle_CDM,outcome,asd_avg_12,,,,1.0.0,,outcome,asd_avg_0
LifeCycle_CDM,outcome,asd_eval_11,,,,1.0.0,,outcome,asd_eval_0
LifeCycle_CDM,outcome,asd_eval_1,,,,1.0.0,,outcome,asd_eval_0
LifeCycle_CDM,outcome,asd_eval_12,,,,1.0.0,,outcome,asd_eval_0
LifeCycle_CDM,outcome,asd_instr_1,,,,1.0.0,,outcome,asd_instr_0
LifeCycle_CDM,outcome,asd_instr_11,,,,1.0.0,,outcome,asd_instr_0
LifeCycle_CDM,outcome,asd_instr_12,,,,1.0.0,,outcome,asd_instr_0
LifeCycle_CDM,outcome,asd_pc_1,,,,1.0.0,,outcome,asd_pc_0
LifeCycle_CDM,outcome,asd_pc_11,,,,1.0.0,,outcome,asd_pc_0
LifeCycle_CDM,outcome,asd_pro_1,,,,1.0.0,,outcome,asd_pro_0
LifeCycle_CDM,outcome,asd_pro_11,,,,1.0.0,,outcome,asd_pro_0
LifeCycle_CDM,outcome,asd_pro_12,,,,1.0.0,,outcome,asd_pro_0
LifeCycle_CDM,outcome,asd_raw_1,,,,1.0.0,,outcome,asd_raw_0
LifeCycle_CDM,outcome,asd_raw_11,,,,1.0.0,,outcome,asd_raw_0
LifeCycle_CDM,outcome,asd_raw_12,,,,1.0.0,,outcome,asd_raw_0
LifeCycle_CDM,outcome,asthma_1,,,,1.0.0,,outcome,asthma_0
LifeCycle_CDM,outcome,asthma_10,,,,1.0.0,,outcome,asthma_0
LifeCycle_CDM,outcome,asthma_11,,,,1.0.0,,outcome,asthma_0
LifeCycle_CDM,outcome,asthma_12,,,,1.0.0,,outcome,asthma_0
LifeCycle_CDM,outcome,asthma_13,,,,1.0.0,,outcome,asthma_0
LifeCycle_CDM,outcome,asthma_14,,,,1.0.0,,outcome,asthma_0
LifeCycle_CDM,outcome,asthma_5,,,,1.0.0,,outcome,asthma_0
LifeCycle_CDM,outcome,asthma_6,,,,1.0.0,,outcome,asthma_0
LifeCycle_CDM,outcome,asthma_7,,,,1.0.0,,outcome,asthma_0
LifeCycle_CDM,outcome,asthma_8,,,,1.0.0,,outcome,asthma_0
LifeCycle_CDM,outcome,asthma_9,,,,1.0.0,,outcome,asthma_0
LifeCycle_CDM,outcome,asthma_current_ISAAC_1,,,,1.0.0,,outcome,asthma_current_ISAAC_0
LifeCycle_CDM,outcome,asthma_current_ISAAC_5,,,,1.0.0,,outcome,asthma_current_ISAAC_0
LifeCycle_CDM,outcome,asthma_current_ISAAC_6,,,,1.0.0,,outcome,asthma_current_ISAAC_0
LifeCycle_CDM,outcome,asthma_current_ISAAC_7,,,,1.0.0,,outcome,asthma_current_ISAAC_0
LifeCycle_CDM,outcome,all_1,,,,1.0.0,,outcome,all_0
LifeCycle_CDM,outcome,asthma_current_MeDALL_1,,,,1.0.0,,outcome,asthma_current_MeDALL_0
LifeCycle_CDM,outcome,all_5,,,,1.0.0,,outcome,all_0
LifeCycle_CDM,outcome,asthma_current_MeDALL_5,,,,1.0.0,,outcome,asthma_current_MeDALL_0
LifeCycle_CDM,outcome,all_6,,,,1.0.0,,outcome,all_0
LifeCycle_CDM,outcome,asthma_current_MeDALL_6,,,,1.0.0,,outcome,asthma_current_MeDALL_0
LifeCycle_CDM,outcome,all_7,,,,1.0.0,,outcome,all_0
LifeCycle_CDM,outcome,asthma_current_MeDALL_7,,,,1.0.0,,outcome,asthma_current_MeDALL_0
LifeCycle_CDM,outcome,asthma_med_1,,,,1.0.0,,outcome,asthma_med_0
LifeCycle_CDM,outcome,asthma_med_5,,,,1.0.0,,outcome,asthma_med_0
LifeCycle_CDM,outcome,asthma_med_6,,,,1.0.0,,outcome,asthma_med_0
LifeCycle_CDM,outcome,asthma_med_7,,,,1.0.0,,outcome,asthma_med_0
ATHLETE_CDM,outcome_ath,att_age_5,,,,,,outcome_ath,att_age_0
ATHLETE_CDM,outcome_ath,att_com_pc_6,,,,,,outcome_ath,att_com_pc_0
ATHLETE_CDM,outcome_ath,att_com_raw_5,,,,,,outcome_ath,att_com_raw_0
ATHLETE_CDM,outcome_ath,att_com_raw_6,,,,,,outcome_ath,att_com_raw_0
ATHLETE_CDM,outcome_ath,att_com_std_6,,,,,,outcome_ath,att_com_std_0
ATHLETE_CDM,outcome_ath,att_eval_5,,,,,,outcome_ath,att_eval_0
ATHLETE_CDM,outcome_ath,att_eval_6,,,,,,outcome_ath,att_eval_0
ATHLETE_CDM,outcome_ath,att_instr_5,,,,,,outcome_ath,att_instr_0
ATHLETE_CDM,outcome_ath,att_instr_6,,,,,,outcome_ath,att_instr_0
ATHLETE_CDM,outcome_ath,att_om_pc_6,,,,,,outcome_ath,att_om_pc_0
ATHLETE_CDM,outcome_ath,att_om_raw_5,,,,,,outcome_ath,att_om_raw_0
ATHLETE_CDM,outcome_ath,att_om_raw_6,,,,,,outcome_ath,att_om_raw_0
ATHLETE_CDM,outcome_ath,att_om_std_6,,,,,,outcome_ath,att_om_std_0
LifeCycle_CDM,outcome,bio_146,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_147,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_1,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_14,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_148,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_149,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_15,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_150,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_151,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_152,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_153,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_154,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_155,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_156,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_157,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bio_158,,,,1.0.0,,outcome,bio_0
LifeCycle_CDM,outcome,bioage_1,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_14,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_146,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_147,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_148,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_149,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_15,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_150,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_151,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_152,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_153,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_154,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_155,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_156,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_157,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,bioage_158,,,,1.0.0,,outcome,bioage_0
LifeCycle_CDM,outcome,biomes_146,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_147,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_148,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_1,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_14,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_149,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_15,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_150,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_151,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_152,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_153,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_154,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_155,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_156,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_157,,,,1.0.0,,outcome,biomes_0
LifeCycle_CDM,outcome,biomes_158,,,,1.0.0,,outcome,biomes_0
ATHLETE_CDM,outcome_ath,biparietal_diam_sdsWHO_t3,,,,,,outcome_ath,biparietal_diam_sdsWHO_t2
ATHLETE_CDM,outcome_ath,biparietal_diam_sdsWHOEUR_t3,,,,,,outcome_ath,biparietal_diam_sdsWHOEUR_t2
LifeCycle_CDM,outcome,bpage_1,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_14,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_146,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_147,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_148,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_149,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_15,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_150,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_151,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_152,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_153,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_154,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_155,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_156,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_157,,,,1.0.0,,outcome,bpage_0
LifeCycle_CDM,outcome,bpage_158,,,,1.0.0,,outcome,bpage_0
ATHLETE_CDM,chemicals_ath,c_2mpa_lod_6,,,,1.1.0,,chemicals_ath,c_2mpa_lod_0
ATHLETE_CDM,chemicals_ath,c_2mpa_raw_6,,,,1.1.0,,chemicals_ath,c_2mpa_raw_0
ATHLETE_CDM,chemicals_ath,c_chlorphyrifos_lod_6,,,,1.1.0,,chemicals_ath,c_chlorphyrifos_lod_0
ATHLETE_CDM,chemicals_ath,c_chlorphyrifos_raw_6,,,,1.1.0,,chemicals_ath,c_chlorphyrifos_raw_0
ATHLETE_CDM,chemicals_ath,c_cotinine_lod_6,,,,1.1.0,,chemicals_ath,c_cotinine_lod_0
ATHLETE_CDM,chemicals_ath,c_cotinine_raw_6,,,,1.1.0,,chemicals_ath,c_cotinine_raw_0
ATHLETE_CDM,chemicals_ath,c_creatinine_lod_6,,,,1.1.0,,chemicals_ath,c_creatinine_lod_0
ATHLETE_CDM,chemicals_ath,c_creatinine_raw_6,,,,1.1.0,,chemicals_ath,c_creatinine_raw_0
ATHLETE_CDM,chemicals_ath,c_dde_lod_1,,,,1.1.0,,chemicals_ath,c_dde_lod_0
ATHLETE_CDM,chemicals_ath,c_dde_lod_12,,,,1.1.0,,chemicals_ath,c_dde_lod_0
ATHLETE_CDM,chemicals_ath,c_dde_lod_13,,,,1.1.0,,chemicals_ath,c_dde_lod_0
ATHLETE_CDM,chemicals_ath,c_dde_raw_1,,,,1.1.0,,chemicals_ath,c_dde_raw_0
ATHLETE_CDM,chemicals_ath,c_dde_raw_12,,,,1.1.0,,chemicals_ath,c_dde_raw_0
ATHLETE_CDM,chemicals_ath,c_dde_raw_13,,,,1.1.0,,chemicals_ath,c_dde_raw_0
ATHLETE_CDM,chemicals_ath,c_dedtp_lod_6,,,,1.1.0,,chemicals_ath,c_dedtp_lod_0
ATHLETE_CDM,chemicals_ath,c_dedtp_raw_6,,,,1.1.0,,chemicals_ath,c_dedtp_raw_0
ATHLETE_CDM,chemicals_ath,c_dep_lod_6,,,,1.1.0,,chemicals_ath,c_dep_lod_0
ATHLETE_CDM,chemicals_ath,c_dep_raw_6,,,,1.1.0,,chemicals_ath,c_dep_raw_0
ATHLETE_CDM,chemicals_ath,c_detp_lod_6,,,,1.1.0,,chemicals_ath,c_detp_lod_0
ATHLETE_CDM,chemicals_ath,c_detp_raw_6,,,,1.1.0,,chemicals_ath,c_detp_raw_0
ATHLETE_CDM,chemicals_ath,c_dmdtp_lod_6,,,,1.1.0,,chemicals_ath,c_dmdtp_lod_0
ATHLETE_CDM,chemicals_ath,c_dmdtp_raw_6,,,,1.1.0,,chemicals_ath,c_dmdtp_raw_0
ATHLETE_CDM,chemicals_ath,c_dmp_lod_6,,,,1.1.0,,chemicals_ath,c_dmp_lod_0
ATHLETE_CDM,chemicals_ath,c_dmp_raw_6,,,,1.1.0,,chemicals_ath,c_dmp_raw_0
ATHLETE_CDM,chemicals_ath,c_dmtp_lod_6,,,,1.1.0,,chemicals_ath,c_dmtp_lod_0
ATHLETE_CDM,chemicals_ath,c_dmtp_raw_6,,,,1.1.0,,chemicals_ath,c_dmtp_raw_0
ATHLETE_CDM,chemicals_ath,c_eaa_lod_6,,,,1.1.0,,chemicals_ath,c_eaa_lod_0
ATHLETE_CDM,chemicals_ath,c_eaa_raw_6,,,,1.1.0,,chemicals_ath,c_eaa_raw_0
ATHLETE_CDM,chemicals_ath,c_eeaa_lod_6,,,,1.1.0,,chemicals_ath,c_eeaa_lod_0
ATHLETE_CDM,chemicals_ath,c_eeaa_raw_6,,,,1.1.0,,chemicals_ath,c_eeaa_raw_0
ATHLETE_CDM,chemicals_ath,c_hcb_lod_1,,,,1.1.0,,chemicals_ath,c_hcb_lod_0
ATHLETE_CDM,chemicals_ath,c_hcb_lod_12,,,,1.1.0,,chemicals_ath,c_hcb_lod_0
ATHLETE_CDM,chemicals_ath,c_hcb_lod_13,,,,1.1.0,,chemicals_ath,c_hcb_lod_0
ATHLETE_CDM,chemicals_ath,c_hcb_raw_1,,,,1.1.0,,chemicals_ath,c_hcb_raw_0
ATHLETE_CDM,chemicals_ath,c_hcb_raw_12,,,,1.1.0,,chemicals_ath,c_hcb_raw_0
ATHLETE_CDM,chemicals_ath,c_hcb_raw_13,,,,1.1.0,,chemicals_ath,c_hcb_raw_0
ATHLETE_CDM,chemicals_ath,c_hch_lod_1,,,,1.1.0,,chemicals_ath,c_hch_lod_0
ATHLETE_CDM,chemicals_ath,c_hch_lod_12,,,,1.1.0,,chemicals_ath,c_hch_lod_0
ATHLETE_CDM,chemicals_ath,c_hch_lod_13,,,,1.1.0,,chemicals_ath,c_hch_lod_0
ATHLETE_CDM,chemicals_ath,c_hch_raw_1,,,,1.1.0,,chemicals_ath,c_hch_raw_0
ATHLETE_CDM,chemicals_ath,c_hch_raw_12,,,,1.1.0,,chemicals_ath,c_hch_raw_0
ATHLETE_CDM,chemicals_ath,c_hch_raw_13,,,,1.1.0,,chemicals_ath,c_hch_raw_0
ATHLETE_CDM,chemicals_ath,c_maa_lod_6,,,,1.1.0,,chemicals_ath,c_maa_lod_0
ATHLETE_CDM,chemicals_ath,c_maa_raw_6,,,,1.1.0,,chemicals_ath,c_maa_raw_0
ATHLETE_CDM,chemicals_ath,c_meaa_lod_6,,,,1.1.0,,chemicals_ath,c_meaa_lod_0
ATHLETE_CDM,chemicals_ath,c_meaa_raw_6,,,,1.1.0,,chemicals_ath,c_meaa_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb118_lod_1,,,,1.1.0,,chemicals_ath,c_pcb118_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb118_lod_12,,,,1.1.0,,chemicals_ath,c_pcb118_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb118_lod_13,,,,1.1.0,,chemicals_ath,c_pcb118_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb118_raw_1,,,,1.1.0,,chemicals_ath,c_pcb118_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb118_raw_12,,,,1.1.0,,chemicals_ath,c_pcb118_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb118_raw_13,,,,1.1.0,,chemicals_ath,c_pcb118_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb138_lod_1,,,,1.1.0,,chemicals_ath,c_pcb138_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb138_lod_12,,,,1.1.0,,chemicals_ath,c_pcb138_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb138_lod_13,,,,1.1.0,,chemicals_ath,c_pcb138_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb138_raw_1,,,,1.1.0,,chemicals_ath,c_pcb138_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb138_raw_12,,,,1.1.0,,chemicals_ath,c_pcb138_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb138_raw_13,,,,1.1.0,,chemicals_ath,c_pcb138_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb153_lod_1,,,,1.1.0,,chemicals_ath,c_pcb153_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb153_lod_12,,,,1.1.0,,chemicals_ath,c_pcb153_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb153_lod_13,,,,1.1.0,,chemicals_ath,c_pcb153_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb153_raw_1,,,,1.1.0,,chemicals_ath,c_pcb153_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb153_raw_12,,,,1.1.0,,chemicals_ath,c_pcb153_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb153_raw_13,,,,1.1.0,,chemicals_ath,c_pcb153_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb170_lod_1,,,,1.1.0,,chemicals_ath,c_pcb170_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb170_lod_12,,,,1.1.0,,chemicals_ath,c_pcb170_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb170_lod_13,,,,1.1.0,,chemicals_ath,c_pcb170_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb170_raw_1,,,,1.1.0,,chemicals_ath,c_pcb170_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb170_raw_12,,,,1.1.0,,chemicals_ath,c_pcb170_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb170_raw_13,,,,1.1.0,,chemicals_ath,c_pcb170_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb180_lod_1,,,,1.1.0,,chemicals_ath,c_pcb180_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb180_lod_12,,,,1.1.0,,chemicals_ath,c_pcb180_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb180_lod_13,,,,1.1.0,,chemicals_ath,c_pcb180_lod_0
ATHLETE_CDM,chemicals_ath,c_pcb180_raw_12,,,,1.1.0,,chemicals_ath,c_pcb180_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb180_raw_1,,,,1.1.0,,chemicals_ath,c_pcb180_raw_0
ATHLETE_CDM,chemicals_ath,c_pcb180_raw_13,,,,1.1.0,,chemicals_ath,c_pcb180_raw_0
ATHLETE_CDM,chemicals_ath,c_pfda_lod_1,,,,1.1.0,,chemicals_ath,c_pfda_lod_0
ATHLETE_CDM,chemicals_ath,c_pfda_lod_12,,,,1.1.0,,chemicals_ath,c_pfda_lod_0
ATHLETE_CDM,chemicals_ath,c_pfda_lod_13,,,,1.1.0,,chemicals_ath,c_pfda_lod_0
ATHLETE_CDM,chemicals_ath,c_pfda_raw_1,,,,1.1.0,,chemicals_ath,c_pfda_raw_0
ATHLETE_CDM,chemicals_ath,c_pfda_raw_12,,,,1.1.0,,chemicals_ath,c_pfda_raw_0
ATHLETE_CDM,chemicals_ath,c_pfda_raw_13,,,,1.1.0,,chemicals_ath,c_pfda_raw_0
ATHLETE_CDM,chemicals_ath,c_pfhxs_lod_1,,,,1.1.0,,chemicals_ath,c_pfhxs_lod_0
ATHLETE_CDM,chemicals_ath,c_pfhxs_lod_12,,,,1.1.0,,chemicals_ath,c_pfhxs_lod_0
ATHLETE_CDM,chemicals_ath,c_pfhxs_lod_13,,,,1.1.0,,chemicals_ath,c_pfhxs_lod_0
ATHLETE_CDM,chemicals_ath,c_pfhxs_raw_1,,,,1.1.0,,chemicals_ath,c_pfhxs_raw_0
ATHLETE_CDM,chemicals_ath,c_pfhxs_raw_12,,,,1.1.0,,chemicals_ath,c_pfhxs_raw_0
ATHLETE_CDM,chemicals_ath,c_pfhxs_raw_13,,,,1.1.0,,chemicals_ath,c_pfhxs_raw_0
ATHLETE_CDM,chemicals_ath,c_pfna_lod_1,,,,1.1.0,,chemicals_ath,c_pfna_lod_0
ATHLETE_CDM,chemicals_ath,c_pfna_lod_12,,,,1.1.0,,chemicals_ath,c_pfna_lod_0
ATHLETE_CDM,chemicals_ath,c_pfna_lod_13,,,,1.1.0,,chemicals_ath,c_pfna_lod_0
ATHLETE_CDM,chemicals_ath,c_pfna_raw_1,,,,1.1.0,,chemicals_ath,c_pfna_raw_0
ATHLETE_CDM,chemicals_ath,c_pfna_raw_12,,,,1.1.0,,chemicals_ath,c_pfna_raw_0
ATHLETE_CDM,chemicals_ath,c_pfna_raw_13,,,,1.1.0,,chemicals_ath,c_pfna_raw_0
ATHLETE_CDM,chemicals_ath,c_pfoa_lod_1,,,,1.1.0,,chemicals_ath,c_pfoa_lod_0
ATHLETE_CDM,chemicals_ath,c_pfoa_lod_12,,,,1.1.0,,chemicals_ath,c_pfoa_lod_0
ATHLETE_CDM,chemicals_ath,c_pfoa_lod_13,,,,1.1.0,,chemicals_ath,c_pfoa_lod_0
ATHLETE_CDM,chemicals_ath,c_pfoa_raw_1,,,,1.1.0,,chemicals_ath,c_pfoa_raw_0
ATHLETE_CDM,chemicals_ath,c_pfoa_raw_12,,,,1.1.0,,chemicals_ath,c_pfoa_raw_0
ATHLETE_CDM,chemicals_ath,c_pfoa_raw_13,,,,1.1.0,,chemicals_ath,c_pfoa_raw_0
ATHLETE_CDM,chemicals_ath,c_pfos_lod_1,,,,1.1.0,,chemicals_ath,c_pfos_lod_0
ATHLETE_CDM,chemicals_ath,c_pfos_lod_12,,,,1.1.0,,chemicals_ath,c_pfos_lod_0
ATHLETE_CDM,chemicals_ath,c_pfos_lod_13,,,,1.1.0,,chemicals_ath,c_pfos_lod_0
ATHLETE_CDM,chemicals_ath,c_pfos_raw_1,,,,1.1.0,,chemicals_ath,c_pfos_raw_0
ATHLETE_CDM,chemicals_ath,c_pfos_raw_12,,,,1.1.0,,chemicals_ath,c_pfos_raw_0
ATHLETE_CDM,chemicals_ath,c_pfos_raw_13,,,,1.1.0,,chemicals_ath,c_pfos_raw_0
ATHLETE_CDM,chemicals_ath,c_pfunda_lod_1,,,,1.1.0,,chemicals_ath,c_pfunda_lod_0
ATHLETE_CDM,chemicals_ath,c_pfunda_lod_12,,,,1.1.0,,chemicals_ath,c_pfunda_lod_0
ATHLETE_CDM,chemicals_ath,c_pfunda_lod_13,,,,1.1.0,,chemicals_ath,c_pfunda_lod_0
ATHLETE_CDM,chemicals_ath,c_pfunda_raw_1,,,,1.1.0,,chemicals_ath,c_pfunda_raw_0
