directory_table,directory_id,directory_name,catalogue_table,catalogue_id,mapping_rule,disposition,flag_reason,from_UMCG,notes,data_quality_error,data_quality_reason,collections_fold_review,name_coherence,part_of_possible_facts_fold
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Cystitisunspecified,"FFPE Slides Collection - Cystitis, unspecified",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,True,"[SuspiciousContent] description: suspiciously short (<3 words): 'Cystitis, unspecified'",,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426972,Cryo preserved tissue Collection - Cheek,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427289,FFPE blocks Collection - Heart,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUW:collection:BB9319,Stress Study,Collections,bbmri-eric:ID:AT_MUW:collection:BB9319,standalone/parent collection -> Collections (direct),auto,,False,parent of 2 sub-collection(s),True,"[GeoCoordsWithinCountry] coordinates present but unparseable: lat='48,220937', lon='16,345041'",,,
Collections,bbmri-eric:ID:AT_MUW:collection:BB9555,Neutropenia in hematological neoplasia,Collections,bbmri-eric:ID:AT_MUW:collection:BB9555,standalone/parent collection -> Collections (direct),auto,,False,parent of 3 sub-collection(s),True,"[GeoCoordsWithinCountry] coordinates present but unparseable: lat='48,220937', lon='16,345041'",,,
Collections,bbmri-eric:ID:AT_MUG:collection:BioPersMedCohort,BioPersMed Cohort: cardiovascular and metabolic diseases,Collections,bbmri-eric:ID:AT_MUG:collection:BioPersMedCohort,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426987,Cryo preserved tissue Collection - Lower leg,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427084,Cryo preserved tissue Collection - Synovium,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427265,FFPE blocks Collection - Aorta,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427277,FFPE blocks Collection - Bladder,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUW:collection:BB9347-9348:328396,Biobank department for pediatric nephrology - Serum,Collection facts,bbmri-eric:ID:AT_MUW:collection:BB9347-9348,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426988,Cryo preserved tissue Collection - Thigh,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426964,Cryo preserved tissue Collection - Lung,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426974,Cryo preserved tissue Collection - Face,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Othernontoxicgoitre:Nontoxicdiffusegoitre,FFPE Slides Collection - Other nontoxic goitre: Nontoxic diffuse goitre,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Seborrheickeratosis,FFPE Slides Collection - Seborrheic keratosis,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,True,[SuspiciousContent] description: suspiciously short (<3 words): 'Seborrheic keratosis',,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Otherdisordersofprostate:Atrophyofprostate,FFPE Slides Collection - Other disorders of prostate: Atrophy of prostate,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Duodenitis,FFPE Slides Collection - Duodenitis,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,True,[SuspiciousContent] description: suspiciously short (<3 words): 'Duodenitis',,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Chronichepatitisnotelsewhereclassified:Chronichepatitisunspecified,"FFPE Slides Collection - Chronic hepatitis, not elsewhere classified: Chronic hepatitis, unspecified",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCRCWholeSlideImage-VascularInvasionCohort,Colorectal Cancer (CRC) Whole Slide Image - Vascular Invasion Cohort,Collections,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCRCWholeSlideImage-VascularInvasionCohort,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Cholesteatomaofexternalear,FFPE Slides Collection - Cholesteatoma of external ear,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Malignantneoplasmofotherandill-definedsitesintheliporalcavityandpharynx:Pharynxunspecified,"FFPE Slides Collection - Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx: Pharynx, unspecified",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Calculusofgallbladderwithoutcholecystitis,FFPE Slides Collection - Calculus of gallbladder without cholecystitis,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427306,FFPE blocks Collection - Paranasal sinus,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426991,Cryo preserved tissue Collection - Elbow,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUI:collection:45:231729,Tissue Biobank Morphological Laboratory of Gynecology/ Histology,Collection facts,bbmri-eric:ID:AT_MUI:collection:45,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426993,Cryo preserved tissue Collection - Thenar eminence,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUW:collection:BB9007:328293,Rheumatologic diseases - PBMC lysate,Collection facts,bbmri-eric:ID:AT_MUW:collection:BB9007,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426986,Cryo preserved tissue Collection - Hip,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Complicationsandill-defineddescriptionsofheartdisease:Cardiomegaly,FFPE Slides Collection - Complications and ill-defined descriptions of heart disease: Cardiomegaly,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427092,"Cryo preserved tissue Collection - Hypophysis, posterior",Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427278,FFPE blocks Collection - Ureter,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Otherinflammatoryliverdiseases:Abscessofliver,FFPE Slides Collection - Other inflammatory liver diseases: Abscess of liver,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Otherspecifiedinterstitialpulmonarydiseases,FFPE Slides Collection - Other specified interstitial pulmonary diseases,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Gastriculcer,FFPE Slides Collection - Gastric ulcer,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,True,[SuspiciousContent] description: suspiciously short (<3 words): 'Gastric ulcer',,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426969,Cryo preserved tissue Collection - Mediastinum,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUW:collection:BB9014-9015:328299,Biobank Study ViBS - Citrat-Plasma + RLT Buffer,Collection facts,bbmri-eric:ID:AT_MUW:collection:BB9014-9015,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426966,Cryo preserved tissue Collection - Heart,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426998,Cryo preserved tissue Collection - Axilla,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426997,Cryo preserved tissue Collection - Upper arm,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Pilarandtrichodermalcyst,FFPE Slides Collection - Pilar and trichodermal cyst,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-PeripheralT-celllymphomanotclassified,"FFPE Slides Collection - Peripheral T-cell lymphoma, not classified",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426965,Cryo preserved tissue Collection - Thymus gland,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUW:collection:BB9019:328302,Lung Transplantation Biobank - EDTA-Plasma of transplant recipient,Collection facts,bbmri-eric:ID:AT_MUW:collection:BB9019,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUW:collection:BB9188:328344,Vienna Bleeding Study (molecularbiological) - Serum,Collection facts,bbmri-eric:ID:AT_MUW:collection:BB9188,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427002,Cryo preserved tissue Collection - Peripheral nerve,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427276,FFPE blocks Collection - Colon,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUW:collection:BB9188:328345,Vienna Bleeding Study (molecularbiological) - Citrat-Plasma,Collection facts,bbmri-eric:ID:AT_MUW:collection:BB9188,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427003,Cryo preserved tissue Collection - Brain,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:OrthopaedicsCollection,"Orthopaedics Collection: arthrosis, coxarthrosis , gonarthrosis, bone sarcoma,   bone tumour, soft tissue tumour, soft tissue sarcoma",Collections,bbmri-eric:ID:AT_MUG:collection:OrthopaedicsCollection,standalone/parent collection -> Collections (direct),auto,,False,,True,"[GeoCoordsWithinCountry] coordinates present but unparseable: lat='47,07492', lon='15,46588'",,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426992,Cryo preserved tissue Collection - Hand,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427330,FFPE blocks Collection - Dorsum of foot,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Paralyticileusandintestinalobstructionwithouthernia:Volvulus,FFPE Slides Collection - Paralytic ileus and intestinal obstruction without hernia: Volvulus,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUW:collection:BB9233:328351,Biobank of outpatient clinic for Echinococcosis - cyt puncture pellet,Collection facts,bbmri-eric:ID:AT_MUW:collection:BB9233,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427010,"Cryo preserved tissue Collection - Connective, subcutaneous and other soft tissues of lower limb and hip",Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427271,"FFPE blocks Collection - Connective, subcutaneous and other soft tissues of abdomen",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427012,Cryo preserved tissue Collection - gastrocnemius muscle,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427013,Cryo preserved tissue Collection - Diaphragm,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:UK_GBR-1-37:collection:52-111,Head and Neck,Collections,bbmri-eric:ID:UK_GBR-1-37:collection:52-111,standalone/parent collection -> Collections (direct),auto,,False,,True,[SuspiciousContent] description: suspiciously short (<3 words): 'Tongue',,,
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Chronicsalpingitisandoophoritis,FFPE Slides Collection - Chronic salpingitis and oophoritis,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,True,"[GeoCoordsWithinCountry] coordinates present but unparseable: lat='47,07492', lon='15,46588'",,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427014,"Cryo preserved tissue Collection - Connective, subcutaneous and other soft tissues of abdomen",Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427086,Cryo preserved tissue Collection - Arteries,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Diverticulardiseaseoflargeintestinewithoutperforationorabscess,FFPE Slides Collection - Diverticular disease of large intestine without perforation or abscess,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427015,Cryo preserved tissue Collection - psoas major muscle,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427016,Cryo preserved tissue Collection - Inferior vena cava,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427310,"FFPE blocks Collection - Connective, subcutaneous and other soft tissues of pelvis",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Chronicsinusitis:Chronicsinusitisunspecified,"FFPE Slides Collection - Chronic sinusitis: Chronic sinusitis, unspecified",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUI:collection:47:231749,Urology DB,Collection facts,bbmri-eric:ID:AT_MUI:collection:47,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427009,Cryo preserved tissue Collection - Carotid artery,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427088,Cryo preserved tissue Collection - Veins,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427321,FFPE blocks Collection - Rectum,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:426942,Cryo preserved tissue Collection - Mouth,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Chronictonsillitisandadenoiditis,FFPE Slides Collection - Chronic tonsillitis and adenoiditis,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427329,FFPE blocks Collection - Veins,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427090,Cryo preserved tissue Collection - Muscles,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Otherspecifieddiseasesofanusandrectum,FFPE Slides Collection - Other specified diseases of anus and rectum,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:RadiotherapyCollection,"Radiotherapy Collection: cancer patients (primarily prostate, breast, lung and rectal cancer)",Collections,bbmri-eric:ID:AT_MUG:collection:RadiotherapyCollection,standalone/parent collection -> Collections (direct),auto,,False,,True,"[GeoCoordsWithinCountry] coordinates present but unparseable: lat='47,07492', lon='15,46588'",,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Acutevasculardisordersofintestine,FFPE Slides Collection - Acute vascular disorders of intestine,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUI:collection:45:231731,Tissue Biobank Morphological Laboratory of Gynecology/ Histology,Collection facts,bbmri-eric:ID:AT_MUI:collection:45,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427019,"Cryo preserved tissue Collection - Connective, subcutaneous and other soft tissues of pelvis",Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:DE_WBE:collection:COVID19PROSPECTIVE,Ability to collect COVID-19 cases,Collections,bbmri-eric:ID:DE_WBE:collection:COVID19PROSPECTIVE,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Complicationsofproceduresnotelsewhereclassified,"FFPE Slides Collection - Complications of procedures, not elsewhere classified",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427020,"Cryo preserved tissue Collection - Connective, subcutaneous and other soft tissues of trunk",Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427021,Cryo preserved tissue Collection - Fascia,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427022,Cryo preserved tissue Collection - Bones,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427024,Cryo preserved tissue Collection - Parietal bone,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUI:collection:47:231737,Urology DB - FFPE-Cancer-Prostate,Collection facts,bbmri-eric:ID:AT_MUI:collection:47,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:UK_GBR-1-17:collection:278-815,Vulva,Collections,bbmri-eric:ID:UK_GBR-1-17:collection:278-815,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Cystsoforalregionnotelsewhereclassified:Developmentalodontogeniccysts,"FFPE Slides Collection - Cysts of oral region, not elsewhere classified: Developmental odontogenic cysts",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Otherimpactionofintestine,FFPE Slides Collection - Other impaction of intestine,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427026,Cryo preserved tissue Collection - Temporal bone,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:FR_BB-0033-00091:collection:mainCollection,Main Collection,Collections,bbmri-eric:ID:FR_BB-0033-00091:collection:mainCollection,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Acutepancreatitisunspecified,"FFPE Slides Collection - Acute pancreatitis, unspecified",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427029,Cryo preserved tissue Collection - Ramus of mandible,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
