name,parent,codesystem,code,ontologyTermURI,definition
Molecular dynamics,Biomolecular simulation,edam,EDAM_0176,http://edamontology.org/topic_0176,"The study and simulation of molecular (typically protein) conformation using a computational model of physical forces and computer simulation.; This includes methods such as Molecular Dynamics, Coarse-grained dynamics, metadynamics, Quantum Mechanics, QM/MM, Markov State Models, etc. This includes resources concerning flexibility and motion in protein and other molecular structures."
Function analysis,Computational biology,edam,EDAM_1775,http://edamontology.org/topic_1775,The study of gene and protein function including the prediction of functional properties of a protein.
Functional genomics,Function analysis,edam,EDAM_0085,http://edamontology.org/topic_0085,"The study of gene or protein functions and their interactions in totality in a given organism, tissue, cell etc."
"Sequence sites, features and motifs",Computational biology,edam,EDAM_0160,http://edamontology.org/topic_0160,"The archival, detection, prediction and analysis of positional features such as functional and other key sites, in molecular sequences and the conserved patterns (motifs, profiles etc.) that may be used to describe them."
"Nucleic acid sites, features and motifs","Sequence sites, features and motifs",edam,EDAM_3511,http://edamontology.org/topic_3511,"The biology, archival, detection, prediction and analysis of positional features such as functional and other key sites, in nucleic acid sequences and the conserved patterns (motifs, profiles etc.) that may be used to describe them.; Sequence tagged sites are short DNA sequences that are unique within a genome and serve as a mapping landmark, detectable by PCR they allow a genome to be mapped via an ordering of STSs."
DNA binding sites,"Nucleic acid sites, features and motifs",edam,EDAM_3125,http://edamontology.org/topic_3125,"Nucleic acids binding to some other molecule.; This includes ribosome binding sites (Shine-Dalgarno sequence in prokaryotes), restriction enzyme recognition sites (restriction sites) etc.; This includes sites involved with DNA replication and recombination. This includes binding sites for initiation of replication (origin of replication), regions where transfer is initiated during the conjugation or mobilisation (origin of transfer), starting sites for DNA duplication (origin of replication) and regions which are eliminated through any of kind of recombination. Also nucleosome exclusion regions, i.e. specific patterns or regions which exclude nucleosomes (the basic structural units of eukaryotic chromatin which play a significant role in regulating gene expression)."
Transcription factors and regulatory sites,DNA binding sites,edam,EDAM_0749,http://edamontology.org/topic_0749,"Proteins that bind to DNA and control transcription of DNA to mRNA (transcription factors) and also transcriptional regulatory sites, elements and regions (such as promoters, enhancers, silencers and boundary elements / insulators) in nucleotide sequences.; This includes CpG rich regions (isochores) in a nucleotide sequence.; This includes promoters, CAAT signals, TATA signals, -35 signals, -10 signals, GC signals, primer binding sites for initiation of transcription or reverse transcription, enhancer, attenuator, terminators and ribosome binding sites.; Transcription factor proteins either promote (as an activator) or block (as a repressor) the binding to DNA of RNA polymerase. Regulatory sites including transcription factor binding site as well as promoters, enhancers, silencers and boundary elements / insulators."
"Protein sites, features and motifs","Sequence sites, features and motifs",edam,EDAM_3510,http://edamontology.org/topic_3510,"The biology, archival, detection, prediction and analysis of positional features such as functional and other key sites, in protein sequences and the conserved patterns (motifs, profiles etc.) that may be used to describe them.; A signal peptide coding sequence encodes an N-terminal domain of a secreted protein, which is involved in attaching the polypeptide to a membrane leader sequence. A transit peptide coding sequence encodes an N-terminal domain of a nuclear-encoded organellar protein; which is involved in import of the protein into the organelle."
Protein binding sites,"Protein sites, features and motifs",edam,EDAM_3534,http://edamontology.org/topic_3534,"Binding sites in proteins, including cleavage sites (for a proteolytic enzyme or agent), key residues involved in protein folding, catalytic residues (active site) of an enzyme, ligand-binding (non-catalytic) residues of a protein, such as sites that bind metal, prosthetic groups or lipids, RNA and DNA-binding proteins and binding sites etc."
Molecular genetics,Computational biology,edam,EDAM_3321,http://edamontology.org/topic_3321,The structure and function of genes at a molecular level.
Gene expression,Molecular genetics,edam,EDAM_0203,http://edamontology.org/topic_0203,"The analysis of levels and patterns of synthesis of gene products (proteins and functional RNA) including interpretation in functional terms of gene expression data.; Gene expression levels are analysed by identifying, quantifying or comparing mRNA transcripts, for example using microarrays, RNA-seq, northern blots, gene-indexed expression profiles etc.; This includes the study of codon usage in nucleotide sequence(s), genetic codes and so on."
Gene regulation,Gene expression,edam,EDAM_0204,http://edamontology.org/topic_0204,The regulation of gene expression.
RNA splicing,Gene expression,edam,EDAM_3320,http://edamontology.org/topic_3320,"RNA splicing; post-transcription RNA modification involving the removal of introns and joining of exons.; This includes the study of splice sites, splicing patterns, alternative splicing events and variants, isoforms, etc.."
Transcriptomics,Gene expression,edam,EDAM_3308,http://edamontology.org/topic_3308,"The analysis of transcriptomes, or a set of all the RNA molecules in a specific cell, tissue etc."
Ribosome Profiling,Transcriptomics,edam,EDAM_4027,http://edamontology.org/topic_4027,"With ribosome profiling, ribosome-protected mRNA fragments are analyzed with RNA-seq techniques leading to a genome-wide measurement of the translation landscape."
Metatranscriptomics,Transcriptomics,edam,EDAM_3941,http://edamontology.org/topic_3941,The study of microbe gene expression within natural environments (i.e. the metatranscriptome).; Metatranscriptomics methods can be used for whole gene expression profiling of complex microbial communities.
Metatranscriptomics,Gene expression,edam,EDAM_3941,http://edamontology.org/topic_3941,The study of microbe gene expression within natural environments (i.e. the metatranscriptome).; Metatranscriptomics methods can be used for whole gene expression profiling of complex microbial communities.
Transcription factors and regulatory sites,Gene expression,edam,EDAM_0749,http://edamontology.org/topic_0749,"Proteins that bind to DNA and control transcription of DNA to mRNA (transcription factors) and also transcriptional regulatory sites, elements and regions (such as promoters, enhancers, silencers and boundary elements / insulators) in nucleotide sequences.; This includes CpG rich regions (isochores) in a nucleotide sequence.; This includes promoters, CAAT signals, TATA signals, -35 signals, -10 signals, GC signals, primer binding sites for initiation of transcription or reverse transcription, enhancer, attenuator, terminators and ribosome binding sites.; Transcription factor proteins either promote (as an activator) or block (as a repressor) the binding to DNA of RNA polymerase. Regulatory sites including transcription factor binding site as well as promoters, enhancers, silencers and boundary elements / insulators."
Genetic variation,Molecular genetics,edam,EDAM_0199,http://edamontology.org/topic_0199,"Stable, naturally occurring mutations in a nucleotide sequence including alleles, naturally occurring mutations such as single base nucleotide substitutions, deletions and insertions, RFLPs and other polymorphisms."
DNA polymorphism,Genetic variation,edam,EDAM_2885,http://edamontology.org/topic_2885,"DNA polymorphism.; Includes microsatellite polymorphism in a DNA sequence. A microsatellite polymorphism is a very short subsequence that is repeated a variable number of times between individuals. These repeats consist of the nucleotides cytosine and adenosine.; Includes restriction fragment length polymorphisms (RFLP) in a DNA sequence. An RFLP is defined by the presence or absence of a specific restriction site of a bacterial restriction enzyme.; Includes single nucleotide polymorphisms (SNP) and associated data, for example, the discovery and annotation of SNPs. A SNP is a DNA sequence variation where a single nucleotide differs between members of a species or paired chromosomes in an individual.; Includes variable number of tandem repeat (VNTR) polymorphism in a DNA sequence. VNTRs occur in non-coding regions of DNA and consists sub-sequence that is repeated a multiple (and varied) number of times."
DNA mutation,Genetic variation,edam,EDAM_2533,http://edamontology.org/topic_2533,DNA mutation.
Structural variation,Genetic variation,edam,EDAM_3175,http://edamontology.org/topic_3175,"Variation in chromosome structure including microscopic and submicroscopic types of variation such as deletions, duplications, copy-number variants, insertions, inversions and translocations."
Copy number variation,Structural variation,edam,EDAM_3958,http://edamontology.org/topic_3958,"A DNA structural variation, specifically a duplication or deletion event, resulting in sections of the genome to be repeated, or the number of repeats in the genome to vary between individuals."
Gene structure,Molecular genetics,edam,EDAM_0114,http://edamontology.org/topic_0114,"Gene structure, regions which make an RNA product and features such as promoters, coding regions, gene fusion, splice sites etc.; This includes the study of promoters, coding regions etc.; This includes operons (operators, promoters and genes) from a bacterial genome. For example the operon leader and trailer gene, gene composition of the operon and associated information."
Gene transcripts,Gene structure,edam,EDAM_3512,http://edamontology.org/topic_3512,"Transcription of DNA into RNA and features of a messenger RNA (mRNA) molecules including precursor RNA, primary (unprocessed) transcript and fully processed molecules.; This includes 5'untranslated region (5'UTR), coding sequences (CDS), exons, intervening sequences (intron) and 3'untranslated regions (3'UTR).; This includes Introns, and protein-coding regions including coding sequences (CDS), exons, translation initiation sites and open reading frames. Also expressed sequence tag (EST) or complementary DNA (cDNA) sequences.; This includes coding sequences for a signal or transit peptide. A signal peptide coding sequence encodes an N-terminal domain of a secreted protein, which is involved in attaching the polypeptide to a membrane leader sequence. A transit peptide coding sequence encodes an N-terminal domain of a nuclear-encoded organellar protein; which is involved in import of the protein into the organelle.; This includes regions or sites in a eukaryotic and eukaryotic viral RNA sequence which directs endonuclease cleavage or polyadenylation of an RNA transcript. A polyA signal is required for endonuclease cleavage of an RNA transcript that is followed by polyadenylation. A polyA site is a site on an RNA transcript to which adenine residues will be added during post-transcriptional polyadenylation."
Mobile genetic elements,Gene structure,edam,EDAM_0798,http://edamontology.org/topic_0798,"Mobile genetic elements, such as transposons, Plasmids, Bacteriophage elements and Group II introns."
"Functional, regulatory and non-coding RNA",Gene structure,edam,EDAM_0659,http://edamontology.org/topic_0659,"Non-coding or functional RNA sequences, including regulatory RNA sequences, ribosomal RNA (rRNA) and transfer RNA (tRNA).; Non-coding RNA includes piwi-interacting RNA (piRNA), small nuclear RNA (snRNA) and small nucleolar RNA (snoRNA). Regulatory RNA includes microRNA (miRNA) - short single stranded RNA molecules that regulate gene expression, and small interfering RNA (siRNA)."
Cytogenetics,Molecular genetics,edam,EDAM_3959,http://edamontology.org/topic_3959,"The branch of genetics concerned with the relationships between chromosomes and cellular behaviour, especially during mitosis and meiosis."
Gene and protein families,Molecular genetics,edam,EDAM_0623,http://edamontology.org/topic_0623,"Particular gene(s), gene family or other gene group or system and their encoded proteins.Primarily the classification of proteins (from sequence or structural data) into clusters, groups, families etc., curation of a particular protein or protein family, or any other proteins that have been classified as members of a common group.; A protein families database might include the classifier (e.g. a sequence profile) used to build the classification."
Immunoproteins and antigens,Gene and protein families,edam,EDAM_2830,http://edamontology.org/topic_2830,"Immunity-related proteins and their ligands.; This includes T cell receptors (TR), major histocompatibility complex (MHC), immunoglobulin superfamily (IgSF) / antibodies, major histocompatibility complex superfamily (MhcSF), etc."""
Phylogeny,Computational biology,edam,EDAM_0084,http://edamontology.org/topic_0084,"The study of evolutionary relationships amongst organisms.; This includes diverse phylogenetic methods, including phylogenetic tree construction, typically from molecular sequence or morphological data, methods that simulate DNA sequence evolution, a phylogenetic tree or the underlying data, or which estimate or use molecular clock and stratigraphic (age) data, methods for studying gene evolution etc."
Cladistics,Phylogeny,edam,EDAM_3944,http://edamontology.org/topic_3944,"The biological classification of organisms by categorizing them in groups (""clades"") based on their most recent common ancestor."
Phylogenetics,Phylogeny,edam,EDAM_3293,http://edamontology.org/topic_3293,The study of evolutionary relationships amongst organisms from analysis of genetic information (typically gene or protein sequences).
Structure analysis,Computational biology,edam,EDAM_0081,http://edamontology.org/topic_0081,"The curation, processing, analysis and prediction of data about the structure of biological molecules, typically proteins and nucleic acids and other macromolecules.; This includes related concepts such as structural properties, alignments and structural motifs."
Protein structure analysis,Structure analysis,edam,EDAM_2814,http://edamontology.org/topic_2814,Protein secondary or tertiary structural data and/or associated annotation.
Protein secondary structure,Protein structure analysis,edam,EDAM_3542,http://edamontology.org/topic_3542,"Secondary structure (predicted or real) of a protein, including super-secondary structure.; Super-secondary structures include leucine zippers, coiled coils, Helix-Turn-Helix etc.; The location and size of the secondary structure elements and intervening loop regions is typically given. The report can include disulphide bonds and post-translationally formed peptide bonds (crosslinks)."
Protein disordered structure,Protein structure analysis,edam,EDAM_3538,http://edamontology.org/topic_3538,Disordered structure in a protein.
Protein structural motifs and surfaces,Protein structure analysis,edam,EDAM_0166,http://edamontology.org/topic_0166,"Structural features or common 3D motifs within protein structures, including the surface of a protein structure, such as biological interfaces with other molecules.; This includes conformation of conserved substructures, conserved geometry (spatial arrangement) of secondary structure or protein backbone, solvent-exposed surfaces, internal cavities, the analysis of shape, hydropathy, electrostatic patches, role and functions etc."
"Protein folding, stability and design",Protein structure analysis,edam,EDAM_0130,http://edamontology.org/topic_0130,"Protein stability, folding (in 3D space) and protein sequence-structure-function relationships. This includes for example study of inter-atomic or inter-residue interactions in protein (3D) structures, the effect of mutation, and the design of proteins with specific properties, typically by designing changes (via site-directed mutagenesis) to an existing protein."
Protein folds and structural domains,Protein structure analysis,edam,EDAM_0736,http://edamontology.org/topic_0736,"Protein tertiary structural domains and folds in a protein or polypeptide chain.; This includes topological domains such as cytoplasmic regions in a protein.; This includes trans- or intra-membrane regions of a protein, typically describing physicochemical properties of the secondary structure elements. For example, the location and size of the membrane spanning segments and intervening loop regions, transmembrane region IN/OUT orientation relative to the membrane, plus the following data for each amino acid: A Z-coordinate (the distance to the membrane center), the free energy of membrane insertion (calculated in a sliding window over the sequence) and a reliability score. The z-coordinate implies information about re-entrant helices, interfacial helices, the tilt of a transmembrane helix and loop lengths."
Small molecules,Structure analysis,edam,EDAM_0154,http://edamontology.org/topic_0154,"Small molecules of biological significance, typically archival, curation, processing and analysis of structural information.; Small molecules include organic molecules, metal-organic compounds, small polypeptides, small polysaccharides and oligonucleotides. Structural data is usually included.; This concept excludes macromolecules such as proteins and nucleic acids.; This includes the structures of drugs, drug target, their interactions and binding affinities. Also the structures of reactants or products of metabolism, for example small molecules such as including vitamins, polyols, nucleotides and amino acids. Also the physicochemical, biochemical or structural properties of amino acids or peptides. Also structural and associated data for toxic chemical substances."
Lipidomics,Structure analysis,edam,EDAM_0153,http://edamontology.org/topic_0153,Lipids and their structures.
Carbohydrates,Structure analysis,edam,EDAM_0152,http://edamontology.org/topic_0152,"Carbohydrates, typically including structural information."
Nucleic acid structure analysis,Structure analysis,edam,EDAM_0097,http://edamontology.org/topic_0097,"The archival, curation, processing and analysis of nucleic acid structural information, such as whole structures, structural features and alignments, and associated annotation.; Includes secondary and tertiary nucleic acid structural data, nucleic acid thermodynamic, thermal and conformational properties including DNA or DNA/RNA denaturation (melting) etc."
Structure prediction,Structure analysis,edam,EDAM_0082,http://edamontology.org/topic_0082,"The prediction of molecular structure, including the prediction, modelling, recognition or design of protein secondary or tertiary structure or other structural features, and the folding of nucleic acid molecules and the prediction or design of nucleic acid (typically RNA) sequences with specific conformations.; This includes the recognition (prediction and assignment) of known protein structural domains or folds in protein sequence(s), for example by threading, or the alignment of molecular sequences to structures, structural (3D) profiles or templates (representing a structure or structure alignment)."
Molecular modelling,Structure prediction,edam,EDAM_2275,http://edamontology.org/topic_2275,"The construction, analysis, evaluation, refinement etc. of models of a molecules properties or behaviour, including the modelling the structure of proteins in complex with small molecules or other macromolecules (docking)."
Molecular dynamics,Structure prediction,edam,EDAM_0176,http://edamontology.org/topic_0176,"The study and simulation of molecular (typically protein) conformation using a computational model of physical forces and computer simulation.; This includes methods such as Molecular Dynamics, Coarse-grained dynamics, metadynamics, Quantum Mechanics, QM/MM, Markov State Models, etc. This includes resources concerning flexibility and motion in protein and other molecular structures."
Sequence analysis,Computational biology,edam,EDAM_0080,http://edamontology.org/topic_0080,"The archival, processing and analysis of molecular sequences (monomer composition of polymers) including molecular sequence data resources, sequence sites, alignments, motifs and profiles."
Sequence assembly,Sequence analysis,edam,EDAM_0196,http://edamontology.org/topic_0196,"The assembly of fragments of a DNA sequence to reconstruct the original sequence.; Assembly has two broad types, de-novo and re-sequencing. Re-sequencing is a specialised case of assembly, where an assembled (typically de-novo assembled) reference genome is available and is about 95% identical to the re-sequenced genome. All other cases of assembly are 'de-novo'."
Phylogenomics,Sequence analysis,edam,EDAM_0194,http://edamontology.org/topic_0194,"The integrated study of evolutionary relationships and whole genome data, for example, in the analysis of species trees, horizontal gene transfer and evolutionary reconstruction."
"Sequence composition, complexity and repeats",Sequence analysis,edam,EDAM_0157,http://edamontology.org/topic_0157,"The archival, processing and analysis of the basic character composition of molecular sequences, for example character or word frequency, ambiguity, complexity, particularly regions of low complexity, and repeats or the repetitive nature of molecular sequences.; This includes repetitive elements within a nucleic acid sequence, e.g. long terminal repeats (LTRs); sequences (typically retroviral) directly repeated at both ends of a sequence and other types of repeating unit.; This includes short repetitive subsequences (repeat sequences) in a protein sequence."
Metabarcoding,Sequence analysis,edam,EDAM_4038,http://edamontology.org/topic_4038,"Metabarcoding is the barcoding of (environmental) DNA or RNA to identify multiple taxa from the same sample.; Typically, high-throughput sequencing is performed and the resulting sequence reads are matched to DNA barcodes in a reference database."
Cladistics,Sequence analysis,edam,EDAM_3944,http://edamontology.org/topic_3944,"The biological classification of organisms by categorizing them in groups (""clades"") based on their most recent common ancestor."
Probes and primers,Sequence analysis,edam,EDAM_0632,http://edamontology.org/topic_0632,Molecular probes (e.g. a peptide probe or DNA microarray probe) or PCR primers and hybridisation oligos in a nucleic acid sequence.; This includes the design of primers for PCR and DNA amplification or the design of molecular probes.
Mapping,Sequence analysis,edam,EDAM_0102,http://edamontology.org/topic_0102,"The mapping of complete (typically nucleotide) sequences. Mapping (in the sense of short read alignment, or more generally, just alignment) has application in RNA-Seq analysis (mapping of transcriptomics reads), variant discovery (e.g. mapping of exome capture), and re-sequencing (mapping of WGS reads).; This includes resources that aim to identify, map or analyse genetic markers in DNA sequences, for example to produce a genetic (linkage) map of a chromosome or genome or to analyse genetic linkage and synteny. It also includes resources for physical (sequence) maps of a DNA sequence showing the physical distance (base pairs) between features or landmarks such as restriction sites, cloned DNA fragments, genes and other genetic markers. It also covers for example the alignment of sequences of (typically millions) of short reads to a reference genome."
Phylogenetics,Sequence analysis,edam,EDAM_3293,http://edamontology.org/topic_3293,The study of evolutionary relationships amongst organisms from analysis of genetic information (typically gene or protein sequences).
Proteins,Computational biology,edam,EDAM_0078,http://edamontology.org/topic_0078,"Archival, processing and analysis of protein data, typically molecular sequence and structural data."
"Protein sites, features and motifs",Proteins,edam,EDAM_3510,http://edamontology.org/topic_3510,"The biology, archival, detection, prediction and analysis of positional features such as functional and other key sites, in protein sequences and the conserved patterns (motifs, profiles etc.) that may be used to describe them.; A signal peptide coding sequence encodes an N-terminal domain of a secreted protein, which is involved in attaching the polypeptide to a membrane leader sequence. A transit peptide coding sequence encodes an N-terminal domain of a nuclear-encoded organellar protein; which is involved in import of the protein into the organelle."
Protein binding sites,"Protein sites, features and motifs",edam,EDAM_3534,http://edamontology.org/topic_3534,"Binding sites in proteins, including cleavage sites (for a proteolytic enzyme or agent), key residues involved in protein folding, catalytic residues (active site) of an enzyme, ligand-binding (non-catalytic) residues of a protein, such as sites that bind metal, prosthetic groups or lipids, RNA and DNA-binding proteins and binding sites etc."
Protein structure analysis,Proteins,edam,EDAM_2814,http://edamontology.org/topic_2814,Protein secondary or tertiary structural data and/or associated annotation.
Protein secondary structure,Protein structure analysis,edam,EDAM_3542,http://edamontology.org/topic_3542,"Secondary structure (predicted or real) of a protein, including super-secondary structure.; Super-secondary structures include leucine zippers, coiled coils, Helix-Turn-Helix etc.; The location and size of the secondary structure elements and intervening loop regions is typically given. The report can include disulphide bonds and post-translationally formed peptide bonds (crosslinks)."
Protein disordered structure,Protein structure analysis,edam,EDAM_3538,http://edamontology.org/topic_3538,Disordered structure in a protein.
Protein structural motifs and surfaces,Protein structure analysis,edam,EDAM_0166,http://edamontology.org/topic_0166,"Structural features or common 3D motifs within protein structures, including the surface of a protein structure, such as biological interfaces with other molecules.; This includes conformation of conserved substructures, conserved geometry (spatial arrangement) of secondary structure or protein backbone, solvent-exposed surfaces, internal cavities, the analysis of shape, hydropathy, electrostatic patches, role and functions etc."
"Protein folding, stability and design",Protein structure analysis,edam,EDAM_0130,http://edamontology.org/topic_0130,"Protein stability, folding (in 3D space) and protein sequence-structure-function relationships. This includes for example study of inter-atomic or inter-residue interactions in protein (3D) structures, the effect of mutation, and the design of proteins with specific properties, typically by designing changes (via site-directed mutagenesis) to an existing protein."
Protein folds and structural domains,Protein structure analysis,edam,EDAM_0736,http://edamontology.org/topic_0736,"Protein tertiary structural domains and folds in a protein or polypeptide chain.; This includes topological domains such as cytoplasmic regions in a protein.; This includes trans- or intra-membrane regions of a protein, typically describing physicochemical properties of the secondary structure elements. For example, the location and size of the membrane spanning segments and intervening loop regions, transmembrane region IN/OUT orientation relative to the membrane, plus the following data for each amino acid: A Z-coordinate (the distance to the membrane center), the free energy of membrane insertion (calculated in a sliding window over the sequence) and a reliability score. The z-coordinate implies information about re-entrant helices, interfacial helices, the tilt of a transmembrane helix and loop lengths."
Enzymes,Proteins,edam,EDAM_0821,http://edamontology.org/topic_0821,"Proteins that catalyze chemical reaction, the kinetics of enzyme-catalysed reactions, enzyme nomenclature etc."
Membrane and lipoproteins,Proteins,edam,EDAM_0820,http://edamontology.org/topic_0820,"Lipoproteins (protein-lipid assemblies), and proteins or region of a protein that spans or are associated with a membrane."
Protein interactions,Proteins,edam,EDAM_0128,http://edamontology.org/topic_0128,"Protein-protein, protein-DNA/RNA and protein-ligand interactions, including analysis of known interactions and prediction of putative interactions.; This includes experimental (e.g. yeast two-hybrid) and computational analysis techniques."
Protein properties,Proteins,edam,EDAM_0123,http://edamontology.org/topic_0123,"The study of the physical and biochemical properties of peptides and proteins, for example the hydrophobic, hydrophilic and charge properties of a protein."
Transcription factors and regulatory sites,Proteins,edam,EDAM_0749,http://edamontology.org/topic_0749,"Proteins that bind to DNA and control transcription of DNA to mRNA (transcription factors) and also transcriptional regulatory sites, elements and regions (such as promoters, enhancers, silencers and boundary elements / insulators) in nucleotide sequences.; This includes CpG rich regions (isochores) in a nucleotide sequence.; This includes promoters, CAAT signals, TATA signals, -35 signals, -10 signals, GC signals, primer binding sites for initiation of transcription or reverse transcription, enhancer, attenuator, terminators and ribosome binding sites.; Transcription factor proteins either promote (as an activator) or block (as a repressor) the binding to DNA of RNA polymerase. Regulatory sites including transcription factor binding site as well as promoters, enhancers, silencers and boundary elements / insulators."
Gene and protein families,Proteins,edam,EDAM_0623,http://edamontology.org/topic_0623,"Particular gene(s), gene family or other gene group or system and their encoded proteins.Primarily the classification of proteins (from sequence or structural data) into clusters, groups, families etc., curation of a particular protein or protein family, or any other proteins that have been classified as members of a common group.; A protein families database might include the classifier (e.g. a sequence profile) used to build the classification."
Immunoproteins and antigens,Gene and protein families,edam,EDAM_2830,http://edamontology.org/topic_2830,"Immunity-related proteins and their ligands.; This includes T cell receptors (TR), major histocompatibility complex (MHC), immunoglobulin superfamily (IgSF) / antibodies, major histocompatibility complex superfamily (MhcSF), etc."""
Protein expression,Proteins,edam,EDAM_0108,http://edamontology.org/topic_0108,The translation of mRNA into protein and subsequent protein processing in the cell.
Protein variants,Protein expression,edam,EDAM_3120,http://edamontology.org/topic_3120,"Protein sequence variants produced e.g. from alternative splicing, alternative promoter usage, alternative initiation and ribosomal frameshifting."
Protein targeting and localisation,Protein expression,edam,EDAM_0140,http://edamontology.org/topic_0140,"The study of how proteins are transported within and without the cell, including signal peptides, protein subcellular localisation and export."
Protein modifications,Protein expression,edam,EDAM_0601,http://edamontology.org/topic_0601,"Protein chemical modifications, e.g. post-translational modifications.; EDAM does not describe all possible protein modifications. For fine-grained annotation of protein modification use the Gene Ontology (children of concept GO:0006464) and/or the Protein Modifications ontology (children of concept MOD:00000)"
Nucleic acids,Computational biology,edam,EDAM_0077,http://edamontology.org/topic_0077,"The processing and analysis of nucleic acid sequence, structural and other data."
"Nucleic acid sites, features and motifs",Nucleic acids,edam,EDAM_3511,http://edamontology.org/topic_3511,"The biology, archival, detection, prediction and analysis of positional features such as functional and other key sites, in nucleic acid sequences and the conserved patterns (motifs, profiles etc.) that may be used to describe them.; Sequence tagged sites are short DNA sequences that are unique within a genome and serve as a mapping landmark, detectable by PCR they allow a genome to be mapped via an ordering of STSs."
DNA binding sites,"Nucleic acid sites, features and motifs",edam,EDAM_3125,http://edamontology.org/topic_3125,"Nucleic acids binding to some other molecule.; This includes ribosome binding sites (Shine-Dalgarno sequence in prokaryotes), restriction enzyme recognition sites (restriction sites) etc.; This includes sites involved with DNA replication and recombination. This includes binding sites for initiation of replication (origin of replication), regions where transfer is initiated during the conjugation or mobilisation (origin of transfer), starting sites for DNA duplication (origin of replication) and regions which are eliminated through any of kind of recombination. Also nucleosome exclusion regions, i.e. specific patterns or regions which exclude nucleosomes (the basic structural units of eukaryotic chromatin which play a significant role in regulating gene expression)."
Transcription factors and regulatory sites,DNA binding sites,edam,EDAM_0749,http://edamontology.org/topic_0749,"Proteins that bind to DNA and control transcription of DNA to mRNA (transcription factors) and also transcriptional regulatory sites, elements and regions (such as promoters, enhancers, silencers and boundary elements / insulators) in nucleotide sequences.; This includes CpG rich regions (isochores) in a nucleotide sequence.; This includes promoters, CAAT signals, TATA signals, -35 signals, -10 signals, GC signals, primer binding sites for initiation of transcription or reverse transcription, enhancer, attenuator, terminators and ribosome binding sites.; Transcription factor proteins either promote (as an activator) or block (as a repressor) the binding to DNA of RNA polymerase. Regulatory sites including transcription factor binding site as well as promoters, enhancers, silencers and boundary elements / insulators."
DNA,Nucleic acids,edam,EDAM_0654,http://edamontology.org/topic_0654,"DNA sequences and structure, including processes such as methylation and replication.; The DNA sequences might be coding or non-coding sequences."
DNA replication and recombination,DNA,edam,EDAM_3127,http://edamontology.org/topic_3127,DNA replication or recombination.
DNA binding sites,DNA,edam,EDAM_3125,http://edamontology.org/topic_3125,"Nucleic acids binding to some other molecule.; This includes ribosome binding sites (Shine-Dalgarno sequence in prokaryotes), restriction enzyme recognition sites (restriction sites) etc.; This includes sites involved with DNA replication and recombination. This includes binding sites for initiation of replication (origin of replication), regions where transfer is initiated during the conjugation or mobilisation (origin of transfer), starting sites for DNA duplication (origin of replication) and regions which are eliminated through any of kind of recombination. Also nucleosome exclusion regions, i.e. specific patterns or regions which exclude nucleosomes (the basic structural units of eukaryotic chromatin which play a significant role in regulating gene expression)."
Transcription factors and regulatory sites,DNA binding sites,edam,EDAM_0749,http://edamontology.org/topic_0749,"Proteins that bind to DNA and control transcription of DNA to mRNA (transcription factors) and also transcriptional regulatory sites, elements and regions (such as promoters, enhancers, silencers and boundary elements / insulators) in nucleotide sequences.; This includes CpG rich regions (isochores) in a nucleotide sequence.; This includes promoters, CAAT signals, TATA signals, -35 signals, -10 signals, GC signals, primer binding sites for initiation of transcription or reverse transcription, enhancer, attenuator, terminators and ribosome binding sites.; Transcription factor proteins either promote (as an activator) or block (as a repressor) the binding to DNA of RNA polymerase. Regulatory sites including transcription factor binding site as well as promoters, enhancers, silencers and boundary elements / insulators."
DNA polymorphism,DNA,edam,EDAM_2885,http://edamontology.org/topic_2885,"DNA polymorphism.; Includes microsatellite polymorphism in a DNA sequence. A microsatellite polymorphism is a very short subsequence that is repeated a variable number of times between individuals. These repeats consist of the nucleotides cytosine and adenosine.; Includes restriction fragment length polymorphisms (RFLP) in a DNA sequence. An RFLP is defined by the presence or absence of a specific restriction site of a bacterial restriction enzyme.; Includes single nucleotide polymorphisms (SNP) and associated data, for example, the discovery and annotation of SNPs. A SNP is a DNA sequence variation where a single nucleotide differs between members of a species or paired chromosomes in an individual.; Includes variable number of tandem repeat (VNTR) polymorphism in a DNA sequence. VNTRs occur in non-coding regions of DNA and consists sub-sequence that is repeated a multiple (and varied) number of times."
DNA mutation,DNA,edam,EDAM_2533,http://edamontology.org/topic_2533,DNA mutation.
DNA packaging,DNA,edam,EDAM_3176,http://edamontology.org/topic_3176,"DNA-histone complexes (chromatin), organisation of chromatin into nucleosomes and packaging into higher-order structures."
Structural variation,DNA,edam,EDAM_3175,http://edamontology.org/topic_3175,"Variation in chromosome structure including microscopic and submicroscopic types of variation such as deletions, duplications, copy-number variants, insertions, inversions and translocations."
Copy number variation,Structural variation,edam,EDAM_3958,http://edamontology.org/topic_3958,"A DNA structural variation, specifically a duplication or deletion event, resulting in sections of the genome to be repeated, or the number of repeats in the genome to vary between individuals."
RNA,Nucleic acids,edam,EDAM_0099,http://edamontology.org/topic_0099,RNA sequences and structures.
