name,parent,codesystem,code,ontologyTermURI,definition
Phylogenetics,,edam,EDAM_3293,http://edamontology.org/topic_3293,The study of evolutionary relationships amongst organisms from analysis of genetic information (typically gene or protein sequences).
Phylogenomics,,edam,EDAM_0194,http://edamontology.org/topic_0194,"The integrated study of evolutionary relationships and whole genome data, for example, in the analysis of species trees, horizontal gene transfer and evolutionary reconstruction."
Phylogeny,,edam,EDAM_0084,http://edamontology.org/topic_0084,"The study of evolutionary relationships amongst organisms.; This includes diverse phylogenetic methods, including phylogenetic tree construction, typically from molecular sequence or morphological data, methods that simulate DNA sequence evolution, a phylogenetic tree or the underlying data, or which estimate or use molecular clock and stratigraphic (age) data, methods for studying gene evolution etc."
Plant biology,Biology,edam,EDAM_0780,http://edamontology.org/topic_0780,"Plants, e.g. information on a specific plant genome including molecular sequences, genes and annotation.; The resource may be specific to a plant, a group of plants or all plants."
Population genetics,Genetics,edam,EDAM_3056,http://edamontology.org/topic_3056,"The distribution of allele frequencies in a population of organisms and its change subject to evolutionary processes including natural selection, genetic drift, mutation and gene flow."
Population genomics,Genomics,edam,EDAM_3796,http://edamontology.org/topic_3796,Large-scale study (typically comparison) of DNA sequences of populations.
Preclinical and clinical studies,Medicines research and development,edam,EDAM_3379,http://edamontology.org/topic_3379,"The testing of new medicines, vaccines or procedures on animals (preclinical) and humans (clinical) prior to their approval by regulatory authorities."
Probes and primers,Sequence analysis,edam,EDAM_0632,http://edamontology.org/topic_0632,Molecular probes (e.g. a peptide probe or DNA microarray probe) or PCR primers and hybridisation oligos in a nucleic acid sequence.; This includes the design of primers for PCR and DNA amplification or the design of molecular probes.
Protein binding sites,,edam,EDAM_3534,http://edamontology.org/topic_3534,"Binding sites in proteins, including cleavage sites (for a proteolytic enzyme or agent), key residues involved in protein folding, catalytic residues (active site) of an enzyme, ligand-binding (non-catalytic) residues of a protein, such as sites that bind metal, prosthetic groups or lipids, RNA and DNA-binding proteins and binding sites etc."
Protein disordered structure,,edam,EDAM_3538,http://edamontology.org/topic_3538,Disordered structure in a protein.
Protein expression,Proteins,edam,EDAM_0108,http://edamontology.org/topic_0108,The translation of mRNA into protein and subsequent protein processing in the cell.
"Protein folding, stability and design",,edam,EDAM_0130,http://edamontology.org/topic_0130,"Protein stability, folding (in 3D space) and protein sequence-structure-function relationships. This includes for example study of inter-atomic or inter-residue interactions in protein (3D) structures, the effect of mutation, and the design of proteins with specific properties, typically by designing changes (via site-directed mutagenesis) to an existing protein."
Protein folds and structural domains,,edam,EDAM_0736,http://edamontology.org/topic_0736,"Protein tertiary structural domains and folds in a protein or polypeptide chain.; This includes topological domains such as cytoplasmic regions in a protein.; This includes trans- or intra-membrane regions of a protein, typically describing physicochemical properties of the secondary structure elements. For example, the location and size of the membrane spanning segments and intervening loop regions, transmembrane region IN/OUT orientation relative to the membrane, plus the following data for each amino acid: A Z-coordinate (the distance to the membrane center), the free energy of membrane insertion (calculated in a sliding window over the sequence) and a reliability score. The z-coordinate implies information about re-entrant helices, interfacial helices, the tilt of a transmembrane helix and loop lengths."
Protein interactions,,edam,EDAM_0128,http://edamontology.org/topic_0128,"Protein-protein, protein-DNA/RNA and protein-ligand interactions, including analysis of known interactions and prediction of putative interactions.; This includes experimental (e.g. yeast two-hybrid) and computational analysis techniques."
Protein modifications,Protein expression,edam,EDAM_0601,http://edamontology.org/topic_0601,"Protein chemical modifications, e.g. post-translational modifications.; EDAM does not describe all possible protein modifications. For fine-grained annotation of protein modification use the Gene Ontology (children of concept GO:0006464) and/or the Protein Modifications ontology (children of concept MOD:00000)"
Protein properties,Proteins,edam,EDAM_0123,http://edamontology.org/topic_0123,"The study of the physical and biochemical properties of peptides and proteins, for example the hydrophobic, hydrophilic and charge properties of a protein."
Protein secondary structure,,edam,EDAM_3542,http://edamontology.org/topic_3542,"Secondary structure (predicted or real) of a protein, including super-secondary structure.; Super-secondary structures include leucine zippers, coiled coils, Helix-Turn-Helix etc.; The location and size of the secondary structure elements and intervening loop regions is typically given. The report can include disulphide bonds and post-translationally formed peptide bonds (crosslinks)."
"Protein sites, features and motifs",,edam,EDAM_3510,http://edamontology.org/topic_3510,"The biology, archival, detection, prediction and analysis of positional features such as functional and other key sites, in protein sequences and the conserved patterns (motifs, profiles etc.) that may be used to describe them.; A signal peptide coding sequence encodes an N-terminal domain of a secreted protein, which is involved in attaching the polypeptide to a membrane leader sequence. A transit peptide coding sequence encodes an N-terminal domain of a nuclear-encoded organellar protein; which is involved in import of the protein into the organelle."
Protein structural motifs and surfaces,,edam,EDAM_0166,http://edamontology.org/topic_0166,"Structural features or common 3D motifs within protein structures, including the surface of a protein structure, such as biological interfaces with other molecules.; This includes conformation of conserved substructures, conserved geometry (spatial arrangement) of secondary structure or protein backbone, solvent-exposed surfaces, internal cavities, the analysis of shape, hydropathy, electrostatic patches, role and functions etc."
Protein structure analysis,,edam,EDAM_2814,http://edamontology.org/topic_2814,Protein secondary or tertiary structural data and/or associated annotation.
Protein targeting and localisation,Protein expression,edam,EDAM_0140,http://edamontology.org/topic_0140,"The study of how proteins are transported within and without the cell, including signal peptides, protein subcellular localisation and export."
Protein variants,Protein expression,edam,EDAM_3120,http://edamontology.org/topic_3120,"Protein sequence variants produced e.g. from alternative splicing, alternative promoter usage, alternative initiation and ribosomal frameshifting."
Proteogenomics,Genomics,edam,EDAM_3922,http://edamontology.org/topic_3922,"A field of biological research focused on the discovery and identification of peptides, typically by comparing mass spectra against a protein database."
Proteomics,Omics,edam,EDAM_0121,http://edamontology.org/topic_0121,"Protein and peptide identification, especially in the study of whole proteomes of organisms.; Includes metaproteomics: proteomics analysis of an environmental sample.; Proteomics includes any methods (especially high-throughput) that separate, characterize and identify expressed proteins such as mass spectrometry, two-dimensional gel electrophoresis and protein microarrays, as well as in-silico methods that perform proteolytic or mass calculations on a protein sequence and other analyses of protein production data, for example in different cells or tissues."
Psychiatry,Medicine,edam,EDAM_3419,http://edamontology.org/topic_3419,"The branch of medicine that deals with the management of mental illness, emotional disturbance and abnormal behaviour."
Public health and epidemiology,Medicine,edam,EDAM_3305,http://edamontology.org/topic_3305,"Topic concerning the the patterns, cause, and effect of disease within populations."
Quality affairs,Medicines research and development,edam,EDAM_3393,http://edamontology.org/topic_3393,The processes that need to be in place to ensure the quality of products for human or animal use.
Quantitative genetics,Genotype and phenotype,edam,EDAM_3055,http://edamontology.org/topic_3055,The genes and genetic mechanisms such as Mendelian inheritance that underly continuous phenotypic traits (such as height or weight).
Rare diseases,Pathology,edam,EDAM_3325,http://edamontology.org/topic_3325,The study of rare diseases.
Regenerative medicine,Biomedical science,edam,EDAM_3395,http://edamontology.org/topic_3395,Biomedical approaches to clinical interventions that involve the use of stem cells.
Regulatory affairs,Medicines research and development,edam,EDAM_3394,http://edamontology.org/topic_3394,"The protection of public health by controlling the safety and efficacy of products in areas including pharmaceuticals, veterinary medicine, medical devices, pesticides, agrochemicals, cosmetics, and complementary medicines."
Reproductive health,Medicine,edam,EDAM_3420,http://edamontology.org/topic_3420,"The health of the reproductive processes, functions and systems at all stages of life."
Respiratory medicine,Medicine,edam,EDAM_3322,http://edamontology.org/topic_3322,The study of respiratory system.
Ribosome Profiling,,edam,EDAM_4027,http://edamontology.org/topic_4027,"With ribosome profiling, ribosome-protected mRNA fragments are analyzed with RNA-seq techniques leading to a genome-wide measurement of the translation landscape."
RNA,Nucleic acids,edam,EDAM_0099,http://edamontology.org/topic_0099,RNA sequences and structures.
RNA splicing,,edam,EDAM_3320,http://edamontology.org/topic_3320,"RNA splicing; post-transcription RNA modification involving the removal of introns and joining of exons.; This includes the study of splice sites, splicing patterns, alternative splicing events and variants, isoforms, etc.."
Sequence assembly,Sequence analysis,edam,EDAM_0196,http://edamontology.org/topic_0196,"The assembly of fragments of a DNA sequence to reconstruct the original sequence.; Assembly has two broad types, de-novo and re-sequencing. Re-sequencing is a specialised case of assembly, where an assembled (typically de-novo assembled) reference genome is available and is about 95% identical to the re-sequenced genome. All other cases of assembly are 'de-novo'."
"Sequence composition, complexity and repeats",Sequence analysis,edam,EDAM_0157,http://edamontology.org/topic_0157,"The archival, processing and analysis of the basic character composition of molecular sequences, for example character or word frequency, ambiguity, complexity, particularly regions of low complexity, and repeats or the repetitive nature of molecular sequences.; This includes repetitive elements within a nucleic acid sequence, e.g. long terminal repeats (LTRs); sequences (typically retroviral) directly repeated at both ends of a sequence and other types of repeating unit.; This includes short repetitive subsequences (repeat sequences) in a protein sequence."
"Sequence sites, features and motifs",Computational biology,edam,EDAM_0160,http://edamontology.org/topic_0160,"The archival, detection, prediction and analysis of positional features such as functional and other key sites, in molecular sequences and the conserved patterns (motifs, profiles etc.) that may be used to describe them."
Small molecules,Structure analysis,edam,EDAM_0154,http://edamontology.org/topic_0154,"Small molecules of biological significance, typically archival, curation, processing and analysis of structural information.; Small molecules include organic molecules, metal-organic compounds, small polypeptides, small polysaccharides and oligonucleotides. Structural data is usually included.; This concept excludes macromolecules such as proteins and nucleic acids.; This includes the structures of drugs, drug target, their interactions and binding affinities. Also the structures of reactants or products of metabolism, for example small molecules such as including vitamins, polyols, nucleotides and amino acids. Also the physicochemical, biochemical or structural properties of amino acids or peptides. Also structural and associated data for toxic chemical substances."
Structural genomics,,edam,EDAM_0122,http://edamontology.org/topic_0122,The elucidation of the three dimensional structure for all (available) proteins in a given organism.
Structural variation,,edam,EDAM_3175,http://edamontology.org/topic_3175,"Variation in chromosome structure including microscopic and submicroscopic types of variation such as deletions, duplications, copy-number variants, insertions, inversions and translocations."
Surgery,Medicine,edam,EDAM_3421,http://edamontology.org/topic_3421,"The use of operative, manual and instrumental techniques on a patient to investigate and/or treat a pathological condition or help improve bodily function or appearance."
Synthetic biology,,edam,EDAM_3895,http://edamontology.org/topic_3895,The application of multi-disciplinary science and technology for the construction of artificial biological systems for diverse applications.
Systems medicine,Medicine,edam,EDAM_3396,http://edamontology.org/topic_3396,"An interdisciplinary field of study that looks at the dynamic systems of the human body as part of an integrted whole, incorporating biochemical, physiological, and environmental interactions that sustain life."
Taxonomy,Evolutionary biology,edam,EDAM_0637,http://edamontology.org/topic_0637,"Organism classification, identification and naming."
Toxicology,,edam,EDAM_2840,http://edamontology.org/topic_2840,Toxins and the adverse effects of these chemical substances on living organisms.
Transcription factors and regulatory sites,,edam,EDAM_0749,http://edamontology.org/topic_0749,"Proteins that bind to DNA and control transcription of DNA to mRNA (transcription factors) and also transcriptional regulatory sites, elements and regions (such as promoters, enhancers, silencers and boundary elements / insulators) in nucleotide sequences.; This includes CpG rich regions (isochores) in a nucleotide sequence.; This includes promoters, CAAT signals, TATA signals, -35 signals, -10 signals, GC signals, primer binding sites for initiation of transcription or reverse transcription, enhancer, attenuator, terminators and ribosome binding sites.; Transcription factor proteins either promote (as an activator) or block (as a repressor) the binding to DNA of RNA polymerase. Regulatory sites including transcription factor binding site as well as promoters, enhancers, silencers and boundary elements / insulators."
Transcriptomics,,edam,EDAM_3308,http://edamontology.org/topic_3308,"The analysis of transcriptomes, or a set of all the RNA molecules in a specific cell, tissue etc."
Trauma medicine,Medicine,edam,EDAM_3414,http://edamontology.org/topic_3414,"The branch of medicine that treats body wounds or shock produced by sudden physical injury, as from violence or accident."
Tropical medicine,Medicine,edam,EDAM_3575,http://edamontology.org/topic_3575,Health problems that are prevalent in tropical and subtropical regions.
Urology and nephrology,Medicine,edam,EDAM_3422,http://edamontology.org/topic_3422,"The branches of medicine and physiology focussing on the function and disorders of the urinary system in males and females, the reproductive system in males, and the kidney."
Vaccinology,Medicines research and development,edam,EDAM_3966,http://edamontology.org/topic_3966,"The design of vaccines to protect against a particular pathogen, including antigens, delivery systems, and adjuvants to elicit a predictable immune response against specific epitopes."
Veterinary medicine,Medicine,edam,EDAM_3397,http://edamontology.org/topic_3397,"Topic concerning the branch of medicine that deals with the prevention, diagnosis, and treatment of disease, disorder and injury in animals."
Virology,Biology,edam,EDAM_0781,http://edamontology.org/topic_0781,"Study of viruses, e.g. sequence and structural data, interactions of viral proteins, or a viral genome including molecular sequences, genes and annotation."
X-ray diffraction,Structural biology,edam,EDAM_2828,http://edamontology.org/topic_2828,"The study of matter and their structure by means of the diffraction of X-rays, typically the diffraction pattern caused by the regularly spaced atoms of a crystalline sample."
Zoology,Biology,edam,EDAM_3500,http://edamontology.org/topic_3500,"Animals, e.g. information on a specific animal genome including molecular sequences, genes and annotation.; The study of the animal kingdom."
