name,label,codesystem,code,ontologyTermURI
77156008,Structure of lateral talocalcaneal ligament,SNOMED CT,77156008,http://purl.bioontology.org/ontology/SNOMEDCT/77156008
77172000,Structure of depressor labii inferioris muscle,SNOMED CT,77172000,http://purl.bioontology.org/ontology/SNOMEDCT/77172000
77189008,Paramammillary gray matter,SNOMED CT,77189008,http://purl.bioontology.org/ontology/SNOMEDCT/77189008
77194008,Structure of root of right lung,SNOMED CT,77194008,http://purl.bioontology.org/ontology/SNOMEDCT/77194008
77205005,Posterior eyeball segment structure,SNOMED CT,77205005,http://purl.bioontology.org/ontology/SNOMEDCT/77205005
77208007,Joint structure of sacrococcygeal region of spine,SNOMED CT,77208007,http://purl.bioontology.org/ontology/SNOMEDCT/77208007
77220004,Structure of paranasal sinus wall,SNOMED CT,77220004,http://purl.bioontology.org/ontology/SNOMEDCT/77220004
77232000,Lingula of cerebellum,SNOMED CT,77232000,http://purl.bioontology.org/ontology/SNOMEDCT/77232000
77238001,Structure of intervertebral foramen of third lumbar vertebra,SNOMED CT,77238001,http://purl.bioontology.org/ontology/SNOMEDCT/77238001
77261004,Structure of medial articular facet of patella,SNOMED CT,77261004,http://purl.bioontology.org/ontology/SNOMEDCT/77261004
77268005,Structure of spinous process of second lumbar vertebra,SNOMED CT,77268005,http://purl.bioontology.org/ontology/SNOMEDCT/77268005
77273004,Entire superior sternopericardial ligament,SNOMED CT,77273004,http://purl.bioontology.org/ontology/SNOMEDCT/77273004
77276007,Structure of internal pudendal artery,SNOMED CT,77276007,http://purl.bioontology.org/ontology/SNOMEDCT/77276007
77288009,Retractor clitoridis muscle,SNOMED CT,77288009,http://purl.bioontology.org/ontology/SNOMEDCT/77288009
77294001,Intervertebral disc structure of seventh lumbar vertebra,SNOMED CT,77294001,http://purl.bioontology.org/ontology/SNOMEDCT/77294001
77305008,Structure of lumbar part of diaphragm,SNOMED CT,77305008,http://purl.bioontology.org/ontology/SNOMEDCT/77305008
77308005,Structure of medial surface of little finger,SNOMED CT,77308005,http://purl.bioontology.org/ontology/SNOMEDCT/77308005
77335001,Structure of inguinal ring,SNOMED CT,77335001,http://purl.bioontology.org/ontology/SNOMEDCT/77335001
77344000,Structure of hemorrhoidal nerve,SNOMED CT,77344000,http://purl.bioontology.org/ontology/SNOMEDCT/77344000
77354001,Structure of head of second metacarpal bone,SNOMED CT,77354001,http://purl.bioontology.org/ontology/SNOMEDCT/77354001
77384009,Structure of anterior membranous ampulla,SNOMED CT,77384009,http://purl.bioontology.org/ontology/SNOMEDCT/77384009
77424005,Structure of radial tuberosity,SNOMED CT,77424005,http://purl.bioontology.org/ontology/SNOMEDCT/77424005
77428008,Structure of left common iliac artery,SNOMED CT,77428008,http://purl.bioontology.org/ontology/SNOMEDCT/77428008
77429000,Nucleus pulposus of intervertebral disc of seventh lumbar vertebra,SNOMED CT,77429000,http://purl.bioontology.org/ontology/SNOMEDCT/77429000
77432002,Structure of capsule of metacarpophalangeal joint,SNOMED CT,77432002,http://purl.bioontology.org/ontology/SNOMEDCT/77432002
77435000,Structure of body of eighth thoracic vertebra,SNOMED CT,77435000,http://purl.bioontology.org/ontology/SNOMEDCT/77435000
77448001,Structure of reticular formation of pons,SNOMED CT,77448001,http://purl.bioontology.org/ontology/SNOMEDCT/77448001
77452001,Cystic duct structure,SNOMED CT,77452001,http://purl.bioontology.org/ontology/SNOMEDCT/77452001
77459005,Structure of upper alveolar ridge mucosa,SNOMED CT,77459005,http://purl.bioontology.org/ontology/SNOMEDCT/77459005
77460000,Structure of transverse process of ninth thoracic vertebra,SNOMED CT,77460000,http://purl.bioontology.org/ontology/SNOMEDCT/77460000
77491006,Structure of lower abdominal quadrant,SNOMED CT,77491006,http://purl.bioontology.org/ontology/SNOMEDCT/77491006
77513005,Structure of lumbar spinal nerve,SNOMED CT,77513005,http://purl.bioontology.org/ontology/SNOMEDCT/77513005
77516002,Entire non-articular part of tubercle of first rib,SNOMED CT,77516002,http://purl.bioontology.org/ontology/SNOMEDCT/77516002
77517006,Structure of dorsal surface of middle finger,SNOMED CT,77517006,http://purl.bioontology.org/ontology/SNOMEDCT/77517006
77534003,Structure of foramen ovale of heart,SNOMED CT,77534003,http://purl.bioontology.org/ontology/SNOMEDCT/77534003
77554002,Structure of head of malleus,SNOMED CT,77554002,http://purl.bioontology.org/ontology/SNOMEDCT/77554002
77564006,Structure of anterior fontanel of skull,SNOMED CT,77564006,http://purl.bioontology.org/ontology/SNOMEDCT/77564006
77568009,"Back structure, excluding neck",SNOMED CT,77568009,http://purl.bioontology.org/ontology/SNOMEDCT/77568009
77578007,Arytenoid cartilage structure,SNOMED CT,77578007,http://purl.bioontology.org/ontology/SNOMEDCT/77578007
77583004,Structure of anulus fibrosus of aorta,SNOMED CT,77583004,http://purl.bioontology.org/ontology/SNOMEDCT/77583004
77612007,Structure of pyloric ostium of stomach,SNOMED CT,77612007,http://purl.bioontology.org/ontology/SNOMEDCT/77612007
77621008,Structure of supraclavicular region of neck,SNOMED CT,77621008,http://purl.bioontology.org/ontology/SNOMEDCT/77621008
77637002,Structure of multiple endocrine glands,SNOMED CT,77637002,http://purl.bioontology.org/ontology/SNOMEDCT/77637002
77638007,Structure of ligament of trunk,SNOMED CT,77638007,http://purl.bioontology.org/ontology/SNOMEDCT/77638007
77640002,Fundus of reticulum,SNOMED CT,77640002,http://purl.bioontology.org/ontology/SNOMEDCT/77640002
77644006,Bone structure of tenth rib,SNOMED CT,77644006,http://purl.bioontology.org/ontology/SNOMEDCT/77644006
77649001,Medulla oblongata ventral spinocerebellar tract,SNOMED CT,77649001,http://purl.bioontology.org/ontology/SNOMEDCT/77649001
77656007,Structure of convoluted renal tubule,SNOMED CT,77656007,http://purl.bioontology.org/ontology/SNOMEDCT/77656007
77680006,Aponeurosis structure,SNOMED CT,77680006,http://purl.bioontology.org/ontology/SNOMEDCT/77680006
77684002,Structure of greater horn of hyoid bone,SNOMED CT,77684002,http://purl.bioontology.org/ontology/SNOMEDCT/77684002
77685001,Structure of flexor tendon,SNOMED CT,77685001,http://purl.bioontology.org/ontology/SNOMEDCT/77685001
77693001,Structure of sphenoethmoidal suture of skull,SNOMED CT,77693001,http://purl.bioontology.org/ontology/SNOMEDCT/77693001
77711009,Structure of dorsum of anterior tongue,SNOMED CT,77711009,http://purl.bioontology.org/ontology/SNOMEDCT/77711009
77723003,Structure of nasal portion of nasopharynx,SNOMED CT,77723003,http://purl.bioontology.org/ontology/SNOMEDCT/77723003
77724009,Structure of fold for incus,SNOMED CT,77724009,http://purl.bioontology.org/ontology/SNOMEDCT/77724009
77732001,Structure of lamina propria of renal pelvis,SNOMED CT,77732001,http://purl.bioontology.org/ontology/SNOMEDCT/77732001
77749008,Structure of small blood vessel of dermis,SNOMED CT,77749008,http://purl.bioontology.org/ontology/SNOMEDCT/77749008
77751007,Structure of articular disc of sternoclavicular joint,SNOMED CT,77751007,http://purl.bioontology.org/ontology/SNOMEDCT/77751007
77763002,Duodenal mucous membrane structure,SNOMED CT,77763002,http://purl.bioontology.org/ontology/SNOMEDCT/77763002
77766005,Structure of flocculus peduncle,SNOMED CT,77766005,http://purl.bioontology.org/ontology/SNOMEDCT/77766005
77778009,Structure of pancreatic lymph node,SNOMED CT,77778009,http://purl.bioontology.org/ontology/SNOMEDCT/77778009
77795001,Structure of lateral ligament of malleus,SNOMED CT,77795001,http://purl.bioontology.org/ontology/SNOMEDCT/77795001
77801005,Structure of crista terminalis cordis,SNOMED CT,77801005,http://purl.bioontology.org/ontology/SNOMEDCT/77801005
77804002,Structure of thoracic portion of sympathetic nervous system,SNOMED CT,77804002,http://purl.bioontology.org/ontology/SNOMEDCT/77804002
77831004,Structure of upper inner quadrant of breast,SNOMED CT,77831004,http://purl.bioontology.org/ontology/SNOMEDCT/77831004
77886003,Orbital margin structure,SNOMED CT,77886003,http://purl.bioontology.org/ontology/SNOMEDCT/77886003
77905000,Structure of suprarenal vein,SNOMED CT,77905000,http://purl.bioontology.org/ontology/SNOMEDCT/77905000
77908003,Thyroarytenoid muscle structure,SNOMED CT,77908003,http://purl.bioontology.org/ontology/SNOMEDCT/77908003
77941000,Intervertebral disc of thirteenth thoracic vertebra,SNOMED CT,77941000,http://purl.bioontology.org/ontology/SNOMEDCT/77941000
77948006,"Structure of articular surface, phalanges, of fifth metacarpal bone",SNOMED CT,77948006,http://purl.bioontology.org/ontology/SNOMEDCT/77948006
77952006,Structure of posterior pole of lens,SNOMED CT,77952006,http://purl.bioontology.org/ontology/SNOMEDCT/77952006
77953001,Structure of capsule of proximal interphalangeal joint of fifth toe,SNOMED CT,77953001,http://purl.bioontology.org/ontology/SNOMEDCT/77953001
77954007,Structure of subscapular nerve,SNOMED CT,77954007,http://purl.bioontology.org/ontology/SNOMEDCT/77954007
77964003,Subcutaneous tissue structure of auricular tubercle,SNOMED CT,77964003,http://purl.bioontology.org/ontology/SNOMEDCT/77964003
77979005,Structure of lumbar nerve medial branch,SNOMED CT,77979005,http://purl.bioontology.org/ontology/SNOMEDCT/77979005
77980008,Structure of ureteral lumen,SNOMED CT,77980008,http://purl.bioontology.org/ontology/SNOMEDCT/77980008
78000005,Structure of right hepatic duct,SNOMED CT,78000005,http://purl.bioontology.org/ontology/SNOMEDCT/78000005
78015006,Structure of lumbocostal ligament,SNOMED CT,78015006,http://purl.bioontology.org/ontology/SNOMEDCT/78015006
78021005,Proximal interphalangeal joint structure of first digit of forelimb,SNOMED CT,78021005,http://purl.bioontology.org/ontology/SNOMEDCT/78021005
78022003,Infrapubic region,SNOMED CT,78022003,http://purl.bioontology.org/ontology/SNOMEDCT/78022003
78029007,Right temporal lobe structure,SNOMED CT,78029007,http://purl.bioontology.org/ontology/SNOMEDCT/78029007
78034006,Structure of sympathetic trunk interganglionic rami,SNOMED CT,78034006,http://purl.bioontology.org/ontology/SNOMEDCT/78034006
78052006,Structure of anterior basal branch of inferior right pulmonary vein,SNOMED CT,78052006,http://purl.bioontology.org/ontology/SNOMEDCT/78052006
78063009,Structure of occlusal tubercle of molar tooth,SNOMED CT,78063009,http://purl.bioontology.org/ontology/SNOMEDCT/78063009
78066001,Structure of zona incerta,SNOMED CT,78066001,http://purl.bioontology.org/ontology/SNOMEDCT/78066001
78074000,Pelvic peritoneal cavity structure,SNOMED CT,78074000,http://purl.bioontology.org/ontology/SNOMEDCT/78074000
78076003,Lens clear,SNOMED CT,78076003,http://purl.bioontology.org/ontology/SNOMEDCT/78076003
78094009,Structure of parasympathetic ganglion,SNOMED CT,78094009,http://purl.bioontology.org/ontology/SNOMEDCT/78094009
78106001,Accessory lobe bronchus,SNOMED CT,78106001,http://purl.bioontology.org/ontology/SNOMEDCT/78106001
78132007,Third toe structure,SNOMED CT,78132007,http://purl.bioontology.org/ontology/SNOMEDCT/78132007
78149000,Structure of major ring of iris,SNOMED CT,78149000,http://purl.bioontology.org/ontology/SNOMEDCT/78149000
78155005,Structure of inferior nasal meatus,SNOMED CT,78155005,http://purl.bioontology.org/ontology/SNOMEDCT/78155005
78163006,Structure of prepyramidal fissure,SNOMED CT,78163006,http://purl.bioontology.org/ontology/SNOMEDCT/78163006
78193000,Structure of inferior retinaculum of peroneal muscles,SNOMED CT,78193000,http://purl.bioontology.org/ontology/SNOMEDCT/78193000
78204007,Structure of columns of fornix,SNOMED CT,78204007,http://purl.bioontology.org/ontology/SNOMEDCT/78204007
78212004,Entire upper border of eleventh rib,SNOMED CT,78212004,http://purl.bioontology.org/ontology/SNOMEDCT/78212004
78220002,Umbilical structure,SNOMED CT,78220002,http://purl.bioontology.org/ontology/SNOMEDCT/78220002
78234002,Shin structure,SNOMED CT,78234002,http://purl.bioontology.org/ontology/SNOMEDCT/78234002
78239007,Entire crest of head of fifth rib,SNOMED CT,78239007,http://purl.bioontology.org/ontology/SNOMEDCT/78239007
78247007,Bone structure of second rib,SNOMED CT,78247007,http://purl.bioontology.org/ontology/SNOMEDCT/78247007
78260001,Structure of transverse process of first thoracic vertebra,SNOMED CT,78260001,http://purl.bioontology.org/ontology/SNOMEDCT/78260001
78277001,Temporal lobe structure,SNOMED CT,78277001,http://purl.bioontology.org/ontology/SNOMEDCT/78277001
78278006,Popliteal recess of knee joint,SNOMED CT,78278006,http://purl.bioontology.org/ontology/SNOMEDCT/78278006
78293005,Structure of anal gland,SNOMED CT,78293005,http://purl.bioontology.org/ontology/SNOMEDCT/78293005
78298001,Entire thoracolumbar fascia,SNOMED CT,78298001,http://purl.bioontology.org/ontology/SNOMEDCT/78298001
78329004,Structure of articular process of tenth thoracic vertebra,SNOMED CT,78329004,http://purl.bioontology.org/ontology/SNOMEDCT/78329004
78333006,Structure of gluteus medius muscle,SNOMED CT,78333006,http://purl.bioontology.org/ontology/SNOMEDCT/78333006
78376008,Soleus muscle structure,SNOMED CT,78376008,http://purl.bioontology.org/ontology/SNOMEDCT/78376008
78389002,Structure of spine of helix,SNOMED CT,78389002,http://purl.bioontology.org/ontology/SNOMEDCT/78389002
78390006,Parasympathetic nerve structure,SNOMED CT,78390006,http://purl.bioontology.org/ontology/SNOMEDCT/78390006
78392003,Structure of infraauricular region,SNOMED CT,78392003,http://purl.bioontology.org/ontology/SNOMEDCT/78392003
78394002,Structure of articular process of first thoracic vertebra,SNOMED CT,78394002,http://purl.bioontology.org/ontology/SNOMEDCT/78394002
78401001,Structure of dorsal metacarpal vein,SNOMED CT,78401001,http://purl.bioontology.org/ontology/SNOMEDCT/78401001
78413006,Structure of ventral sacroiliac ligaments,SNOMED CT,78413006,http://purl.bioontology.org/ontology/SNOMEDCT/78413006
78440006,Prefrontal vein,SNOMED CT,78440006,http://purl.bioontology.org/ontology/SNOMEDCT/78440006
78464007,Retrocecal tissue,SNOMED CT,78464007,http://purl.bioontology.org/ontology/SNOMEDCT/78464007
78472009,Serrated suture structure,SNOMED CT,78472009,http://purl.bioontology.org/ontology/SNOMEDCT/78472009
78480002,Structure of right pulmonary artery,SNOMED CT,78480002,http://purl.bioontology.org/ontology/SNOMEDCT/78480002
78486008,"Structure of descending limb of Henle's loop",SNOMED CT,78486008,http://purl.bioontology.org/ontology/SNOMEDCT/78486008
78492002,Structure of midshaft of tibia,SNOMED CT,78492002,http://purl.bioontology.org/ontology/SNOMEDCT/78492002
78497008,Structure of external sheath of optic nerve,SNOMED CT,78497008,http://purl.bioontology.org/ontology/SNOMEDCT/78497008
78501003,Structure of inner part of cartilaginous portion of auditory canal,SNOMED CT,78501003,http://purl.bioontology.org/ontology/SNOMEDCT/78501003
78509001,Structure of incisor tooth,SNOMED CT,78509001,http://purl.bioontology.org/ontology/SNOMEDCT/78509001
78539006,Endolymphatic duct structure,SNOMED CT,78539006,http://purl.bioontology.org/ontology/SNOMEDCT/78539006
78540008,Duodenal papilla structure,SNOMED CT,78540008,http://purl.bioontology.org/ontology/SNOMEDCT/78540008
78547006,Antler,SNOMED CT,78547006,http://purl.bioontology.org/ontology/SNOMEDCT/78547006
78562008,Longitudinal layer of muscularis propria of anal canal,SNOMED CT,78562008,http://purl.bioontology.org/ontology/SNOMEDCT/78562008
78577000,Structure of inferior epigastric artery,SNOMED CT,78577000,http://purl.bioontology.org/ontology/SNOMEDCT/78577000
78618009,Intervertebral foramen of fifteenth thoracic vertebra,SNOMED CT,78618009,http://purl.bioontology.org/ontology/SNOMEDCT/78618009
78619001,Duodenal subserosa,SNOMED CT,78619001,http://purl.bioontology.org/ontology/SNOMEDCT/78619001
78653002,Gastric mucous membrane structure,SNOMED CT,78653002,http://purl.bioontology.org/ontology/SNOMEDCT/78653002
78666002,Posterior inferior ansiform lobule of cerebellum,SNOMED CT,78666002,http://purl.bioontology.org/ontology/SNOMEDCT/78666002
78674001,Structure of precentral sulcus,SNOMED CT,78674001,http://purl.bioontology.org/ontology/SNOMEDCT/78674001
78685004,Structure of intratendinous bursa of olecranon,SNOMED CT,78685004,http://purl.bioontology.org/ontology/SNOMEDCT/78685004
78696007,Endocrine pancreatic structure,SNOMED CT,78696007,http://purl.bioontology.org/ontology/SNOMEDCT/78696007
78716002,Entire tendon of thumb,SNOMED CT,78716002,http://purl.bioontology.org/ontology/SNOMEDCT/78716002
78722006,Structure of hair papilla,SNOMED CT,78722006,http://purl.bioontology.org/ontology/SNOMEDCT/78722006
78727000,Entire orifice of duct of anterior lingual gland,SNOMED CT,78727000,http://purl.bioontology.org/ontology/SNOMEDCT/78727000
78743007,Structure of crus of helix,SNOMED CT,78743007,http://purl.bioontology.org/ontology/SNOMEDCT/78743007
78747008,Skin structure of second toe,SNOMED CT,78747008,http://purl.bioontology.org/ontology/SNOMEDCT/78747008
78748003,Structure of annular portion of fibrous sheath of toe,SNOMED CT,78748003,http://purl.bioontology.org/ontology/SNOMEDCT/78748003
78752003,Structure of sternohyoid muscle,SNOMED CT,78752003,http://purl.bioontology.org/ontology/SNOMEDCT/78752003
78756000,Pastern,SNOMED CT,78756000,http://purl.bioontology.org/ontology/SNOMEDCT/78756000
78776006,Structure of internal cerebral vein,SNOMED CT,78776006,http://purl.bioontology.org/ontology/SNOMEDCT/78776006
78777002,20 to 29 percent of body surface,SNOMED CT,78777002,http://purl.bioontology.org/ontology/SNOMEDCT/78777002
78783004,Structure of transverse foramen of atlas,SNOMED CT,78783004,http://purl.bioontology.org/ontology/SNOMEDCT/78783004
78791008,Structure of right hand,SNOMED CT,78791008,http://purl.bioontology.org/ontology/SNOMEDCT/78791008
78816006,Structure of tuberosity of distal phalanx of thumb,SNOMED CT,78816006,http://purl.bioontology.org/ontology/SNOMEDCT/78816006
78835006,Structure of midshaft of humerus,SNOMED CT,78835006,http://purl.bioontology.org/ontology/SNOMEDCT/78835006
78847000,Structure of base of phalanx of third toe,SNOMED CT,78847000,http://purl.bioontology.org/ontology/SNOMEDCT/78847000
78865001,Radiocarpal joint structure,SNOMED CT,78865001,http://purl.bioontology.org/ontology/SNOMEDCT/78865001
78883009,Hallux structure,SNOMED CT,78883009,http://purl.bioontology.org/ontology/SNOMEDCT/78883009
78904004,Chest wall structure,SNOMED CT,78904004,http://purl.bioontology.org/ontology/SNOMEDCT/78904004
78926003,Structure of middle third of shaft of bone,SNOMED CT,78926003,http://purl.bioontology.org/ontology/SNOMEDCT/78926003
78928002,Structure of cruciate ligaments of knee joint,SNOMED CT,78928002,http://purl.bioontology.org/ontology/SNOMEDCT/78928002
78942005,Structure of periappendiceal tissue,SNOMED CT,78942005,http://purl.bioontology.org/ontology/SNOMEDCT/78942005
78954005,Structure of hair of extremity,SNOMED CT,78954005,http://purl.bioontology.org/ontology/SNOMEDCT/78954005
78961009,Splenic structure,SNOMED CT,78961009,http://purl.bioontology.org/ontology/SNOMEDCT/78961009
78972004,Structure of pedicle of vertebra,SNOMED CT,78972004,http://purl.bioontology.org/ontology/SNOMEDCT/78972004
78976001,Cerebral medial surface structure,SNOMED CT,78976001,http://purl.bioontology.org/ontology/SNOMEDCT/78976001
78982003,Tubercle of twelfth rib structure,SNOMED CT,78982003,http://purl.bioontology.org/ontology/SNOMEDCT/78982003
78985001,Structure of dorsal branch of spinal nerve of cauda equina,SNOMED CT,78985001,http://purl.bioontology.org/ontology/SNOMEDCT/78985001
79020004,Structure of temporopontine tract of posterior limb of internal capsule,SNOMED CT,79020004,http://purl.bioontology.org/ontology/SNOMEDCT/79020004
79057005,Entire right bronchial lumen,SNOMED CT,79057005,http://purl.bioontology.org/ontology/SNOMEDCT/79057005
79075006,Lamina muscularis of mucous membrane of hypopharynx,SNOMED CT,79075006,http://purl.bioontology.org/ontology/SNOMEDCT/79075006
79081003,Skin structure of dorsal surface of third toe,SNOMED CT,79081003,http://purl.bioontology.org/ontology/SNOMEDCT/79081003
79087004,Structure of greater supraclavicular fossa,SNOMED CT,79087004,http://purl.bioontology.org/ontology/SNOMEDCT/79087004
79112004,Skeletal muscle structure of back,SNOMED CT,79112004,http://purl.bioontology.org/ontology/SNOMEDCT/79112004
79131005,Entire upper border of tenth rib,SNOMED CT,79131005,http://purl.bioontology.org/ontology/SNOMEDCT/79131005
79142001,Suprapulmonic valve area structure,SNOMED CT,79142001,http://purl.bioontology.org/ontology/SNOMEDCT/79142001
79163004,Structure of left lobe of thyroid gland,SNOMED CT,79163004,http://purl.bioontology.org/ontology/SNOMEDCT/79163004
79201006,Structure of greater posterior rectus capitis muscle,SNOMED CT,79201006,http://purl.bioontology.org/ontology/SNOMEDCT/79201006
79208000,Structure of glandular branch of facial artery,SNOMED CT,79208000,http://purl.bioontology.org/ontology/SNOMEDCT/79208000
79223005,Structure of arch of seventh thoracic vertebra,SNOMED CT,79223005,http://purl.bioontology.org/ontology/SNOMEDCT/79223005
79234008,Structure of ostium of superior vena cava,SNOMED CT,79234008,http://purl.bioontology.org/ontology/SNOMEDCT/79234008
79275001,Subcutaneous tissue structure of lower lip,SNOMED CT,79275001,http://purl.bioontology.org/ontology/SNOMEDCT/79275001
79283007,Skin structure of tip of nose,SNOMED CT,79283007,http://purl.bioontology.org/ontology/SNOMEDCT/79283007
79313003,Skin structure of helix,SNOMED CT,79313003,http://purl.bioontology.org/ontology/SNOMEDCT/79313003
79317002,Structure of tendon and tendon sheath of hip,SNOMED CT,79317002,http://purl.bioontology.org/ontology/SNOMEDCT/79317002
79335006,Structure of pedicle of seventh cervical vertebra,SNOMED CT,79335006,http://purl.bioontology.org/ontology/SNOMEDCT/79335006
79349002,Structure of levator ani muscle,SNOMED CT,79349002,http://purl.bioontology.org/ontology/SNOMEDCT/79349002
79361005,Structure of fontanel of skull,SNOMED CT,79361005,http://purl.bioontology.org/ontology/SNOMEDCT/79361005
79368004,Masseter muscle structure,SNOMED CT,79368004,http://purl.bioontology.org/ontology/SNOMEDCT/79368004
79383009,Structure of tuberal nuclei of hypothalamus,SNOMED CT,79383009,http://purl.bioontology.org/ontology/SNOMEDCT/79383009
79384003,Structure of pubic tubercle,SNOMED CT,79384003,http://purl.bioontology.org/ontology/SNOMEDCT/79384003
79390004,Structure of superior articular process of first lumbar vertebra,SNOMED CT,79390004,http://purl.bioontology.org/ontology/SNOMEDCT/79390004
79393002,Structure of conoid ligament,SNOMED CT,79393002,http://purl.bioontology.org/ontology/SNOMEDCT/79393002
79397001,Structure of intervertebral disc space of fourth lumbar vertebra,SNOMED CT,79397001,http://purl.bioontology.org/ontology/SNOMEDCT/79397001
79402002,Subcutaneous tissue structure of fifth toe,SNOMED CT,79402002,http://purl.bioontology.org/ontology/SNOMEDCT/79402002
79421005,Structure of anulus fibrosus of intervertebral disc of eleventh thoracic vertebra,SNOMED CT,79421005,http://purl.bioontology.org/ontology/SNOMEDCT/79421005
79452006,Structure of tuberosity of distal phalanx of ring finger,SNOMED CT,79452006,http://purl.bioontology.org/ontology/SNOMEDCT/79452006
79456009,Structure of roof of acetabulum,SNOMED CT,79456009,http://purl.bioontology.org/ontology/SNOMEDCT/79456009
79460007,Structure of white matter of frontal lobe,SNOMED CT,79460007,http://purl.bioontology.org/ontology/SNOMEDCT/79460007
79490000,Flexor digitorum brevis muscle of foot,SNOMED CT,79490000,http://purl.bioontology.org/ontology/SNOMEDCT/79490000
79495005,Structure of anteromedial nucleus of thalamus,SNOMED CT,79495005,http://purl.bioontology.org/ontology/SNOMEDCT/79495005
79502000,Skin structure of tragus,SNOMED CT,79502000,http://purl.bioontology.org/ontology/SNOMEDCT/79502000
79512007,Structure of cardiac notch of left lung,SNOMED CT,79512007,http://purl.bioontology.org/ontology/SNOMEDCT/79512007
79535005,Left frontal sinus structure,SNOMED CT,79535005,http://purl.bioontology.org/ontology/SNOMEDCT/79535005
79559000,Structure of supratrochlear artery,SNOMED CT,79559000,http://purl.bioontology.org/ontology/SNOMEDCT/79559000
79561009,Structure of right side of heart,SNOMED CT,79561009,http://purl.bioontology.org/ontology/SNOMEDCT/79561009
79562002,Structure of intraarticular ligament of knee joint,SNOMED CT,79562002,http://purl.bioontology.org/ontology/SNOMEDCT/79562002
79582003,Structure of anterior branch of superior thyroid artery,SNOMED CT,79582003,http://purl.bioontology.org/ontology/SNOMEDCT/79582003
79595008,Caudal articular process of fourteenth thoracic vertebra,SNOMED CT,79595008,http://purl.bioontology.org/ontology/SNOMEDCT/79595008
79601000,Bone structure of scapula,SNOMED CT,79601000,http://purl.bioontology.org/ontology/SNOMEDCT/79601000
79629002,Subcutaneous tissue structure of fourth toe,SNOMED CT,79629002,http://purl.bioontology.org/ontology/SNOMEDCT/79629002
79652003,Internal structure of eyeball,SNOMED CT,79652003,http://purl.bioontology.org/ontology/SNOMEDCT/79652003
79677002,Cervical spinal nerve root structure,SNOMED CT,79677002,http://purl.bioontology.org/ontology/SNOMEDCT/79677002
79683004,Structure of common plantar digital nerves,SNOMED CT,79683004,http://purl.bioontology.org/ontology/SNOMEDCT/79683004
79684005,Entire anterior tibial lymph node,SNOMED CT,79684005,http://purl.bioontology.org/ontology/SNOMEDCT/79684005
79715007,Entire outer surface of first rib,SNOMED CT,79715007,http://purl.bioontology.org/ontology/SNOMEDCT/79715007
79718009,Structure of right carotid sinus,SNOMED CT,79718009,http://purl.bioontology.org/ontology/SNOMEDCT/79718009
79727005,Structure of opponens pollicis muscle,SNOMED CT,79727005,http://purl.bioontology.org/ontology/SNOMEDCT/79727005
79731004,Deep flexor tendon of thumb,SNOMED CT,79731004,http://purl.bioontology.org/ontology/SNOMEDCT/79731004
79732006,"Structure of articular surface, interphalangeal, of phalanx of second toe",SNOMED CT,79732006,http://purl.bioontology.org/ontology/SNOMEDCT/79732006
79741001,Common bile duct structure,SNOMED CT,79741001,http://purl.bioontology.org/ontology/SNOMEDCT/79741001
79747002,Structure of humeral head of flexor carpi ulnaris muscle,SNOMED CT,79747002,http://purl.bioontology.org/ontology/SNOMEDCT/79747002
79768001,Structure of ball of foot,SNOMED CT,79768001,http://purl.bioontology.org/ontology/SNOMEDCT/79768001
79783006,Structure of lateral preoptic nucleus,SNOMED CT,79783006,http://purl.bioontology.org/ontology/SNOMEDCT/79783006
79785004,Structure of pedicle of lumbar vertebra,SNOMED CT,79785004,http://purl.bioontology.org/ontology/SNOMEDCT/79785004
79797003,Structure of anterior margin of lung,SNOMED CT,79797003,http://purl.bioontology.org/ontology/SNOMEDCT/79797003
79799000,"Structure of articular surface, metatarsal, of phalanx of second toe",SNOMED CT,79799000,http://purl.bioontology.org/ontology/SNOMEDCT/79799000
79802009,Mammary lobule structure,SNOMED CT,79802009,http://purl.bioontology.org/ontology/SNOMEDCT/79802009
79822008,Structure of medial pectoral nerve,SNOMED CT,79822008,http://purl.bioontology.org/ontology/SNOMEDCT/79822008
79836003,Superficial transverse fibers of pons,SNOMED CT,79836003,http://purl.bioontology.org/ontology/SNOMEDCT/79836003
79845002,Structure of supraoptic hypophyseal tract,SNOMED CT,79845002,http://purl.bioontology.org/ontology/SNOMEDCT/79845002
79868006,Glomerular capillaries structure,SNOMED CT,79868006,http://purl.bioontology.org/ontology/SNOMEDCT/79868006
79869003,Inferior mesenteric plexus structure,SNOMED CT,79869003,http://purl.bioontology.org/ontology/SNOMEDCT/79869003
79872005,Anterior vagal trunk structure,SNOMED CT,79872005,http://purl.bioontology.org/ontology/SNOMEDCT/79872005
79901003,Structure of milk line of trunk,SNOMED CT,79901003,http://purl.bioontology.org/ontology/SNOMEDCT/79901003
79906008,Structure of genitofemoral nerve femoral branch,SNOMED CT,79906008,http://purl.bioontology.org/ontology/SNOMEDCT/79906008
79908009,Saphenous opening structure,SNOMED CT,79908009,http://purl.bioontology.org/ontology/SNOMEDCT/79908009
79921002,Skin structure of lateral surface of middle finger,SNOMED CT,79921002,http://purl.bioontology.org/ontology/SNOMEDCT/79921002
79923004,Spinous process of sixth lumbar vertebra,SNOMED CT,79923004,http://purl.bioontology.org/ontology/SNOMEDCT/79923004
