name,definition,codesystem,code,ontologyTermURI
pdbatom,pdbatom,EDAM,format_1950,http://edamontology.org/format_1950
pdbatomnuc,pdbatomnuc,EDAM,format_1951,http://edamontology.org/format_1951
pdbml,pdbml,EDAM,format_1478,http://edamontology.org/format_1478
pdbseqres,pdbseqres,EDAM,format_1953,http://edamontology.org/format_1953
pdbseqresnuc,pdbseqresnuc,EDAM,format_1952,http://edamontology.org/format_1952
PDF,PDF,EDAM,format_3508,http://edamontology.org/format_3508
Pearson format,Pearson format,EDAM,format_1954,http://edamontology.org/format_1954
PED,The PED file describes individuals and genetic data and is used by the Plink package.,EDAM,format_3286,http://edamontology.org/format_3286
PED/MAP,PED/MAP,EDAM,format_3288,http://edamontology.org/format_3288
pepXML,pepXML,EDAM,format_3655,http://edamontology.org/format_3655
pgm,pgm,EDAM,format_3602,http://edamontology.org/format_3602
pgSnp,pgSnp,EDAM,format_3012,http://edamontology.org/format_3012
PHD,PHD,EDAM,format_1633,http://edamontology.org/format_1633
phenopacketJSON,"JavaScript Object Notation PhenoPacket a lightweight, text-based format to represent tree-structured data using key-value pairs.",EDAM,format:3464,http://edamontology.org/format_3464
Phylip character frequencies format,Phylip character frequencies format,EDAM,format_1432,http://edamontology.org/format_1432
Phylip cliques format,Phylip cliques format,EDAM,format_1434,http://edamontology.org/format_1434
Phylip continuous quantitative characters,Phylip continuous quantitative characters,EDAM,format_1430,http://edamontology.org/format_1430
Phylip discrete states format,Phylip discrete states format,EDAM,format_1433,http://edamontology.org/format_1433
Phylip distance matrix,Phylip distance matrix,EDAM,format_1423,http://edamontology.org/format_1423
PHYLIP format,PHYLIP format,EDAM,format_1997,http://edamontology.org/format_1997
Phylip format variant,Phylip format variant,EDAM,format_2924,http://edamontology.org/format_2924
PHYLIP sequential,PHYLIP sequential,EDAM,format_1998,http://edamontology.org/format_1998
Phylip tree distance format,Phylip tree distance format,EDAM,format_1445,http://edamontology.org/format_1445
Phylip tree format,Phylip tree format,EDAM,format_1435,http://edamontology.org/format_1435
Phylip tree raw,Phylip tree raw,EDAM,format_1425,http://edamontology.org/format_1425
Phylogenetic character data format,Phylogenetic character data format,EDAM,format_2036,http://edamontology.org/format_2036
Phylogenetic continuous quantitative character format,Phylogenetic continuous quantitative character format,EDAM,format_2037,http://edamontology.org/format_2037
Phylogenetic discrete states format,Phylogenetic discrete states format,EDAM,format_2038,http://edamontology.org/format_2038
Phylogenetic tree format,Phylogenetic tree format,EDAM,format_2006,http://edamontology.org/format_2006
Phylogenetic tree format (text),Phylogenetic tree format (text),EDAM,format_2556,http://edamontology.org/format_2556
Phylogenetic tree format (XML),Phylogenetic tree format (XML),EDAM,format_2557,http://edamontology.org/format_2557
Phylogenetic tree report (cliques) format,Phylogenetic tree report (cliques) format,EDAM,format_2039,http://edamontology.org/format_2039
Phylogenetic tree report (invariants) format,Phylogenetic tree report (invariants) format,EDAM,format_2040,http://edamontology.org/format_2040
Phylogenetic tree report (tree distances) format,Phylogenetic tree report (tree distances) format,EDAM,format_2049,http://edamontology.org/format_2049
phyloXML,phyloXML,EDAM,format_3159,http://edamontology.org/format_3159
Pileup,Pileup,EDAM,format_3015,http://edamontology.org/format_3015
pkl,pkl,EDAM,format_3653,http://edamontology.org/format_3653
plain text file format,plain text file format,SWO,SWO_3000043,http://www.ebi.ac.uk/swo/data/SWO_3000043
plain text format (unformatted),plain text format (unformatted),EDAM,format_1964,http://edamontology.org/format_1964
PlasMapper TextMap,PlasMapper TextMap,EDAM,format_1861,http://edamontology.org/format_1861
pmc,pmc,EDAM,format_1739,http://edamontology.org/format_1739
PMML,PMML,EDAM,format_3726,http://edamontology.org/format_3726
PNG,PNG,EDAM,format_3603,http://edamontology.org/format_3603
PO,PO,EDAM,format_3330,http://edamontology.org/format_3330
ppm,ppm,EDAM,format_3596,http://edamontology.org/format_3596
pptx,pptx,EDAM,format_3838,http://edamontology.org/format_3838
PRIDE XML,PRIDE XML,EDAM,format_3684,http://edamontology.org/format_3684
Primer3 primer,Primer3 primer,EDAM,format_1627,http://edamontology.org/format_1627
proBAM,proBAM,EDAM,format_3826,http://edamontology.org/format_3826
proBED,proBED,EDAM,format_3827,http://edamontology.org/format_3827
ProQ report format,ProQ report format,EDAM,format_1552,http://edamontology.org/format_1552
prosite-pattern,prosite-pattern,EDAM,format_1356,http://edamontology.org/format_1356
prosite-profile,prosite-profile,EDAM,format_1366,http://edamontology.org/format_1366
protein,protein,EDAM,format_1208,http://edamontology.org/format_1208
Protein domain classification format,Protein domain classification format,EDAM,format_3097,http://edamontology.org/format_3097
Protein family report format,Protein family report format,EDAM,format_2052,http://edamontology.org/format_2052
Protein interaction format,Protein interaction format,EDAM,format_2054,http://edamontology.org/format_2054
Protein report format,Protein report format,EDAM,format_2062,http://edamontology.org/format_2062
Protein secondary structure format,Protein secondary structure format,EDAM,format_2077,http://edamontology.org/format_2077
Protein structure report (quality evaluation) format,Protein structure report (quality evaluation) format,EDAM,format_2065,http://edamontology.org/format_2065
protXML,protXML,EDAM,format_3747,http://edamontology.org/format_3747
PS,PS,EDAM,format_3696,http://edamontology.org/format_3696
psd,psd,EDAM,format_3597,http://edamontology.org/format_3597
PSI MI TAB (MITAB),PSI MI TAB (MITAB),EDAM,format_3242,http://edamontology.org/format_3242
PSI MI XML (MIF),PSI MI XML (MIF),EDAM,format_3158,http://edamontology.org/format_3158
PSI-PAR,PSI-PAR,EDAM,format_3243,http://edamontology.org/format_3243
PSL,PSL,EDAM,format_3007,http://edamontology.org/format_3007
PubAnnotation format,PubAnnotation format,EDAM,format_3781,http://edamontology.org/format_3781
PubMed citation,PubMed citation,EDAM,format_1734,http://edamontology.org/format_1734
PubTator format,PubTator format,EDAM,format_3783,http://edamontology.org/format_3783
pure,pure,EDAM,format_2094,http://edamontology.org/format_2094
pure dna,pure dna,EDAM,format_1215,http://edamontology.org/format_1215
pure nucleotide,pure nucleotide,EDAM,format_1210,http://edamontology.org/format_1210
pure protein,pure protein,EDAM,format_1219,http://edamontology.org/format_1219
pure rna,pure rna,EDAM,format_1217,http://edamontology.org/format_1217
qcML,qcML,EDAM,format_3683,http://edamontology.org/format_3683
qual,qual,EDAM,format_3607,http://edamontology.org/format_3607
qual454,qual454,EDAM,format_3611,http://edamontology.org/format_3611
qualillumina,qualillumina,EDAM,format_3609,http://edamontology.org/format_3609
qualsolexa,qualsolexa,EDAM,format_3608,http://edamontology.org/format_3608
qualsolid,qualsolid,EDAM,format_3610,http://edamontology.org/format_3610
Query language,Query language,EDAM,format_3787,http://edamontology.org/format_3787
quicktandem,quicktandem,EDAM,format_1295,http://edamontology.org/format_1295
R data frame,R data frame,SWO,SWO_0000409,http://www.ebi.ac.uk/swo/SWO_0000409
R file format,R file format,EDAM,format_3554,http://edamontology.org/format_3554
rast,rast,EDAM,format_3605,http://edamontology.org/format_3605
raw,raw,EDAM,format_1957,http://edamontology.org/format_1957
Raw CATH domain classification format,Raw CATH domain classification format,EDAM,format_3099,http://edamontology.org/format_3099
Raw microarray data format,Raw microarray data format,EDAM,format_3828,http://edamontology.org/format_3828
Raw NMR data format,Raw NMR data format,EDAM,format_3824,http://edamontology.org/format_3824
Raw SCOP domain classification format,Raw SCOP domain classification format,EDAM,format_3098,http://edamontology.org/format_3098
Raw sequence format,Raw sequence format,EDAM,format_2571,http://edamontology.org/format_2571
rcc,rcc,EDAM,format_3580,http://edamontology.org/format_3580
rda,rda,SWO,SWO_0000684,http://www.ebi.ac.uk/swo/SWO_0000684
RDF format,RDF format,EDAM,format_2376,http://edamontology.org/format_2376
RDF-XML,RDF-XML,SWO,SWO_3000007,http://www.ebi.ac.uk/swo/data/SWO_3000007
RDF/XML,RDF/XML,EDAM,format_3261,http://edamontology.org/format_3261
REBASE restriction sites,REBASE restriction sites,EDAM,format_1320,http://edamontology.org/format_1320
refseqp,refseqp,EDAM,format_1958,http://edamontology.org/format_1958
Relaxed PHYLIP Interleaved,Relaxed PHYLIP Interleaved,EDAM,format_3819,http://edamontology.org/format_3819
Relaxed PHYLIP Sequential,Relaxed PHYLIP Sequential,EDAM,format_3820,http://edamontology.org/format_3820
restover format,restover format,EDAM,format_1319,http://edamontology.org/format_1319
restrict format,restrict format,EDAM,format_1318,http://edamontology.org/format_1318
rgb,rgb,EDAM,format_3600,http://edamontology.org/format_3600
rna,rna,EDAM,format_1213,http://edamontology.org/format_1213
RNA secondary structure format,RNA secondary structure format,EDAM,format_2076,http://edamontology.org/format_2076
RNAML,RNAML,EDAM,format_3311,http://edamontology.org/format_3311
Rnw,Rnw,SWO,SWO_0000363,http://www.ebi.ac.uk/swo/SWO_0000363
RSF,RSF,EDAM,format_3485,http://edamontology.org/format_3485
SAM,SAM,EDAM,format_2573,http://edamontology.org/format_2573
SAMPLE file format,SAMPLE file format,EDAM,format_3813,http://edamontology.org/format_3813
Sanger inverted repeats,Sanger inverted repeats,EDAM,format_1296,http://edamontology.org/format_1296
SBGN-ML,SBGN-ML,EDAM,format_3692,http://edamontology.org/format_3692
SBML,SBML,EDAM,format_2585,http://edamontology.org/format_2585
SBMLR format,SBMLR format,SWO,SWO_0000378,http://www.ebi.ac.uk/swo/SWO_0000378
SBOL,SBOL,EDAM,format_3725,http://edamontology.org/format_3725
SBRML,SBRML,EDAM,format_3155,http://edamontology.org/format_3155
SBtab,SBtab,EDAM,format_3688,http://edamontology.org/format_3688
SCF,SCF,EDAM,format_1632,http://edamontology.org/format_1632
scores format,scores format,EDAM,format_1999,http://edamontology.org/format_1999
SDF,SDF,EDAM,format_3814,http://edamontology.org/format_3814
SDF format,SDF format,SWO,SWO_0000381,http://www.ebi.ac.uk/swo/SWO_0000381
SED-ML,SED-ML,EDAM,format_3685,http://edamontology.org/format_3685
selex,selex,EDAM,format_2000,http://edamontology.org/format_2000
Sequence annotation track format,Sequence annotation track format,EDAM,format_2919,http://edamontology.org/format_2919
Sequence assembly format,Sequence assembly format,EDAM,format_2055,http://edamontology.org/format_2055
Sequence assembly format (text),Sequence assembly format (text),EDAM,format_2561,http://edamontology.org/format_2561
Sequence cluster format,Sequence cluster format,EDAM,format_2170,http://edamontology.org/format_2170
Sequence cluster format (nucleic acid),Sequence cluster format (nucleic acid),EDAM,format_2172,http://edamontology.org/format_2172
Sequence cluster format (protein),Sequence cluster format (protein),EDAM,format_2171,http://edamontology.org/format_2171
Sequence distance matrix format,Sequence distance matrix format,EDAM,format_2067,http://edamontology.org/format_2067
Sequence feature annotation format,Sequence feature annotation format,EDAM,format_1920,http://edamontology.org/format_1920
Sequence feature table format,Sequence feature table format,EDAM,format_2548,http://edamontology.org/format_2548
Sequence feature table format (text),Sequence feature table format (text),EDAM,format_2206,http://edamontology.org/format_2206
Sequence feature table format (XML),Sequence feature table format (XML),EDAM,format_2553,http://edamontology.org/format_2553
Sequence features (repeats) format,Sequence features (repeats) format,EDAM,format_2155,http://edamontology.org/format_2155
Sequence motif format,Sequence motif format,EDAM,format_2068,http://edamontology.org/format_2068
Sequence profile format,Sequence profile format,EDAM,format_2069,http://edamontology.org/format_2069
Sequence quality report format (text),Sequence quality report format (text),EDAM,format_3606,http://edamontology.org/format_3606
Sequence range format,Sequence range format,EDAM,format_2078,http://edamontology.org/format_2078
Sequence record format,Sequence record format,EDAM,format_1919,http://edamontology.org/format_1919
Sequence record format (text),Sequence record format (text),EDAM,format_2551,http://edamontology.org/format_2551
Sequence record format (XML),Sequence record format (XML),EDAM,format_2552,http://edamontology.org/format_2552
Sequence trace format,Sequence trace format,EDAM,format_2057,http://edamontology.org/format_2057
Sequence variation annotation format,Sequence variation annotation format,EDAM,format_2921,http://edamontology.org/format_2921
Sequence-MEME profile alignment,Sequence-MEME profile alignment,EDAM,format_1419,http://edamontology.org/format_1419
Sequence-profile alignment format,Sequence-profile alignment format,EDAM,format_2014,http://edamontology.org/format_2014
SEQUEST .out file,SEQUEST .out file,EDAM,format_3758,http://edamontology.org/format_3758
Sequin format,Sequin format,EDAM,format_3701,http://edamontology.org/format_3701
SFF,SFF,EDAM,format_3284,http://edamontology.org/format_3284
sif,sif,EDAM,format_3619,http://edamontology.org/format_3619
SIF,SIF,SWO,SWO_3000049,http://www.ebi.ac.uk/swo/data/SWO_3000049
smarts,smarts,EDAM,format_1200,http://edamontology.org/format_1200
SMILES,SMILES,EDAM,format_1196,http://edamontology.org/format_1196
Smith-Waterman format,Smith-Waterman format,EDAM,format_1335,http://edamontology.org/format_1335
snpeffdb,snpeffdb,EDAM,format_3624,http://edamontology.org/format_3624
SPARQL,SPARQL,EDAM,format_3790,http://edamontology.org/format_3790
spML,spML,EDAM,format_3250,http://edamontology.org/format_3250
SPSS,SPSS,EDAM,format_3555,http://edamontology.org/format_3555
SQL,SQL,EDAM,format_3788,http://edamontology.org/format_3788
SQLite format,SQLite format,EDAM,format_3621,http://edamontology.org/format_3621
SRA format,SRA format,EDAM,format_3698,http://edamontology.org/format_3698
SRF,SRF,EDAM,format_3017,http://edamontology.org/format_3017
srs format,srs format,EDAM,format_2002,http://edamontology.org/format_2002
srspair,srspair,EDAM,format_2003,http://edamontology.org/format_2003
SS,SS,EDAM,format_3310,http://edamontology.org/format_3310
Staden experiment format,Staden experiment format,EDAM,format_1928,http://edamontology.org/format_1928
Staden format,Staden format,EDAM,format_1960,http://edamontology.org/format_1960
Stockholm format,Stockholm format,EDAM,format_1961,http://edamontology.org/format_1961
strider format,strider format,EDAM,format_1962,http://edamontology.org/format_1962
STRING entry format (XML),STRING entry format (XML),EDAM,format_2304,http://edamontology.org/format_2304
SVG,SVG,EDAM,format_3604,http://edamontology.org/format_3604
T-Coffee format,T-Coffee format,EDAM,format_2004,http://edamontology.org/format_2004
tab delimited file format,tab delimited file format,SWO,SWO_3000046,http://www.ebi.ac.uk/swo/data/SWO_3000046
tabix,tabix,EDAM,format_3616,http://edamontology.org/format_3616
Tabix index file format,Tabix index file format,EDAM,format_3700,http://edamontology.org/format_3700
taverna workflow format,taverna workflow format,EDAM,format_1665,http://edamontology.org/format_1665
Tertiary structure format,Tertiary structure format,EDAM,format_2033,http://edamontology.org/format_2033
Text mining report format,Text mining report format,EDAM,format_2021,http://edamontology.org/format_2021
Textual format,Textual format,EDAM,format_2330,http://edamontology.org/format_2330
Thermo RAW,Thermo RAW,EDAM,format_3712,http://edamontology.org/format_3712
TIDE TXT,TIDE TXT,EDAM,format_3835,http://edamontology.org/format_3835
tiff,tiff,EDAM,format_3591,http://edamontology.org/format_3591
TraML,TraML,EDAM,format_3246,http://edamontology.org/format_3246
TreeBASE format,TreeBASE format,EDAM,format_1436,http://edamontology.org/format_1436
TreeCon format,TreeCon format,EDAM,format_1911,http://edamontology.org/format_1911
TreeCon-seq,TreeCon-seq,EDAM,format_2005,http://edamontology.org/format_2005
TreeFam format,TreeFam format,EDAM,format_1437,http://edamontology.org/format_1437
TSV,TSV,EDAM,format_3475,http://edamontology.org/format_3475
Turtle,Turtle,EDAM,format_3255,http://edamontology.org/format_3255
unambiguous pure,unambiguous pure,EDAM,format_1206,http://edamontology.org/format_1206
unambiguous pure dna,unambiguous pure dna,EDAM,format_1214,http://edamontology.org/format_1214
unambiguous pure nucleotide,unambiguous pure nucleotide,EDAM,format_1211,http://edamontology.org/format_1211
unambiguous pure protein,unambiguous pure protein,EDAM,format_1218,http://edamontology.org/format_1218
unambiguous pure rna sequence,unambiguous pure rna sequence,EDAM,format_1216,http://edamontology.org/format_1216
unambiguous sequence,unambiguous sequence,EDAM,format_2096,http://edamontology.org/format_2096
UniProt-like (text),UniProt-like (text),EDAM,format_2187,http://edamontology.org/format_2187
UniProtKB format,UniProtKB format,EDAM,format_1963,http://edamontology.org/format_1963
UniProtKB RDF,UniProtKB RDF,EDAM,format_3771,http://edamontology.org/format_3771
UniProtKB XML,UniProtKB XML,EDAM,format_3770,http://edamontology.org/format_3770
uniprotkb-like format,uniprotkb-like format,EDAM,format_2547,http://edamontology.org/format_2547
unpure,unpure,EDAM,format_2095,http://edamontology.org/format_2095
VCF,VCF,EDAM,format_3016,http://edamontology.org/format_3016
VDB,VDB,EDAM,format_3699,http://edamontology.org/format_3699
Vienna local RNA secondary structure format,Vienna local RNA secondary structure format,EDAM,format_1458,http://edamontology.org/format_1458
VisML,VisML,EDAM,format_3821,http://edamontology.org/format_3821
WIFF format,WIFF format,EDAM,format_3710,http://edamontology.org/format_3710
WIG,WIG,EDAM,format_3005,http://edamontology.org/format_3005
Workflow format,Workflow format,EDAM,format_2032,http://edamontology.org/format_2032
X!Tandem XML,X!Tandem XML,EDAM,format_3711,http://edamontology.org/format_3711
xbm,xbm,EDAM,format_3598,http://edamontology.org/format_3598
xgmml,xgmml,EDAM,format_3618,http://edamontology.org/format_3618
XGMML,XGMML,SWO,SWO_3000051,http://www.ebi.ac.uk/swo/data/SWO_3000051
xls,xls,EDAM,format_3468,http://edamontology.org/format_3468
xlsx,xlsx,EDAM,format_3620,http://edamontology.org/format_3620
XMFA,XMFA,EDAM,format_3811,http://edamontology.org/format_3811
XML,XML,EDAM,format_2332,http://edamontology.org/format_2332
xpm,xpm,EDAM,format_3599,http://edamontology.org/format_3599
XQuery,XQuery,EDAM,format_3789,http://edamontology.org/format_3789
xsd,xsd,EDAM,format_3804,http://edamontology.org/format_3804
YAML,YAML,EDAM,format_3750,http://edamontology.org/format_3750
ZTR,ZTR,EDAM,format_3018,http://edamontology.org/format_3018
