name,code,ontologyTermURI
Pritor,5600000001904,
PritorPlus,5600000002222,
Privigen,5600000002216,
ProQuad,5600000001122,
Procomvax,5600000001925,
Procoralan,5600000000411,
Procysbi,5600000003860,
Prolia,5600000000404,
Prometax,5600000002308,
Protaphane,5600000001684,
Protelos,5600000003240,
Protopic,5600000003173,
Protopy,5600000001022,
Pumarix,5600000000622,
PureSperm Wash,5600000003892,
Puregon,5600000001958,
Pylclari,5600000985704,
Pylobactell,5600000002440,
Pylori-Chek,5600000002139,
Pyramax,5600000000885,
Pyrukynd,5600000106509,
QINLOCK,5600000014246,
QUTAVINA,5600000002104,
QUVIVIQ,5600000092530,
Qaialdo,5600000984557,
Qarziba,5600000001734,
Qdenga,5600000107120,
Qtern,5600000003332,
Qtrilmet,5600000000341,
Quadramet,5600000002074,
Quinsair,5600000002783,
Quintanrix,5600000002602,
Quixidar,5600000001197,
Quofenix,5600000000039,
Qutenza,5600000003289,
RAVICTI,5600000001175,
RAYVOW,5600000099047,
REKAMBYS,5600000001249,
RINVOQ,5600000000574,
ROCTAVIAN,5600000099191,
RXULTI,5600000003738,
RYBREVANT,5600000038637,
Raloxifene,5600000000418,
Ranexa,5600000002913,
Ranivisio,5600000099194,
Rapamune,5600000002495,
Rapilysin,5600000002338,
Rapiscan,5600000000740,
Raplixa,5600000001481,
Raptiva,5600000003180,
Rasagiline,5600000001773,
Rasilamlo,5600000000613,
Rasilez,5600000003062,
Rasilez HCT,5600000003320,
Rasitrio,5600000001733,
Ratiograstim,5600000002337,
Raxone,5600000001957,
Rayzon,5600000004256,
ReFacto,5600000001926,
Reagila,5600000003494,
Rebetol,5600000002839,
Rebif,5600000002743,
Reblozyl,5600000003949,
Recarbrio,5600000002069,
Refixia,5600000000077,
Refludan,5600000002286,
Regkirona,5600000014097,
Regranex,5600000000780,
Rekovelle,5600000000776,
Relistor,5600000003273,
Relvar,5600000000059,
Remicade,5600000002487,
Removab,5600000003345,
Remsima,5600000000162,
Renagel,5600000002229,
Renvela,5600000003149,
Repaglinide,5600000001146,
Repatha,5600000000310,
Replagal,5600000003073,
Repso,5600000000714,
Resolor,5600000003406,
Respreeza,5600000000342,
Retacrit,5600000002380,
Retsevmo,5600000001312,
Revasc,5600000002627,
Revatio,5600000001843,
Revestive,5600000000469,
Revinty,5600000000898,
Revlimid,5600000002671,
Revolade,5600000000260,
Reyataz,5600000000275,
Rezolsta,5600000001903,
Rezzayo,5600000992290,
Rhokiinsa,5600000000355,
Riarify,5600000003811,
Ribavirin,5600000000753,
Ribavirin   BV,5600000002462,
Rienso,5600000000500,
Rilonacept,5600000000591,
Riltrava Aerosphere,5600000044521,
Rilutek,5600000002625,
Riluzole,5600000004019,
Rimmyrah,5600000992384,
Riprazo,5600000002610,
Riprazo HCT,5600000000557,
Ristaben,5600000000724,
Ristempa,5600000003243,
Ristfor,5600000000867,
Ritemvia,5600000000522,
Ritonavir,5600000000461,
Rituzena,5600000000115,
Rivaroxaban,5600000000393,
Rivastigmine,5600000000095,
Rixathon,5600000000211,
Riximyo,5600000000394,
Rixubis,5600000000096,
Rizmoic,5600000004106,
RoActemra,5600000000379,
Roclanda,5600000002065,
Rolufta,5600000000257,
Ronapreve,5600000014084,
RotaShield,5600000002355,
RotaTeq,5600000001590,
Rotarix,5600000001851,
Roteas,5600000000216,
Rozlytrek,5600000000012,
Rubraca,5600000000168,
Ruconest,5600000000880,
Rukobia,5600000002109,
Ruxience,5600000001317,
Rybelsus,5600000002017,
Rydapt,5600000003646,
Ryeqo,5600000002095,
Rystiggo,5600000992385,
Ryzodeg,5600000004054,
SARCLISA,5600000001252,
SCENESSE,5600000004097,
SIBNAYAL,5600000001256,
SIMBRINZA,5600000001138,
SIRTURO,5600000003137,
SOLYMBIC,5600000003997,
SOMAC Control,5600000003675,
SOTYKTU,5600000983601,
SYLVANT,5600000001199,
Sabervel,5600000003381,
Samsca,5600000003993,
Sancuso,5600000001813,
Saphnelo,5600000079831,
Sapropterin,5600000083779,
Savene,5600000000339,
Saxenda,5600000001276,
Scemblix,5600000099192,
Scintimun,5600000000588,
Sebivo,5600000001129,
Seebri,5600000000221,
Seffalair Spiromax,5600000001247,
Segluromet,5600000000247,
Selincro,5600000004168,
Semglee,5600000003726,
Senshio,5600000001412,
Senstend,5600000002077,
Sepioglin,5600000000876,
Sevelamer carbonate,5600000001842,
Shingrix,5600000004114,
Sialanar,5600000002269,
Sifrol,5600000001879,
Signifor,5600000000036,
Siklos,5600000001669,
Silapo,5600000000063,
Sildenafil,5600000002203,
Silgard,5600000000934,
Silodosin,5600000000292,
Silodyx,5600000000789,
Simponi,5600000002369,
Simulect,5600000001896,
Sitagliptin,5600000027681,
Sitagliptin Metformin hydrochloride,5600000081664,
Sitagliptin/Metformin Hydrochloride,5600000097620,
Sitagliptin/Metformin hydrochloride,5600000983602,
Sivextro,5600000000334,
Sixmo,5600000000217,
Skilarence,5600000000258,
Skyrizi,5600000002067,
Skysona,5600000001305,
Skytrofa,5600000046110,
Slenyto,5600000000037,
Sogroya,5600000002158,
Soliris,5600000003366,
SomaKit,5600000002887,
Somatropin,5600000003821,
Somavert,5600000000928,
Sonata,5600000002871,
Sondelbay,5600000090244,
SonoVue,5600000004285,
Sorafenib,5600000106508,
Sovaldi,5600000001760,
Spectrila,5600000002785,
Spedra,5600000003216,
Spevigo,5600000107132,
Spexotras,5600000992383,
Spherox,5600000001771,
Spikevax,5600000003564,
Spinraza,5600000001596,
Spravato,5600000003850,
Sprimeo,5600000002607,
Sprimeo HCT,5600000000149,
Sprycel,5600000000109,
Srin,5600000002198,
Stalevo,5600000002236,
Staquis,5600000004035,
Starlix,5600000002464,
Stayveer,5600000001643,
Steen Solution,5600000000529,
Steglatro,5600000000103,
Steglujan,5600000002741,
Stelara,5600000002761,
Stimufend,5600000090264,
Stivarga,5600000003477,
Strensiq,5600000001707,
Striascan,5600000001914,
Stribild,5600000004167,
Strimvelis,5600000000231,
Suboxone,5600000000019,
Sugammadex,5600000014154,
Suliqua,5600000000101,
Sunitinib,5600000002101,
Sunlenca,5600000099127,
Sunosi,5600000000173,
Supemtek,5600000001318,
Surgiflo Haemostatic Matrix Kit,5600000001153,
Sustiva,5600000002165,
Sutent,5600000000360,
Sycrest,5600000000832,
Symkevi,5600000000438,
Symtuza,5600000002562,
Synagis,5600000000089,
Synflorix,5600000000371,
Synjardy,5600000003166,
TAGRISSO,5600000001377,
TAKHZYRO,5600000000291,
TALVEY,5600000986265,
TAVNEOS,5600000044912,
TECFIDERA,5600000003832,
TEPADINA,5600000000589,
TEPMETKO,5600000081666,
TESAVEL,5600000002617,
TEZIRE,5600000100257,
TOBI Podhaler,5600000004085,
TOOKAD,5600000000290,
TRISENOX,5600000003567,
TRODELVY,5600000014641,
TUKYSA,5600000000380,
Tabrecta,5600000096550,
Tacforius,5600000000205,
TachoSil,5600000002574,
Tadalafil,5600000000163,
Tafinlar,5600000003205,
Talmanco,5600000004187,
Taltz,5600000001960,
Taluvian,5600000004260,
Talzenna,5600000000111,
Tamiflu,5600000001007,
Tandemact,5600000000338,
Tarceva,5600000000936,
Targretin,5600000003301,
Tasermity,5600000002672,
Tasigna,5600000003560,
Tasmar,5600000002796,
Tavlesse,5600000000170,
Taxespira,5600000001702,
Taxotere,5600000002012,
Tecartus,5600000001253,
Tecentriq,5600000000061,
Tecnemab,5600000001991,
Tecovirimat,5600000044520,
Tecvayli,5600000099260,
Tegsedi,5600000000206,
Tekturna,5600000002469,
Telmisartan,5600000000675,
Telzir,5600000000408,
Temo,5600000002238,
Temodal,5600000001918,
Temozolomide,5600000000440,
Temybric,5600000000515,
Tenecteplase,5600000003700,
Tenkasi,5600000000320,
Tenofovir disoproxil,5600000001131,
Tepkinly,5600000991210,
Teriflunomide,5600000106505,
Teriparatide,5600000106507,
Terrosa,5600000004143,
Teslascan,5600000002750,
Tevimbra,5600000991116,
Teysuno,5600000000697,
Thalidomide,5600000002659,
Thelin,5600000004245,
Theryttrex,5600000001028,
Thiotepa,5600000002106,
Thorinane,5600000000771,
Thymanax,5600000002652,
Thyrogen,5600000002874,
Tibsovo,5600000984001,
Tigecycline,5600000002565,
Tikosyn,5600000002415,
Tivicay,5600000000598,
Tolucombi,5600000003120,
Tolura,5600000000782,
Tolvaptan,5600000983182,
Topotecan,5600000000759,
Torisel,5600000002178,
Toujeo,5600000001212,
Tovanor,5600000003128,
Toviaz,5600000003639,
Tracile,5600000002153,
Tracleer,5600000000042,
Trajenta,5600000000668,
Translarna,5600000003090,
Travatan,5600000000927,
Trazec,5600000000049,
Trazimera,5600000000176,
Trecondi,5600000000345,
Tredaptive,5600000000150,
Trelegy,5600000001912,
Tremelimumab,5600000108903,
Tremfya,5600000000359,
Trepulmix,5600000000005,
Tresiba,5600000000222,
Trevaclyn,5600000003118,
Trevicta,5600000000132,
Triacelluvax,5600000002376,
Trimbow,5600000001603,
Tritanrix HB,5600000001509,
Tritanrix HepB,5600000002022,
Triumeq,5600000001953,
Trixeo Aerosphere,5600000000654,
Trizivir,5600000000261,
Trobalt,5600000000872,
Trogarzo,5600000002979,
Trovan,5600000002377,
Trovan IV,5600000002481,
Truberzi,5600000001220,
Trudexa,5600000004276,
Trulicity,5600000000985,
Trumenba,5600000003455,
Truvada,5600000000688,
Truvelog Mix 30,5600000092558,
Truxima,5600000001164,
Trydonis,5600000004148,
Turvel,5600000002418,
Turvel IV,5600000002456,
Twinrix Adult,5600000002413,
Twinrix Paediatric,5600000002795,
Twynsta,5600000000716,
Tybost,5600000003550,
Tyenne,5600000991112,
Tygacil,5600000000305,
Tyruko,5600000991180,
Tysabri,5600000003148,
Tyverb,5600000002806,
UDENYCA,5600000004076,
Ucedane,5600000003778,
Ulipristal Acetate,5600000004069,
Ultibro,5600000000307,
Ultomiris,5600000000299,
Ultratard,5600000003130,
Ulunar,5600000001463,
Umbipro,5600000000311,
Unituxin,5600000000319,
Uplizna,5600000092525,
Uprima,5600000003302,
Upstaza,5600000097597,
Uptravi,5600000001366,
Urorec,5600000003740,
Uzpruvo,5600000992386,
VANFLYTA,5600000991751,
VANTAVO,5600000000757,
VANTOBRA,5600000003160,
VEGZELMA,5600000099070,
VELCADE,5600000003192,
VEYVONDI,5600000000010,
VITRAKVI,5600000000903,
VIZAMYL,5600000001721,
VPRIV,5600000001104,
Vaborem,5600000003727,
Vabysmo,5600000100259,
Vafseo,5600000983843,
Valdoxan,5600000002911,
Valdyn,5600000000364,
Valtropin,5600000002579,
Vaniqa,5600000003300,
Vantobra,5600000002976,
Vargatef,5600000000487,
Varuby,5600000002478,
Vaxchora,5600000002929,
Vaxelis,5600000002267,
Vaxneuvance,5600000038534,
Vaxzevria,5600000003694,
Vazkepa,5600000004027,
Vectibix,5600000003233,
Vedrop,5600000002396,
Veklury,5600000001457,
Velmetia,5600000002986,
Velosulin,5600000001984,
Velphoro,5600000001012,
Veltassa,5600000000207,
Vemlidy,5600000003699,
Venclyxto,5600000000809,
Ventana PD-L1 (142) Assay,5600000991185,
Ventavis,5600000000925,
Venvia,5600000001938,
Veoza,5600000992281,
Vepacel,5600000000970,
VeraSeal,5600000003996,
Verkazia,5600000000251,
Verquvo,5600000002150,
Verzenios,5600000003800,
Vfend,5600000003938,
Viagra,5600000003057,
Vibativ,5600000000695,
Victoza,5600000003401,
Victrelis,5600000001148,
VidPrevtyn Beta,5600000106524,
Vidaza,5600000002765,
Viekirax,5600000002002,
Vihuma,5600000000282,
Vildagliptin/Metformin hydrochloride,5600000090232,
Vimizim,5600000000991,
Vimpat,5600000000571,
Vipdomet,5600000003165,
Vipidia,5600000003554,
Viracept,5600000002708,
Viraferon,5600000000544,
ViraferonPeg,5600000000147,
Viramune,5600000002018,
Viread,5600000001473,
Vistide,5600000002364,
Visudyne,5600000003679,
Vitekta,5600000003870,
Vitrasert,5600000002362,
Vitravene,5600000002781,
Vitrolife IVF,5600000000358,
Vivanza,5600000000476,
Vizarsin,5600000000419,
Vizimpro,5600000004140,
Vocabria,5600000001344,
Vokanamet,5600000000502,
Volibris,5600000002606,
Voncento,5600000004014,
Voraxaze,5600000044910,
Voriconazole,5600000000020,
Vosevi,5600000000357,
Votrient,5600000000660,
Votubia,5600000001073,
Voxzogo,5600000004631,
Vueway,5600000992253,
Vumerity,5600000014153,
Vy,5600000092559,
Vyepti,5600000056709,
Vylaer Spiromax,5600000000123,
Vyndaqel,5600000000518,
Vyvgart,5600000099262,
Vyxeos liposomal,5600000000462,
WAYLIVRA,5600000004153,
Wakix,5600000001983,
Wegovy,5600000044510,
Wilzin,5600000003157,
XALKORI,5600000003785,
XGEVA,5600000000667,
XOATA,5600000000015,
Xadago,5600000002786,
Xagrid,5600000004273,
Xaluprine,5600000001683,
Xapit,5600000004252,
Xarelto,5600000000575,
Xelevia,5600000002653,
Xeljanz,5600000003767,
Xeloda,5600000002434,
Xenical,5600000002441,
Xenleta,5600000002085,
Xenpozyme,5600000096610,
Xeplion,5600000001378,
Xerava,5600000000178,
Xermelo,5600000000996,
Xevudy,5600000038638,
Xiapex,5600000001063,
Xigduo,5600000000478,
Xigris,5600000003586,
Xiliarx,5600000000197,
Ximluci,5600000106510,
Xofigo,5600000001500,
Xofluza,5600000000732,
Xolair,5600000002848,
Xoterna,5600000001231,
Xromi,5600000003681,
Xtandi,5600000000083,
Xultophy,5600000001136,
Xydalba,5600000000806,
Xyrem,5600000000409,
Yargesa,5600000000372,
Yellox,5600000000785,
Yentreve,5600000003194,
Yervoy,5600000000869,
Yesafili,5600000991127,
Yescarta,5600000000280,
Yondelis,5600000000405,
Yorvipath,5600000992039,
Yselty,5600000096279,
Ytracis,5600000001029,
Yttriga,5600000001010,
Yuflyma,5600000002159,
ZABDENO,5600000002082,
ZIMULTI,5600000001672,
ZTALMY,5600000985747,
ZYNRELEF,5600000003527,
Zalasta,5600000002908,
Zalmoxis,5600000004218,
Zaltrap,5600000004040,
Zalviso,5600000000539,
Zartra,5600000001856,
Zarzio,5600000001114,
Zavesca,5600000003123,
Zavicefta,5600000002595,
Zebinix,5600000000226,
Zeffix,5600000002492,
Zejula,5600000000423,
Zelboraf,5600000003828,
Zenapax,5600000002825,
Zepatier,5600000001632,
Zeposia,5600000000000,
Zerbaxa,5600000000190,
Zercepac,5600000001246,
Zerene,5600000001916,
Zerit,5600000002379,
Zessly,5600000000009,
Zevalin,5600000003297,
Ziagen,5600000002219,
Ziextenzo,5600000003489,
Zilbrysq,5600000992131,
Zimbus,5600000000730,
Zinbryta,5600000002275,
Zinforo,5600000003080,
Zinplava,5600000000119,
Zirabev,5600000002152,
Zoely,5600000000623,
Zokinvy,5600000097502,
Zoledronic Acid,5600000003553,
Zoledronic acid,5600000000917,
Zolgensma,5600000002927,
Zolsketil pegylated liposomal,5600000095789,
Zomarist,5600000000593,
Zometa,5600000002394,
Zonegran,5600000001109,
Zonisamide,5600000000309,
Zontivity,5600000000992,
Zoonotic Influenza Vaccine Seqirus,5600000991300,
Zostavax,5600000004241,
Zubsolv,5600000002123,
Zurampic,5600000000088,
Zutectra,5600000002991,
Zyclara,5600000003380,
Zydelig,5600000000325,
Zykadia,5600000001995,
Zyllt,5600000001254,
Zynlonta,5600000107762,
Zynquista,5600000003492,
Zynteglo,5600000000653,
Zypadhera,5600000002808,
Zyprexa,5600000002127,
Zyprexa Velotab,5600000000602,
Zytiga,5600000001059,
alli,5600000002471,
ellaOne,5600000002510,
elmiron,5600000000293,
grastim,5600000003064,
