order,name,codesystem,code,ontologyTermURI,definition
6044,Small epiphysis of the proximal phalanx of the 4th finger,HP,HP:0009269,http://purl.obolibrary.org/obo/HP_0009269,Abnormally small size of the epiphysis located at the proximal end of the proximal phalanx of the 4th finger with respect to age-dependent norms.
6045,Stippling of the epiphysis of the proximal phalanx of the 4th finger,HP,HP:0009270,http://purl.obolibrary.org/obo/HP_0009270,"The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphysis of the proximal phalanx of the 4th finger."
6046,Triangular epiphysis of the proximal phalanx of the 4th finger,HP,HP:0009271,http://purl.obolibrary.org/obo/HP_0009271,A triangular appearance of the epiphysis of the proximal phalanx of the ring finger of the hand. This epiphysis is located at the proximal end of the phalanx and is normally nearly flat.
6047,Aplasia/Hypoplasia of the 4th finger,HP,HP:0009272,http://purl.obolibrary.org/obo/HP_0009272,A small/hypoplastic or absent/aplastic 4th (ring) finger.
6048,Deviation of the 4th finger,HP,HP:0009273,http://purl.obolibrary.org/obo/HP_0009273,Displacement of the 4th finger from its normal position.
6049,Joint contracture of the 4th finger,HP,HP:0009274,http://purl.obolibrary.org/obo/HP_0009274,Chronic loss of joint motion in the 4th finger due to structural changes in non-bony tissue. The term camptodactyly of the 4th finger is used if the distal and/or proximal interphalangeal joints are affected.
6050,Contracture of the distal interphalangeal joint of the 4th finger,HP,HP:0009275,http://purl.obolibrary.org/obo/HP_0009275,Chronic loss of joint motion of the distal interphalangeal joint of the 4th finger due to structural changes in non-bony tissue.
6051,Contracture of the proximal interphalangeal joint of the 4th finger,HP,HP:0009276,http://purl.obolibrary.org/obo/HP_0009276,"Chronic loss of joint motion of the proximal interphalangeal joint of the 4th finger due to structural changes in non-bony tissue. That is, the PIP joint of a fourth finger is bent (flexed) and cannot be straightened actively or passively. It is thus a chronic loss of joint motion due to structural changes in muscle, tendons, ligaments, or skin that prevents normal movement."
6052,Contracture of the metacarpophalangeal joint of the 4th finger,HP,HP:0009277,http://purl.obolibrary.org/obo/HP_0009277,Chronic loss of joint motion of the metacarpophalangeal joint of the 4th finger due to structural changes in non-bony tissue.
6053,Ulnar deviation of the 4th finger,HP,HP:0009278,http://purl.obolibrary.org/obo/HP_0009278,"Displacement of the 4th finger towards the ulnar side (i.e., towards the 5th finger)."
6054,Radial deviation of the 4th finger,HP,HP:0009279,http://purl.obolibrary.org/obo/HP_0009279,"Displacement of the 4th finger towards the radial side (i.e., towards the thumb)."
6055,Short 4th finger,HP,HP:0009280,http://purl.obolibrary.org/obo/HP_0009280,"Hypoplasia (congenital reduction in size) of the fourth finger, also known as the ring finger."
6056,Aplasia of the 4th finger,HP,HP:0009281,http://purl.obolibrary.org/obo/HP_0009281,Absent 4th finger.
6057,Abnormality of the distal phalanx of the 4th finger,HP,HP:0009282,http://purl.obolibrary.org/obo/HP_0009282,
6058,Abnormality of the middle phalanx of the 4th finger,HP,HP:0009283,http://purl.obolibrary.org/obo/HP_0009283,
6059,Abnormality of the proximal phalanx of the 4th finger,HP,HP:0009284,http://purl.obolibrary.org/obo/HP_0009284,
6060,Curved phalanges of the 4th finger,HP,HP:0009285,http://purl.obolibrary.org/obo/HP_0009285,Curved appearance of the phalanges of the 4th (ring) finger.
6061,Curved distal phalanx of the 4th finger,HP,HP:0009286,http://purl.obolibrary.org/obo/HP_0009286,Curved appearance of the distal phalanx of the 4th (ring) finger.
6062,Curved middle phalanx of the 4th finger,HP,HP:0009287,http://purl.obolibrary.org/obo/HP_0009287,Curved appearance of the middle phalanx of the 4th (ring) finger.
6063,Curved proximal phalanx of the 4th finger,HP,HP:0009288,http://purl.obolibrary.org/obo/HP_0009288,
6064,Aplasia/Hypoplasia of the distal phalanx of the 4th finger,HP,HP:0009289,http://purl.obolibrary.org/obo/HP_0009289,
6065,Short distal phalanx of the 4th finger,HP,HP:0009290,http://purl.obolibrary.org/obo/HP_0009290,Hypoplastic/small distal phalanx of the fourth finger.
6066,Aplasia of the distal phalanx of the 4th finger,HP,HP:0009291,http://purl.obolibrary.org/obo/HP_0009291,Absence of the distal phalanx of the ring (4th) finger.
6067,Broad distal phalanx of the 4th finger,HP,HP:0009292,http://purl.obolibrary.org/obo/HP_0009292,Increased width of the distal phalanx of the 4th finger.
6068,Broad middle phalanx of the 4th finger,HP,HP:0009293,http://purl.obolibrary.org/obo/HP_0009293,Increased width of the middle phalanx of the 4th finger.
6069,Absent middle phalanx of 4th finger,HP,HP:0009294,http://purl.obolibrary.org/obo/HP_0009294,Absence of the middle phalanx of the ring (4th) finger.
6070,Short middle phalanx of the 4th finger,HP,HP:0009295,http://purl.obolibrary.org/obo/HP_0009295,"Hypoplastic/small middle phalanx of the 4th finger, also known as the ring finger."
6071,Bullet-shaped middle phalanx of the 4th finger,HP,HP:0009296,http://purl.obolibrary.org/obo/HP_0009296,Bullet-shaped phalanx refers to a short and wide phalanx that tapers distally . Bullet-shaped phalanges lack the normal diaphyseal constriction. This term is used if the middle phalanx of the 4th finger is affected.
6072,Osteolytic defects of the middle phalanx of the 4th finger,HP,HP:0009297,http://purl.obolibrary.org/obo/HP_0009297,Dissolution or degeneration of bone tissue of the middle phalanx of the 4th finger.
6073,Aplasia of the proximal phalanx of the 4th finger,HP,HP:0009298,http://purl.obolibrary.org/obo/HP_0009298,Absence of the proximal phalanx of the ring (4th) finger.
6074,Aplasia/Hypoplasia of the middle phalanx of the 4th finger,HP,HP:0009299,http://purl.obolibrary.org/obo/HP_0009299,
6075,Aplasia/Hypoplasia of the proximal phalanx of the 4th finger,HP,HP:0009300,http://purl.obolibrary.org/obo/HP_0009300,
6076,Short proximal phalanx of the 4th finger,HP,HP:0009301,http://purl.obolibrary.org/obo/HP_0009301,Hypoplastic/small proximal phalanx of the fourth finger.
6077,Bullet-shaped distal phalanx of the 4th finger,HP,HP:0009302,http://purl.obolibrary.org/obo/HP_0009302,Bullet-shaped phalanx refers to a short and wide phalanx that tapers distally . Bullet-shaped phalanges lack the normal diaphyseal constriction. This term is used if the distal phalanx of the 4th finger is affected.
6078,Osteolytic defects of the distal phalanx of the 4th finger,HP,HP:0009303,http://purl.obolibrary.org/obo/HP_0009303,Dissolution or degeneration of bone tissue of the distal phalanx of the 4th finger.
6079,Patchy sclerosis of the distal phalanx of the 4th finger,HP,HP:0009304,http://purl.obolibrary.org/obo/HP_0009304,Uneven (irregular) increase in bone density of the distal phalanx of the fourth finger.
6080,Distal/middle symphalangism of 4th finger,HP,HP:0009305,http://purl.obolibrary.org/obo/HP_0009305,Fusion of the terminal/distal and middle phalanges of the 4th finger.
6081,Triangular shaped distal phalanx of the 4th finger,HP,HP:0009306,http://purl.obolibrary.org/obo/HP_0009306,Triangular shaped distal phalanx of the 4th (ring) finger. A triangular or so called delta shaped phalanx is a typical result after a bracket epiphysis of the affected phalanx.
6082,Patchy sclerosis of the middle phalanx of the 4th finger,HP,HP:0009307,http://purl.obolibrary.org/obo/HP_0009307,Uneven (irregular) increase in bone density of the middle phalanx of the fourth finger.
6083,Symphalangism of middle phalanx of 4th finger,HP,HP:0009308,http://purl.obolibrary.org/obo/HP_0009308,Fusion of the middle phalanx of the 4th finger with another bone.
6084,Triangular shaped middle phalanx of the 4th finger,HP,HP:0009309,http://purl.obolibrary.org/obo/HP_0009309,Triangular shaped middle phalanx of the 4th (ring) finger. A triangular or so called delta shaped phalanx is a typical result after a bracket epiphysis of the affected phalanx.
6085,Broad proximal phalanx of the 4th finger,HP,HP:0009310,http://purl.obolibrary.org/obo/HP_0009310,Increased width of the proximal phalanx of the 4th finger.
6086,Bullet-shaped proximal phalanx of the 4th finger,HP,HP:0009311,http://purl.obolibrary.org/obo/HP_0009311,Bullet-shaped phalanx refers to a short and wide phalanx that tapers distally . Bullet-shaped phalanges lack the normal diaphyseal constriction. This term is used if the proximal phalanx of the 4th finger is affected.
6087,Osteolytic defects of the proximal phalanx of the 4th finger,HP,HP:0009312,http://purl.obolibrary.org/obo/HP_0009312,Dissolution or degeneration of bone tissue of the proximal phalanx of the 4th finger.
6088,Patchy sclerosis of the proximal phalanx of the 4th finger,HP,HP:0009313,http://purl.obolibrary.org/obo/HP_0009313,Uneven (irregular) increase in bone density of the proximal phalanx of the fourth finger.
6089,Symphalangism affecting the proximal phalanx of the 4th finger,HP,HP:0009314,http://purl.obolibrary.org/obo/HP_0009314,Fusion of the proximal phalanx of the 4th finger with another bone.
6090,Triangular shaped proximal phalanx of the 4th finger,HP,HP:0009315,http://purl.obolibrary.org/obo/HP_0009315,Triangular shaped proximal phalanx of the 4th (ring) finger. A triangular or so called delta shaped phalanx is a typical result after a bracket epiphysis of the affected phalanx.
6091,Abnormal 3rd finger phalanx morphology,HP,HP:0009316,http://purl.obolibrary.org/obo/HP_0009316,Abnormality of the phalanges of the 3rd (middle) finger.
6092,Deviation of the 3rd finger,HP,HP:0009317,http://purl.obolibrary.org/obo/HP_0009317,Displacement of the 3rd finger from its normal position.
6093,Aplasia/Hypoplasia of the 3rd finger,HP,HP:0009318,http://purl.obolibrary.org/obo/HP_0009318,A small/hypoplastic or absent/aplastic 3rd (middle) finger.
6094,Joint contracture of the 3rd finger,HP,HP:0009319,http://purl.obolibrary.org/obo/HP_0009319,Chronic loss of joint motion in the 3rd finger due to structural changes in non-bony tissue. The term camptodactyly of the 3rd finger is used if the distal and/or proximal interphalangeal joints are affected.
6095,Abnormality of the epiphyses of the 3rd finger,HP,HP:0009320,http://purl.obolibrary.org/obo/HP_0009320,"Abnormality of one or all of the epiphyses of the proximal, middle, and distal phalanges of the 3rd finger."
6096,Absent epiphysis of the middle phalanx of the 3rd finger,HP,HP:0009321,http://purl.obolibrary.org/obo/HP_0009321,Absence of the epiphysis located at the proximal end of the middle phalanx of the 3rd finger.
6097,Bracket epiphysis of the middle phalanx of the 3rd finger,HP,HP:0009322,http://purl.obolibrary.org/obo/HP_0009322,"An abnormality of the middle phalanx of the third finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side."
6098,Cone-shaped epiphysis of the middle phalanx of the 3rd finger,HP,HP:0009323,http://purl.obolibrary.org/obo/HP_0009323,"A cone-shaped appearance of the epiphysis of the middle phalanx of the 3rd finger of the hand, producing a 'ball-in-a-socket' appearance. This epiphysis is located at the proximal end of the phalanx and is normally nearly flat. The related entity 'angel-shaped' epiphysis refers to a pronounced cone-shaped epiphysis in combination with a pseudoepiphysis at the distal end of the phalanx."
6099,Enlarged epiphysis of the middle phalanx of the 3rd finger,HP,HP:0009324,http://purl.obolibrary.org/obo/HP_0009324,Abnormally large size of the epiphysis located at the proximal end of the middle phalanx of the 3rd finger with respect to age-dependent norms.
6100,Fragmentation of the epiphysis of the middle phalanx of the 3rd finger,HP,HP:0009325,http://purl.obolibrary.org/obo/HP_0009325,Fragmented appearance of the epiphysis of the middle phalanx of the 3rd finger.
6101,Irregular epiphysis of the middle phalanx of the 3rd finger,HP,HP:0009326,http://purl.obolibrary.org/obo/HP_0009326,Irregular radiographic opacity of the epiphysis of the middle phalanx of the 3rd finger.
6102,Ivory epiphysis of the middle phalanx of the 3rd finger,HP,HP:0009327,http://purl.obolibrary.org/obo/HP_0009327,"Sclerosis of the epiphysis of the middle phalanx of the 3rd finger, leading to an increased degree of radiopacity (white or ivory appearance) in X-rays."
6103,Pseudoepiphysis of the middle phalanx of the 3rd finger,HP,HP:0009328,http://purl.obolibrary.org/obo/HP_0009328,A secondary ossification center in the middle phalanx of the third finger that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone.
6104,Small epiphysis of the middle phalanx of the 3rd finger,HP,HP:0009329,http://purl.obolibrary.org/obo/HP_0009329,Abnormally small size of the epiphysis located at the proximal end of the middle phalanx of the 3rd finger with respect to age-dependent norms.
6105,Stippling of the epiphysis of the middle phalanx of the 3rd finger,HP,HP:0009330,http://purl.obolibrary.org/obo/HP_0009330,"The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphysis of the middle phalanx of the 3rd finger."
6106,Triangular epiphysis of the middle phalanx of the 3rd finger,HP,HP:0009331,http://purl.obolibrary.org/obo/HP_0009331,A triangular appearance of the epiphysis of the middle phalanx of the 3rd finger of the hand. This epiphysis is located at the proximal end of the phalanx and is normally nearly flat.
6107,Abnormality of the epiphysis of the distal phalanx of the 3rd finger,HP,HP:0009332,http://purl.obolibrary.org/obo/HP_0009332,
6108,Abnormality of the epiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009333,http://purl.obolibrary.org/obo/HP_0009333,
6109,Abnormality of the epiphysis of the middle phalanx of the 3rd finger,HP,HP:0009334,http://purl.obolibrary.org/obo/HP_0009334,
6110,Absent epiphysis of the distal phalanx of the 3rd finger,HP,HP:0009335,http://purl.obolibrary.org/obo/HP_0009335,Absence of the epiphysis located at the proximal end of the distal phalanx of the 3rd finger.
6111,Bracket epiphysis of the distal phalanx of the 3rd finger,HP,HP:0009336,http://purl.obolibrary.org/obo/HP_0009336,"An abnormality of the distal phalanx of the third finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side."
6112,Cone-shaped epiphysis of the distal phalanx of the 3rd finger,HP,HP:0009337,http://purl.obolibrary.org/obo/HP_0009337,"A cone-shaped appearance of the epiphysis of the distal phalanx of the 3rd finger of the hand, producing a 'ball-in-a-socket' appearance. This epiphysis is located at the proximal end of the phalanx and is normally nearly flat. The related entity 'angel-shaped' epiphysis refers to a pronounced cone-shaped epiphysis in combination with a pseudoepiphysis at the distal end of the phalanx."
6113,Enlarged epiphysis of the distal phalanx of the 3rd finger,HP,HP:0009338,http://purl.obolibrary.org/obo/HP_0009338,Abnormally large size of the epiphysis located at the proximal end of the distal phalanx of the 3rd finger with respect to age-dependent norms.
6114,Fragmentation of the epiphysis of the distal phalanx of the 3rd finger,HP,HP:0009339,http://purl.obolibrary.org/obo/HP_0009339,Fragmented appearance of the epiphysis of the distal phalanx of the 3rd finger.
6115,Irregular epiphysis of the distal phalanx of the 3rd finger,HP,HP:0009340,http://purl.obolibrary.org/obo/HP_0009340,Irregular radiographic opacity of the epiphysis of the distal phalanx of the 3rd finger.
6116,Ivory epiphysis of the distal phalanx of the 3rd finger,HP,HP:0009341,http://purl.obolibrary.org/obo/HP_0009341,"Sclerosis of the epiphysis of the distal phalanx of the 3rd finger, leading to an increased degree of radiopacity (white or ivory appearance) in X-rays."
6117,Pseudoepiphysis of the distal phalanx of the 3rd finger,HP,HP:0009342,http://purl.obolibrary.org/obo/HP_0009342,A secondary ossification center in the distal phalanx of the third finger that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone.
6118,Small epiphysis of the distal phalanx of the 3rd finger,HP,HP:0009343,http://purl.obolibrary.org/obo/HP_0009343,Abnormally small size of the epiphysis located at the proximal end of the distal phalanx of the 3rd finger with respect to age-dependent norms.
6119,Stippling of the epiphysis of the distal phalanx of the 3rd finger,HP,HP:0009344,http://purl.obolibrary.org/obo/HP_0009344,"The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphysis of the distal phalanx of the 3rd finger."
6120,Triangular epiphysis of the distal phalanx of the 3rd finger,HP,HP:0009345,http://purl.obolibrary.org/obo/HP_0009345,A triangular appearance of the epiphysis of the distal phalanx of the 3rd finger of the hand. This epiphysis is located at the proximal end of the phalanx and is normally nearly flat.
6121,Absent epiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009346,http://purl.obolibrary.org/obo/HP_0009346,Absence of the epiphysis located at the proximal end of the proximal phalanx of the 3rd finger.
6122,Bracket epiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009347,http://purl.obolibrary.org/obo/HP_0009347,"An abnormality of the proximal phalanx of the third finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side."
6123,Cone-shaped epiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009348,http://purl.obolibrary.org/obo/HP_0009348,"A cone-shaped appearance of the epiphysis of the proximal phalanx of the 3rd finger of the hand, producing a 'ball-in-a-socket' appearance. This epiphysis is located at the proximal end of the phalanx and is normally nearly flat. The related entity 'angel-shaped' epiphysis refers to a pronounced cone-shaped epiphysis in combination with a pseudoepiphysis at the distal end of the phalanx."
6124,Enlarged epiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009349,http://purl.obolibrary.org/obo/HP_0009349,Abnormally large size of the epiphysis located at the proximal end of the proximal phalanx of the 3rd finger with respect to age-dependent norms.
6125,Fragmentation of the epiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009350,http://purl.obolibrary.org/obo/HP_0009350,Fragmented appearance of the epiphysis of the proximal phalanx of the 3rd finger.
6126,Irregular epiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009351,http://purl.obolibrary.org/obo/HP_0009351,Irregular radiographic opacity of the epiphysis of the proximal phalanx of the 3rd finger.
6127,Ivory epiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009352,http://purl.obolibrary.org/obo/HP_0009352,"Sclerosis of the epiphysis of the proximal phalanx of the 3rd finger, leading to an increased degree of radiopacity (white or ivory appearance) in X-rays."
6128,Pseudoepiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009353,http://purl.obolibrary.org/obo/HP_0009353,A secondary ossification center in the proximal phalanx of the third finger that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone.
6129,Small epiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009354,http://purl.obolibrary.org/obo/HP_0009354,Abnormally small size of the epiphysis located at the proximal end of the proximal phalanx of the 3rd finger with respect to age-dependent norms.
6130,Stippling of the epiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009355,http://purl.obolibrary.org/obo/HP_0009355,"The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphysis of the proximal phalanx of the 3rd finger."
6131,Triangular epiphysis of the proximal phalanx of the 3rd finger,HP,HP:0009356,http://purl.obolibrary.org/obo/HP_0009356,A triangular appearance of the epiphysis of the proximal phalanx of the 3rd finger of the hand. This epiphysis is located at the proximal end of the phalanx and is normally nearly flat.
6132,Abnormality of the distal phalanx of the 3rd finger,HP,HP:0009357,http://purl.obolibrary.org/obo/HP_0009357,
6133,Abnormality of the proximal phalanx of the 3rd finger,HP,HP:0009358,http://purl.obolibrary.org/obo/HP_0009358,
6134,Type A brachydactyly,HP,HP:0009370,http://purl.obolibrary.org/obo/HP_0009370,
6135,Type A1 brachydactyly,HP,HP:0009371,http://purl.obolibrary.org/obo/HP_0009371,
6136,Type A2 brachydactyly,HP,HP:0009372,http://purl.obolibrary.org/obo/HP_0009372,
6137,Type C brachydactyly,HP,HP:0009373,http://purl.obolibrary.org/obo/HP_0009373,
6138,Broad phalanges of the 5th finger,HP,HP:0009374,http://purl.obolibrary.org/obo/HP_0009374,Increased width of the phalanges of the 5th finger.
6139,Bullet-shaped phalanges of the 5th finger,HP,HP:0009375,http://purl.obolibrary.org/obo/HP_0009375,A fifth finger with short and wide phalanx that tapers distally. Bullet-shaped phalanges lack the normal diaphyseal constriction.
6140,Aplasia/Hypoplasia of the phalanges of the 5th finger,HP,HP:0009376,http://purl.obolibrary.org/obo/HP_0009376,Aplasia/Hypoplasia of the phalanges of the 5th finger.
6141,Patchy sclerosis of 5th finger phalanx,HP,HP:0009377,http://purl.obolibrary.org/obo/HP_0009377,Uneven increase in bone density of one or more of the phalanges of the 5th finger.
6142,Triangular shaped phalanges of the 5th finger,HP,HP:0009378,http://purl.obolibrary.org/obo/HP_0009378,Triangular shaped phalanges of the 5th (little) finger. A triangular or so called delta shaped phalanx is a typical result after a bracket epiphysis of the affected phalanx.
6143,Rhomboid or triangular shaped 5th finger distal phalanx,HP,HP:0009379,http://purl.obolibrary.org/obo/HP_0009379,Rhomboid or triangular shaped 5th (little) finger distal phalanx.
6144,Finger aplasia,HP,HP:0009380,http://purl.obolibrary.org/obo/HP_0009380,"A developmental defect resulting in the presence of fewer than the normal number of fingers (i.e., aplasia of one or more fingers)."
6145,Short finger,HP,HP:0009381,http://purl.obolibrary.org/obo/HP_0009381,Abnormally short finger associated with developmental hypoplasia.
6146,Absent epiphyses of the 5th finger,HP,HP:0009382,http://purl.obolibrary.org/obo/HP_0009382,Absence of one or more epiphyses of the 5th finger.
6147,Bracket epiphyses of the 5th finger,HP,HP:0009383,http://purl.obolibrary.org/obo/HP_0009383,"An abnormality of the fifth finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side."
6148,Cone-shaped epiphyses of the 5th finger,HP,HP:0009384,http://purl.obolibrary.org/obo/HP_0009384,"A cone-shaped appearance of the epiphyses of the 5th finger of the hand, producing a 'ball-in-a-socket' appearance. The related entity 'angel-shaped' epiphysis refers to a pronounced cone-shaped epiphysis in combination with a pseudoepiphysis at the distal end of a phalanx."
6149,Enlarged epiphyses of the 5th finger,HP,HP:0009385,http://purl.obolibrary.org/obo/HP_0009385,Abnormally large size of the epiphyses of the 5th finger with respect to age-dependent norms.
6150,Fragmentation of the epiphyses of the 5th finger,HP,HP:0009386,http://purl.obolibrary.org/obo/HP_0009386,Fragmented appearance of the epiphyses of the 5th finger.
6151,Irregular epiphyses of the 5th finger,HP,HP:0009387,http://purl.obolibrary.org/obo/HP_0009387,Irregular radiographic opacity of the epiphyses of the 5th finger.
6152,Ivory epiphyses of the 5th finger,HP,HP:0009388,http://purl.obolibrary.org/obo/HP_0009388,"Sclerosis of the epiphyses of the 5th finger, leading to an increased degree of radiopacity (white or ivory appearance) in X-rays."
6153,Pseudoepiphyses of the 5th finger,HP,HP:0009389,http://purl.obolibrary.org/obo/HP_0009389,A secondary ossification center in the fifth finger that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone.
6154,Small epiphyses of the 5th finger,HP,HP:0009390,http://purl.obolibrary.org/obo/HP_0009390,Abnormally small size of the epiphyses of the 5th finger with respect to age-dependent norms.
6155,Stippling of the epiphyses of the 5th finger,HP,HP:0009391,http://purl.obolibrary.org/obo/HP_0009391,"The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphyses of the 5th finger."
6156,Triangular epiphyses of the 5th finger,HP,HP:0009392,http://purl.obolibrary.org/obo/HP_0009392,A triangular appearance of the epiphyses of the 5th finger of the hand.
6157,Absent epiphyses of the 4th finger,HP,HP:0009393,http://purl.obolibrary.org/obo/HP_0009393,Absence of one or more epiphyses of the 4th finger.
6158,Bracket epiphyses of the 4th finger,HP,HP:0009394,http://purl.obolibrary.org/obo/HP_0009394,"An abnormality of the fourth finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side."
6159,Cone-shaped epiphyses of the 4th finger,HP,HP:0009395,http://purl.obolibrary.org/obo/HP_0009395,"A cone-shaped appearance of the epiphyses of the 4th finger of the hand, producing a 'ball-in-a-socket' appearance. The related entity 'angel-shaped' epiphysis refers to a pronounced cone-shaped epiphysis in combination with a pseudoepiphysis at the distal end of a phalanx."
6160,Enlarged epiphyses of the 4th finger,HP,HP:0009396,http://purl.obolibrary.org/obo/HP_0009396,Abnormally large size of the epiphyses of the 4th finger with respect to age-dependent norms.
6161,Fragmentation of the epiphyses of the 4th finger,HP,HP:0009397,http://purl.obolibrary.org/obo/HP_0009397,Fragmented appearance of the epiphyses of the 4th finger.
6162,Irregular epiphyses of the 4th finger,HP,HP:0009398,http://purl.obolibrary.org/obo/HP_0009398,Irregular radiographic opacity of the epiphyses of the 4th finger.
6163,Ivory epiphyses of the 4th finger,HP,HP:0009399,http://purl.obolibrary.org/obo/HP_0009399,"Sclerosis of the epiphyses of the 4th finger, leading to an increased degree of radiopacity (white or ivory appearance) in X-rays."
6164,Pseudoepiphyses of the 4th finger,HP,HP:0009400,http://purl.obolibrary.org/obo/HP_0009400,A secondary ossification center in the fourth finger that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone.
6165,Small epiphyses of the 4th finger,HP,HP:0009401,http://purl.obolibrary.org/obo/HP_0009401,Abnormally small size of the epiphyses of the 4th finger with respect to age-dependent norms.
6166,Stippling of the epiphyses of the 4th finger,HP,HP:0009402,http://purl.obolibrary.org/obo/HP_0009402,"The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphyses of the 4th finger."
6167,Triangular epiphyses of the 4th finger,HP,HP:0009403,http://purl.obolibrary.org/obo/HP_0009403,A triangular appearance of the epiphyses of the 4th finger of the hand.
6168,Broad phalanges of the 4th finger,HP,HP:0009404,http://purl.obolibrary.org/obo/HP_0009404,Increased width of the phalanges of the 4th finger.
6169,Bullet-shaped phalanges of the 4th finger,HP,HP:0009405,http://purl.obolibrary.org/obo/HP_0009405,A fourth finger with short and wide phalanx that tapers distally. Bullet-shaped phalanges lack the normal diaphyseal constriction.
6170,Patchy sclerosis of 4th finger phalanx,HP,HP:0009406,http://purl.obolibrary.org/obo/HP_0009406,Uneven increase in bone density of one or more of the phalanges of the fourth (ring) finger.
6171,Triangular shaped phalanges of the 4th finger,HP,HP:0009407,http://purl.obolibrary.org/obo/HP_0009407,Triangular shaped phalanges of the 4th finger. A triangular or so called delta shaped phalanx is a typical result after a bracket epiphysis of the affected phalanx.
6172,Aplasia/Hypoplasia of the phalanges of the 4th finger,HP,HP:0009408,http://purl.obolibrary.org/obo/HP_0009408,
6173,Absent epiphyses of the 3rd finger,HP,HP:0009410,http://purl.obolibrary.org/obo/HP_0009410,Absence of the epiphyses of the 3rd finger.
6174,Bracket epiphyses of the 3rd finger,HP,HP:0009411,http://purl.obolibrary.org/obo/HP_0009411,"An abnormality of the third finger in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side."
6175,Cone-shaped epiphyses of the 3rd finger,HP,HP:0009412,http://purl.obolibrary.org/obo/HP_0009412,"A cone-shaped appearance of the epiphyses of the 3rd finger of the hand, producing a 'ball-in-a-socket' appearance. The related entity 'angel-shaped' epiphysis refers to a pronounced cone-shaped epiphysis in combination with a pseudoepiphysis at the distal end of a phalanx."
6176,Enlarged epiphyses of the 3rd finger,HP,HP:0009413,http://purl.obolibrary.org/obo/HP_0009413,Abnormally large size of the epiphyses of the 3rd finger with respect to age-dependent norms.
6177,Fragmentation of the epiphyses of the 3rd finger,HP,HP:0009414,http://purl.obolibrary.org/obo/HP_0009414,Fragmented appearance of the epiphyses of the 3rd finger.
6178,Irregular epiphyses of the 3rd finger,HP,HP:0009415,http://purl.obolibrary.org/obo/HP_0009415,Irregular radiographic opacity of the epiphyses of the 3rd finger.
6179,Ivory epiphyses of the 3rd finger,HP,HP:0009416,http://purl.obolibrary.org/obo/HP_0009416,"Sclerosis of the epiphyses of the 3rd finger, leading to an increased degree of radiopacity (white or ivory appearance) in X-rays."
6180,Pseudoepiphyses of the 3rd finger,HP,HP:0009417,http://purl.obolibrary.org/obo/HP_0009417,A secondary ossification center in the third finger that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone.
6181,Small epiphyses of the 3rd finger,HP,HP:0009418,http://purl.obolibrary.org/obo/HP_0009418,Abnormally small size of the epiphyses of the 3rd finger with respect to age-dependent norms.
6182,Stippling of the epiphyses of the 3rd finger,HP,HP:0009419,http://purl.obolibrary.org/obo/HP_0009419,"The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphyses of the 3rd finger."
6183,Triangular epiphyses of the 3rd finger,HP,HP:0009420,http://purl.obolibrary.org/obo/HP_0009420,A triangular appearance of the epiphyses of the 3rd finger of the hand.
6184,Aplasia/Hypoplasia of the distal phalanx of the 3rd finger,HP,HP:0009421,http://purl.obolibrary.org/obo/HP_0009421,
6185,Broad distal phalanx of the 3rd finger,HP,HP:0009422,http://purl.obolibrary.org/obo/HP_0009422,Increased width of the distal phalanx of the 3rd finger.
