id,name,acronym,description,url,location,country,latitude,longitude,head,contact,national_node,withdrawn,parent_collection,biobank,biobank_label,network,combined_network,also_known,type,data_categories,order_of_magnitude,size,categories,timestamp,number_of_donors,order_of_magnitude_donors,sex,diagnosis_available,age_low,age_high,age_unit,materials,storage_temperatures,body_part_examined,imaging_modality,image_dataset_type,collaboration_commercial,collaboration_non_for_profit,data_use,commercial_use,access_fee,access_joint_project,access_description,access_uri,sop,combined_quality
bbmri-eric:ID:FR_BB-0033-00089:collection:mainCollection,Main Collection,,Neoplasms / Rare Diseases /  	Transplantation Immunology / Liver Transplantation / Kidney Transplantation / Endocrinology / Pulmonary Medicine / Neurology / Pediatrics / Obstetrics / Gynecology / Obesity / Nutritional Sciences,,Le Kremlin-Bicêtre,FR,48.8099698,2.357477700000004,bbmri-eric:contactID:FR_BB-0033-00089,bbmri-eric:contactID:FR_BB-0033-00089,FR,true,,bbmri-eric:ID:FR_BB-0033-00089,"CRB Paris Sud/G H Paris Sud, Kremlin Bicetre",,,,SAMPLE,BIOLOGICAL_SAMPLES,3,,,,,,"MALE,FEMALE","urn:miriam:icd:II,urn:miriam:icd:IV,urn:miriam:icd:VI,urn:miriam:icd:X,urn:miriam:icd:XIV,urn:miriam:icd:XV,urn:miriam:icd:XXI",,,,OTHER,,,,,true,true,,true,"samples,data","samples,data",,,,
bbmri-eric:ID:FR_BB-0033-00090:collection:mainCollection,Main Collection,,Bacteria / Virus / Fungi / pathogenic / epidemiology / Drug resistance / clinical isolate / phylogeny,,Besançon,FR,47.22530159999999,5.961198500000023,bbmri-eric:contactID:FR_BB-0033-00090,bbmri-eric:contactID:FR_BB-0033-00090,FR,true,,bbmri-eric:ID:FR_BB-0033-00090,CRB - Filiere Microbiologie,,,,SAMPLE,BIOLOGICAL_SAMPLES,3,,,,,,"MALE,FEMALE","urn:miriam:icd:I,urn:miriam:icd:XXII",,,,OTHER,,,,,true,true,,true,"samples,data","samples,data",,,,
bbmri-eric:ID:FR_BB-0033-00091:collection:mainCollection,Main Collection,,human population / genetic polymorphism,,Paris,FR,48.87567000000001,2.3686857000000145,bbmri-eric:contactID:FR_BB-0033-00091,bbmri-eric:contactID:FR_BB-0033-00091,FR,true,,bbmri-eric:ID:FR_BB-0033-00091,CEPH Biobank,,,,SAMPLE,BIOLOGICAL_SAMPLES,3,380000,,,,,"MALE,FEMALE","urn:miriam:icd:II,urn:miriam:icd:VII,urn:miriam:icd:VIII,urn:miriam:icd:XV,urn:miriam:icd:XVI,urn:miriam:icd:XVIII,urn:miriam:icd:XIX,urn:miriam:icd:XX,urn:miriam:icd:XXI",,,,OTHER,,,,,true,true,,true,"samples,data","samples,data",,,,
bbmri-eric:ID:FR_BB-0033-00092:collection:mainCollection,Main Collection,,Neoplasm / Breast / Gastrointestinal / Pancreatic / Brain / Lung / Prostatic / Sarcoma,,Marseille,FR,43.2627511,5.410726999999952,bbmri-eric:contactID:FR_BB-0033-00092,bbmri-eric:contactID:FR_BB-0033-00092,FR,true,,bbmri-eric:ID:FR_BB-0033-00092,CRB-O CRCM,,,,SAMPLE,BIOLOGICAL_SAMPLES,3,80000,,,,,"MALE,FEMALE",urn:miriam:icd:II,,,,OTHER,,,,,true,true,,true,"samples,data","samples,data",,,,
bbmri-eric:ID:FR_BB-0033-00093:collection:mainCollection,Main Collection,,Glioblastomas / Astrocytoma /Grade IV /  Giant Cell,,Angers,FR,47.4803984,-0.5548479,bbmri-eric:contactID:FR_BB-0033-00093,bbmri-eric:contactID:FR_BB-0033-00093,FR,true,,bbmri-eric:ID:FR_BB-0033-00093,BCB glioblastomes,,,,SAMPLE,BIOLOGICAL_SAMPLES,3,800,,,,,"MALE,FEMALE",urn:miriam:icd:II,,,,OTHER,,,,,true,true,,true,"samples,data","samples,data",,,,
bbmri-eric:ID:FR_BB-0033-00094:collection:mainCollection,Main Collection,,Cardiothorcacic diseases / genetic diseases / rare diseases / infectious diseases and inflammatory pathologies / neurological diseases,,Bordeaux,FR,44.8256062,-0.6102346999999781,bbmri-eric:contactID:FR_BB-0033-00094,bbmri-eric:contactID:FR_BB-0033-00094,FR,true,,bbmri-eric:ID:FR_BB-0033-00094,CRB du CHU de Bordeaux - Bordeaux Biotheques Sante,,,,SAMPLE,BIOLOGICAL_SAMPLES,3,,,,,,"MALE,FEMALE","urn:miriam:icd:I,urn:miriam:icd:II,urn:miriam:icd:III,urn:miriam:icd:VI,urn:miriam:icd:VIII,urn:miriam:icd:IX,urn:miriam:icd:X,urn:miriam:icd:XI,urn:miriam:icd:XII,urn:miriam:icd:XIV,urn:miriam:icd:XV,urn:miriam:icd:XVII",,,,OTHER,,,,,true,true,,true,"samples,data","samples,data",,,,
bbmri-eric:ID:FR_BB-0033-00095:collection:mainCollection,Main Collection,,Tissue and cells bank,,Lyon,FR,45.7434472,4.880325999999968,bbmri-eric:contactID:FR_BB-0033-00095,bbmri-eric:contactID:FR_BB-0033-00095,FR,true,,bbmri-eric:ID:FR_BB-0033-00095,Biobanque de la banque tissus et cellules des HCL,,,,SAMPLE,BIOLOGICAL_SAMPLES,3,,,,,,"MALE,FEMALE","urn:miriam:icd:VII,urn:miriam:icd:XII",,,,OTHER,,,,,true,true,,true,"samples,data","samples,data",,,,
bbmri-eric:ID:FR_BB-0033-00096:collection:mainCollection,Main Collection,,lung cancer / genetic abnormalities / immune response,,Le Plessis-Robinson,FR,48.7841386,2.2736483999999564,bbmri-eric:contactID:FR_BB-0033-00096,bbmri-eric:contactID:FR_BB-0033-00096,FR,true,,bbmri-eric:ID:FR_BB-0033-00096,CRB de l'hopital Marie Lannelongue,,,,SAMPLE,BIOLOGICAL_SAMPLES,3,12335,,,,,"MALE,FEMALE",urn:miriam:icd:II,,,,OTHER,,,,,true,true,,true,"samples,data","samples,data",,,,
bbmri-eric:ID:FR_BB-0033-00097:collection:mainCollection,Main Collection,,CNS tumors / sarcomas / molecular signatures / biomarkers,,Marseille,FR,43.291719,5.402739999999994,bbmri-eric:contactID:FR_BB-0033-00097,bbmri-eric:contactID:FR_BB-0033-00097,FR,true,,bbmri-eric:ID:FR_BB-0033-00097,"CRB du CHU de la Timone, Marseille",,,,SAMPLE,BIOLOGICAL_SAMPLES,3,42133,,,,,"MALE,FEMALE",urn:miriam:icd:II,,,,OTHER,,,,,true,true,,true,"samples,data","samples,data",,,,
bbmri-eric:ID:GR_HBOOCA:collection:oo1,Hellenic Biobank of Overweight and Obesity in Childhood and Adolescence,OO1,A collection of biological samples from patients living from overweight or obese children and adolescents living in Greece,,Athens,GR,37.991916,23.7802807,bbmri-eric:contactID:GR_echarmand,bbmri-eric:contactID:GR_echarmand,GR,false,,bbmri-eric:ID:GR_HBOOCA,Hellenic Biobank of Overweight and Obesity in Childhood and Adolescence,,bbmri-eric:networkID:GR_bbmri_gr,,"CASE_CONTROL,CROSS_SECTIONAL,DISEASE_SPECIFIC,HOSPITAL,RD,SAMPLE","BIOLOGICAL_SAMPLES,IMAGING_DATA,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",3,,,2020-02-24 10:11:42.0,,3,"FEMALE,MALE",,,,,"DNA,PLASMA,SERUM",temperature-60to-85,,,,true,true,,true,,,,,,
bbmri-eric:ID:GR_HBPD:collection:park1,Hellenic Biobank for Parkinson's Disease,PARK1,"A collection of biological samples from patients living in Greece, suffering from Parkinson's Disease (PD) and controls",,Athens,GR,37.991916,23.7802807,bbmri-eric:contactID:GR_lstefanis,bbmri-eric:contactID:GR_lstefanis,GR,false,,bbmri-eric:ID:GR_HBPD,Hellenic Biobank for Parkinson's Disease,,bbmri-eric:networkID:GR_bbmri_gr,,"CASE_CONTROL,CROSS_SECTIONAL,DISEASE_SPECIFIC,HOSPITAL,RD,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,SURVEY_DATA",3,1670,,2021-05-25 01:36:06.0,1670,3,"FEMALE,MALE",urn:miriam:icd:G20,22,94,YEAR,"DNA,OTHER,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM",temperature-60to-85,,,,true,true,,true,"samples,data","samples,data","Contact PI
Establish Collaboration
Sign contract with fee in the case of commercial enterprise
Provision of samples and exchange of data",http://biobank-informatics.bioacademy.gr/,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",
bbmri-eric:ID:GR_clINABdb:collection:all_samples,"Main collection of Clinical-biological Biobank at INAB, comprising of all the samples.",,,,,GR,,,,bbmri-eric:contactID:GR_clINABdb,GR,false,,bbmri-eric:ID:GR_clINABdb,"Clinical-biological Biobank at INAB affiliated with Hematology Department and HCT Unit, “G. Papanicolaou” Hospital, Thessaloniki, Greece",,bbmri-eric:networkID:GR_bbmri_gr,,OTHER,"SURVEY_DATA,GENEALOGICAL_RECORDS,BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,IMAGING_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",4,0,cancer,,,,"MALE,FEMALE","urn:miriam:icd:D61,urn:miriam:icd:D62,urn:miriam:icd:C84,urn:miriam:icd:B25,urn:miriam:icd:D60,urn:miriam:icd:B27,urn:miriam:icd:C83,urn:miriam:icd:D64,urn:miriam:icd:C81,urn:miriam:icd:C86,urn:miriam:icd:C88,urn:miriam:icd:C82,urn:miriam:icd:C81-C96,urn:miriam:icd:D70,urn:miriam:icd:C85,urn:miriam:icd:D63,urn:miriam:icd:C90,urn:miriam:icd:C91,urn:miriam:icd:C92,urn:miriam:icd:C93,urn:miriam:icd:C94,urn:miriam:icd:C95,urn:miriam:icd:C96",,,YEAR,"DNA,PLASMA,SERUM,OTHER,RNA,WHOLE_BLOOD,CELL_LINES,TISSUE_FROZEN,TISSUE_PARAFFIN_EMBEDDED",,,,,,,,true,,"samples,data",,,,
bbmri-eric:ID:HU_PUB:collection:MYOBankB,Myopathy Muscle Bank,,"Collection of muscle biopsy samples from patients with muscular dystrophy, (myotonic dystrophy, LGMD, FSHD),  mitochondrial diseases.",,,HU,,,bbmri-eric:contactID:HU_EndrePal,bbmri-eric:contactID:HU_EndrePal,HU,false,bbmri-eric:ID:HU_UOP_SZKK:collection:NEUROBank,bbmri-eric:ID:HU_UPB,University of Pécs Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"COHORT,CROSS_SECTIONAL,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,BLOOD,CLINICAL_SYMPTOMS,DiseaseDuration,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,IMAGING_DATA",3,,rare_disease,,,,"FEMALE,MALE",ORPHA:98473,18,80,YEAR,TISSUE_FROZEN,temperature-60to-85,,,1.2.840.10008.5.1.4.1.1.4,true,true,,true,"samples,data,images","samples,data,images","Please, in case you need further information the contact person!",,,
bbmri-eric:ID:HU_SUB:collection:DGCI,DGCI,DGCI,,http://gsi.semmelweis.hu/index.php/en/research/research-groups/medicalgenomics,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_CsabaSzalai,bbmri-eric:contactID:HU_CsabaSzalai,HU,false,,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"SAMPLE,COHORT,HOSPITAL,OTHER,DISEASE_SPECIFIC",BIOLOGICAL_SAMPLES,2,200,paediatric_included,2020-08-09 22:00:00.0,200,2,"MALE,FEMALE",,0,99,YEAR,DNA,temperature-18to-35,,,,true,true,,true,,"samples,data,images","Please, contact in case you need further information, personal contact!",,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",
bbmri-eric:ID:HU_SUB:collection:DGCI_AST,ASTHMA_DGCI,DGCI,,http://gsi.semmelweis.hu/index.php/en/research/research-groups/medicalgenomics,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_CsabaSzalai,bbmri-eric:contactID:HU_CsabaSzalai,HU,false,bbmri-eric:ID:HU_SUB:collection:DGCI,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"SAMPLE,COHORT,HOSPITAL,OTHER,DISEASE_SPECIFIC",BIOLOGICAL_SAMPLES,1,50,paediatric_included,2020-08-10 10:00:00.0,50,1,"MALE,FEMALE",,0,99,YEAR,DNA,temperature-18to-35,,,,true,true,,true,,"samples,data,images","Please, contact in case you need further information, personal contact!",,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",
bbmri-eric:ID:HU_SUB:collection:DGCI_K,CONTROL_DGCI,DGCI,,http://gsi.semmelweis.hu/index.php/en/research/research-groups/medicalgenomics,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_CsabaSzalai,bbmri-eric:contactID:HU_CsabaSzalai,HU,false,bbmri-eric:ID:HU_SUB:collection:DGCI,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"SAMPLE,COHORT,HOSPITAL,OTHER",BIOLOGICAL_SAMPLES,1,50,paediatric_included,2020-08-09 22:00:00.0,50,1,"MALE,FEMALE",,0,99,YEAR,DNA,temperature-18to-35,,,,true,true,,true,,"samples,data,images","Please, contact in case you need further information, personal contact!",,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",
bbmri-eric:ID:HU_SUB:collection:DGCI_OSC,OSTEOSARCOMA_DGCI,DGCI,,http://gsi.semmelweis.hu/index.php/en/research/research-groups/medicalgenomics,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_AgnesFSemsei,bbmri-eric:contactID:HU_AgnesFSemsei,HU,false,bbmri-eric:ID:HU_SUB:collection:DGCI_PEDHEMONK,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"SAMPLE,COHORT,HOSPITAL,OTHER,DISEASE_SPECIFIC,RD","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",1,79,paediatric_included,2022-09-28 22:00:00.0,79,1,"MALE,FEMALE",,6,56,YEAR,DNA,temperature-18to-35,,,,true,true,,true,,"samples,data,images","Please, contact in case you need further information, personal contact!",,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",
bbmri-eric:ID:HU_SUB:collection:DGCI_PEDHEMONK,PEDIATRIC_HEMATOLOGICONKOLOGY_DGCI,DGCI,,http://gsi.semmelweis.hu/index.php/en/research/research-groups/medicalgenomics,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_CsabaSzalai,bbmri-eric:contactID:HU_CsabaSzalai,HU,false,bbmri-eric:ID:HU_SUB:collection:DGCI,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"SAMPLE,COHORT,HOSPITAL,OTHER,DISEASE_SPECIFIC,RD","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,100,paediatric_included,2020-08-09 22:00:00.0,100,2,"MALE,FEMALE",,0,18,YEAR,DNA,temperature-18to-35,,,,true,true,,true,,"samples,data,images","Please, contact in case you need further information, personal contact: !",,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",
bbmri-eric:ID:HU_SUB:collection:NEGTAR,NEGTAR of Semmelweis University,NEGTAR,"The NEGTAR is a specific collection of samples (DNA, RNA, blood, tissue) collected from our patients reached an elder age having good health and whole life without any serious disease or morbidity. These samples are stored at -80 ° C , -20° C and in liquid nitrogen tanks as well. We apply a smartbank IT system, too. The base of our NEGTAR is given by the samples of approximately 100 healthy elder persons with their whole genom database.",,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_AndrasFodor,bbmri-eric:contactID:HU_AndrasFodor,HU,false,,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"COHORT,OTHER,POPULATION_BASED,SAMPLE","BIOLOGICAL_SAMPLES,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER,MEDICAL_RECORDS,GENEALOGICAL_RECORDS",1,100,,2022-06-13 11:10:00.0,98,1,"FEMALE,MALE",,73,101,YEAR,"DNA,WHOLE_BLOOD",temperature-18to-35,"R-FAB57,T-11501,T-28000,T-A0100,T-D04FF","BMD,CT,ECG,MR,US",,true,true,,true,,"samples,images","Please, in case you need further information, contact directly: fodor.andras@med.semmelweis-univ.hu!",,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",
bbmri-eric:ID:HU_SUB:collection:NEPSYBANK,NEPSYBANK of Semmelweis University,NEPSYBANK,"The NEPSYBANK is a specific collection of samples (DNA, RNA, primer fibroblasts, tissue) collected from our patients living with rare diseases. The phenotype, clinical data and social-economic information of attached patients are also part of NEPSYBANK. These samples are stored at -80 ° C , -20° C and in liquid nitrogen tanks as well. We apply a smartbank IT system, too. On the other hand it is also a disease specific biobank being a whole genom database of few hundred patients we treat in the Institute of Genomic Medicine and Rare Disorders of Semmelweis University, Budapest.",https://semmelweis.hu/genomikai-medicina/en/,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_AndrasFodor,bbmri-eric:contactID:HU_AndrasFodor,HU,false,,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"SAMPLE,COHORT,DISEASE_SPECIFIC,HOSPITAL,OTHER","BIOLOGICAL_SAMPLES,IMAGING_DATA,MEDICAL_RECORDS,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,GENEALOGICAL_RECORDS,OTHER,BLOOD,CLINICAL_SYMPTOMS",3,2481,"paediatric_included,rare_disease",2022-02-23 23:00:00.0,2481,3,"MALE,FEMALE","ORPHA:1020,ORPHA:136,ORPHA:206647,ORPHA:227510,ORPHA:262,ORPHA:385,ORPHA:399,ORPHA:68356,ORPHA:68363,ORPHA:70,urn:miriam:icd:R27.0",0,92,YEAR,"DNA,WHOLE_BLOOD",temperature-18to-35,"T-11503,T-12710,T-13600,T-14668,T-28000,T-32000,T-A0100,T-D0010,T-D04FF","ECG,MR,US",,true,true,,true,,"samples,data,images","Please, contact in case you need further information, personal contact: fodor.andras@med.semmelweis-univ.hu!",,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",
bbmri-eric:ID:HU_SUB:collection:NEPSYBANK_ATAXIA,ATAXIA_NEPSYBANK,ATAXIA NEPSYBANK,"The NEPSYBANK is a specific collection of samples (DNA, RNA, primer fibroblasts, tissue) collected from our patients living with Ataxia. The phenotype, clinical data and social-economic information of attached patients are also part of NEPSYBANK. These samples are stored at -80 ° C , -20° C and in liquid nitrogen tanks as well. We apply a smartbank IT system, too. The base of our NEPSYBANK is given by the samples of 100 healthy elder persons with their whole genom database. On the other hand it is also a disease specific biobank being a whole genom database of few hundred patients we treat in the Institute of Genomic Medicine and Rare Disorders of Semmelweis University, Budapest.",https://semmelweis.hu/genomikai-medicina/en/,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_AndrasFodor,bbmri-eric:contactID:HU_AndrasFodor,HU,false,bbmri-eric:ID:HU_SUB:collection:NEPSYBANK,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"SAMPLE,COHORT,HOSPITAL,OTHER,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER,MEDICAL_RECORDS,IMAGING_DATA,GENEALOGICAL_RECORDS",2,629,paediatric_included,2022-02-23 23:00:00.0,629,2,"MALE,FEMALE",urn:miriam:icd:R27.0,3,87,YEAR,DNA,temperature-18to-35,T-A0100,MR,,true,true,,true,,"samples,data,images","Please, contact in case you need further information, personal contact: fodor.andras@med.semmelweis-univ.hu!",,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",
bbmri-eric:ID:HU_SUB:collection:NEPSYBANK_CADASIL,CADASIL_NEPSYBANK,CADASIL NEPSYBANK,"The NEPSYBANK is a specific collection of samples (DNA, RNA, primer fibroblasts, tissue) collected from our patients living with CADASIL. The phenotype, clinical data and social-economic information of attached patients are also part of NEPSYBANK. These samples are stored at -80 ° C , -20° C and in liquid nitrogen tanks as well. We apply a smartbank IT system, too. On the other hand it is also a disease specific biobank being a whole genom database of few hundred patients we treat in the Institute of Genomic Medicine and Rare Disorders of Semmelweis University, Budapest.",https://semmelweis.hu/genomikai-medicina/en/,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_AndrasFodor,bbmri-eric:contactID:HU_AndrasFodor,HU,false,bbmri-eric:ID:HU_SUB:collection:NEPSYBANK,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"COHORT,SAMPLE,HOSPITAL,DISEASE_SPECIFIC,OTHER","BIOLOGICAL_SAMPLES,BLOOD,DiseaseDuration,MEDICAL_RECORDS,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,GENEALOGICAL_RECORDS,IMAGING_DATA",1,113,rare_disease,2022-07-06 15:19:00.0,113,1,"FEMALE,MALE",ORPHA:136,23,78,YEAR,"DNA,WHOLE_BLOOD",temperature-18to-35,T-A0100,MR,,true,true,,true,,"samples,data,images","Please, in case you need further information, contact directly: fodor.andras@med.semmelweis-univ.hu!",,,
bbmri-eric:ID:HU_SUB:collection:NEPSYBANK_DMD,DUCHENNE-BECKER MUSCULAR DYSTROPHY_NEPSYBANK,DMD NEPSYBANK,"The NEPSYBANK is a specific collection of samples (DNA, RNA, primer fibroblasts, tissue) collected from our patients living with Duchenne Muscular Dystrophy or with Becker Muscular Dystrophy. The phenotype, clinical data and social-economic information of attached patients are also part of NEPSYBANK. These samples are stored at -80 ° C , -20° C and in liquid nitrogen tanks as well. We apply a smartbank IT system, too. On the other hand it is also a disease specific biobank being a whole genom database of few hundred patients we treat in the Institute of Genomic Medicine and Rare Disorders of Semmelweis University, Budapest.",https://semmelweis.hu/genomikai-medicina/en/,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_AndrasFodor,bbmri-eric:contactID:HU_AndrasFodor,HU,false,bbmri-eric:ID:HU_SUB:collection:NEPSYBANK,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"COHORT,DISEASE_SPECIFIC,HOSPITAL,OTHER,SAMPLE","BIOLOGICAL_SAMPLES,BLOOD,CLINICAL_SYMPTOMS,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,165,"paediatric_included,rare_disease",2022-07-07 11:20:00.0,165,2,"FEMALE,MALE",ORPHA:262,0,69,YEAR,DNA,temperature-18to-35,"T-32000,T-28000",US,,true,true,,true,,"samples,data,images","Please, contact in case you need further information, personal contact: fodor.andras@med.semmelweis-univ.hu!",,,
bbmri-eric:ID:HU_SUB:collection:NEPSYBANK_DYSTONIA,DYSTONIA_NEPSYBANK,DYSTONIA NEPSYBANK,"The NEPSYBANK is a specific collection of samples (DNA, RNA, primer fibroblasts, tissue) collected from our patients living with Dystonia and Dyskinesia. The phenotype, clinical data and social-economic information of attached patients are also part of NEPSYBANK. These samples are stored at -80 ° C , -20° C and in liquid nitrogen tanks as well. We apply a smartbank IT system, too. On the other hand it is also a disease specific biobank being a whole genom database of few hundred patients we treat in the Institute of Genomic Medicine and Rare Disorders of Semmelweis University, Budapest.",https://semmelweis.hu/genomikai-medicina/en/,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_AndrasFodor,bbmri-eric:contactID:HU_AndrasFodor,HU,false,bbmri-eric:ID:HU_SUB:collection:NEPSYBANK,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"COHORT,DISEASE_SPECIFIC,HOSPITAL,OTHER,SAMPLE","BIOLOGICAL_SAMPLES,BLOOD,DiseaseDuration,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,CLINICAL_SYMPTOMS",1,75,"paediatric_included,rare_disease",2022-07-06 15:59:00.0,75,1,"FEMALE,MALE","ORPHA:227510,ORPHA:68363,ORPHA:98933",7,73,YEAR,"DNA,WHOLE_BLOOD",temperature-18to-35,"T-13600,T-14668,T-A0100",MR,,true,true,,true,,"samples,data,images","Please, in case you need further information, contact directly: fodor.andras@med.semmelweis-univ.hu!",,,
bbmri-eric:ID:HU_SUB:collection:NEPSYBANK_HSP,HSP_NEPSYBANK,HSP NEPSYBANK,"The NEPSYBANK is a specific collection of samples (DNA, RNA, primer fibroblasts, tissue) collected from our patients living with Hereditary Spastic Paraplegia. The phenotype, clinical data and social-economic information of attached patients are also part of NEPSYBANK. These samples are stored at -80 ° C , -20° C and in liquid nitrogen tanks as well. We apply a smartbank IT system, too. On the other hand it is also a disease specific biobank being a whole genom database of few hundred patients we treat in the Institute of Genomic Medicine and Rare Disorders of Semmelweis University, Budapest.",https://semmelweis.hu/genomikai-medicina/en/,Budapest,HU,47.487382,19.067405,bbmri-eric:contactID:HU_AndrasFodor,bbmri-eric:contactID:HU_AndrasFodor,HU,false,bbmri-eric:ID:HU_SUB:collection:NEPSYBANK,bbmri-eric:ID:HU_SUB,Semmelweis University Biobank,bbmri-eric:networkID:HU_HBN,bbmri-eric:networkID:HU_HBN,,"COHORT,HOSPITAL,DISEASE_SPECIFIC,OTHER,SAMPLE","BIOLOGICAL_SAMPLES,BLOOD,DiseaseDuration,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,134,"paediatric_included,rare_disease",2022-07-06 15:28:00.0,134,2,"FEMALE,MALE",ORPHA:685,12,77,YEAR,"DNA,WHOLE_BLOOD",temperature-18to-35,"T-13600,T-14668,T-A0100",MR,,true,true,,true,,"samples,data,images","Please, in case you need further information, contact directly: fodor.andras@med.semmelweis-univ.hu!",,,
