rdf type,fdp endpoint,ldp membership relation,id,pid,name,local name,acronym,type,type other,catalogue type,cohort type,clinical study type,RWD type,network type,website,description,keywords,internal identifiers.resource,internal identifiers.identifier,external identifiers.resource,external identifiers.identifier,start year,end year,time span description,contact email,logo,logo_filename,status,conforms to,has member relation,issued,modified,design,design description,design schematic,design schematic_filename,data collection type,data collection description,reason sustained,record trigger,unit of observation,subpopulations.resource,subpopulations.name,collection events.resource,collection events.name,data resources,part of networks,number of participants,number of participants with samples,underlying population,population of interest,population of interest other,countries,continents,regions,minimum age,maximum age,population age groups,age min,age max,inclusion criteria,other inclusion criteria,exclusion criteria,other exclusion criteria,population entry,population entry other,population exit,population exit other,population disease,population oncology topology,population oncology morphology,population coverage,population not covered,counts.resource,counts.age group,people involved.resource,people involved.first name,people involved.last name,contact point.resource,contact point.first name,contact point.last name,organisations involved.resource,organisations involved.id,publisher.resource,publisher.id,creator.resource,creator.id,child networks,parent networks,datasets.resource,datasets.name,samplesets.resource,samplesets.name,areas of information,areas of information rwd,quality of life other,cause of death code other,indication vocabulary other,genetic data vocabulary other,care setting other,medicinal product vocabulary other,prescriptions vocabulary other,dispensings vocabulary other,procedures vocabulary other,biomarker data vocabulary other,diagnosis medical event vocabulary other,data dictionary available,disease details,biospecimen collected,languages,multiple entries,has identifier,identifier description,prelinked,linkage options,linkage possibility,linked resources.resource,linked resources.linked resource,informed consent type,informed consent required,informed consent other,access rights,data access conditions,data use conditions,data access conditions description,data access fee,access identifiable data,access identifiable data route,access subject details,access subject details route,access third party,access third party conditions,access non EU,access non EU conditions,biospecimen access,biospecimen access conditions,governance details,approval for publication,release type,release description,number of records,release frequency,refresh time,lag time,refresh period,date last refresh,preservation,preservation duration,standard operating procedures,qualification,qualifications description,audit possible,completeness,completeness over time,completeness results,quality description,quality over time,access for validation,quality validation frequency,quality validation methods,correction methods,quality validation results,mappings to common data models.source,mappings to common data models.source dataset,mappings to common data models.target,mappings to common data models.target dataset,common data models other,ETL standard vocabularies,ETL standard vocabularies other,publications.resource,publications.doi,funding sources,funding scheme,funding statement,citation requirements,acknowledgements,documentation.resource,documentation.name,supplementary information,theme,applicable legislation,collection start planned,collection start actual,analysis start planned,analysis start actual,data sources,medical conditions studied,data extraction date,analysis plan,objectives,results,mg_draft
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,FEIBA-GO,https://placeholder-pid/feiba-go.org,FEIBA NF GLOBAL OUTCOME STUDY,,FEIBA-GO,Other type,,,,,,,,This is a test description,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEIBA-GO,Rob,Boss,FEIBA-GO,Rob,Boss,FEIBA-GO,place-holder-organisation,FEIBA-GO,place-holder-organisation,FEIBA-GO,place-holder-organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,testCohort1,https://placeholder-pid/testcohort1.org,Name for test cohort 1,Local name for test cohort 1,acronym for test cohort 1,Cohort study,,,"Clinical cohort,Case-control",,,,https://www.molgenis.org,"This is the Test cohort 1. It has multiple entries where possible.  Design paper and publications are random DOIs from the EUCAN project.  Yes to data access fee. The population age group is all adult options, so the population age group should be shown as ""Adult 18+ years"". Cohort type has both 'normal' and 'other' fields filled in --> see which is displayed","test,cohort1,Molgenis,testing",testCohort1,test external identifier for cohort 1,testCohort1,test external identifier for cohort 1,1950,1967,,support@molgenis.org,bb2e0096f12a4ea1a92b6682345263e3,230a65ef73004830876807d990f4bc80.jpg,,,,,,Longitudinal,Description of the design used for cohort 1,,,"Retrospective,Prospective",,,,,"testCohort1,testCohort1","test subcohort 1A,test subcohort 1B","testCohort1,testCohort1","test collection event 1B,test collection event 1A","testCohort2,COD_FARMACI_SPF,AP,testCohort1,SPECIALISTICA,TestDataSourceID","testNetwork1,testNetwork2,MOLGENIS,testNetworkofNetworks,testCohort1",600,200,,,,"Armenia,Bermuda,Réunion",,"Bradford,Lapland,Gipuzkoa",,,"Adolescent (13-17 years),Adult (18+ years),Young adult (18-24 years),Adult (25-44 years),Middle-aged (45-64 years),Aged (65+ years),Aged (65-79 years),Aged (80+ years)",,,"Clinically relevant exposure inclusion criterion,Clinically relevant lifestyle inclusion criterion,Country of residence inclusion criteria",Other inclusion criteria cohort 1,"Clinically relevant exposure inclusion criterion,Clinically relevant lifestyle inclusion criterion,Country of residence inclusion criteria",other exclusion criteria cohort 1,,,,,"E00 Congenital iodine-deficiency syndrome,E00-E07 Disorders of thyroid gland,E10 Type 1 diabetes mellitus,E20 Hypoparathyroidism,E51 Thiamine deficiency,F93.8 Other childhood emotional disorders,""F93.9 Childhood emotional disorder, unspecified"",""F99 Mental disorder, not otherwise specified"",V Mental and behavioural disorders","BASE OF TONGUE,""UTERUS, NOS"",""Base of tongue, NOS"",""Uterus, NOS""","""Carcinoma, metastatic, NOS"",Carcinomatosis",,,,,"testCohort1,testCohort1","datamgr first name,PIPM","datamgr last name,last name PIPM",testCohort1,PIPM,last name PIPM,"testCohort1,testCohort1,testCohort1,testCohort1","UMCU,EMC,LUMC,UMCG",testCohort1,LUMC,"testCohort1,testCohort1,testCohort1,testCohort1","UMCG,UMCU,LUMC,EMC",,,"testCohort1,testCohort1","test dataset for testCohort1,name of test dataset 2 for test cohort 1",,,,,,,,,,,,,,,,,,,,,,,true,Linkage options cohort 1,,,,Broad consent,,,Non public,"general research use,health or medical or biomedical research","genetic studies only,publication required,ethics approval required",Data access conditions description text cohort 1 - yes fee,true,,,,,,,,,,,,,Closed dataset,Release description cohort 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"testCohort1,testCohort1,testCohort1","https://doi.org/10.1093/ije/dyz227,https://doi.org/10.5694/mja12.10698,https://doi.org/10.1002/ijc.32791",,,"This is the funding statement for cohort 1. It's not too long but covers more than one line, I think, particularly if I fill it up with blah blah blah (check for ""until now"" at the end)  Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum UNTIL NOW",,"This is the acknowledgement statement for cohort 1. It's not too long but covers more than one line, I think, particularly if I fill it up with blah blah blah (check for ""until now"" at the end)  Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum UNTIL NOW","testCohort1,testCohort1","test documentation for cohort 1,test doc 2 for test cohort 1",Some supplementary information for cohort 1.,Health,Data Governance Act,,,,,,,,,,,false
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,HELIX,https://placeholder-pid/helix.org,The Human Early-Life Exposome,,HELIX,Cohort study,,,Birth cohort,,,,http://www.projecthelix.eu,"Six prospective birth cohort studies are contributing to HELIX as the only realistic and feasible way to obtain the comprehensive, longitudinal, human data needed to build this early-life exposome. These cohorts have already collected large amounts of data as part of national and EU-funded projects. Results will be integrated with data from European cohorts (>300,000 subjects) and registers, to estimate health impacts at the large European scale.",Novel tools for integrating early-life environmental exposures and child health across Europe,,,,,2014,2016,,,,,,,,,,Longitudinal,,,,Prospective,,,,,,,,,,,32000,1300,,,,"Norway,France,Spain,United Kingdom of Great Britain and Northern Ireland (the),Greece,Lithuania",,,,,,,,,,,,,,,,,,,,,,,HELIX,Rob,Boss,HELIX,Rob,Boss,HELIX,ISGLOBAL,HELIX,ISGLOBAL,HELIX,ISGLOBAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cordis.europa.eu/project/id/308333,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,THALIA,https://placeholder-pid/thalia.org,A retrospective cohort study to investigate the initiation and persistence of dual antiplatelet treatment after acute coronary syndrome in a Finnish setting,,THALIA,Other type,,,,,,,,This is a test description,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THALIA,Rob,Boss,THALIA,Rob,Boss,THALIA,place-holder-organisation,THALIA,place-holder-organisation,THALIA,place-holder-organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,RS2,https://placeholder-pid/rs2.org,"Rotterdam Study, second cohort",,Rotterdam Study second cohort,Cohort study,,,Population cohort,,,,https://www.ergo-onderzoek.nl/,"The Rotterdam Study is an ongoing prospective cohort study that started in 1990 in the city of Rotterdam, The Netherlands. The study aims to unravel etiology, preclinical course, natural history and potential targets for intervention for chronic diseases in mid-life and late-life.",Biomarkers · Cancer and related diseases · Cardiovascular diseases · Cohort study · Dermatological diseases · Endocrine diseases · Epidemiologic methods · Genetic and molecular epidemiology · Nutrition and lifestyle epidemiology · Liver diseases · Neurolo,,,,,2000,,,,,,,,,,,Longitudinal,,,,"Retrospective,Prospective",,,,,"RS2,RS2,RS2,RS2","2015,baseline,2011,2004",,,,"LongITools,EUChildNetwork,OOM",4472,3011,,,,Netherlands (the),,Rotterdam,,,"Middle-aged (45-64 years),Aged (65+ years)",,,,,,,,,,,,,,,,,,RS2,Rob,Boss,RS2,Rob,Boss,RS2,EMC,RS2,EMC,RS2,EMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,Non public,health or medical or biomedical research,,,,,,,,,,,,,,,,Continuous,Once a follow-up is completed and data have been processed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RS2,RS2,RS2,RS2,RS2,RS2,RS2,RS2","https://doi.org/10.1007/s10654-020-00640-5,https://doi.org/10.1007/s10654-009-9386-z,https://doi.org/10.1007/BF00145007,https://doi.org/10.1007/s10654-007-9199-x,https://doi.org/10.1007/s10654-011-9610-5,https://doi.org/10.1007/s10654-013-9866-z,https://doi.org/10.1007/s10654-015-0082-x,https://doi.org/10.1007/s10654-017-0321-4",,,"The Rotterdam Study is supported by the Erasmus MC University Medical Center and Erasmus University Rotterdam; The Netherlands Organisation for Scientifc Research (NWO); The Netherlands Organisation for Health Research and Development (ZonMw); the Research Institute for Diseases in the Elderly (RIDE); The Netherlands Genomics Initiative (NGI); the Ministry of Education, Culture and Science; the Ministry of Health, Welfare and Sports; the European Commission (DG XII); and the Municipality of Rotterdam.",,"The contribution of inhabitants, general practitioners and pharmacists of the Ommoord district to the Rotterdam Study is gratefully acknowledged. The contributions to the Management Team specifcally and the Rotterdam Study at large of the following persons are pivotal to the daily operations of the study and highly appreciated: Jacobus Lubbe, Gabriëlle Bakker, Eric Neeleman, Jeannette Vergeer, Anneke Korving, Pauline van Wijngaarden, Jolande Verkroost – van Heemst, Silvan Licher, Isabel van",,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,ALSPAC,https://placeholder-pid/alspac.org,Avon Longitudinal Study of Parents and Children,,ALSPAC,Cohort study,,,Population cohort,,,,http://www.bristol.ac.uk/alspac/,"Based at the University of Bristol, the Avon Longitudinal Study of Parents and Children (ALSPAC), also known as Children of the 90s, is a world-leading birth cohort study.

Between April 1991 and December 1992 we recruited more than 14,000 pregnant women into the study and these women (some of whom had two pregnancies or multiple births during the recruitment period), the children arising from the pregnancy, and their partners have been followed up intensively over two decades.

We are the most detailed study of its kind in the world and we provide the international research community with a rich resource for the study of the environmental and genetic factors that affect a person’s health and development. Through our research we aim to inform policy and practices that will provide a better life for future gene","test1,test2",,,,,1990,1992,,,,,,,,,,Longitudinal,,,,"Retrospective,Prospective",,,,,"ALSPAC,ALSPAC,ALSPAC","Mothers,Partners,Children",ALSPAC,Follow up,,"LifeCycle,LongITools,EUChildNetwork",14541,,,,,United Kingdom of Great Britain and Northern Ireland (the),,,,,,,,,,,,,,,,,,,,,,,"ALSPAC,ALSPAC,ALSPAC","Rob,Jack,Ollie","Boss,Ross,Ross",ALSPAC,Jack,Ross,ALSPAC,UOB,ALSPAC,UOB,ALSPAC,UOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,"""not for profit, non commercial use only""",,,,,,,,,,,,,,,Closed dataset,Released once data collected and cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ALSPAC,ALSPAC","https://doi.org/10.1093/ije/dys064,https://doi.org/10.1093/ije/dys066",,,"The UK Medical Research Council and Wellcome (Grant ref: 217065/Z/19/Z) and the University of Bristol provide core support for ALSPAC. This publication is the work of the authors and <INSERT NAMES> will serve as guarantors for the contents of this paper.?

In addition, you are expected to acknowledge the grant(s) which supported the collection of the primary exposure(s) and outcome(s) used in your study and any other grants in the checklist, which are pertinent to your study. The following sentences should be included with the above section:

 ?A comprehensive list of grants funding (PDF, 330KB) is available on the ALSPAC website. This research was specifically funded by <INSERT DETAILS FOR SPECIFIC PROJECT(S) WHERE APPROPRIATE, including grant number(s)>.",,"We are extremely grateful to all the families who took part in this study, the midwives for their help in recruiting them, and the whole ALSPAC team, which includes interviewers, computer and laboratory technicians, clerical workers, research scientists, volunteers, managers, receptionists and nurses.",,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,SWS,https://placeholder-pid/sws.org,Southampton Women’,,SWS,Cohort study,,,Birth cohort,,,,https://www.mrc.soton.ac.uk/sws/,"SWS is a population-based prospective birth cohort study of 12 583, initially non-pregnant, women aged 20–34 years, living in the city of  Southampton, UK. Assessments of lifestyle, diet and anthropometry were done at study entry in 1998–2002. Women who subsequently became pregnant with singleton pregnancies were followed up during pregnancy; and their 3158 offspring have been studied i","pre-conception,pregnancy,childhood,growth,asthma,cardiovascular,mental health",,,,,1998,2002,,src@mrc.soton.ac.uk,,,,,,,,Longitudinal,,,,Prospective,,,,,,,,,,,12583,,,,,United Kingdom of Great Britain and Northern Ireland (the),,,,,"Young adult (18-24 years),Adult (25-44 years)",,,,,,,,,,,,,,,,,,SWS,Rob,Boss,SWS,Rob,Boss,SWS,Soton,SWS,Soton,SWS,Soton,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Non public,,,"Initial approach to the cohort contact with a short proposal. This will be sent to the SWS oversight group. If approved, data agreements need to be completed",,,,,,,,,,,,,,Continuous,Upon completion of the procedures outlined above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWS,https://doi.org/10.1093/ije/dyi202,,,"The SWS is supported by grants from the Medical Research Council, National Institute for Health Research Southampton Biomedical Research Centre, British Heart Foundation, University of Southampton and University Hospital Southampton National Health Service Foundation Trust, and the European Union’s Seventh Framework Programme (FP7/2007-2013), project EarlyNutrition (grant 289346) and from the European Union's Horizon 2020 research and innovation programme (LIFECYCLE, grant agreement No 733206). Study participants were drawn from a cohort study funded by the Medical Research Council and the Dunhill Medica",,The authors are grateful to the women of Southampton who gave their time to take part in the Southampton Women’s Survey and to the research nurses and other staff who collected and processed t,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,FORCE-NEN,https://placeholder-pid/force-nen.org,InFrastructure fOr Rare Cancers in the nEtherlands – Neuroendocrine Neo,,FORCE-NEN,Cohort study,,,Clinical cohort,,,,https://www.ikdoemeemetforce.nl/,Multicenter Clinical Biobank with primary object to determine the value of ctDNA in the diagnosis and treatment of Neuroendocrine Neoplasms.,"test1,test2",,,,,2022,,,force-nen@umcutrecht.nl,,,,,,,,Longitudinal,,,,"Retrospective,Prospective",,,,,"FORCE-NEN,FORCE-NEN","FORCE-NEN intensive,FORCE-NEN Regular",,,,,,,,,,Netherlands (the),,,,,"Adult (18+ years),Young adult (18-24 years),Adult (25-44 years),Middle-aged (45-64 years),Aged (65+ years),Aged (65-79 years),Aged (80+ years)",,,,,,,,,,,,,,,,,,"FORCE-NEN,FORCE-NEN,FORCE-NEN","Rob,Jack,Ollie","Boss,Ross,Ross",FORCE-NEN,Rob,Boss,"FORCE-NEN,FORCE-NEN,FORCE-NEN,FORCE-NEN,FORCE-NEN,FORCE-NEN,FORCE-NEN","AmsterdamUMC (VUmc),EMC,MUMC,Maxima MC,UMCG,NKI,UMCU",FORCE-NEN,UMCG,"FORCE-NEN,FORCE-NEN,FORCE-NEN,FORCE-NEN,FORCE-NEN,FORCE-NEN,FORCE-NEN","UMCG,UMCU,AmsterdamUMC (VUmc),EMC,Maxima MC,MUMC,NKI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,disease specific research,"collaboration required,ethics approval required,project specific restriction",,,,,,,,,,,,,,,Closed dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORCE is made possible by a grant from the KWF Dutch Cancer Society (13363),,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,ARS_ANAG_MED_RES_storico,https://placeholder-pid/ars_anag_med_res_storico.org,ARS_ANAG_MED_RES_storico,,,Databank,,,,,Registration with healthcare system,,,Inhabitant register,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,"This is the only table in our database that we truly build from scratch from original regional data. We create a history of our subjects based on the ANAGRAFE, that is, a regular sequence of cross-sectional depictions of who is in a given moment assisted in our Regional Heathcare Serice. The history is the sequence of records, with start and end validity of the time-dependent info (such as primary care physician, or residence). This impli
A record of ANAGRAFE is created upon one of the following events:
	when a person asks registration with a primary care physician in Tuscany, something that every person legally resident in Tuscany is allowed to do (so, upon birth or immigration)
	when a person changes primary care physician or place of residence
	when the local health unit receives notification that a person is registered in another local health unit in Tuscany
	when the local health unit receives notification that a person is registered in another local en the local health unit receives notification by the municipality of residence or of death that a person is dead (this is the source of death date)",,,,,,,,,,"Every person legally resident in Tuscany is enttled to subscribe to this registry. This registry is what defines our datsource population: indeed being registered in this registry implies that all healthcare funded by the Healthcare System will be funded by the Tuscany Region, which will trigger records of all the other tables of ARS datas",,,,,,,,,,,,,,,,,,,,,,,,,,ARS_ANAG_MED_RES_storico,Rob,Boss,ARS_ANAG_MED_RES_storico,Rob,Boss,ARS_ANAG_MED_RES_storico,ARS.TOSCANA,ARS_ANAG_MED_RES_storico,ARS.TOSCANA,ARS_ANAG_MED_RES_storico,ARS.TOSCANA,,,ARS_ANAG_MED_RES_storico,ARS_ANAG_MED_RES_storico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"People may fail to register out when they leave Tuscany to live abroad, this may happen more often to young people or to people who is not Italian citizen in the first place. Foreign women who change name due to marriage may be recorded twice (in Italy marriage does not cause a name change). Other cause for overestimation of the population is when death fails to be notified, something that has happened in the past and is responsible for large decrease of the total number of heads in January 2016. This implies that person time of ederly people before the end of 2016 is overestimated.
Quality of the recording has dramatically improved in 2009, so for studies where long follow-ups are not necessary using data from 2009 onwards is safer.","The first cross-sectional images of the ANAGRAFE were obtained by ARS in 2003, although records may be older. We have received 1-2 cross-sectional images up to 2009. Since then we regularly receive images (every couple of months), with a negligible lag time.",,,,,,,,,"ARS_ANAG_MED_RES_storico,ARS_ANAG_MED_RES_storico","ARS_ANAG_MED_RES_storico,ARS_ANAG_MED_RES_storico","OOM,OOM","PERSONS,OBSERVATION_PERIODS",,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,testCohort4,https://placeholder-pid/testcohort4.org,testCohort4,,,Cohort study,,,,,,,,"testcohort 4 is used for mappings, not to check rich or descriptive metadata","test1,test2",,,,,1960,,,,,,,,,,,,,,,,,,,,,,,,,testNetwork1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testCohort4,Rob,Boss,testCohort4,Rob,Boss,testCohort4,place-holder-organisation,testCohort4,place-holder-organisation,testCohort4,place-holder-organisation,,,testCohort4,test dataset for testCohort4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
