source,source dataset,source variables,source variables other datasets.dataset,source variables other datasets.name,target,target dataset,target variable,match,status,description,syntax,comments,repeat_num,repeats
PELAGIE,harmonized,INT_EVAL_1,,,LifeCycle,outcome,int_eval_,complete,final,,eval=2;,,1,1
PELAGIE,harmonized,WM_EVAL_6,,,LifeCycle,outcome,wm_eval_,complete,final,,wm_eval_6=3;,,6,6
PELAGIE,harmonized,INT_INSTR_14,,,LifeCycle,outcome,int_instr_,complete,final,,instr=47;,,14,14
PELAGIE,harmonized,AGGR_PRO_12,,,ATHLETE,outcome_ath,aggr_pc_,complete,final,,"SDQ12$aggr_pc_12<-xtile(SDQ12$aggr_pro_12, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children,12,12
PELAGIE,pelagie_q6,"QE6_D6_3,QE6_D6_11,QE6_D6_12,QE6_D6_13,QE6_D6_14",,,LifeCycle,core,grain_sch,complete,final,,"/* pates, riz, semoule */
if QE6_d6_3=. then pate_riz=.;
else if QE6_d6_3=1 then pate_riz=0.5;
else if QE6_d6_3=2 then pate_riz=2;
else if QE6_d6_3=3 then pate_riz=8;
else if QE6_d6_3=4 then pate_riz=20;
else if QE6_d6_3=5 then pate_riz=30;
/* cereales petit dejeuner */
if QE6_d6_11=. then cereale_dej=.;
else if QE6_d6_11=1 then cereale_dej=0.5;
else if QE6_d6_11=2 then cereale_dej=2;
else if QE6_d6_11=3 then cereale_dej=8;
else if QE6_d6_11=4 then cereale_dej=20;
else if QE6_d6_11=5 then cereale_dej=30;
/* pain complet */
if QE6_d6_12=. then pain_complet=.;
else if QE6_d6_12=1 then pain_complet=0.5;
else if QE6_d6_12=2 then pain_complet=2;
else if QE6_d6_12=3 then pain_complet=8;
else if QE6_d6_12=4 then pain_complet=20;
else if QE6_d6_12=5 then pain_complet=30;
/* autres pains et cereales */
if QE6_d6_13=. then pain_cereale_autre=.;
else if QE6_d6_13=1 then pain_cereale_autre=0.5;
else if QE6_d6_13=2 then pain_cereale_autre=2;
else if QE6_d6_13=3 then pain_cereale_autre=8;
else if QE6_d6_13=4 then pain_cereale_autre=20;
else if QE6_d6_13=5 then pain_cereale_autre=30;
/* viennoiseries, biscuits, gateaux */
if QE6_d6_14=. then gateaux=.;
else if QE6_d6_14=1 then gateaux=0.5;
else if QE6_d6_14=2 then gateaux=2;
else if QE6_d6_14=3 then gateaux=8;
else if QE6_d6_14=4 then gateaux=20;
else if QE6_d6_14=5 then gateaux=30;
grain_sch=sum(pate_riz,cereale_dej,pain_complet,pain_cereale_autre,gateaux)/30;",,,
PELAGIE,pelagie_q6,"QE6_B5_CRECHE_DE_AMM,QE6_B5_CRECHE_A_AMM,QE6_B5_ASSISTANTE_DE_AMM,QE6_B5_ASSISTANTE_A_AMM,QE6_B5_FAMILLE_DE_AMM,QE6_B5_FAMILLE_A_AMM,QE6_B5_EMPLOYEE_DE_AMM,QE6_B5_EMPLOYEE_A_AMM,QE6_B5_VOUS_MEME_DE_AMM,QE6_B5_VOUS_MEME_A_AMM",,,LifeCycle,core,childcarecentre_,complete,final,variable generated for children followed at 6 years of age only,"if 0<=crechedeb<12 and crechefin>0 then childcarecentre_0=1; 
if 0<=crechedeb<24 and crechefin >=12 then childcarecentre_1=1; 
if 0<=crechedeb<36 and crechefin >=24 then childcarecentre_2=1; 
if 0<=crechedeb<48 and crechefin >=36 then childcarecentre_3=1; 


if childcare_intro ne . and childcarecentre_0 eq . then childcarecentre_0=0;
if childcare_intro ne . and childcarecentre_1 eq . then childcarecentre_1=0;
if childcare_intro ne . and childcarecentre_2 eq . then childcarecentre_2=0;
if childcare_intro ne . and childcarecentre_3 eq . then childcarecentre_3=0;",variable generated for children followed at 6 years of age only,0,"0, 1, 2, 3"
PELAGIE,pelagie_q12,"SRA_Q7_1,SRA_Q7_2_A",,,LifeCycle,outcome,asthma_,complete,final,,"if SRA_Q7_1=1 and SRA_Q7_2_A>=11 and SRA_Q7_2_A<12 then asthma_11=1;
else if SRA_Q7_1=0 and age_q12>=11 then asthma_11=0;
else asthma_11=.;",,11,11
PELAGIE,harmonized,DIETASS_PSC,,,LifeCycle,core,dietass_psc,complete,final,,dietass_psc=1;,,,
PELAGIE,pelagie_q2,B575,,,LifeCycle,core,pulses_psc,complete,final,,"/* legumes secs */
if B575=. then legume_sec=.;
else if B575=1 then legume_sec=0;
else if B575=2 then legume_sec=0.5;
else if B575=3 then legume_sec=2;
else if B575=4 then legume_sec=8;
else if B575=5 then legume_sec=20;
else if B575=6 then legume_sec=30;
else if B575=7 then legume_sec=60;
pulses_psc=legume_sec/30;",,,
PELAGIE,pelagie_q6,QE6_D6_5,,,LifeCycle,core,redmeat_sch,complete,final,,"/* viande_rouge */
if QE6_d6_5=. then viande_rouge=.;
else if QE6_d6_5=1 then viande_rouge=0.5;
else if QE6_d6_5=2 then viande_rouge=2;
else if QE6_d6_5=3 then viande_rouge=8;
else if QE6_d6_5=4 then viande_rouge=20;
else if QE6_d6_5=5 then viande_rouge=30;

redmeat_sch=viande_rouge/30;",,,
PELAGIE,pelagie_q12,"CT_Q1_1,CT_Q1_2,CT_Q2_1,CT_Q2_2,CT_Q3_1,CT_Q3_2,CT_Q4_1,CT_Q4_2",,,LifeCycle,core,smk_exp,partial,final,smoking status of the mother and th efather but not information about exposure of the child or not,"/* _12 to _14 depending on child age at 12yo follow-up */
* Tabagisme passif aux domiciles;
if domimult=0 then do;
	if CT_Q1_1=1 or CT_Q2_1=1 or CT_Q4_1=1 then smk_exp12=1;
	else if CT_Q1_1 in (0,2) and CT_Q2_1=0 and CT_Q4_1 ne 1 then smk_exp12=0;
	end;
else if domimult=1 then do;
	if CT_Q1_1=1 or CT_Q2_1=1 or CT_Q4_1=1 then smk_exp12=1;
	else if CT_Q1_1 in (0,2) and CT_Q2_1=0 and CT_Q4_1=0 then smk_exp12=0;
	end;",smoking status of the mother and th efather but not information about exposure of the child or not,12,"12, 13, 14"
PELAGIE,pelagie_q12,FA_Q3_2,,,LifeCycle,core,famsize_child,partial,final,"Partial harmonization because in the 12yo questionnaire, young adults (between 18 and 21yo) are considered as children, not adults","/* _12 to _14 depending on child age at the 12yo-follow-up */
famsize_child12=FA_Q3_2 +1;","Partial harmonization because in the 12yo questionnaire, young adults (between 18 and 21yo) are considered as children, not adults",13,"12, 13, 14"
PELAGIE,pelagie_q2,B3,maj_ddn_2021,DDN_2021,LifeCycle,outcome,ext_age_,complete,final,,ext_age_3=(b3-ddn_2021)/365.2422;,,3,3
PELAGIE,pelagie_q12,FA_Q3_1,,,LifeCycle,core,famsize_adult,partial,final,"Partial harmonization because in the 12yo questionnaire, young adults (between 18 and 21yo) are considered as children, not adults","/* _12 to _14 depending on child age at the 12yo-follow-up */
famsize_adult12=FA_Q3_1;","Partial harmonization because in the 12yo questionnaire, young adults (between 18 and 21yo) are considered as children, not adults",13,"12, 13, 14"
PELAGIE,pelagie_q12,DATE,maj_ddn_2021,DDN_2021,ATHLETE,outcome_ath,aggr_age_,complete,final,,aggr_age_12=(DATE-ddn_2021)/365.2422;,,12,12
PELAGIE,pelagie_q2,"B413,B441,B442",,,LifeCycle,core,pets_,partial,final,data collected at 2yo (pet from birth),"if B413=0 and B441 ne 1 then do; pets_0=0; pets_1=0;pets_2=0; end;
if B413=0 and B441=1 then do; pets_0=1; pets_1=0;  pets_2=0;end;
 
else if B413=1 and B441=0 then do; pets_0=1; pets_1=1; pets_2=1;end; 
else if B413=1 and B441=1 then do;
	if 0<=B442<12 then do; pets_0=1; pets_1=0; pets_2=0;end;
	else if 12<=B442<24 then do; pets_0=1; pets_1=1; pets_2=0;end;
	else if 24<=B442 then do; pets_0=1; pets_1=1; pets_2=1;end;
	end;
if B413=1 and B441=. then do; pets_0=1; pets_1=1; pets_2=1;end; * si animal mais on ne sait pas si séparation ou à quel âge séparation, animal présent les 2 1eres années;
if B413=1 and B441=1 and B442=. then do; pets_0=1; pets_1=1;pets_2=1; end; 
if ageq2 eq 1 then pets_2=.;
if ageq2 eq 3 then pets_3=pets_2;",data collected at 2yo (pet from birth),0,"0, 1, 2, 3"
PELAGIE,pelagie_q0,V155,,,LifeCycle,core,supp_pgn,complete,final,,supp_pgn=v155;,,,
PELAGIE,pelagie_q6,QS6_C5,,,ATHLETE,outcome_ath,n_wheezing_12m_,complete,final,,"if  (5 le age_enfant_quest lt 6) then do;
n_wheezing_12m_5=QS6_C5;
end;",,5,5
PELAGIE,pelagie_q6,"QE6_A3_AGE_1,QE6_A3_AGE_2,QE6_A3_AGE_3,QE6_A3_AGE_4,QE6_A3_AGE_5,QE6_A3_AGE_6,QE6_A3_AGE_7",,,LifeCycle,core,famsize_child,complete,final,,"/* _5 to _8 depending on child age at 6yo follow-up */
if QE6_A3_Age_1 ne . then do; famsize_child6=1;famsize_adult6=1;end;
if 0<=QE6_A3_Age_1<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_1 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_2<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_2 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_3<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_3 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_4<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_4 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_5<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_5 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_6<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_6 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_7<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_7 >17 then famsize_adult6=famsize_adult6+1;",,5,"5, 6, 7, 8"
PELAGIE,pelagie_q12,"SRA_Q1_2,SRA_Q1_3_A,SRA_Q1_4_A,AGE_Q12",,,LifeCycle,outcome,whe_,complete,final,,"if (SRA_Q1_1=1 and (SRA_Q1_3_A>=12 and SRA_Q1_3_A<13) or (SRA_Q1_4_A>=12 and SRA_Q1_4_A<13)) or (SRA_Q1_2=1
 and age_q12>=12 and age_q12<13) then whe_12=1;
else if (SRA_Q1_1=0 and age_q12>=12) or (SRA_Q1_2=0 and age_q12>=12 and age_q12<13) then whe_12=0;
else whe_12=.;",,12,12
PELAGIE,harmonized,HIPCIRCMES_0,,,LifeCycle,outcome,hipcircmes_,complete,final,,hipcircmes_151=0;,,151,151
PELAGIE,pelagie_q2,AGE_Q2ANS,,,LifeCycle,core,dietage_psc,complete,final,,dietage_psc=age_q2ans/12;,,,
PELAGIE,pelagie_q6,"QE6_A3_AGE_1,QE6_A3_AGE_2,QE6_A3_AGE_3,QE6_A3_AGE_4,QE6_A3_AGE_5,QE6_A3_AGE_6,QE6_A3_AGE_7",,,LifeCycle,core,famsize_adult,complete,final,,"/* _5 to _8 depending on child age at 6yo follow-up */
if QE6_A3_Age_1 ne . then do; famsize_child6=1;famsize_adult6=1;end;
if 0<=QE6_A3_Age_1<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_1 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_2<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_2 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_3<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_3 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_4<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_4 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_5<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_5 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_6<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_6 >17 then famsize_adult6=famsize_adult6+1;

if 0<=QE6_A3_Age_7<18 then famsize_child6=famsize_child6+1;
else if QE6_A3_Age_7 >17 then famsize_adult6=famsize_adult6+1;",,5,"5, 6, 7, 8"
PELAGIE,pelagie_q6,"QE6_NB_DOMICILE,QE6_F3_1,QE6_F3_2,QE6_F3_3,QE6_F3_4,QE6_F3_5",,,LifeCycle,core,pets_,complete,final,"pets_5, _6_ or _7 is filled in according to the exact age of the child when answering the 6yo questionnaire","if QE6_Nb_Domicile=1 then do; if QE6_F3_1=1 then pets_6=1; else if QE6_F3_1=0 then pets_6=0; end;
else if QE6_Nb_Domicile=2 then do; if QE6_F3_2=1 then pets_6=1; else if QE6_F3_2=0 then pets_6=0; end;
else if QE6_Nb_Domicile=3 then do; if QE6_F3_3=1 then pets_6=1; else if QE6_F3_3=0 then pets_6=0; end;
else if QE6_Nb_Domicile=4 then do; if QE6_F3_4=1 then pets_6=1; else if QE6_F3_4=0 then pets_6=0; end;
else if QE6_Nb_Domicile=5 then do; if QE6_F3_5=1 then pets_6=1; else if QE6_F3_5=0 then pets_6=0; end;","pets_5, _6_ or _7 is filled in according to the exact age of the child when answering the 6yo questionnaire",5,"5, 6, 7"
PELAGIE,pelagie_q6,QE6_D6_10,,,LifeCycle,core,veg_sch,partial,final,Partial harmonization because it can include potatoes,"/* legumes et crudités */
if QE6_d6_10=. then legume=.;
else if QE6_d6_10=1 then legume=0.5;
else if QE6_d6_10=2 then legume=2;
else if QE6_d6_10=3 then legume=8;
else if QE6_d6_10=4 then legume=20;
else if QE6_d6_10=5 then legume=30;

veg_sch=legume/30;",Partial harmonization because it can include potatoes,,
PELAGIE,pelagie_q12,LV_Q3_1,,,LifeCycle,core,pets_,complete,final,"pets_12, _13_ or _14 is filled in according to the exact age of the child when answering the 12yo questionnaire",pets_12=LV_Q3_1;,"pets_12, _13_ or _14 is filled in according to the exact age of the child when answering the 12yo questionnaire",12,"12, 13, 14"
PELAGIE,BDD_phtalates_phenols,SGURINEF,,,ATHLETE,chemicals_ath,m_bpa_lod_t,complete,final,,BDD_phtalates_phenols$m_bpa_lod_t1[BDD_phtalates_phenols$SGurineF<=10]<-0.04,,1,1
PELAGIE,BDD_phtalates_phenols,"OXBE,SGURINEF",,,ATHLETE,chemicals_ath,m_oxbe_raw_t,complete,final,,BDD_phtalates_phenols$m_oxbe_raw_t1[BDD_phtalates_phenols$SGurineF<=10]<-BDD_phtalates_phenols$OXBE,,1,1
PELAGIE,pelagie_q2,"C611,C612,A5,A6,A8","pelagie_q6,pelagie_q6,pelagie_q6,pelagie_q6,pelagie_q6,pelagie_q6,pelagie_q12,pelagie_q12","QE6_A1,QE6_A2_SEMAINE,QE6_A2_MOIS,QE6_A4,QE6_A4_DATE_AAMM,QE6_A4AUTRE,FA_Q2_1,FA_Q3_1",LifeCycle,core,fam_splitup,partial,final,"Data collected at the 2, 6 and 12 years of age follow-ups, the split-up event is reported without timing data inducing missing data for preceding ages of the child.
Ex: when split up was declared in the 6-year-old questionnaire with a report of living as a couple in the 2-year-old questionnaire, we put: fam_splitup6 = 1, fam_splitup5 = ., fam_splitup4 = ., fam_splitup3 = ., fam_splitup2 = 0",/* too long to be provided and many case by case situations; write with our original participant ID */,"Data collected at the 2, 6 and 12 years of age follow-ups, the split-up event is reported without timing data inducing missing data for preceding ages of the child.
Ex: when split up was declared in the 6-year-old questionnaire with a report of living as a couple in the 2-year-old questionnaire, we put: fam_splitup6 = 1, fam_splitup5 = ., fam_splitup4 = ., fam_splitup3 = ., fam_splitup2 = 0",0,"0, 2, 4, 6, 8, 10, 12, 14"
PELAGIE,pelagie_q2,"A44,C593","pelagie_q6,pelagie_q6,pelagie_q12,pelagie_q12,pelagie_q12,pelagie_q12,pelagie_q12,pelagie_q12,pelagie_q12,pelagie_q12","QE6_G1,QE6_G2,CT_Q1_1,CT_Q1_2,CT_Q2_1,CT_Q2_2,CT_Q3_1,CT_Q3_2,CT_Q4_1,CT_Q4_2",LifeCycle,core,fam_splitup,partial,final,"Data collected at the 2, 6 and 12 years of age follow-ups, the split-up event is reported without timing data inducing missing data for preceding ages of the child.
Ex: when split up was declared in the 6-year-old questionnaire with a report of living as a couple in the 2-year-old questionnaire, we put: fam_splitup6 = 1, fam_splitup5 = ., fam_splitup4 = ., fam_splitup3 = ., fam_splitup2 = 0",/* too long to be provided and many case by case situations; write with our original participant ID */,"Data collected at the 2, 6 and 12 years of age follow-ups, the split-up event is reported without timing data inducing missing data for preceding ages of the child.
Ex: when split up was declared in the 6-year-old questionnaire with a report of living as a couple in the 2-year-old questionnaire, we put: fam_splitup6 = 1, fam_splitup5 = ., fam_splitup4 = ., fam_splitup3 = ., fam_splitup2 = 0",1,"1, 3, 5, 7, 9, 11, 13"
PELAGIE,pelagie_q2,C676,,,LifeCycle,core,famsize_child,complete,final,,"/* _1 to _3 depending on child age at the 2yo-follow-up */
if c676 ne . then famsize_child2=c676+1;",,1,"1, 2, 3"
PELAGIE,pelagie_q12,"SRA_Q7_1,SRA_Q7_2_A",,,LifeCycle,outcome,asthma_,complete,final,,"if SRA_Q7_1=1 and SRA_Q7_2_A>=13 and SRA_Q7_2_A<14 then asthma_13=1;
else if SRA_Q7_1=0 and age_q12>=13 then asthma_13=0;
else asthma_13=.;",,13,13
PELAGIE,harmonized,HIPCIRCMES_0,,,LifeCycle,outcome,hipcircmes_,complete,final,,hipcircmes_150=0;,,150,150
PELAGIE,harmonized,DIETASS_PGN,,,LifeCycle,core,dietass_pgn,complete,final,,dietass_pgn=1;,,,
PELAGIE,harmonized,ATT_INSTR_6,,,ATHLETE,outcome_ath,att_instr_,partial,final,,att_instr_6=62;,"Test=R-CPT90. 3 target items were excluded (1, 2 , 12) because of technical errors, resulting in 177 targets and 20 non-targets items",6,6
PELAGIE,harmonized,LAN_EVAL_6,,,LifeCycle,outcome,lan_eval_,complete,final,,lan_eval_6=3;,,6,6
PELAGIE,pelagie_q0,V122,,,LifeCycle,core,fruit_pgn,complete,final,,"/* Fruits et jus de fruits */
if v122=. then fruits=.;
else if v122=0 then fruits=0.5;
else if v122=1 then fruits=3;
else if v122=2 then fruits=10;
else if v122=3 then fruits=20;
else if v122=4 then fruits=30;
/* fruit_pgn = Fruits during pregnancy 
--> we included ""Fruits et natural (fresh) juice (v122)"" */
fruit_pgn=fruits/30;",,,
PELAGIE,BDD_phtalates_phenols,SGURINEF,,,ATHLETE,chemicals_ath,m_mchp_lod_t,complete,final,,BDD_phtalates_phenols$m_mchp_lod_t1[BDD_phtalates_phenols$SGurineF<=10]<-0.20,,1,1
PELAGIE,harmonized,ARMCIRCMES_0,,,LifeCycle,outcome,armcircmes_,complete,final,,armcircmes_150=0;,,150,150
PELAGIE,pelagie_q0,"V123,V124",,,LifeCycle,core,veg_pgn,partial,final,Partial harmonization because it includes potatoes,"/* Legumes cuits et soupes */
if v123=. then legumes_cuits=.;
else if v123=0 then legumes_cuits=0.5;
else if v123=1 then legumes_cuits=3;
else if v123=2 then legumes_cuits=10;
else if v123=3 then legumes_cuits=20;
else if v123=4 then legumes_cuits=30;
/* Crudités et salades */
if v124=. then crudite_salade=.;
else if v124=0 then crudite_salade=0.5;
else if v124=1 then crudite_salade=3;
else if v124=2 then crudite_salade=10;
else if v124=3 then crudite_salade=20;
else if v124=4 then crudite_salade=30;
veg_pgn=sum(legumes_cuits,crudite_salade)/30;",Partial harmonization because it includes potatoes,,
PELAGIE,pelagie_q2,AGE_Q2ANS,,,LifeCycle,core,outdoorpage_psc,complete,final,,outdoorpage_psc=age_q2ans/12;,,,
PELAGIE,pelagie_q0,"V111,V112,V113,V114",,,LifeCycle,core,dairy_pgn,complete,final,,"/* fromage mou */
if v111=. then fromage_mou=.;
else if v111=0 then fromage_mou=0.5;
else if v111=1 then fromage_mou=3;
else if v111=2 then fromage_mou=10;
else if v111=3 then fromage_mou=20;
else if v111=4 then fromage_mou=30;
/* fromage pressé */
if v112=. then fromage_dur=.;
else if v112=0 then fromage_dur=0.5;
else if v112=1 then fromage_dur=3;
else if v112=2 then fromage_dur=10;
else if v112=3 then fromage_dur=20;
else if v112=4 then fromage_dur=30;
/* Produits laitiers écrémés et demi-écrémés */
if v113=. then pdt_lait_ecrem=.;
else if v113=0 then pdt_lait_ecrem=0.5;
else if v113=1 then pdt_lait_ecrem=3;
else if v113=2 then pdt_lait_ecrem=10;
else if v113=3 then pdt_lait_ecrem=20;
else if v113=4 then pdt_lait_ecrem=30;
/* Produits laitiers entiers */
if v114=. then pdt_lait_entier=.;
else if v114=0 then pdt_lait_entier=0.5;
else if v114=1 then pdt_lait_entier=3;
else if v114=2 then pdt_lait_entier=10;
else if v114=3 then pdt_lait_entier=20;
else if v114=4 then pdt_lait_entier=30;

/* dairy_pgn = Milk and milk products during pregnancy
--> we included soft-cheese (v111) + hard-cheese (v112) + skimmed dairy products (v113) + fat dairy products (v114) */
dairy_pgn=sum(fromage_mou,fromage_dur,pdt_lait_ecrem,pdt_lait_entier)/30;",,,
PELAGIE,pelagie_q2,B142,,,LifeCycle,outcome,asthma_,complete,final,ISAAC questionnaire,"if b142=1 then asthma_0=1;
else if b142=0 then asthma_0=0;",ISAAC questionnaire,0,0
PELAGIE,pelagie_q2,B582,,,LifeCycle,core,nffish_psc,complete,final,,"/* poisson blanc*/
if B582=. then poisson_blanc=.;
else if B582=1 then poisson_blanc=0;
else if B582=2 then poisson_blanc=0.5;
else if B582=3 then poisson_blanc=2;
else if B582=4 then poisson_blanc=8;
else if B582=5 then poisson_blanc=20;
else if B582=6 then poisson_blanc=30;
else if B582=7 then poisson_blanc=60;

nffish_psc=poisson_blanc/30;",,,
PELAGIE,pelagie_q6,QE6_D6_2,,,LifeCycle,core,egg_sch,complete,final,,"/* oeufs */
if QE6_d6_2=. then oeufs=.;
else if QE6_d6_2=1 then oeufs=0.5;
else if QE6_d6_2=2 then oeufs=2;
else if QE6_d6_2=3 then oeufs=8;
else if QE6_d6_2=4 then oeufs=20;
else if QE6_d6_2=5 then oeufs=30;

egg_sch=oeufs/30;",,,
PELAGIE,pelagie_q2,"B578,B579,B580",,,LifeCycle,core,meat_psc,complete,final,,"/* volaille ou jambon */
if B578=. then volaille=.;
else if B578=1 then volaille=0;
else if B578=2 then volaille=0.5;
else if B578=3 then volaille=2;
else if B578=4 then volaille=8;
else if B578=5 then volaille=20;
else if B578=6 then volaille=30;
else if B578=7 then volaille=60;
 /* viande*/
if B579=. then viande=.;
else if B579=1 then viande=0;
else if B579=2 then viande=0.5;
else if B579=3 then viande=2;
else if B579=4 then viande=8;
else if B579=5 then viande=20;
else if B579=6 then viande=30;
else if B579=7 then viande=60;
 /* charcuterie*/
if B580=. then charcut=.;
else if B580=1 then charcut=0;
else if B580=2 then charcut=0.5;
else if B580=3 then charcut=2;
else if B580=4 then charcut=8;
else if B580=5 then charcut=20;
else if B580=6 then charcut=30;
else if B580=7 then charcut=60;
meat_psc=sum(volaille,viande,charcut)/30;",,,
PELAGIE,pelagie_q0,V113,,,LifeCycle,core,lfdairy_pgn,complete,final,,"/* Produits laitiers écrémés et demi-écrémés */
if v113=. then pdt_lait_ecrem=.;
else if v113=0 then pdt_lait_ecrem=0.5;
else if v113=1 then pdt_lait_ecrem=3;
else if v113=2 then pdt_lait_ecrem=10;
else if v113=3 then pdt_lait_ecrem=20;
else if v113=4 then pdt_lait_ecrem=30;
/* lfdairy_pgn = Low fat dairy during pregnancy 
--> we included low fat dairy (v113) */
lfdairy_pgn=pdt_lait_ecrem/30;",,,
PELAGIE,pelagie_q2,"B576,B577",,,LifeCycle,core,veg_psc,complete,final,,"/* legumes cuits */
if B576=. then legume_cuit=.;
else if B576=1 then legume_cuit=0;
else if B576=2 then legume_cuit=0.5;
else if B576=3 then legume_cuit=2;
else if B576=4 then legume_cuit=8;
else if B576=5 then legume_cuit=20;
else if B576=6 then legume_cuit=30;
else if B576=7 then legume_cuit=60;
 /* crudités, salades */
if B577=. then crudite=.;
else if B577=1 then crudite=0;
else if B577=2 then crudite=0.5;
else if B577=3 then crudite=2;
else if B577=4 then crudite=8;
else if B577=5 then crudite=20;
else if B577=6 then crudite=30;
else if B577=7 then crudite=60;
veg_psc=sum(legume_cuit,crudite)/30;",,,
PELAGIE,pelagie_q0,"V118,V119,V120,V121",,,LifeCycle,core,fish_pgn,complete,final,,"/* Poissons de mer */
if v118=. then poissons=.;
else if v118=0 then poissons=0.5;
else if v118=1 then poissons=3;
else if v118=2 then poissons=10;
else if v118=3 then poissons=20;
else if v118=4 then poissons=30;
/* Coquillages */
if v119=. then coquillages=.;
else if v119=0 then coquillages=0.5;
else if v119=1 then coquillages=3;
else if v119=2 then coquillages=10;
else if v119=3 then coquillages=20;
else if v119=4 then coquillages=30;
/* Gros crustacés */
if v120=. then gros_crustac=.;
else if v120=0 then gros_crustac=0.5;
else if v120=1 then gros_crustac=3;
else if v120=2 then gros_crustac=10;
else if v120=3 then gros_crustac=20;
else if v120=4 then gros_crustac=30;
/* Petits crustacés */
if v121=. then petit_crustac=.;
else if v121=0 then petit_crustac=0.5;
else if v121=1 then petit_crustac=3;
else if v121=2 then petit_crustac=10;
else if v121=3 then petit_crustac=20;
else if v121=4 then petit_crustac=30;

/* fish_pgn = Fish and fish products during pregnancy
--> we included fish (v118), seashells (v119), small crustaceans (v120), big crustaceans (v121) */ 
fish_pgn=sum(poissons, coquillages, gros_crustac,petit_crustac)/30;",,,
PELAGIE,BDD_phtalates_phenols,"BPA,SGURINEF",,,ATHLETE,chemicals_ath,m_bpa_raw_t,complete,final,,BDD_phtalates_phenols$m_bpa_raw_t2[BDD_phtalates_phenols$SGurineF>10]<-BDD_phtalates_phenols$BPA,,2,2
PELAGIE,harmonized,AGGR_PRO_13,,,ATHLETE,outcome_ath,aggr_pc_,complete,final,,"SDQ12$aggr_pc_13<-xtile(SDQ12$aggr_pro_13, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children,13,13
PELAGIE,pelagie_q0,"V116,V117",,,LifeCycle,core,meat_pgn,complete,final,,"/* Viande et charcuterie */
if v116=. then viande_charcut=.;
else if v116=0 then viande_charcut=0.5;
else if v116=1 then viande_charcut=3;
else if v116=2 then viande_charcut=10;
else if v116=3 then viande_charcut=20;
else if v116=4 then viande_charcut=30;
/* Abats */
if v117=. then abats=.;
else if v117=0 then abats=0.5;
else if v117=1 then abats=3;
else if v117=2 then abats=10;
else if v117=3 then abats=20;
else if v117=4 then abats=30;

/* meat_pgn = Meat and meat products during pregnancy
--> we included meat and processed meat (v116) + offals (v117) */
meat_pgn=sum(viande_charcut,abats)/30;",,,
PELAGIE,pelagie_q0,V125,,,LifeCycle,core,pulses_pgn,partial,final,Partial harmonization because it includes legumes only (no nuts),"/* Legumes sec et legumineuse */
if v125=. then legumineuse=.;
else if v125=0 then legumineuse=0.5;
else if v125=1 then legumineuse=3;
else if v125=2 then legumineuse=10;
else if v125=3 then legumineuse=20;
else if v125=4 then legumineuse=30;

/* pulses_pgn =	Legumes, nuts and their products  during pregnancy
--> we included legumes only (v125) */
pulses_pgn=legumineuse/30;",Partial harmonization because it includes legumes only (no nuts),,
PELAGIE,pelagie_q0,V115,,,LifeCycle,core,egg_pgn,complete,final,,"/* Oeufs */
if v115=. then oeufs=.;
else if v115=0 then oeufs=0.5;
else if v115=1 then oeufs=3;
else if v115=2 then oeufs=10;
else if v115=3 then oeufs=20;
else if v115=4 then oeufs=30;

/* egg_pgn = Egg and egg products  during pregnancy
--> we included egg (v115) */
egg_pgn=oeufs/30;",,,
PELAGIE,pelagie_q0,SGINCLUSIONF,,,LifeCycle,core,dietga_pgn,complete,final,,dietga_pgn=SGinclusionF;,,,
