columnName,label,description,columnType,required,key,tableName,refTable
complication_date_second,Please enter the date of the complication,,date,False,,visits_synostosis,
complication_more_than_2,Have more complications occurred?,,ontology,False,,visits_synostosis,complication_occurence
complication_more_than_2_ft,"Please specify the type, date and number of complications",,text,False,,visits_synostosis,
surgical_additional,Transfusion,,heading,False,,visits_synostosis,
transfusion,Was a transfusion required?,,ontology,False,,visits_synostosis,complication_occurence
transfusion_rate,Transfusion rate in units of transfusion,,string,False,,visits_synostosis,
questionnaire_craniosynostosis,Questionnaires,,heading,False,,visits_synostosis,
ASQ,Ages and Stages Questionnaires (ASQ),"For children aged 2 months - 5.5 years, please enter the score for each subscale below",heading,False,,visits_synostosis,
ASQ_communication,Communication,,int,False,,visits_synostosis,
ASQ_gross_motor,Gross Motor,,int,False,,visits_synostosis,
ASQ_fine_motor,Fine Motor,,int,False,,visits_synostosis,
ASQ_problem_solving,Problem Solving,,int,False,,visits_synostosis,
ASQ_personal_social,Personal-Social,,int,False,,visits_synostosis,
ASQ_score,ASQ: please enter sum score,,int,False,,visits_synostosis,
ASQ_which_parent,Please select which parent filled in the ASQ,,ontology_array,False,,visits_synostosis,asq_which_parent
SDQ,Strengths and Difficulties Questionnaire (SDQ),,heading,False,,visits_synostosis,
SDQ_PARENT,SDQ for parents,,heading,False,,visits_synostosis,
SDQ_which_parent,Please select which parent filled in the SDQ,,ontology_array,False,,visits_synostosis,sdq_which_parent
SDQ_P_emotion,1) Emotional symptoms,,int,False,,visits_synostosis,
SDQ_P_conduct,2) Conduct problems,,int,False,,visits_synostosis,
SDQ_P_attention,3) Hyperactivity/inattention,,int,False,,visits_synostosis,
SDQ_P_peer,4) Peer relationship problems,,int,False,,visits_synostosis,
SDQ_P_prosocial,5) Prosocial behaviour,this item should not be included in the total score,int,False,,visits_synostosis,
SDQ_parent_score,Please enter parent SDQ score,1) to 4) added together to generate a total difficulties score (based on 20 items),int,False,,visits_synostosis,
SDQ_CHILD,SDQ for children,,heading,False,,visits_synostosis,
SDQ_C_emotion,1) Emotional symptoms,,int,False,,visits_synostosis,
SDQ_C_conduct,2) Conduct problems,,int,False,,visits_synostosis,
SDQ_C_attention,3) Hyperactivity/inattention,,int,False,,visits_synostosis,
SDQ_C_peer,4) Peer relationship problems,,int,False,,visits_synostosis,
SDQ_C_prosocial,5) Prosocial behaviour,this item should not be included in the total score,int,False,,visits_synostosis,
SDQ_child_score,Please enter child SDQ score,1) to 4) added together to generate a total difficulties score (based on 20 items),int,False,,visits_synostosis,
SDQ_TEACHER,SDQ for teachers,,heading,False,,visits_synostosis,
SDQ_T_emotion,1) Emotional symptoms,,int,False,,visits_synostosis,
SDQ_T_conduct,2) Conduct problems,,int,False,,visits_synostosis,
SDQ_T_attention,3) Hyperactivity/inattention,,int,False,,visits_synostosis,
SDQ_T_peer,4) Peer relationship problems,,int,False,,visits_synostosis,
SDQ_T_prosocial,5) Prosocial behaviour,this item should not be included in the total score,int,False,,visits_synostosis,
SDQ_teacher_score,Please enter teacher SDQ score,,int,False,,visits_synostosis,
OXFORD_PROM,Oxford PROM,,heading,False,,visits_synostosis,
O_PROM_P_UNDER_5,Oxford PROM for parents of children under 5 years of age,,heading,False,,visits_synostosis,
O_PROM_P_UNDER_5_Q1,"Please mark on the scale how noticeable you think your child's head shape is to other people","0 = not at all noticeable;  
10 = extremely noticeable",int,False,,visits_synostosis,
O_PROM_P_UNDER_5_Q2,"Please mark on the scale how much your child's head shape bothers you","0 = it doesn't bother me at all;  
10 = it bothers me a lot",int,False,,visits_synostosis,
O_PROM_P_UNDER_5_Q3,"Before your child's surgery how noticeable do you think your child's head shape was to other people","0 = not at all noticeable;  
10 = extremely noticeable",int,False,,visits_synostosis,
O_PROM_P_UNDER_5_Q4,"Before your child's surgery how much did your child's head shape bother you","0 = it did not bother me at all; 
10 = it bothered me a lot",int,False,,visits_synostosis,
O_PROM_P_UNDER_5_Q5,"Do you think your child's operation(s) made a difference to your child's head shape","0 = made it much worse;  
5 = made no difference at all;  
10 = made it much better",int,False,,visits_synostosis,
O_PROM_P_UNDER_5_Q6,"Please mark on the scale how noticeable you think your child's scar is to other people","0 = not at all noticeable;  
10 = extremely noticeable",int,False,,visits_synostosis,
O_PROM_P_UNDER_5_Q7,"Please mark on the scale how much your child's scar bothers you","0 = it doesn't bother me at all;  
10 = it bothers me a lot",int,False,,visits_synostosis,
O_PROM_P_5to16,Oxford PROM for parents of children 5 - 16 years of age,,heading,False,,visits_synostosis,
O_PROM_P_5to16_Q1,"Please mark on the scale how noticeable you think your child's head shape is to other people","0 = not at all noticeable;  
10 = extremely noticeable",int,False,,visits_synostosis,
O_PROM_P_5to16_Q2,"Please mark on the scale how much your child's head shape bothers you","0 = it doesn't bother me at all;  
10 = it bothers me a lot",int,False,,visits_synostosis,
O_PROM_P_5to16_Q3,"Before your child's surgery how noticeable do you think your child's head shape was to other people","0 = not at all noticeable;  
10 = extremely noticeable",int,False,,visits_synostosis,
O_PROM_P_5to16_Q4,"Before your child's surgery how much did your child's head shape bother you","0 = it did not bother me at all;  
10 = it bothered me a lot",int,False,,visits_synostosis,
O_PROM_P_5to16_Q5,"Do you think your child's operation(s) made a difference to your child's head shape","0 = made it much worse;  
5 = made no difference at all;   
10 = made it much better",int,False,,visits_synostosis,
O_PROM_P_5to16_Q6,"Please mark on the scale how noticeable you think your child's scar is to other people","0 = not at all noticeable;  
10 = extremely noticeable",int,False,,visits_synostosis,
O_PROM_P_5to16_Q7,"Please mark on the scale how much your child's scar bothers you","0 = it doesn't bother me at all;  
10 = it bothers me a lot",int,False,,visits_synostosis,
CHILD_PROM,Oxford PROM for children between the age of 7 and 11 years,for children aged 7-11 yearfor children aged 7-11 years,heading,False,,visits_synostosis,
O_PROM_C_Q1,Please mark on the scale how noticeable you think your head shape is to other people,"0 = not at all noticeable;  
10 = extremely noticeable",int,False,,visits_synostosis,
O_PROM_C_Q2,Please mark on the scale how much your head shape bothers you,"0 = it doesn't bother me at all;  
10 = it bothers me a lot",int,False,,visits_synostosis,
O_PROM_C_Q3,"Before your child's surgery how noticeable do you think your appearance is to other people","0 = not at all noticeable;  
10 = extremely noticeable",int,False,,visits_synostosis,
O_PROM_C_Q4,Please mark on the scale how much your appearance bothers you,"0 = it did not bother me at all;  
10 = it bothered me a lot",int,False,,visits_synostosis,
O_PROM_C_Q5,Please mark on the scale how noticeable you think your scar is to other people,"0 = made it much worse;  
5 = made no difference at all;   
10 = made it much better",int,False,,visits_synostosis,
O_PROM_C_Q6,Please mark on the scale how much your scar bothers you,"0 = not at all noticeable;  
10 = extremely noticeable",int,False,,visits_synostosis,
FACEQ,FACE-Q Kids,,heading,False,,visits_synostosis,
FACEQ_section_score1,"Score for section 'How does your head look'",scores range from 9-36,int,False,,visits_synostosis,
FACEQ_section_score2,"Score for section 'How do your forehead and eyebrows look'",scores range from 15-60,int,False,,visits_synostosis,
,Description of the complications as adapted from Shastin et al,CRANIOSYNOSTOSIS WORKSTREAM: Description of complication,,,,complication_description,
id,id,,string,True,1,complication_description,
label,label,,string,True,,complication_description,
,Expertise of health care provider,EXPERTISE of healthcare provider: will be added per participating center,,,,expertise,
id,id,,string,True,1,expertise,
value,value,,string,True,1,expertise,
,Eye(s) affected by strabismus,CRANIOSYNOSTOSIS WORKSTREAM: Eye(s) affected by strabismus,,,,affected_eye_strabismus,
id,id,,string,True,1,affected_eye_strabismus,
label,label,,string,True,,affected_eye_strabismus,
,Genetic variant,Genetic variant  (will be updated),,,,variant,
id,id,,auto_id,True,1,variant,
name,name,hgvs notation for this allele. Format (NM_004006.2:c.4375C>T),string,True,,variant,
gene,gene,COSMIC genes (can be replaced by other list of genes),ref_array,False,,variant,gene
genetype,Type of mutation,,ref_array,False,,variant,genetype
class,Class of variant,Clinical interperation for variant,ref_array,False,,variant,class
,Has a complication occurred?,CRANIOSYNOSTOSIS WORKSTREAM: contains if complicatiosn have occurred (Complications should be reported up to 30 days after surgery.),,,,complication_occurence,
id,id,,string,True,1,complication_occurence,
label,label,,string,True,,complication_occurence,
,Hearing and hearingloss,CRANIOSYNOSTOSIS WORKSTREAM: information on hearing assessment,,,,multisuture_hearing,
id,id,,string,True,1,multisuture_hearing,
label,label,,string,True,,multisuture_hearing,
,Hydrocephalus surgery,CRANIOSYNOSTOSIS WORKSTREAM:  Types of Hydrocephalus surgery,,,,surg_tech_hydrocephalus,
id,id,,string,True,1,surg_tech_hydrocephalus,
label,label,,string,True,,surg_tech_hydrocephalus,
,ICP surgery,CRANIOSYNOSTOSIS WORKSTREAM: Types of ICP surgery,,,,surg_tech_ICP,
id,id,,string,True,1,surg_tech_ICP,
label,label,,string,True,,surg_tech_ICP,
,ICS answers,CLEFT WORKSTREAM: ICS answers,,,,ics_answer,
id,id,,string,True,1,ics_answer,
label,label,,string,True,,ics_answer,
,Intracranial pressure measurement,CRANIOSYNOSTOSIS WORKSTREAM: Was a measurement of ICP performed?,,,,surg_icp_measure,
id,id,,string,True,1,surg_icp_measure,
label,label,,string,True,,surg_icp_measure,
,Main CRANIO disease groups,"Thematic groups for CRANIO, disease groups or WORKSTREAMS",,,,diseasegroup,
id,id,,string,True,1,diseasegroup,
label,label,,string,True,,diseasegroup,
,Malocclusion,CRANIOSYNOSTOSIS WORKSTREAM: Malocclusion grade,,,,multisuture_malocclusion,
id,id,,string,True,1,multisuture_malocclusion,
label,label,,string,True,,multisuture_malocclusion,
,Midface surgery,CRANIOSYNOSTOSIS WORKSTREAM:  Types of Midface surgery,,,,surg_tech_midface,
id,id,,string,True,1,surg_tech_midface,
label,label,,string,True,,surg_tech_midface,
,Nasal Obstruction Nose Scale Answers,CLEFT WORKSTREAM: Nasal Obstruction Nose Scale Answers,,,,nons_answer,
id,id,,string,True,1,nons_answer,
label,label,,string,True,,nons_answer,
,ORPHANET codes,ORPHANET codes,,,,orphanet,
id,Class ID,,string,True,1,orphanet,
label,label,,string,True,1,orphanet,
synonyms,Synonyms,,text,False,,orphanet,
description,Definitions,,text,False,,orphanet,
link,URL,,hyperlink,True,1,orphanet,
parents,Parents,,ref_array,False,,orphanet,orphanet
,Osteosynthesis material surgery,CRANIOSYNOSTOSIS WORKSTREAM:  Types of Osteosynthesis Material surgery,,,,surg_tech_osm,
id,id,,string,True,1,surg_tech_osm,
label,label,,string,True,,surg_tech_osm,
,Patient status,ALL PAITENTS: Patient status (Vital status),,,,vital,
id,id,,string,True,1,vital,
label,Label,,string,True,,vital,
,Peri-operative complications,CLEFT WORKSTREAM: Determines which peri-operative complications are present,,,,complication_cleft,
id,id,,string,True,1,complication_cleft,
label,label,,string,True,,complication_cleft,
,Person who filled in the ASQ form,CRANIOSYNOSTOSIS WORKSTREAM: person who filled in the SDQ form,,,,sdq_which_parent,
id,id,,string,True,1,sdq_which_parent,
label,label,,string,True,,sdq_which_parent,
,Person who filled in the SDQ form,CRANIOSYNOSTOSIS WORKSTREAM: person who filled in the ASQ form,,,,asq_which_parent,
id,id,,string,True,1,asq_which_parent,
label,label,,string,True,,asq_which_parent,
,Persons,"Collection of all persons involved, contactpersons, physicians, ERN specialist",,,,person,
id,ID,,auto_id,True,1,person,
first_name,First name,,string,False,,person,
last_name,Last name,,string,True,,person,
full_name,Full name,,string,False,,person,
department,Department,,string,False,,person,
email,e-Mail,,email,False,,person,
city,City,,string,False,,person,
phone,Phone number,,string,False,,person,
address,Address,,string,False,,person,
zip,Postal code,,string,False,,person,
country,Country,,ontology,True,,person,country
,Presence or absence of OSA,CRANIOSYNOSTOSIS WORKSTREAM: Obstructive sleep apnea,,,,multisuture_osa,
id,id,,string,True,1,multisuture_osa,
label,label,,string,True,,multisuture_osa,
,Presence or absence of papilledema,CRANIOSYNOSTOSIS WORKSTREAM: Presence/absence of papilledema,,,,papilledema,
id,id,,string,True,1,papilledema,
label,label,,string,True,,papilledema,
,Reason for reoperation,CRANIOSYNOSTOSIS WORKSTREAM: Reason for reoperation (according to protocol or because of unwanted outcomes),,,,reason_reoperation,
id,id,,string,True,1,reason_reoperation,
label,label,,string,True,,reason_reoperation,
,"Referral by whom, eg general physician etc (currently not in use)","Referral by whom, eg general physician etc (currently not in use)",,,,refr,
id,id,,string,True,1,refr,
label,label,,string,True,,refr,
,Severity of OSA,CRANIOSYNOSTOSIS WORKSTREAM: Severity of OSA,,,,multisuture_osa_severity,
id,id,,string,True,1,multisuture_osa_severity,
label,label,,string,True,,multisuture_osa_severity,
,Severity of the complication,CRANIOSYNOSTOSIS WORKSTREAM: Severity of the complication  based on the Oxford classification,,,,complication_severity,
id,id,,string,True,1,complication_severity,
label,label,,string,True,,complication_severity,
,Sex at birth,ALL PATIETNS: sex at birth,,,,sex,
id,id,,string,True,1,sex,
value,value,,string,True,1,sex,
,Strabismus,CRANIOSYNOSTOSIS WORKSTREAM:  Strabismus,,,,strabismus,
id,id,,string,True,1,strabismus,
label,label,,string,True,,strabismus,
,Syndromic vs non-syndromic craniosynostosis,CRANIOSYNOSTOSIS WORKSTREAM: differentiates syndromic from non-syndromic craniosynostosis,,,,syndrome,
id,id,,string,True,1,syndrome,
label,label,,string,True,,syndrome,
,"Temporal = subacute, acute, chronic etc. Currently not in use","Temporal = subacute, acute, chronic etc, currently not in use",,,,temporal,
id,id,,string,True,1,temporal,
HPO,HPO,,string,True,,temporal,
description,Description,,text,False,,temporal,
,Test used to assess hearing,CRANIOSYNOSTOSIS WORKSTREAM: Test used for hearing,,,,multisuture_hearing_test,
id,id,,string,True,1,multisuture_hearing_test,
label,label,,string,True,,multisuture_hearing_test,
,The eye affected by amblyopia,CRANIOSYNOSTOSIS WORKSTREAM: The eye affected by amblyopia,,,,affected_eye,
id,id,,string,True,1,affected_eye,
label,label,,string,True,,affected_eye,
,Treatment of OSA,CRANIOSYNOSTOSIS WORKSTREAM: Treatment of OSA,,,,multisut_osa_treatment,
id,id,,string,True,1,multisut_osa_treatment,
label,label,,string,True,,multisut_osa_treatment,
,Treatment of amblyopia,CRANIOSYNOSTOSIS WORKSTREAM: Treatment of amblyopia,,,,amblyopia_treatment,
id,id,,string,True,1,amblyopia_treatment,
label,label,,string,True,,amblyopia_treatment,
,Treatment of strabismus,CRANIOSYNOSTOSIS WORKSTREAM: Treatment of strabismus,,,,strabismus_treatment,
id,id,,string,True,1,strabismus_treatment,
label,label,,string,True,,strabismus_treatment,
,Type of Assisted Reproductive Technique,ALL PATIENTS: type of assisted reproductive technique,,,,type_ART,
id,id,,string,True,1,type_ART,
label,label,,string,True,,type_ART,
,Type of Delivery,ALL PATIENTS: type of delivery,,,,delivery_type,
id,id,,string,True,1,delivery_type,
label,label,,string,True,,delivery_type,
,Type of Hearingloss if present,CRANIOSYNOSTOSIS WORKSTREAM: Type of Hearingloss if present (conductive/sensineuronal/combined),,,,hearingloss_type,
id,id,,string,True,1,hearingloss_type,
label,label,,string,True,,hearingloss_type,
,Type of cleft,CLEFT WORKSTREAM: Type of cleft,,,,typecleft,
id,id,,string,True,1,typecleft,
label,label,,string,True,,typecleft,
,Type of genetic test used to diagnose the patient,"Type of genetic test used to diagnose the patient, currently not in use",,,,type,
id,id,,string,True,1,type,
label,label,,string,True,,type,
,Type of multiple pregnancy,ALL PATIENTS: type of multiple pregnancy,,,,type_pregnancy,
id,id,,string,True,1,type_pregnancy,
label,label,,string,True,,type_pregnancy,
,Type of occlusion,CLEFT WORKSTREAM: Type of occlusion,,,,cleftocclusion,
id,id,,string,True,1,cleftocclusion,
label,label,,string,True,,cleftocclusion,
,Type of pregnancy,"ALL PATIENTS: type of pregnancy (singleton, multiple)",,,,pregnancy,
id,id,,string,True,1,pregnancy,
label,label,,string,True,,pregnancy,
,Type of strabismus,CRANIOSYNOSTOSIS WORKSTREAM:  Type of strabismus,,,,strabismus_type,
id,id,,string,True,1,strabismus_type,
label,label,,string,True,,strabismus_type,
,Type of surgery for cleft lip and palate,CLEFT WORKSTREAM: contains type of surgery for cleft lip and palate,,,,cleft_type_surgery,
id,id,,string,True,1,cleft_type_surgery,
label,label,,string,True,,cleft_type_surgery,
,Type of visit,CLEFT WORKSTREAM: Contains which visit the patient is on,,,,typevisitcleft,
id,id,,string,True,1,typevisitcleft,
label,label,,string,True,,typevisitcleft,
,Vault surgery,CRANIOSYNOSTOSIS WORKSTREAM:  Types of Vault surgery,,,,surg_tech_vault,
id,id,,string,True,1,surg_tech_vault,
label,label,,string,True,,surg_tech_vault,
,Velopharyngeal competence,CLEFT WORKSTREAM: Velopharyngeal competence,,,,vpc,
id,id,,string,True,1,vpc,
label,label,,string,True,,vpc,
,Was growth arrest of the occipitofrontal head circumference present?,CRANIOSYNOSTOSIS WORKSTREAM: Determines the presence or absence of growth arrest of the occiptiofrontal head circumference,,,,growth_arrest,
id,id,,string,True,1,growth_arrest,
label,label,,string,True,,growth_arrest,
,Was the pregnancy medically or pharmacalogically assisted?,ALL PATIENTS: Determines if the pregnancy was assisted,,,,ART_pregnancy,
id,id,,string,True,1,ART_pregnancy,
label,label,,string,True,,ART_pregnancy,
,Which sutures are affected,CRANIOSYNOSTOSIS WORKSTREAM: contains which suture is affected,,,,suture,
id,id,,string,True,1,suture,
label,label,,string,True,,suture,
,Which sutures are affected in case of multisutural craniosynostosis,CRANIOSYNOSTOSIS WORKSTREAM: The affect sutures for patients with multisutural craniosynostosis,,,,which_suture,
id,id,,int,True,1,which_suture,
label,label,,string,True,,which_suture,
,additional_surgery_type,CRANIOSYNOSTOSIS WORKSTREAM: Determines if additional surgery was planned according to protocol or due to unwanted complications,,,,additional_surgery_type,
id,id,,string,True,1,additional_surgery_type,
label,label,,string,True,,additional_surgery_type,
,available,currently not in use,,,,available,
id,id,,string,True,1,available,
label,label,,string,True,,available,
,cause,currently not in use,,,,cause,
id,id,,string,True,1,cause,
label,label,,string,True,,cause,
,class,Genetic mutation class: 1 Benign; 2 Likely Benign; 3 VUS; 4 Likely Pathogenic; 5 Pathogenic currently not in use,,,,class,
id,id,,string,True,1,class,
label,label,,string,True,,class,
,comorbidities,CLEFT WORKSTREAM: Determines which comorbidities are present,,,,comorbidities_cleft,
id,id,,string,True,1,comorbidities_cleft,
label,label,,string,True,,comorbidities_cleft,
,diseasehis,currently not in use,,,,diseasehis,
id,id,,string,True,1,diseasehis,
label,label,,string,True,,diseasehis,
,extra_gene,currently not in use,,,,extra_gene,
id,id,,string,True,1,extra_gene,
genome,Genome Location,,string,False,,extra_gene,
chrband,Chr Band,,string,False,,extra_gene,
tumorGermline,Tumour Types(Somatic),,string,False,,extra_gene,
tumorSomatic,Tumour Types(Germline),,string,False,,extra_gene,
syndrome,Cancer Syndrome,,string,False,,extra_gene,
tissueType,TissueType,,ontology_array,False,,extra_gene,tissueType
,family,currently not in use,,,,family,
id,Family ID,,string,True,1,family,
,fammember,currently not in use,,,,fammember,
id,id,,string,True,1,fammember,
label,label,,string,True,,fammember,
,gene,currently not in use,,,,gene,
id,id,,string,True,1,gene,
name,Gene Name,,string,True,,gene,
extra_gene,Extra gene information COSMIC,,ref,False,,gene,extra_gene
synonyms,Synonyms,,string,False,,gene,
url,Link to NCBI,,hyperlink,False,,gene,
,genetictest,currently not in use,,,,genetictest,
id,id,,string,True,1,genetictest,
label,label,,string,True,,genetictest,
,genetype,currently not in use,,,,genetype,
id,id,,string,True,1,genetype,
label,label,,string,True,,genetype,
,head circumfence measure: inches or cm,CRANIOSYNOSTOSIS WORKSTREAM: If head circumference is entered in inch or cm,,,,head_circumference,
id,id,,string,True,1,head_circumference,
label,label,,string,True,,head_circumference,
,hpo,"HPO classification, currently not in use",,,,hpo,
classid,Class ID,,string,True,1,hpo,
label,Label,,string,True,,hpo,
synonyms,Synonyms,,text,False,,hpo,
description,Definitions,,text,False,,hpo,
treeview,URL to treeview HPO class,,hyperlink,False,,hpo,
parents,Parents,,ref_array,False,,hpo,hpo
,icf,,,,,icf,
classid,classid,,string,True,1,icf,
label,label,,string,True,,icf,
synonyms,synonyms,,string,False,,icf,
,indexstatus,currently not in use,,,,indexstatus,
id,id,,string,True,1,indexstatus,
label,Label,,string,True,,indexstatus,
,individual questions,CLEFT WORKSTREAM: this indicates if individual answers to the ICS are available,,,,individual_available,
id,id,,string,True,1,individual_available,
label,label,,string,True,,individual_available,
,laterality,currently not in use,,,,laterality,
id,id,,string,True,1,laterality,
HPO,HPO,,string,True,,laterality,
decription,Description,,text,False,,laterality,
,material_types,,,,,material_types,
id,id,,string,True,1,material_types,
label,label,,string,True,1,material_types,
description,description,,text,False,,material_types,
,mode,currently not in use,,,,mode,
id,id,,string,True,1,mode,
label,Label,,string,True,,mode,
,onset,,,,,onset,
id,id,,string,True,1,onset,
HPO,HPO,,string,True,,onset,
description,Description,,text,True,,onset,
,organisation,Organisation of a participating ERN CENTER,,,,organisation,
id,ERN number,,auto_id,True,1,organisation,
name,Institution name ERN,,string,True,1,organisation,
acronym,acronym,,string,False,,organisation,
principal_investigators,ERN main contact,,ref_array,False,,organisation,person
contact_person,ERN other contactperson (s),,ref_array,False,,organisation,person
description,Description,,text,False,,organisation,
website,Website ERN,,hyperlink,False,,organisation,
city,City,,string,False,,organisation,
country,Country,,ontology,True,,organisation,country
expertise,Expertise in,,ontology_array,True,,organisation,expertise
,performed (coded as yes/no),performed (coded as yes/no),,,,performed,
id,id,,string,True,1,performed,
label,label,,string,True,,performed,
,photo,"CRANIOSYNOSTOSIS WORKSTREAM: Photoscore ranging from 0-2, encoded as mref",,,,photo,
id,id,,string,True,1,photo,
score,score,,string,True,,photo,
,progression,currently not in use,,,,progression,
id,id,,string,True,1,progression,
HPO,HPO,,string,True,,progression,
,recall,currently not in use,,,,recall,
id,id,,string,True,1,recall,
label,Label,,string,True,,recall,
,relative,"Relatives of patient, currently not in use",,,,relative,
id,id,,string,True,1,relative,
label,label,,string,True,,relative,
,severe (not currently in use),"severe, currently not in use",,,,severe,
id,id,,string,True,1,severe,
HPO,HPO,,string,True,,severe,
description,Description,,text,False,,severe,
,subject,ALL PATIENTS:  Contains all information that was filled in for patients within the CDE section of the registry and the link to the workstream-specific visits,,,,subject,
EU1,1. Pseudonym ,,heading,False,,subject,
id,Person ID using EUPID,"Please specify patient's European patient identifier (EUPID)",string,True,1,subject,
famid,"Other ID's of interest to ERN",Is there a local patient pseudonym?,string,False,,subject,
EU2,2. Personal information ,,heading,False,,subject,
datebirth,Date of birth,Date of birth as YYYY-MM-DD,auto_id,True,,subject,
sex,Sex at birth,,ontology,True,,subject,sex
country,Country of residence,,ref,True,,subject,country
EU3,3. Patient Status ,,heading,False,,subject,
vital,"Patient's status",,ontology,False,,subject,vital
death,Date of death,,date,False,,subject,
EU4,4. Care pathway ,,heading,False,,subject,
entrydate,Date of first contact with specialised centre,Date of first contact with the expertise center as YYYY-MM-DD,auto_id,False,,subject,
HCP,Health care provider,Who is the current health care provider?,ontology_array,False,,subject,organisation
EU5,5. Disease history,,heading,False,,subject,
agetatonset,Age at which symptoms appeared,,ontology,False,,subject,agediagnosis
agediagnosis,Age at diagnosis,,ontology,False,,subject,agediagnosis
agediagnosisdate,Please enter date,,date,False,,subject,
EU6,6. Diagnosis ,The diagnosis section will be updated,heading,False,,subject,
orphanet,Diagnosis,Please specify the diagnosis according to the orphanet classification,ref_array,False,,subject,orphanet
genetic_diagnosis_avail,Is a genetic diagnosis available?,Genetic section will be updated,ontology,False,,subject,genetic_diagnosis_avail
variant,Genetic diagnosis ,(to be updated) www.hgvs.org;,ref_array,False,,subject,variant
EU7,7. Research,Consent and research will be updated,heading,False,,subject,
researchcontact,Agreement to be contacted for research purposes,Was informed consent signed for contacting for research purposes?,bool,False,,subject,
reuse,Consent to the reuse of data,Was informed consent signed for reusing data for research purposes?,bool,False,,subject,
biosample,Biological sample available,,bool,False,,subject,
consent_biosample,Consent to the reuse biological sample available,Was informed consent signed for reusing biological samples for research purposes?,bool,False,,subject,
biobank,Link to a biobank?*,Consent and research will be updated,ref,False,,subject,biobank
diseasegroup,ERN workstream,,ontology,True,,subject,diseasegroup
visits_synostosis,Craniosynostosis Workstream,,ref_array,False,,subject,visits_synostosis
visits_cleft,Cleft Workstream,,ref_array,False,,subject,visits_cleft
,tissueType,"Type of tissue available, currently not in use",,,,tissueType,
id,id,,string,True,1,tissueType,
label,label,,string,True,,tissueType,
,visit type,CRANIOSYNOSTOSIS WORKSTREAM: Contains which visit the patient is on,,,,typeVisit,
id,id,,string,True,1,typeVisit,
label,label,,string,True,,typeVisit,
