id,Country,Biobank,Name,Acronym,Description,Network,Combined Network,Collection Type,Data Categories,Order of Magnitude,Size,TimeStamp,Number of Donors,Order of Magnitude Donors,Also Known In,Parent Collection,Categories,Head of Collection,Latitude,Longitude,Contact Person,Sex,Diagnosis Available,Age Low,Age High,Age Unit,Body Part Examined,Imaging Modality,Image Dataset Type,Materials,Storage Temperatures,Sample Access Fee,Sample Access Joint Project,Sample Access Description,Sample Access URI,Data Access Fee,Data Access Joint Project,Data Access Description,Data Access URI,Image Access Feee,Image Access Joint Project,Image Access Description,Image Access URI,Commercial Collaboration,Non Profit Collaboration,Data Use,Available for Commercial Use,Sample Processing PD or SOP,Sample Transport PD or SOP,Sample Storage PD or SOP,Data Processing PD or SOP,Data Transport PD or SOP,Data Storage PD or SOP,Combined Quality Info,URL,Biobank Label,National Node
bbmri-eric:ID:IT_160862990617292:collection:1208fe41fc36484,IT,bbmri-eric:ID:IT_160862990617292,BANCA BIOLOGICA MESOTELIOMA MALIGNO,ALESSANDRIA BIOBANK,"Since 1989, the Malignant Mesothelioma (MM) Biological Bank of the NHS Corporate Hospital SS. Antonio e Biagio of Alessandria has collected and preserved biological samples of patients suffering from Malignant Mesothelioma of the pleura. . This peculiarity is due to the high incidence of MM in the Piedmont area of Alessandria-Casale Monferrato, mainly due to the presence until the 80s of the Eternit factory that produced manufactured goods in asbestos cement in the area of Casale Monferrato. .",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,DISEASE_SPECIFIC,BIOLOGICAL_SAMPLES,4,35800,2021-04-08 15:14:42.0,,,,,,bbmri-eric:contactID:IT_1613746797485201,44.9153893,8.6203714,bbmri-eric:contactID:IT_1613746797485201,UNDIFFERENTIAL,,23,,YEAR,,,,"PLASMA,SERUM,WHOLE_BLOOD,TISSUE_FROZEN",temperature-60to-85,false,true,,,false,true,,,false,false,,,true,true,,false,true,true,true,false,false,false,,,CENTRO RACCOLTA MATERIALE BIOLOGICO (CRMB),IT
bbmri-eric:ID:IT_160862990617292:collection:46ccc717e6db440,IT,bbmri-eric:ID:IT_160862990617292,carcinoma mammella,carcimamm,"The primary goal of the project is the creation and the sustainable development of a breast cancer biobank of biological samples and a clinical and therapeutic registry allowing to evaluate both management and treament of patients.
The registry represents a useful database to identify specific cohorts to set up follow-up studies, monitor peculiar aspects of the pathology, hospitalizations and mortality rates.
Further objectives are the integration of the biological material with additional information on the pathology and ensuring high quality management of collected samples to improve diagnosis, care and treatment.",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,DISEASE_SPECIFIC,MEDICAL_RECORDS,2,85,2022-03-10 08:45:58.0,85,2,,,,bbmri-eric:contactID:IT_1613746797485201,,,bbmri-eric:contactID:IT_1613746797485201,UNDIFFERENTIAL,,,,,,,,TISSUE_FROZEN,temperature-60to-85,false,true,,,false,true,,,false,false,,,true,true,,false,true,true,true,true,true,true,,,CENTRO RACCOLTA MATERIALE BIOLOGICO (CRMB),IT
bbmri-eric:ID:IT_1610556003408133:collection:073d8dbbfd1b4c3,IT,bbmri-eric:ID:IT_1610556003408133,Banca tessuti in paraffina,BNEO ffpe,Collection of annotated formalin-fixed-paraffine-embedded surgical tissues from oncological patients,"bbmri-eric:networkID:IT_474ed7c85cd74ce,bbmri-eric:networkID:IT_68e869d490ef443","bbmri-eric:networkID:IT_474ed7c85cd74ce,bbmri-eric:networkID:IT_68e869d490ef443",HOSPITAL,BIOLOGICAL_SAMPLES,4,1949,2022-01-24 14:45:55.0,1949,4,,,,bbmri-eric:contactID:IT_174d52c1873b476,,,bbmri-eric:contactID:IT_174d52c1873b476,"MALE,FEMALE",,,,,,,,TISSUE_PARAFFIN_EMBEDDED,temperatureRoom,false,true,,,false,true,,,false,false,,,false,false,DUO_0000007,false,false,false,false,false,false,false,,,Biobanca di ricerca AUSL - IRCCS di Reggio Emilia,IT
bbmri-eric:ID:IT_1610556003408133:collection:1adfa55c9b21455,IT,bbmri-eric:ID:IT_1610556003408133,BNEO fresh frozen,BNEO ff,Collection of fresh-frozen tissues and peripheral blood derivatives from oncological patients,"bbmri-eric:networkID:IT_474ed7c85cd74ce,bbmri-eric:networkID:IT_68e869d490ef443","bbmri-eric:networkID:IT_474ed7c85cd74ce,bbmri-eric:networkID:IT_68e869d490ef443",HOSPITAL,BIOLOGICAL_SAMPLES,3,1296,2022-01-24 15:02:35.0,1296,3,,,,bbmri-eric:contactID:IT_174d52c1873b476,,,bbmri-eric:contactID:IT_174d52c1873b476,"MALE,FEMALE",,,,,,,,"PLASMA,TISSUE_FROZEN,PERIPHERAL_BLOOD_CELLS","temperature-60to-85,temperatureLN",false,false,,,false,false,,,false,false,,,false,false,,false,false,false,false,false,false,false,,,Biobanca di ricerca AUSL - IRCCS di Reggio Emilia,IT
bbmri-eric:ID:IT_161193869607896:collection:0e0d5d3d75c6474,IT,bbmri-eric:ID:IT_161193869607896,ISENET BIOBANKING S.r.L.,ISENET BBKG,"Collection of human and murine stem cell lines including neural stem cells (NSCs), embryonic stem cells (ESCs) and induced pluripotent stem cells (iPSCs).",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,"SAMPLE,RD",BIOLOGICAL_SAMPLES,1,15,2021-06-21 09:59:43.0,,,,,,bbmri-eric:contactID:IT_appierto,45.4491116,9.2548284,bbmri-eric:contactID:IT_1c3c201c17f5425,"MALE,FEMALE",,,,,,,,CELL_LINES,temperatureLN,true,true,"To request specific cell lines use the ""contact us"" button in the ISENET Biobanking  web site (https://www.isenetbiobanking.com/contact-us) or send an email at it-isenetbiobanking@airliquide.com.",https://www.isenetbiobanking.com/stem-cells-catalogue/,true,false,"Cell line genomic data in terms of copy number variation (CNV) or Karyotype data are available . 
To request specific cell line genomic data use the ""contact us"" button in the ISENET web site (https://www.isenetbiobanking.com/contact-us) or send an email at it-isenetbiobanking@airliquide.com.",,false,false,,,true,true,,true,true,true,true,true,true,true,,,ISENET BIOBANKING,IT
bbmri-eric:ID:NL_AAAACW5FCXM3MZSUAVNCZ2AAAE:collection:imaging_generationr_abdomen,NL,bbmri-eric:ID:NL_AAAACXPKEJXLSACQK2ME25QAAE,Abdomen,,,,,"COHORT,IMAGE",IMAGING_DATA,1,,,,,,bbmri-eric:ID:NL_AAAACW5FCXM3MZSUAVNCZ2AAAE:collection:imaging_generationr,,,,,bbmri-eric:contactID:NL_AAAACWPP476TYZSUAVNCZ2AAAE,,,,,,T-D4000,MR,,,,,,,,,,,,,,,,,,,true,,,,,,,,,Generation R Biobank,NL
bbmri-eric:ID:IT_1611942116226242:collection:1a00d6d6b2a04e7,IT,bbmri-eric:ID:IT_1611942116226242,UPO COVID-19,UPO COVID-19,"This collection includes samples from normal subjects, COVID-19 and recovered COVID-19 patients.","bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:IT_68e869d490ef443","DISEASE_SPECIFIC,LONGITUDINAL,PROSPECTIVE_COLLECTION","BLOOD,SURVEY_DATA",2,276,2021-05-21 16:06:00.0,,,,,,bbmri-eric:contactID:IT_5d1a38d6b3de44e,,,bbmri-eric:contactID:IT_5d1a38d6b3de44e,"MALE,FEMALE",,,,,,,,"PLASMA,SALIVA,SERUM,WHOLE_BLOOD,BUFFY_COAT,PERIPHERAL_BLOOD_CELLS","temperature-60to-85,temperatureLN",false,true,"The Applicant should fill out the UPO Biobank Access Application Form (download from https://www.uniupo.it/upobiobank), that must be signed from the Project Principal Investigator and sent to the UPO Biobank e-mail address (biobanca@med.uniupo.it). TSC will assess the application (1 month to review and respond). The Research Project should  be approved also by the Ethics Committee, accordingly to the current legislation (mandatory).. After the approval of the project by the TSC and the Ethics Committee, outer UPO applicants should sign out the MTA/DTA, (download from https://www.uniupo.it/upobiobank) and send it to biobanca@med.uniupo.it.. Only for approved request, samples will be transferred from UPO Biobank to the Principal Investigator/Receiving Institution as settled out in the Material Request Form and/or in the Annex 1 of the MTA/DTA..",,false,true,"The Applicant should fill out the UPO Biobank Access Application Form (download from https://www.uniupo.it/upobiobank), that must be signed from the Project Principal Investigator and sent to the UPO Biobank e-mail address (biobanca@med.uniupo.it). TSC will assess the application (1 month to review and respond). The Research Project should  be approved also by the Ethics Committee, accordingly to the current legislation (mandatory).. After the approval of the project by the TSC and the Ethics Committee, outer UPO applicants should sign out the MTA/DTA, (download from https://www.uniupo.it/upobiobank) and send it to biobanca@med.uniupo.it.. Only for approved request, data will be transferred from UPO Biobank to the Principal Investigator/Receiving Institution as settled out in the Material Request Form and/or in the Annex 1 of the MTA/DTA.",,false,false,,,true,true,,false,true,false,true,true,true,true,,,UPO Biobank,IT
bbmri-eric:ID:IT_1611958555932851:collection:123e9e0afa7a4c2,IT,bbmri-eric:ID:IT_1611958555932851,Biobanca Tumorale Tessuti IRST,BTT IRST,"Cancer Tissue Biobank of IRST IRCCS collects frozen tissue samples with consent from cancer patients (prevalently colorectal cancer), along with clinical and biological data. For each tumor sample is available normal tissue adjacent to the tumor. All samples are stored in vapor nitrogen at -196°C.",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,"DISEASE_SPECIFIC,SAMPLE,LONGITUDINAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",3,1,2022-02-03 10:40:48.0,509,2,,,,bbmri-eric:contactID:IT_0a9141ffe3044e2,,,bbmri-eric:contactID:IT_0a9141ffe3044e2,"MALE,FEMALE",,22,93,YEAR,,,,TISSUE_FROZEN,temperatureLN,false,true,"The biological materials stored at the CRB are provided to internal researchers as well as to external researchers of non-profit institutions, whose projects have been approved by the Medical Scientific Committee and the Ethics Committee of IRST IRCCS.",,false,true,,,false,true,,,true,true,DUO_0000021,false,true,true,true,true,true,true,,,Centro Risorse Biologiche IRST,IT
bbmri-eric:ID:IT_1617288158446137:collection:1617288158727765,IT,bbmri-eric:ID:IT_1617288158446137,PREDI-CO,UNIBO COVID-19 PREDI-CO,Historical cohort of in patients and outpatients infected with SARS CoV-2 in the first wave: To analyze the microbiome profile in order to assess relationship with the severity of the infection and response to therapeutic treatment To evaluate relationship between host genetics and infection severity To develop of a standardized protocol for data extraction of determinants of COVID-19 disease presentation and progression To assess predictors of COVID-19 disease presentation and progression.,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:IT_68e869d490ef443","COHORT,DISEASE_SPECIFIC,HOSPITAL,SAMPLE","ANTIBODIES,BIOLOGICAL_SAMPLES,BLOOD,CLINICAL_SYMPTOMS,MEDICAL_RECORDS,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,GENEALOGICAL_RECORDS,CT",3,980,2021-05-21 16:06:00.0,,,,,covid19,bbmri-eric:contactID:IT_viale,,,bbmri-eric:contactID:IT_1617288159009938,"MALE,FEMALE",urn:miriam:icd:U07.1,0,0,YEAR,,,,"FECES,WHOLE_BLOOD,DNA",temperature-60to-85,false,true,"The project will use a federated architecture based on three layers: National Data Providers, National Hubs and UNIBO Portal.",,false,true,"The project will use a federated architecture based on three layers: National Data Providers, National Hubs and UNIBO Portal.",,false,false,,,false,false,,false,true,true,true,true,true,true,,,PREDI-CO,IT
bbmri-eric:ID:IT_89cf68fdf2a4497:collection:3d229895dd9d42b,IT,bbmri-eric:ID:IT_89cf68fdf2a4497,BioBIM - Sindrome di Down,BioBIM_Down,"The collection is dedicated to the storage of biological samples from subjects diagnosed with Down syndrome and followed over the years at the IRCCS San Raffaele Roma pediatric division dedicated to the clinical care of developmental disabilities. Samples are collected from subjects with Down Syndrome both in childhood and in adulthood (average age: 7 years), with geographical origin mainly referable to the center-south of Italy (95%). Triplet samples are also available. For each subject, information on family and clinical history, cytogenetic analysis, congenital or acquired co-morbidities, functional parameter, biochemistry, gait analysis, or radiological imaging are available.",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",3,1000,2022-02-14 20:50:45.0,500,2,,bbmri-eric:ID:IT_89cf68fdf2a4497:collection:f759e5f5dd75444,paediatric_included,bbmri-eric:contactID:IT_186197ac66c74ce,41.8952348,12.4062411,bbmri-eric:contactID:IT_186197ac66c74ce,"MALE,FEMALE",urn:miriam:icd:Q90,1,50,YEAR,,,,"PLASMA,SERUM,PERIPHERAL_BLOOD_CELLS,WHOLE_BLOOD,OTHER","temperature-60to-85,temperatureLN",false,true,,,false,true,,,false,false,,,true,true,,false,true,true,true,true,true,true,,,Biobanca Interistituzionale Multidisciplinare,IT
bbmri-eric:ID:IT_89cf68fdf2a4497:collection:4774b10687b0427,IT,bbmri-eric:ID:IT_89cf68fdf2a4497,BioBIM - Patologie Neurologiche,BioBIM_Neuro,"The collection is dedicated to the storage of biological samples from patients with neuro-degenerative and neuromuscular diseases. In particular, the collection includes patients with Parkinson's disease or Parkinsonism, Alzheimer's disease, stroke and neuropsychiatric pathologies. All patients are classified on the basis of symptomatology (motor and/or neuropsychiatric). The picture is completed by a detailed medical history of other cardiovascular, autoimmune or inflammatory diseases and the availability of routine instrumental (MRI, CT) and blood chemistry tests. Data are available on family history, year of disease onset, memory disorders, depressive state, anxiety, disorientation, irritability, walking deficit, evaluation scales and concurrent therapy at time of collection.",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,IMAGING_DATA,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",3,2000,2021-06-09 15:47:03.0,1000,3,,,,bbmri-eric:contactID:IT_186197ac66c74ce,41.8952348,12.4062411,bbmri-eric:contactID:IT_186197ac66c74ce,"MALE,FEMALE",,,,YEAR,,,,"PLASMA,SERUM,URINE,PERIPHERAL_BLOOD_CELLS,WHOLE_BLOOD","temperature-60to-85,temperatureLN",false,true,,,false,true,,,false,true,,,true,true,,false,true,true,true,true,true,true,,,Biobanca Interistituzionale Multidisciplinare,IT
bbmri-eric:ID:IT_89cf68fdf2a4497:collection:9c314a5e7afa448,IT,bbmri-eric:ID:IT_89cf68fdf2a4497,BioBIM - Popolazione di controllo,BioBIM_Controllo,"The collection is dedicated to the storage of biological samples from apparently healthy individuals to be used in the constitution of control groups. Clinical-anamnestic, anthropometric and lifestyle information as well as basic biochemical information is available for each subject.",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,OTHER,"BIOLOGICAL_SAMPLES,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",3,6000,2021-06-09 06:18:43.0,6000,3,,,,bbmri-eric:contactID:IT_186197ac66c74ce,41.8952348,12.4062411,bbmri-eric:contactID:IT_186197ac66c74ce,"MALE,FEMALE",,,,YEAR,,,,"PLASMA,SERUM,PERIPHERAL_BLOOD_CELLS,WHOLE_BLOOD","temperature-60to-85,temperatureLN",false,true,,,false,true,,,false,false,,,true,true,,false,true,true,true,true,true,true,,,Biobanca Interistituzionale Multidisciplinare,IT
bbmri-eric:ID:IT_89cf68fdf2a4497:collection:b437463eede2418,IT,bbmri-eric:ID:IT_89cf68fdf2a4497,BioBIM - Patologie Cardiovascolari,BioBIM_Cardio,"The collection is dedicated to the storage of biological samples from patients with chronic or post-acute heart disease. In particular, the collection includes over 1000 cases, of which about 800 with a diagnosis of heart failure have been prospectively followed during specific cardiological rehabilitation. The collection also includes biological samples from patients with myocardial infarction or rhythm disorders. Finally, samples obtained from patients with cardiovascular risk factors in the absence of overt disease are available. Among these, the highest percentage (over 1000 cases) is represented by patients with diabetes or pre-diabetes. The associated clinical database includes clinical, biohumoral and diagnostic imaging data, as well as dynamic information on ongoing treatment changes, major adverse cardiac events, re-hospitalization rate and mortality.",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,IMAGING_DATA,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",3,3000,2021-06-09 15:47:58.0,3000,3,,,,bbmri-eric:contactID:IT_186197ac66c74ce,41.8952348,12.4062411,bbmri-eric:contactID:IT_186197ac66c74ce,"MALE,FEMALE",,,,YEAR,,,,"PLASMA,SERUM,URINE,PERIPHERAL_BLOOD_CELLS,WHOLE_BLOOD","temperature-60to-85,temperatureLN",false,true,,,false,true,,,false,true,,,true,true,,false,true,true,true,true,true,true,,,Biobanca Interistituzionale Multidisciplinare,IT
bbmri-eric:ID:IT_89cf68fdf2a4497:collection:e1707266e6974ed,IT,bbmri-eric:ID:IT_89cf68fdf2a4497,BioBIM - Patologie Oncologiche,BioBIM_Cancer,"The collection is dedicated to the storage of biological samples from patients with solid cancer mainly of the gastrointestinal tract, breast and lung. Samples are obtained at the time of diagnosis of primary or relapsing tumor (prior to the start of any treatment) and patients are followed prospectively at external recruitment centers. Samples are also available from patients undergoing palliative treatment at the hospice care centre of the San Raffaele Cassino.
The associated clinical database includes in-depth data on lifestyle, behavioral and socio-demographic factors, comorbidities (and concomitant medications) as well as clinical, pathological, biohumoral and diagnostic imaging characteristics. Dynamic information on any change in treatment is also available for all patients whose samples are available during the follow-up.",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",4,40000,2021-06-09 15:48:26.0,4000,3,,,,bbmri-eric:contactID:IT_186197ac66c74ce,41.8952348,12.4062411,bbmri-eric:contactID:IT_186197ac66c74ce,"FEMALE,MALE",,,,YEAR,,,,"CELL_LINES,PLASMA,SERUM,TISSUE_FROZEN,TISSUE_PARAFFIN_EMBEDDED,URINE,PERIPHERAL_BLOOD_CELLS,WHOLE_BLOOD,TISSUE_STAINED","temperatureRoom,temperature-60to-85,temperatureLN",false,true,,,false,true,,,false,false,,,true,true,,false,true,true,true,true,true,true,,,Biobanca Interistituzionale Multidisciplinare,IT
bbmri-eric:ID:IT_89cf68fdf2a4497:collection:f541a6c57d924f1,IT,bbmri-eric:ID:IT_89cf68fdf2a4497,BioBIM - Emicrania,BioBIM_Emicrania,"The collection is dedicated to the storage of biological samples from migraine patients prospectively followed at the “Center for Diagnosis and Therapy of Headache and Pain” of the IRCCS San Raffaele Rome. The associated database includes clinical information derived from a semi-structured questionnaire formulated to collect in-depth data on lifestyle, behavioral and socio-demographic factors, co-morbidities and clinical characteristics (family history, disease duration, triggering and relieving factors, frequency and duration of attacks, localization of pain, unilateral cranial autonomic symptoms, prodrome, postdromes, allodynia, drug abuse, acute or preventive drugs, drug response). Molecular, neurophysiological and neuroradiological information on the origin of pain is also available in some subgroups of patients.",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",3,5000,2021-06-09 06:18:58.0,1000,3,,bbmri-eric:ID:IT_89cf68fdf2a4497:collection:4774b10687b0427,paediatric_included,bbmri-eric:contactID:IT_186197ac66c74ce,41.8952348,12.4062411,bbmri-eric:contactID:IT_186197ac66c74ce,"MALE,FEMALE",,7,76,YEAR,,,,"PLASMA,SERUM,WHOLE_BLOOD,PERIPHERAL_BLOOD_CELLS","temperature-60to-85,temperatureLN",false,true,,,false,true,,,false,false,,,true,true,,false,true,true,true,true,true,true,,,Biobanca Interistituzionale Multidisciplinare,IT
bbmri-eric:ID:IT_89cf68fdf2a4497:collection:f759e5f5dd75444,IT,bbmri-eric:ID:IT_89cf68fdf2a4497,BioBIM - Disabilità dello sviluppo,BioBIM_Pediatric,"The collection is dedicated to the storage of biological samples from pediatric patients with infantile cerebral palsy, language and learning disorders, developmental disabilities from sensory, visual, auditory deficits, autism spectrum disorders, acquired encephalopathies or myelopathies, or complex multiple disabilities. For each subject, information on family and clinical history, genetic data, congenital or acquired co-morbidities, functional parameter, biochemistry, gait analysis, or radiological imaging are available.",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,OTHER,"MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,BIOLOGICAL_SAMPLES",3,3000,2021-06-09 15:45:35.0,1200,3,,,,bbmri-eric:contactID:IT_186197ac66c74ce,41.8952348,12.4062411,bbmri-eric:contactID:IT_186197ac66c74ce,"MALE,FEMALE",,,,YEAR,,,,"PLASMA,SERUM,WHOLE_BLOOD,PERIPHERAL_BLOOD_CELLS,URINE","temperatureLN,temperature-60to-85",false,true,,,false,true,,,false,false,,,true,true,,false,true,true,true,true,true,true,,,Biobanca Interistituzionale Multidisciplinare,IT
bbmri-eric:ID:IT_db0099765af24c3:collection:251a82363b68472,IT,bbmri-eric:ID:IT_db0099765af24c3,Collezione di microrganismi,Ceppoteca,"Collezione di isolati batterici e fungini da campioni biologici provenienti dall' UOC Microbiologia e Virologia (dir. Claudio Farina, ASST Papa Giovanni XXIII, Bergamo)",bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,SAMPLE,BIOLOGICAL_SAMPLES,3,5184,2022-03-24 16:40:29.0,,3,,,,bbmri-eric:contactID:IT_63c27ee277d5465,45.6864606,9.6386584,bbmri-eric:contactID:IT_bee2b398568f4dd,"MALE,FEMALE",,,,YEAR,,,,OTHER,temperature-60to-85,false,true,,,false,true,,,false,false,,,true,true,,false,true,true,true,true,true,true,,,UOSD Biobanca,IT
bbmri-eric:ID:IT_db0099765af24c3:collection:5f25e970abcb400,IT,bbmri-eric:ID:IT_db0099765af24c3,Neoplasie della Mammella,NEOMAM,Biological samples and biopsies from breast neoplastic tissue of patients followed in the medical oncology department,bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_68e869d490ef443,HOSPITAL,BIOLOGICAL_SAMPLES,3,4389,2022-10-11 16:53:28.0,919,3,,,,bbmri-eric:contactID:IT_tondini,,,bbmri-eric:contactID:IT_63c27ee277d5465,"MALE,FEMALE",,2020,1921,YEAR,,,,"DNA,CELL_LINES,PLASMA,TISSUE_FROZEN,WHOLE_BLOOD,BUFFY_COAT",temperature-60to-85,false,false,,,false,false,,,false,false,,,false,false,,false,false,false,false,false,false,false,,,UOSD Biobanca,IT
bbmri-eric:ID:LT_VULSK:collection:AML_BMMC,LT,bbmri-eric:ID:LT_VSK_Biobank,BMMC from AML patients before and after treatment,AML BMMC,"This collection consists of viable BMMC with accompanied health information from AML patients prior, during and after treatment of Venetoclax, Cytarabine and Actinomycin D combination. BMMCs are stored at -150°C temperature.",,,"CASE_CONTROL,DISEASE_SPECIFIC,HOSPITAL,LONGITUDINAL,RD,SAMPLE","BIOLOGICAL_SAMPLES,BLOOD,CLINICAL_SYMPTOMS,DiseaseDuration,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,TREATMENT_PROTOCOL",2,320,2022-06-28 09:00:00.0,32,1,,bbmri-eric:ID:LT_VULSK:collection:HEM,"paediatric_included,cancer",bbmri-eric:contactID:LT_VSK_BB_Dovile,54.75275816959806,25.27978620051987,bbmri-eric:contactID:LT_VSK_BB_Dovile,"FEMALE,MALE",urn:miriam:icd:C92.0,0,100,YEAR,,,,"PERIPHERAL_BLOOD_CELLS,OTHER",temperatureLN,true,true,"In Lithuania, samples accession from Biobank is regulated by national law. Firstly, a request must be submitted to our biobank including the number and type of samples in need, the main idea and hypothesis of the research as well as the composition of team to prove their potential to finish the project and achieve tasks. Our Biobank Sustainability Commission is responsible for evaluating the request. In case of approval, the agreement must be signed by involved parties. The final step is getting approval from Lithuanian Bioethics Committee to provide samples from Lithuania to research abroad. Our Biobank is responsible for that part.",,true,true,"In Lithuania, data accession from Biobank is regulated by national law. Firstly, a request must be submitted to our biobank including the type and excess of data in need, the main idea and hypothesis of the research as well as the composition of team to prove their potential to finish the project and achieve tasks. Our Biobank Sustainability Commission is responsible for evaluating the request. In case of approval, the agreement must be signed by involved parties. The final step is getting approval from Lithuanian Bioethics Committee to provide data from Lithuania to research abroad. Our Biobank is responsible for that part.",,,,,,true,true,,true,true,,true,,,,,,BB VSK – Vilnius Santaros Klinikos Biobank,LT
bbmri-eric:ID:LT_VULSK:collection:CART,LT,bbmri-eric:ID:LT_VSK_Biobank,Existing collection of samples and health information from lymphoma patients who underwent CAR-T therapy,CAR-T,"This collection includes longitudinal samples together with health information from patients who underwent CAR-T therapy. Viable PBMC, plasma, serum, bone marrow flash freeze samples were collected and stored before the treatment and at different timepoints during and after the treatment.",,,"DISEASE_SPECIFIC,HOSPITAL,LONGITUDINAL,RD,SAMPLE,COHORT","ANTIBODIES,BIOLOGICAL_SAMPLES,BLOOD,CLINICAL_SYMPTOMS,DiseaseDuration,MEDICAL_RECORDS,OTHER,TREATMENT_PROTOCOL,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,CT",2,618,2022-10-24 09:00:00.0,5,0,,,"paediatric_included,cancer",bbmri-eric:contactID:LT_VSK_BB_Dovile,54.75275816959806,25.27978620051987,bbmri-eric:contactID:LT_VSK_BB_Dovile,"MALE,FEMALE","urn:miriam:icd:C83.1,urn:miriam:icd:C83.3,urn:miriam:icd:C83.7,urn:miriam:icd:C91.1",0,100,YEAR,,,,"OTHER,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",true,true,"In Lithuania, samples accession from Biobank is regulated by national law. Firstly, a request must be submitted to our biobank including the number and type of samples in need, the main idea and hypothesis of the research as well as the composition of team to prove their potential to finish the project and achieve tasks. Our Biobank Sustainability Commission is responsible for evaluating the request. In case of approval, the agreement must be signed by involved parties. The final step is getting approval from Lithuanian Bioethics Committee to provide samples from Lithuania to research abroad. Our Biobank is responsible for that part.",,true,true,"In Lithuania, data accession from Biobank is regulated by national law. Firstly, a request must be submitted to our biobank including the type and excess of data in need, the main idea and hypothesis of the research as well as the composition of team to prove their potential to finish the project and achieve tasks. Our Biobank Sustainability Commission is responsible for evaluating the request. In case of approval, the agreement must be signed by involved parties. The final step is getting approval from Lithuanian Bioethics Committee to provide data from Lithuania to research abroad. Our Biobank is responsible for that part.",,,,,,true,true,,true,true,,true,,,,,,BB VSK – Vilnius Santaros Klinikos Biobank,LT
