order,label,name,parent,code,ontologyTermURI
669,Mitapivat sulfate,Human use: Mitapivat sulfate,Human use,100000183179,
670,Mitotane,Human use: Mitotane,Human use,100000085449,
632,MODIFIED VACCINIA ANKARA – BAVARIAN NORDIC LIVE VIRUS,Human use: MODIFIED VACCINIA ANKARA – BAVARIAN NORDIC LIVE VIRUS,Human use,100000151540,
671,"Modified Vaccinia Ankara - Bavarian Nordic virus encoding the Ebola virus Zaire Mayinga strain glycoprotein, the Ebola virus Sudan strain glycoprotein, the Marburg virus Musoke strain glycoprotein and the Taï Forest virus nucleoprotein","Human use: Modified Vaccinia Ankara - Bavarian Nordic virus encoding the Ebola virus Zaire Mayinga strain glycoprotein, the Ebola virus Sudan strain glycoprotein, the Marburg virus Musoke strain glycoprotein and the Taï Forest virus nucleoprotein",Human use,300000010520,
672,Mogamulizumab,Human use: Mogamulizumab,Human use,100000139237,
673,Mometasone furoate,Human use: Mometasone furoate,Human use,100000091860,
674,Moroctocog alfa,Human use: Moroctocog alfa,Human use,100000089537,
675,Mosunetuzumab,Human use: Mosunetuzumab,Human use,100000177733,
676,Moxetumomab pasudotox,Human use: Moxetumomab pasudotox,Human use,100000167492,
633,"MUMPS VIRUS (LIVE, ATTENUATED)","Human use: MUMPS VIRUS (LIVE, ATTENUATED)",Human use,100000089916,
634,"MUMPS VIRUS JERYL LYNN (LEVEL B) STRAIN (LIVE, ATTENUATED) PRODUCED IN CHICK EMBRYO CELLS","Human use: MUMPS VIRUS JERYL LYNN (LEVEL B) STRAIN (LIVE, ATTENUATED) PRODUCED IN CHICK EMBRYO CELLS",Human use,100000089321,
677,Mycophenolate mofetil,Human use: Mycophenolate mofetil,Human use,100000092752,
678,Mycophenolate mofetil hydrochloride,Human use: Mycophenolate mofetil hydrochloride,Human use,100000126023,
679,N. MENINGITIDIS GROUP A OLIGOSACCHARIDE CONJUGATED CRM197,Human use: N. MENINGITIDIS GROUP A OLIGOSACCHARIDE CONJUGATED CRM197,Human use,100000115821,
680,N. MENINGITIDIS GROUP C (STRAIN C11) POLYSACCHARIDE (DE-O-ACETYLATED) CONJUGATED TO TETANUS TOXOID,Human use: N. MENINGITIDIS GROUP C (STRAIN C11) POLYSACCHARIDE (DE-O-ACETYLATED) CONJUGATED TO TETANUS TOXOID,Human use,100000090605,
681,N. MENINGITIDIS GROUP C (STRAIN C11) POLYSACCHARIDE CONJUGATED CRM197,Human use: N. MENINGITIDIS GROUP C (STRAIN C11) POLYSACCHARIDE CONJUGATED CRM197,Human use,100000089828,
682,N. MENINGITIDIS GROUP C POLYSACCHARIDE,Human use: N. MENINGITIDIS GROUP C POLYSACCHARIDE,Human use,100000089941,
683,N. MENINGITIDIS GROUP W135 OLIGOSACCHARIDE CONJUGATED CRM197,Human use: N. MENINGITIDIS GROUP W135 OLIGOSACCHARIDE CONJUGATED CRM197,Human use,100000115822,
684,N. MENINGITIDIS GROUP Y POLYSACCHARIDE,Human use: N. MENINGITIDIS GROUP Y POLYSACCHARIDE,Human use,100000089924,
693,Naldemedine tosilate,Human use: Naldemedine tosilate,Human use,100000170929,
694,Nalmefene hydrochloride dihydrate,Human use: Nalmefene hydrochloride dihydrate,Human use,100000156016,
695,Nalotimagene carmaleucel,Human use: Nalotimagene carmaleucel,Human use,100000168901,
696,Naloxegol oxalate,Human use: Naloxegol oxalate,Human use,100000152159,
697,Naloxone hydrochloride dihydrate,Human use: Naloxone hydrochloride dihydrate,Human use,100000089225,
698,Naltrexone hydrochloride,Human use: Naltrexone hydrochloride,Human use,100000089938,
699,Natalizumab,Human use: Natalizumab,Human use,100000089594,
700,Nateglinide,Human use: Nateglinide,Human use,100000091326,
701,Necitumumab,Human use: Necitumumab,Human use,100000125948,
685,NEISSERIA MENINGITIDIS GROUP A POLYSACCHARIDE,Human use: NEISSERIA MENINGITIDIS GROUP A POLYSACCHARIDE,Human use,100000129580,
686,NEISSERIA MENINGITIDIS GROUP A POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID CARRIER PROTEIN,Human use: NEISSERIA MENINGITIDIS GROUP A POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID CARRIER PROTEIN,Human use,100000128850,
687,NEISSERIA MENINGITIDIS GROUP B FHBP PROTEIN SUBFAMILY A,Human use: NEISSERIA MENINGITIDIS GROUP B FHBP PROTEIN SUBFAMILY A,Human use,100000168903,
688,NEISSERIA MENINGITIDIS GROUP B FHBP PROTEIN SUBFAMILY B,Human use: NEISSERIA MENINGITIDIS GROUP B FHBP PROTEIN SUBFAMILY B,Human use,100000168904,
702,Neisseria meningitidis group W135 oligosaccharide,Human use: Neisseria meningitidis group W135 oligosaccharide,Human use,100000139128,
689,NEISSERIA MENINGITIDIS GROUP W-135 POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID CARRIER PROTEIN,Human use: NEISSERIA MENINGITIDIS GROUP W-135 POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID CARRIER PROTEIN,Human use,100000128852,
690,NEISSERIA MENINGITIDIS GROUP Y POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID CARRIER PROTEIN,Human use: NEISSERIA MENINGITIDIS GROUP Y POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID CARRIER PROTEIN,Human use,100000128853,
691,"NEISSERIA MENINGITIDIS SUBGROUP B, OUTER MEMBRANE PROTEIN COMPLEX OF THE B11 STRAIN","Human use: NEISSERIA MENINGITIDIS SUBGROUP B, OUTER MEMBRANE PROTEIN COMPLEX OF THE B11 STRAIN",Human use,100000085382,
703,Nelarabine,Human use: Nelarabine,Human use,100000085469,
704,Nelfinavir mesilate,Human use: Nelfinavir mesilate,Human use,100000090011,
705,Nepafenac,Human use: Nepafenac,Human use,100000085451,
706,Neratinib,Human use: Neratinib,Human use,100000124443,
707,Netarsudil mesilate,Human use: Netarsudil mesilate,Human use,100000174705,
692,NETUPITANT,Human use: NETUPITANT,Human use,100000115330,
708,Nevirapine,Human use: Nevirapine,Human use,100000085470,
709,Nevirapine hemihydrate,Human use: Nevirapine hemihydrate,Human use,100000127941,
710,"Nevirapine, anhydrous","Human use: Nevirapine, anhydrous",Human use,100000091873,
711,Nicotinic acid,Human use: Nicotinic acid,Human use,100000092214,
712,Nilotinib hydrochloride monohydrate,Human use: Nilotinib hydrochloride monohydrate,Human use,100000091420,
713,Nintedanib,Human use: Nintedanib,Human use,100000144000,
714,Nintedanib esylate,Human use: Nintedanib esylate,Human use,100000165804,
715,Niraparib tosilate monohydrate,Human use: Niraparib tosilate monohydrate,Human use,100000170106,
716,Nirmatrelvir,Human use: Nirmatrelvir,Human use,300000031355,
717,Nirsevimab,Human use: Nirsevimab,Human use,100000177600,
718,Nitisinone,Human use: Nitisinone,Human use,100000085452,
719,Nitric oxide,Human use: Nitric oxide,Human use,100000089308,
720,Nivolumab,Human use: Nivolumab,Human use,100000145087,
721,Nomegestrol acetate,Human use: Nomegestrol acetate,Human use,100000090279,
722,Nonacog alfa,Human use: Nonacog alfa,Human use,100000089406,
723,Nonacog beta pegol,Human use: Nonacog beta pegol,Human use,100000166586,
724,Nonacog gamma,Human use: Nonacog gamma,Human use,100000154365,
725,Norelgestromin,Human use: Norelgestromin,Human use,100000092089,
726,Norethisterone acetate,Human use: Norethisterone acetate,Human use,100000093036,
727,Nusinersen,Human use: Nusinersen,Human use,100000169172,
730,Obeticholic acid,Human use: Obeticholic acid,Human use,100000141528,
731,Obiltoxaximab,Human use: Obiltoxaximab,Human use,100000182406,
732,Obinutuzumab,Human use: Obinutuzumab,Human use,100000125968,
733,Ocrelizumab,Human use: Ocrelizumab,Human use,100000144876,
734,Ocriplasmin,Human use: Ocriplasmin,Human use,100000126101,
735,Octocog alfa,Human use: Octocog alfa,Human use,100000089538,
736,Octreotide acetate,Human use: Octreotide acetate,Human use,100000091587,
737,Odevixibat sesquihydrate,Human use: Odevixibat sesquihydrate,Human use,300000024551,
738,Ofatumumab,Human use: Ofatumumab,Human use,100000089253,
739,Olanzapine,Human use: Olanzapine,Human use,100000085471,
728,OLANZAPINE PAMOATE MONOHYDRATE,Human use: OLANZAPINE PAMOATE MONOHYDRATE,Human use,100000153168,
740,Olaparib,Human use: Olaparib,Human use,100000124466,
741,Olaratumab,Human use: Olaratumab,Human use,100000134843,
742,Olipudase alfa,Human use: Olipudase alfa,Human use,100000172983,
743,Olopatadine hydrochloride,Human use: Olopatadine hydrochloride,Human use,100000092187,
744,Omalizumab,Human use: Omalizumab,Human use,100000089291,
745,Ombitasvir,Human use: Ombitasvir,Human use,100000156930,
746,Onasemnogene abeparvovec,Human use: Onasemnogene abeparvovec,Human use,100000177723,
747,Opicapone,Human use: Opicapone,Human use,100000156709,
748,Oritavancin diphosphate,Human use: Oritavancin diphosphate,Human use,100000156566,
749,Orlistat,Human use: Orlistat,Human use,100000091440,
750,Oseltamivir phosphate,Human use: Oseltamivir phosphate,Human use,100000091466,
751,Osilodrostat phosphate,Human use: Osilodrostat phosphate,Human use,100000178158,
752,Osimertinib mesilate,Human use: Osimertinib mesilate,Human use,100000162813,
753,Ospemifene,Human use: Ospemifene,Human use,100000126074,
754,Oteracil potassium,Human use: Oteracil potassium,Human use,100000087548,
729,OUTER MEMBRANE VESICLES FROM NEISSERIA MENINGITIDIS GROUP B (STRAIN NZ 98/254),Human use: OUTER MEMBRANE VESICLES FROM NEISSERIA MENINGITIDIS GROUP B (STRAIN NZ 98/254),Human use,100000138016,
755,Oxybutynin,Human use: Oxybutynin,Human use,100000085472,
756,Oxybutynin hydrochloride,Human use: Oxybutynin hydrochloride,Human use,100000092169,
757,Ozanimod hydrochloride,Human use: Ozanimod hydrochloride,Human use,100000182766,
811,Paclitaxel,Human use: Paclitaxel,Human use,100000085474,
812,Padeliporfin di-potassium,Human use: Padeliporfin di-potassium,Human use,100000166789,
813,Palbociclib,Human use: Palbociclib,Human use,100000163078,
814,Palifermin,Human use: Palifermin,Human use,100000089579,
815,Paliperidone,Human use: Paliperidone,Human use,100000092109,
816,Paliperidone palmitate,Human use: Paliperidone palmitate,Human use,100000124166,
817,Palivizumab,Human use: Palivizumab,Human use,100000090252,
818,Palonosetron hydrochloride,Human use: Palonosetron hydrochloride,Human use,100000089547,
759,PANCREAS POWDER,Human use: PANCREAS POWDER,Human use,100000091296,
760,"PANDEMIC INFLUENZA VACCINE (H5N1) (LIVE ATTENUATED, NASAL)","Human use: PANDEMIC INFLUENZA VACCINE (H5N1) (LIVE ATTENUATED, NASAL)",Human use,100000161016,
761,"PANDEMIC INFLUENZA VACCINE (SURFACE ANTIGEN, INACTIVATED, ADJUVANTED)","Human use: PANDEMIC INFLUENZA VACCINE (SURFACE ANTIGEN, INACTIVATED, ADJUVANTED)",Human use,100000088875,
819,Panitumumab,Human use: Panitumumab,Human use,100000089383,
820,Panobinostat lactate,Human use: Panobinostat lactate,Human use,100000157785,
821,Pantoprazole sodium sesquihydrate,Human use: Pantoprazole sodium sesquihydrate,Human use,100000091062,
822,Parathyroid hormone,Human use: Parathyroid hormone,Human use,100000089568,
823,Parecoxib sodium,Human use: Parecoxib sodium,Human use,100000089309,
824,Paritaprevir,Human use: Paritaprevir,Human use,100000157782,
825,Pasireotide diaspartate,Human use: Pasireotide diaspartate,Human use,100000135680,
826,Pasireotide pamoate,Human use: Pasireotide pamoate,Human use,100000155674,
827,Patiromer sorbitex calcium,Human use: Patiromer sorbitex calcium,Human use,100000167413,
828,Patisiran sodium,Human use: Patisiran sodium,Human use,100000175477,
829,Pazopanib hydrochloride,Human use: Pazopanib hydrochloride,Human use,100000116002,
830,Pegaptanib sodium,Human use: Pegaptanib sodium,Human use,100000089580,
831,Pegaspargase,Human use: Pegaspargase,Human use,100000085540,
832,Pegcetacoplan,Human use: Pegcetacoplan,Human use,100000181711,
833,Pegfilgrastim,Human use: Pegfilgrastim,Human use,100000089834,
835,Peginterferon alfa-2a,Human use: Peginterferon alfa-2a,Human use,100000092750,
834,Peginterferon alfa-2B,Human use: Peginterferon alfa-2B,Human use,100000090296,
836,Peginterferon beta-1A,Human use: Peginterferon beta-1A,Human use,100000144525,
837,Pegloticase,Human use: Pegloticase,Human use,100000124526,
838,Pegunigalsidase alfa,Human use: Pegunigalsidase alfa,Human use,100000174563,
839,Pegvaliase,Human use: Pegvaliase,Human use,100000175148,
840,Pegvisomant,Human use: Pegvisomant,Human use,100000089425,
841,Pembrolizumab,Human use: Pembrolizumab,Human use,100000157957,
842,Pemetrexed,Human use: Pemetrexed,Human use,100000085475,
843,Pemetrexed diacid monohydrate,Human use: Pemetrexed diacid monohydrate,Human use,100000160644,
844,Pemetrexed disodium,Human use: Pemetrexed disodium,Human use,100000092188,
845,Pemetrexed disodium hemipentahydrate,Human use: Pemetrexed disodium hemipentahydrate,Human use,100000159976,
846,Pemetrexed disodium heptahydrate,Human use: Pemetrexed disodium heptahydrate,Human use,100000087991,
847,Pemetrexed ditromethamine,Human use: Pemetrexed ditromethamine,Human use,100000166751,
848,Pemigatinib,Human use: Pemigatinib,Human use,100000181126,
849,Pentosan polysulfate sodium,Human use: Pentosan polysulfate sodium,Human use,100000090271,
850,Peramivir,Human use: Peramivir,Human use,100000124542,
851,Perampanel,Human use: Perampanel,Human use,100000124527,
852,Perflenapent,Human use: Perflenapent,Human use,100000089107,
853,Perflutren,Human use: Perflutren,Human use,100000090070,
854,Perflutren-containing human albumin microspheres,Human use: Perflutren-containing human albumin microspheres,Human use,100000174780,
762,PERTUSSIS FIMBRIAL AGGLUTINOGENS (FIM) 2 AND 3,Human use: PERTUSSIS FIMBRIAL AGGLUTINOGENS (FIM) 2 AND 3,Human use,100000089273,
763,PERTUSSIS PERTACTIN,Human use: PERTUSSIS PERTACTIN,Human use,100000090071,
764,PERTUSSIS TOXOID,Human use: PERTUSSIS TOXOID,Human use,100000089721,
765,PERTUSSIS TOXOID ADSORBED,Human use: PERTUSSIS TOXOID ADSORBED,Human use,100000089496,
766,PERTUSSIS VACCINE,Human use: PERTUSSIS VACCINE,Human use,100000091348,
855,Pertuzumab,Human use: Pertuzumab,Human use,100000078567,
856,Phenylephrine,Human use: Phenylephrine,Human use,100000088260,
857,Pibrentasvir,Human use: Pibrentasvir,Human use,100000166696,
858,Pioglitazone hydrochloride,Human use: Pioglitazone hydrochloride,Human use,100000091439,
859,Piperaquine tetraphosphate,Human use: Piperaquine tetraphosphate,Human use,100000126270,
860,Pirfenidone,Human use: Pirfenidone,Human use,100000081645,
861,Pitolisant hydrochloride,Human use: Pitolisant hydrochloride,Human use,100000157767,
862,Pixantrone dimaleate,Human use: Pixantrone dimaleate,Human use,100000124199,
863,Plerixafor,Human use: Plerixafor,Human use,100000092971,
767,PNEUMOCOCCAL OLIGOSACCHARIDE SEROTYPE 18C CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL OLIGOSACCHARIDE SEROTYPE 18C CONJUGATED TO CRM197,Human use,100000089681,
768,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1,Human use,100000089359,
769,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO CRM197,Human use,100000115807,
770,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 10A,Human use,100000089361,
771,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 11A,Human use,100000089374,
772,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 12F,Human use,100000089356,
773,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14,Human use,100000089555,
774,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14 CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14 CONJUGATED TO CRM197,Human use,100000089682,
775,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 15B,Human use,100000089373,
776,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 18C,Human use,100000089573,
777,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A,Human use,100000089355,
778,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A CONJUGATED TO CRM197,Human use,100000115812,
779,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F,Human use,100000089556,
780,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F CONJUGATED TO CRM197,Human use,100000089683,
781,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F,Human use,100000089354,
782,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 22F CONJUGATED TO CRM197,Human use,100000174379,
783,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F,Human use,100000089574,
784,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO CRM197,Human use,100000089684,
785,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3,Human use,100000089358,
786,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3 CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3 CONJUGATED TO CRM197,Human use,100000115808,
787,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F,Human use,100000089344,
788,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 33F CONJUGATED TO CRM197,Human use,100000174370,
789,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4,Human use,100000089551,
790,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4 CONJUGATED TO CRM197,Human use,100000089685,
791,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5,Human use,100000093017,
792,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO CRM197,Human use,100000115809,
793,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A,Human use,100000151944,
794,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A CONJUGATED TO CRM197,Human use,100000115810,
795,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B,Human use,100000089554,
796,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO CRM197,Human use,100000089686,
797,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F,Human use,100000089375,
798,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F CONJUGATED TO CRM197,Human use,100000115811,
799,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 8,Human use,100000089353,
800,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V,Human use,100000089552,
801,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V CONJUGATED TO CRM197,Human use: PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V CONJUGATED TO CRM197,Human use,100000089687,
864,Polatuzumab vedotin,Human use: Polatuzumab vedotin,Human use,100000163521,
802,POLIOVIRUS (INACTIVATED) TYPE 1 (MAHONEY STRAIN),Human use: POLIOVIRUS (INACTIVATED) TYPE 1 (MAHONEY STRAIN),Human use,100000089279,
803,POLIOVIRUS (INACTIVATED) TYPE 1 (MAHONEY STRAIN) PRODUCED ON VERO CELLS,Human use: POLIOVIRUS (INACTIVATED) TYPE 1 (MAHONEY STRAIN) PRODUCED ON VERO CELLS,Human use,100000090050,
804,POLIOVIRUS (INACTIVATED) TYPE 2 (MEF-1 STRAIN),Human use: POLIOVIRUS (INACTIVATED) TYPE 2 (MEF-1 STRAIN),Human use,100000089268,
805,POLIOVIRUS (INACTIVATED) TYPE 2 (MEF-1 STRAIN) PRODUCED ON VERO CELLS,Human use: POLIOVIRUS (INACTIVATED) TYPE 2 (MEF-1 STRAIN) PRODUCED ON VERO CELLS,Human use,100000090068,
806,POLIOVIRUS (INACTIVATED) TYPE 3 (SAUKETT STRAIN),Human use: POLIOVIRUS (INACTIVATED) TYPE 3 (SAUKETT STRAIN),Human use,100000089267,
807,POLIOVIRUS (INACTIVATED) TYPE 3 (SAUKETT STRAIN) PRODUCED ON VERO CELLS,Human use: POLIOVIRUS (INACTIVATED) TYPE 3 (SAUKETT STRAIN) PRODUCED ON VERO CELLS,Human use,100000090051,
808,POLIOVIRUS TYPE 1 (INACTIVATED),Human use: POLIOVIRUS TYPE 1 (INACTIVATED),Human use,100000089531,
809,POLIOVIRUS TYPE 2 (INACTIVATED),Human use: POLIOVIRUS TYPE 2 (INACTIVATED),Human use,100000089549,
810,POLIOVIRUS TYPE 3 (INACTIVATED),Human use: POLIOVIRUS TYPE 3 (INACTIVATED),Human use,100000089532,
865,Pomalidomide,Human use: Pomalidomide,Human use,100000126117,
866,Ponatinib hydrochloride,Human use: Ponatinib hydrochloride,Human use,100000144869,
867,Ponesimod,Human use: Ponesimod,Human use,100000169012,
868,Porfimer sodium,Human use: Porfimer sodium,Human use,100000089426,
869,Posaconazole,Human use: Posaconazole,Human use,100000089529,
870,Potassium citrate,Human use: Potassium citrate,Human use,100000091779,
871,Potassium hydrogen carbonate,Human use: Potassium hydrogen carbonate,Human use,100000079863,
872,Pralsetinib,Human use: Pralsetinib,Human use,100000182481,
873,Pramipexole,Human use: Pramipexole,Human use,100000085495,
874,Pramipexole dihydrochloride monohydrate,Human use: Pramipexole dihydrochloride monohydrate,Human use,100000091470,
875,Prasterone,Human use: Prasterone,Human use,100000091924,
876,Prasugrel besilate,Human use: Prasugrel besilate,Human use,100000171994,
877,Prasugrel hydrochloride,Human use: Prasugrel hydrochloride,Human use,100000093306,
878,Pravastatin sodium,Human use: Pravastatin sodium,Human use,100000091789,
879,Pregabalin,Human use: Pregabalin,Human use,100000091845,
880,Pretomanid,Human use: Pretomanid,Human use,100000141666,
881,Prilocaine,Human use: Prilocaine,Human use,100000092015,
882,Propranolol hydrochloride,Human use: Propranolol hydrochloride,Human use,100000091292,
883,Prucalopride succinate,Human use: Prucalopride succinate,Human use,100000092989,
884,Pseudoephedrine sulphate,Human use: Pseudoephedrine sulphate,Human use,100000093436,
885,Pyronaridine phosphate,Human use: Pyronaridine phosphate,Human use,100000115692,
886,Quinidine sulfate,Human use: Quinidine sulfate,Human use,100000078598,
904,Radium ra 223 dichloride,Human use: Radium ra 223 dichloride,Human use,100000155897,
905,Raloxifene hydrochloride,Human use: Raloxifene hydrochloride,Human use,100000091054,
906,Raltegravir potassium,Human use: Raltegravir potassium,Human use,100000093434,
907,Ramucirumab,Human use: Ramucirumab,Human use,100000125922,
908,Ranibizumab,Human use: Ranibizumab,Human use,100000088053,
909,Ranolazine,Human use: Ranolazine,Human use,100000089164,
910,Rasagiline mesilate,Human use: Rasagiline mesilate,Human use,100000091287,
911,Rasagiline tartrate,Human use: Rasagiline tartrate,Human use,100000160618,
912,Rasburicase,Human use: Rasburicase,Human use,100000089427,
913,Ravulizumab,Human use: Ravulizumab,Human use,100000177402,
914,Recombinant human albumin solution,Human use: Recombinant human albumin solution,Human use,100000171771,
887,RECOMBINANT NEISSERIA MENINGITIDIS GROUP B FHBP FUSION PROTEIN,Human use: RECOMBINANT NEISSERIA MENINGITIDIS GROUP B FHBP FUSION PROTEIN,Human use,100000176681,
888,RECOMBINANT NEISSERIA MENINGITIDIS GROUP B NADA PROTEIN,Human use: RECOMBINANT NEISSERIA MENINGITIDIS GROUP B NADA PROTEIN,Human use,100000176680,
889,RECOMBINANT NEISSERIA MENINGITIDIS GROUP B NHBA FUSION PROTEIN,Human use: RECOMBINANT NEISSERIA MENINGITIDIS GROUP B NHBA FUSION PROTEIN,Human use,100000176682,
890,RECOMBINANT VARICELLA ZOSTER VIRUS GLYCOPROTEIN E,Human use: RECOMBINANT VARICELLA ZOSTER VIRUS GLYCOPROTEIN E,Human use,100000175822,
891,"RECOMBINANT VESICULAR STOMATITIS VIRUS (STRAIN INDIANA) WITH A DELETION OF THE ENVELOPE GLYCOPROTEIN, REPLACED WITH THE ZAIRE EBOLAVIRUS (STRAIN KIKWIT-1995) SURFACE GLYCOPROTEIN","Human use: RECOMBINANT VESICULAR STOMATITIS VIRUS (STRAIN INDIANA) WITH A DELETION OF THE ENVELOPE GLYCOPROTEIN, REPLACED WITH THE ZAIRE EBOLAVIRUS (STRAIN KIKWIT-1995) SURFACE GLYCOPROTEIN",Human use,100000182889,
915,Regadenoson,Human use: Regadenoson,Human use,100000115275,
916,Regdanvimab,Human use: Regdanvimab,Human use,300000023100,
917,Regorafenib,Human use: Regorafenib,Human use,100000136039,
918,Relatlimab,Human use: Relatlimab,Human use,100000176271,
919,Relebactam monohydrate,Human use: Relebactam monohydrate,Human use,100000179908,
920,Relugolix,Human use: Relugolix,Human use,100000174995,
921,Remdesivir,Human use: Remdesivir,Human use,100000181868,
922,Remimazolam besilate,Human use: Remimazolam besilate,Human use,300000009600,
923,Repaglinide,Human use: Repaglinide,Human use,100000091273,
924,Reslizumab,Human use: Reslizumab,Human use,100000141689,
925,"Respiratory syncytial virus, glycoprotein F, recombinant, stabilised in the pre-fusion conformation, adjuvanted with AS01E","Human use: Respiratory syncytial virus, glycoprotein F, recombinant, stabilised in the pre-fusion conformation, adjuvanted with AS01E",Human use,300000025731,
926,Retapamulin,Human use: Retapamulin,Human use,100000089366,
927,Reteplase,Human use: Reteplase,Human use,100000089183,
928,Retigabine,Human use: Retigabine,Human use,100000080573,
