order,name,label,parent,codesystem,code,ontologyTermURI,definition,exact_mapping,btnt_mapping,ntbt_mapping
,ORPHA:137831,X-linked intellectual disability-cerebellar hypoplasia syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:611327,ORPHA:269567,ORPHA:269523,ORPHA:166478,ORPHA:102283",orphanet,ORPHA:137831,https://identifiers.org/orphanet:137831,,,,urn:miriam:icd:Q04.3
,ORPHA:391417,HSD10 disease,"ORPHA:557493,ORPHA:377788,ORPHA:79158,ORPHA:68385,ORPHA:611314",orphanet,ORPHA:391417,https://identifiers.org/orphanet:391417,,,,urn:miriam:icd:E72.8
,ORPHA:317430,Combined immunodeficiency due to STIM1 deficiency,"ORPHA:557494,ORPHA:169090",orphanet,ORPHA:317430,https://identifiers.org/orphanet:317430,,,,urn:miriam:icd:D81.8
,ORPHA:209932,Cone dystrophy with supernormal rod response,"ORPHA:557493,ORPHA:377788,ORPHA:519306",orphanet,ORPHA:209932,https://identifiers.org/orphanet:209932,,,,urn:miriam:icd:H35.5
,ORPHA:208600,OBSOLETE: Papillary fibroelastoma of the heart,ORPHA:C052,orphanet,ORPHA:208600,https://identifiers.org/orphanet:208600,,,,
,ORPHA:391411,Atypical juvenile parkinsonism,"ORPHA:557493,ORPHA:377788,ORPHA:307055,ORPHA:306666",orphanet,ORPHA:391411,https://identifiers.org/orphanet:391411,,,,urn:miriam:icd:G20
,ORPHA:137839,Lemierre syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:163582",orphanet,ORPHA:137839,https://identifiers.org/orphanet:137839,,,,urn:miriam:icd:J03.8
,ORPHA:75249,Familial isolated restrictive cardiomyopathy,"ORPHA:557493,ORPHA:377788,ORPHA:506225,ORPHA:217635",orphanet,ORPHA:75249,https://identifiers.org/orphanet:75249,,urn:miriam:icd:I42.5,,
,ORPHA:414726,Genetic facial cleft,"ORPHA:557492,ORPHA:183583",orphanet,ORPHA:414726,https://identifiers.org/orphanet:414726,,,,
,ORPHA:163924,OBSOLETE: Non-herpetic acute limbic encephalitis,ORPHA:C052,orphanet,ORPHA:163924,https://identifiers.org/orphanet:163924,,,,
,ORPHA:364028,X-linked intellectual disability due to GRIA3 mutations,"ORPHA:557493,ORPHA:377788,ORPHA:611327,ORPHA:102283",orphanet,ORPHA:364028,https://identifiers.org/orphanet:364028,,,,urn:miriam:icd:F72
,ORPHA:391646,Feingold syndrome type 2,"ORPHA:557494,ORPHA:1305",orphanet,ORPHA:391646,https://identifiers.org/orphanet:391646,,,,urn:miriam:icd:Q87.8
,ORPHA:556037,Late-onset familial hypoaldosteronism,"ORPHA:557494,ORPHA:427",orphanet,ORPHA:556037,https://identifiers.org/orphanet:556037,,,,urn:miriam:icd:E27.4
,ORPHA:137658,Microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome,ORPHA:C044,orphanet,ORPHA:137658,https://identifiers.org/orphanet:137658,,,,
,ORPHA:556030,Early-onset familial hypoaldosteronism,"ORPHA:557494,ORPHA:427",orphanet,ORPHA:556030,https://identifiers.org/orphanet:556030,,,,urn:miriam:icd:E27.4
,ORPHA:163934,Atopic keratoconjunctivitis,"ORPHA:557493,ORPHA:377788,ORPHA:519280",orphanet,ORPHA:163934,https://identifiers.org/orphanet:163934,,,,urn:miriam:icd:H16.2
,ORPHA:163931,Acrodermatitis continua of Hallopeau,"ORPHA:557493,ORPHA:377788,ORPHA:79360,ORPHA:79359",orphanet,ORPHA:163931,https://identifiers.org/orphanet:163931,,,,urn:miriam:icd:L40.2
,ORPHA:163937,"X-linked intellectual disability, Najm type","ORPHA:557493,ORPHA:377788,ORPHA:98641,ORPHA:611327,ORPHA:522548,ORPHA:269567,ORPHA:269523,ORPHA:102283",orphanet,ORPHA:163937,https://identifiers.org/orphanet:163937,,,,urn:miriam:icd:Q04.3
,ORPHA:353356,Vasoproliferative tumor of the retina,"ORPHA:557493,ORPHA:377788,ORPHA:71281,ORPHA:101950",orphanet,ORPHA:353356,https://identifiers.org/orphanet:353356,,,,urn:miriam:icd:D31.2
,ORPHA:353351,Idiopathic macular telangiectasia type 3,"ORPHA:557493,ORPHA:377788,ORPHA:519313,ORPHA:482092",orphanet,ORPHA:353351,https://identifiers.org/orphanet:353351,,,,urn:miriam:icd:H35.0
,ORPHA:137653,Microcephaly-digital anomalies-intellectual disability syndrome,ORPHA:C044,orphanet,ORPHA:137653,https://identifiers.org/orphanet:137653,,,,
,ORPHA:90642,Syndromic genetic deafness,"ORPHA:96210,ORPHA:93890,ORPHA:68361,ORPHA:557492",orphanet,ORPHA:90642,https://identifiers.org/orphanet:90642,,,,
,ORPHA:40366,Acitretin/etretinate embryopathy,"ORPHA:557493,ORPHA:377789,ORPHA:251529",orphanet,ORPHA:40366,https://identifiers.org/orphanet:40366,,,,urn:miriam:icd:Q86.8
,ORPHA:364013,Immune hydrops fetalis,"ORPHA:557494,ORPHA:1041",orphanet,ORPHA:364013,https://identifiers.org/orphanet:364013,,urn:miriam:icd:P56.0,,
,ORPHA:90641,Rare mitochondrial non-syndromic sensorineural deafness,"ORPHA:557494,ORPHA:87884,ORPHA:254776",orphanet,ORPHA:90641,https://identifiers.org/orphanet:90641,,,,urn:miriam:icd:H90.3
,ORPHA:90647,Jervell and Lange-Nielsen syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:90642,ORPHA:768",orphanet,ORPHA:90647,https://identifiers.org/orphanet:90647,,,,urn:miriam:icd:I45.8
,ORPHA:90649,Orofaciodigital syndrome type 7,ORPHA:C044,orphanet,ORPHA:90649,https://identifiers.org/orphanet:90649,,,,
,ORPHA:90646,Deafness-hypogonadism syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:90642,ORPHA:181441",orphanet,ORPHA:90646,https://identifiers.org/orphanet:90646,,,,urn:miriam:icd:H90.6
,ORPHA:137667,Capillary malformation-arteriovenous malformation,"ORPHA:557493,ORPHA:377789,ORPHA:536391,ORPHA:506222,ORPHA:211247,ORPHA:211240",orphanet,ORPHA:137667,https://identifiers.org/orphanet:137667,,,,urn:miriam:icd:Q27.3
,ORPHA:163921,Posttransplant acute limbic encephalitis,"ORPHA:557493,ORPHA:377793,ORPHA:97275,ORPHA:565779",orphanet,ORPHA:163921,https://identifiers.org/orphanet:163921,,,,urn:miriam:icd:G04.8
,ORPHA:163927,Pustulosis palmaris et plantaris,"ORPHA:557493,ORPHA:377788,ORPHA:79360,ORPHA:79359",orphanet,ORPHA:163927,https://identifiers.org/orphanet:163927,,urn:miriam:icd:L40.3,,
,ORPHA:53689,Congenital chloride diarrhea,"ORPHA:557493,ORPHA:377788,ORPHA:104003",orphanet,ORPHA:53689,https://identifiers.org/orphanet:53689,,,,urn:miriam:icd:K90.8
,ORPHA:53698,Myosin storage myopathy,"ORPHA:557493,ORPHA:377788,ORPHA:97245,ORPHA:209185",orphanet,ORPHA:53698,https://identifiers.org/orphanet:53698,,,,urn:miriam:icd:G71.2
,ORPHA:52368,Mohr-Tranebjaerg syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:90642,ORPHA:611314,ORPHA:441434,ORPHA:254834,ORPHA:183500,ORPHA:182070",orphanet,ORPHA:52368,https://identifiers.org/orphanet:52368,,,,urn:miriam:icd:E88.8
,ORPHA:53696,Arthrogryposis-anterior horn cell disease syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:1037",orphanet,ORPHA:53696,https://identifiers.org/orphanet:53696,,,,urn:miriam:icd:Q68.8
,ORPHA:391651,Glomus tumor,"ORPHA:557493,ORPHA:377788,ORPHA:71209",orphanet,ORPHA:391651,https://identifiers.org/orphanet:391651,,,,urn:miriam:icd:D18.0
,ORPHA:364039,Hydroa vacciniforme-like lymphoma,"ORPHA:557493,ORPHA:377788,ORPHA:289644,ORPHA:171918",orphanet,ORPHA:364039,https://identifiers.org/orphanet:364039,,,,urn:miriam:icd:C84.5
,ORPHA:391658,OBSOLETE: Cowpox infection,ORPHA:C052,orphanet,ORPHA:391658,https://identifiers.org/orphanet:391658,,,,
,ORPHA:391655,Off-periods in Parkinson disease not responding to oral treatment,"ORPHA:557493,ORPHA:377793,ORPHA:68402",orphanet,ORPHA:391655,https://identifiers.org/orphanet:391655,,,,urn:miriam:icd:G20
,ORPHA:596941,Incomplete septal cirrhosis,"ORPHA:557494,ORPHA:596937",orphanet,ORPHA:596941,https://identifiers.org/orphanet:596941,,,,urn:miriam:icd:K74.6
,ORPHA:364033,Systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood,"ORPHA:557493,ORPHA:377788,ORPHA:289644,ORPHA:171918",orphanet,ORPHA:364033,https://identifiers.org/orphanet:364033,,,,urn:miriam:icd:D47.9
,ORPHA:596937,Portosinusoidal vascular disease,"ORPHA:557493,ORPHA:377788,ORPHA:101938",orphanet,ORPHA:596937,https://identifiers.org/orphanet:596937,,,,urn:miriam:icd:K76.8
,ORPHA:137602,Corneal endotheliitis,"ORPHA:557493,ORPHA:377788,ORPHA:519278",orphanet,ORPHA:137602,https://identifiers.org/orphanet:137602,,,,urn:miriam:icd:H16.8
,ORPHA:137605,Legius syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:79375,ORPHA:611314,ORPHA:536391,ORPHA:183466",orphanet,ORPHA:137605,https://identifiers.org/orphanet:137605,,,,urn:miriam:icd:Q85.0
,ORPHA:364043,ALK-positive large B-cell lymphoma,"ORPHA:557493,ORPHA:377788,ORPHA:544",orphanet,ORPHA:364043,https://identifiers.org/orphanet:364043,,,,urn:miriam:icd:C83.3
,ORPHA:137608,Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome,"ORPHA:459537,ORPHA:306498,ORPHA:294057,ORPHA:211277,ORPHA:557493,ORPHA:377789,ORPHA:93460,ORPHA:622914",orphanet,ORPHA:137608,https://identifiers.org/orphanet:137608,,,,urn:miriam:icd:Q87.3
,ORPHA:99057,Congenital mitral stenosis,"ORPHA:557493,ORPHA:377791,ORPHA:95464",orphanet,ORPHA:99057,https://identifiers.org/orphanet:99057,,urn:miriam:icd:Q23.2,,
,ORPHA:53697,Gnathodiaphyseal dysplasia,"ORPHA:557493,ORPHA:377789,ORPHA:93450,ORPHA:93446",orphanet,ORPHA:53697,https://identifiers.org/orphanet:53697,,,,urn:miriam:icd:M85.8
,ORPHA:137617,Nephrogenic systemic fibrosis,"ORPHA:557493,ORPHA:377788,ORPHA:90077",orphanet,ORPHA:137617,https://identifiers.org/orphanet:137617,,,,urn:miriam:icd:L98.8
,ORPHA:53690,Congenital lactase deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:309001,ORPHA:104006",orphanet,ORPHA:53690,https://identifiers.org/orphanet:53690,,urn:miriam:icd:E73.0,,
,ORPHA:53693,GRACILE syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:309136,ORPHA:101940",orphanet,ORPHA:53693,https://identifiers.org/orphanet:53693,,,,urn:miriam:icd:E88.8
,ORPHA:53691,Congenital cornea plana,"ORPHA:557493,ORPHA:377791,ORPHA:98621,ORPHA:98553,ORPHA:522556,ORPHA:519282,ORPHA:183557",orphanet,ORPHA:53691,https://identifiers.org/orphanet:53691,,,,urn:miriam:icd:Q13.4
,ORPHA:65683,Isolated focal cortical dysplasia,"ORPHA:557493,ORPHA:377788,ORPHA:268950",orphanet,ORPHA:65683,https://identifiers.org/orphanet:65683,,,,urn:miriam:icd:Q04.8
,ORPHA:65682,Benign recurrent intrahepatic cholestasis,"ORPHA:557493,ORPHA:377788,ORPHA:309816,ORPHA:284385",orphanet,ORPHA:65682,https://identifiers.org/orphanet:65682,,,,urn:miriam:icd:K83.1
,ORPHA:65684,Monomelic amyotrophy,"ORPHA:557493,ORPHA:377788,ORPHA:98506",orphanet,ORPHA:65684,https://identifiers.org/orphanet:65684,,,,urn:miriam:icd:G12.8
,ORPHA:65681,Vaginal atresia,"ORPHA:557493,ORPHA:377791,ORPHA:180151",orphanet,ORPHA:65681,https://identifiers.org/orphanet:65681,,,,urn:miriam:icd:Q52.0
,ORPHA:364055,Severe early-childhood-onset retinal dystrophy,"ORPHA:557493,ORPHA:377788,ORPHA:519306",orphanet,ORPHA:364055,https://identifiers.org/orphanet:364055,,,,urn:miriam:icd:H35.5
,ORPHA:137625,Glycogen storage disease due to muscle and heart glycogen synthase deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:308520,ORPHA:217572",orphanet,ORPHA:137625,https://identifiers.org/orphanet:137625,,,,urn:miriam:icd:E74.0
,ORPHA:137628,Cardiac anomalies-heterotaxy syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:156532",orphanet,ORPHA:137628,https://identifiers.org/orphanet:137628,,,,urn:miriam:icd:Q28.8
,ORPHA:137622,Intractable diarrhea-choanal atresia-eye anomalies syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:73014,ORPHA:435606,ORPHA:363300,ORPHA:156246",orphanet,ORPHA:137622,https://identifiers.org/orphanet:137622,,,,urn:miriam:icd:Q87.8
,ORPHA:391641,Feingold syndrome type 1,"ORPHA:557494,ORPHA:1305",orphanet,ORPHA:391641,https://identifiers.org/orphanet:391641,,,,urn:miriam:icd:Q87.8
,ORPHA:90695,Non-acquired panhypopituitarism,"ORPHA:557493,ORPHA:377788,ORPHA:181390,ORPHA:178025",orphanet,ORPHA:90695,https://identifiers.org/orphanet:90695,,,,urn:miriam:icd:E23.0
,ORPHA:284993,Marfan syndrome and Marfan-related disorders,"ORPHA:619249,ORPHA:557492,ORPHA:182222",orphanet,ORPHA:284993,https://identifiers.org/orphanet:284993,,,,
,ORPHA:424107,Congenital myopathy with myasthenic-like onset,"ORPHA:557493,ORPHA:377788,ORPHA:98742,ORPHA:97245",orphanet,ORPHA:424107,https://identifiers.org/orphanet:424107,,,,urn:miriam:icd:G71.2
,ORPHA:99046,Double outlet right ventricle with non-committed subpulmonary ventricular septal defect,"ORPHA:557494,ORPHA:3426",orphanet,ORPHA:99046,https://identifiers.org/orphanet:99046,,,,urn:miriam:icd:Q20.1
,ORPHA:99045,Double outlet right ventricle with subpulmonary ventricular septal defect,"ORPHA:557494,ORPHA:3426",orphanet,ORPHA:99045,https://identifiers.org/orphanet:99045,,,,urn:miriam:icd:Q20.1
,ORPHA:99047,Double outlet right ventricle with doubly committed ventricular septal defect,ORPHA:C045,orphanet,ORPHA:99047,https://identifiers.org/orphanet:99047,,,,
,ORPHA:99048,Pulmonary valve agenesis-intact ventricular septum-persistent ductus arteriosus syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:982",orphanet,ORPHA:99048,https://identifiers.org/orphanet:99048,,,,urn:miriam:icd:Q22.2
,ORPHA:99049,Pulmonary artery coming from patent ductus arteriosus,"ORPHA:557493,ORPHA:377791,ORPHA:1138",orphanet,ORPHA:99049,https://identifiers.org/orphanet:99049,,,,urn:miriam:icd:Q25.7
,ORPHA:99042,Congenitally uncorrected transposition of the great arteries with coarctation,"ORPHA:557494,ORPHA:860",orphanet,ORPHA:99042,https://identifiers.org/orphanet:99042,,,,urn:miriam:icd:Q20.3
,ORPHA:99044,Double outlet right ventricle with subaortic ventricular septal defect,ORPHA:C045,orphanet,ORPHA:99044,https://identifiers.org/orphanet:99044,,,,
,ORPHA:99043,Double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis,"ORPHA:557494,ORPHA:3426",orphanet,ORPHA:99043,https://identifiers.org/orphanet:99043,,,,"urn:miriam:icd:Q20.1,urn:miriam:icd:Q21.3"
,ORPHA:99056,Parachute tricuspid valve,"ORPHA:557493,ORPHA:377791,ORPHA:95463",orphanet,ORPHA:99056,https://identifiers.org/orphanet:99056,,,,urn:miriam:icd:Q22.8
,ORPHA:99059,Congenital supravalvular mitral ring,"ORPHA:557493,ORPHA:377791,ORPHA:95464",orphanet,ORPHA:99059,https://identifiers.org/orphanet:99059,,,,urn:miriam:icd:Q23.2
,ORPHA:99058,Hypoplasia of the mitral valve annulus,"ORPHA:557493,ORPHA:377791,ORPHA:95464",orphanet,ORPHA:99058,https://identifiers.org/orphanet:99058,,,,urn:miriam:icd:Q23.2
,ORPHA:99051,Discrete fixed membranous subaortic stenosis,"ORPHA:557494,ORPHA:3092",orphanet,ORPHA:99051,https://identifiers.org/orphanet:99051,,,,urn:miriam:icd:Q24.4
,ORPHA:99053,Tunnel subaortic stenosis,"ORPHA:557494,ORPHA:3092",orphanet,ORPHA:99053,https://identifiers.org/orphanet:99053,,,,urn:miriam:icd:Q24.4
,ORPHA:99050,Abnormal origin of right or left pulmonary artery from the aorta,"ORPHA:557493,ORPHA:377791,ORPHA:182111,ORPHA:1138",orphanet,ORPHA:99050,https://identifiers.org/orphanet:99050,,,,urn:miriam:icd:Q25.7
,ORPHA:99052,Discrete fibromuscular subaortic stenosis,"ORPHA:557494,ORPHA:3092",orphanet,ORPHA:99052,https://identifiers.org/orphanet:99052,,,,urn:miriam:icd:Q24.4
,ORPHA:99055,Congenital anomaly of the tricuspid valve chordae,"ORPHA:557493,ORPHA:377791,ORPHA:95463",orphanet,ORPHA:99055,https://identifiers.org/orphanet:99055,,,,urn:miriam:icd:Q22.8
,ORPHA:99054,Valvular pulmonary stenosis,"ORPHA:557494,ORPHA:3189",orphanet,ORPHA:99054,https://identifiers.org/orphanet:99054,,,,urn:miriam:icd:Q22.1
,ORPHA:449400,IgG4-related aortitis,"ORPHA:557494,ORPHA:596448,ORPHA:165711",orphanet,ORPHA:449400,https://identifiers.org/orphanet:449400,,,,urn:miriam:icd:I77.6
,ORPHA:99068,Complete atrioventricular septal defect-tetralogy of Fallot,"ORPHA:557494,ORPHA:1329",orphanet,ORPHA:99068,https://identifiers.org/orphanet:99068,,,,urn:miriam:icd:Q21.2
,ORPHA:99067,Complete atrioventricular septal defect with ventricular hypoplasia,"ORPHA:557494,ORPHA:1329",orphanet,ORPHA:99067,https://identifiers.org/orphanet:99067,,,,urn:miriam:icd:Q21.2
,ORPHA:99069,OBSOLETE: Univentricular heart with single atrio-ventricular valve,ORPHA:C053,orphanet,ORPHA:99069,https://identifiers.org/orphanet:99069,,,,
,ORPHA:99060,Congenital unguarded mitral orifice,"ORPHA:557493,ORPHA:377791,ORPHA:95464",orphanet,ORPHA:99060,https://identifiers.org/orphanet:99060,,,,urn:miriam:icd:Q23.3
,ORPHA:51084,Torsade-de-pointes syndrome with short coupling interval,"ORPHA:557493,ORPHA:377788,ORPHA:101934",orphanet,ORPHA:51084,https://identifiers.org/orphanet:51084,,,,urn:miriam:icd:I49.8
,ORPHA:99062,Mitral valve agenesis,"ORPHA:557493,ORPHA:377791,ORPHA:95464",orphanet,ORPHA:99062,https://identifiers.org/orphanet:99062,,,,urn:miriam:icd:Q23.3
,ORPHA:51083,Familial short QT syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:101934",orphanet,ORPHA:51083,https://identifiers.org/orphanet:51083,,,,urn:miriam:icd:I49.8
,ORPHA:99061,Accessory mitral valve tissue,"ORPHA:557493,ORPHA:377791,ORPHA:95464",orphanet,ORPHA:99061,https://identifiers.org/orphanet:99061,,,,urn:miriam:icd:Q23.8
,ORPHA:99064,Straddling and/or overriding mitral valve,"ORPHA:557494,ORPHA:95465",orphanet,ORPHA:99064,https://identifiers.org/orphanet:99064,,,,urn:miriam:icd:Q23.8
,ORPHA:99063,Shone complex,"ORPHA:557493,ORPHA:377789,ORPHA:95464",orphanet,ORPHA:99063,https://identifiers.org/orphanet:99063,,,,urn:miriam:icd:Q23.8
,ORPHA:99066,OBSOLETE: Complete atrioventricular canal-left heart obstruction syndrome,ORPHA:C053,orphanet,ORPHA:99066,https://identifiers.org/orphanet:99066,,,,
,ORPHA:90654,Stickler syndrome type 2,"ORPHA:557494,ORPHA:98648,ORPHA:93422,ORPHA:828",orphanet,ORPHA:90654,https://identifiers.org/orphanet:90654,,,,urn:miriam:icd:Q87.5
,ORPHA:90653,Stickler syndrome type 1,"ORPHA:557494,ORPHA:98648,ORPHA:93421,ORPHA:828",orphanet,ORPHA:90653,https://identifiers.org/orphanet:90653,,,,urn:miriam:icd:Q87.5
,ORPHA:90650,Otopalatodigital syndrome type 1,"ORPHA:557493,ORPHA:377789,ORPHA:90642,ORPHA:611327,ORPHA:364541,ORPHA:183576,ORPHA:156237,ORPHA:139042,ORPHA:139036,ORPHA:102283",orphanet,ORPHA:90650,https://identifiers.org/orphanet:90650,,,,urn:miriam:icd:Q87.0
,ORPHA:90652,Otopalatodigital syndrome type 2,"ORPHA:557493,ORPHA:377789,ORPHA:90642,ORPHA:611327,ORPHA:364541,ORPHA:183576,ORPHA:156237,ORPHA:139042,ORPHA:139036,ORPHA:102283",orphanet,ORPHA:90652,https://identifiers.org/orphanet:90652,,,,urn:miriam:icd:Q87.0
,ORPHA:90658,Charcot-Marie-Tooth disease type 1E,"ORPHA:557493,ORPHA:377788,ORPHA:90642,ORPHA:65753",orphanet,ORPHA:90658,https://identifiers.org/orphanet:90658,,,,urn:miriam:icd:G60.0
,ORPHA:99002,Reticular dystrophy of the retinal pigment epithelium,"ORPHA:557493,ORPHA:377788,ORPHA:63454",orphanet,ORPHA:99002,https://identifiers.org/orphanet:99002,,,,urn:miriam:icd:H35.5
,ORPHA:99001,Butterfly-shaped pigment dystrophy,"ORPHA:557493,ORPHA:377788,ORPHA:63454",orphanet,ORPHA:99001,https://identifiers.org/orphanet:99001,,,,urn:miriam:icd:H35.5
,ORPHA:99004,Fundus pulverulentus,"ORPHA:557493,ORPHA:377788,ORPHA:63454",orphanet,ORPHA:99004,https://identifiers.org/orphanet:99004,,,,urn:miriam:icd:H35.5
,ORPHA:99003,Multifocal pattern dystrophy simulating fundus flavimaculatus,"ORPHA:557493,ORPHA:377788,ORPHA:63454",orphanet,ORPHA:99003,https://identifiers.org/orphanet:99003,,,,urn:miriam:icd:H35.5
,ORPHA:284963,Marfan syndrome type 1,"ORPHA:557494,ORPHA:558",orphanet,ORPHA:284963,https://identifiers.org/orphanet:284963,,,,urn:miriam:icd:Q87.4
,ORPHA:99000,Adult-onset foveomacular vitelliform dystrophy,"ORPHA:557493,ORPHA:377788,ORPHA:63454",orphanet,ORPHA:99000,https://identifiers.org/orphanet:99000,,,,urn:miriam:icd:H35.5
,ORPHA:90674,Isolated thyroid-stimulating hormone deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:95488,ORPHA:226298",orphanet,ORPHA:90674,https://identifiers.org/orphanet:90674,,,,urn:miriam:icd:E03.1
,ORPHA:90673,Hypothyroidism due to TSH receptor mutations,"ORPHA:557493,ORPHA:377788,ORPHA:95714",orphanet,ORPHA:90673,https://identifiers.org/orphanet:90673,,,,urn:miriam:icd:E03.1
,ORPHA:353308,"Pyruvate carboxylase deficiency, infantile type","ORPHA:557494,ORPHA:3008",orphanet,ORPHA:353308,https://identifiers.org/orphanet:353308,,,,urn:miriam:icd:E74.4
,ORPHA:99013,Spastic paraplegia type 7,"ORPHA:441434,ORPHA:35696,ORPHA:320346,ORPHA:320342,ORPHA:183518,ORPHA:557493,ORPHA:377788",orphanet,ORPHA:99013,https://identifiers.org/orphanet:99013,,,,urn:miriam:icd:G11.4
,ORPHA:99012,"OBSOLETE: Autosomal recessive optic atrophy, OPA6 type",ORPHA:C053,orphanet,ORPHA:99012,https://identifiers.org/orphanet:99012,,,,
,ORPHA:99015,Spastic paraplegia type 2,"ORPHA:557493,ORPHA:377788,ORPHA:68356,ORPHA:441434,ORPHA:320350",orphanet,ORPHA:99015,https://identifiers.org/orphanet:99015,,,,urn:miriam:icd:G11.4
,ORPHA:353314,"Pyruvate carboxylase deficiency, severe neonatal type","ORPHA:557494,ORPHA:3008",orphanet,ORPHA:353314,https://identifiers.org/orphanet:353314,,,,urn:miriam:icd:E74.4
,ORPHA:99014,X-linked Charcot-Marie-Tooth disease type 5,"ORPHA:557493,ORPHA:377788,ORPHA:79191,ORPHA:64747,ORPHA:441434",orphanet,ORPHA:99014,https://identifiers.org/orphanet:99014,,,,urn:miriam:icd:G60.0
,ORPHA:284973,Marfan syndrome type 2,"ORPHA:557494,ORPHA:558",orphanet,ORPHA:284973,https://identifiers.org/orphanet:284973,,,,urn:miriam:icd:Q87.4
,ORPHA:284979,Neonatal Marfan syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:285014,ORPHA:284993",orphanet,ORPHA:284979,https://identifiers.org/orphanet:284979,,,,urn:miriam:icd:Q87.4
,ORPHA:99027,Adult-onset autosomal dominant leukodystrophy,"ORPHA:557493,ORPHA:377788,ORPHA:68356,ORPHA:522506,ORPHA:519341,ORPHA:262869",orphanet,ORPHA:99027,https://identifiers.org/orphanet:99027,,,,urn:miriam:icd:E75.2
,ORPHA:353327,Congenital myasthenic syndromes with glycosylation defect,"ORPHA:557494,ORPHA:590,ORPHA:371047,ORPHA:309347",orphanet,ORPHA:353327,https://identifiers.org/orphanet:353327,,,,urn:miriam:icd:G70.2
,ORPHA:353320,"Pyruvate carboxylase deficiency, benign type","ORPHA:557494,ORPHA:3008",orphanet,ORPHA:353320,https://identifiers.org/orphanet:353320,,,,urn:miriam:icd:E74.4
,ORPHA:99022,OBSOLETE: Niemann-Pick disease type E,ORPHA:C052,orphanet,ORPHA:99022,https://identifiers.org/orphanet:99022,,,,
,ORPHA:90692,Rare endocrine growth disease,"ORPHA:97978,ORPHA:557492",orphanet,ORPHA:90692,https://identifiers.org/orphanet:90692,,,,
,ORPHA:284984,Aneurysm-osteoarthritis syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:285014,ORPHA:284993",orphanet,ORPHA:284984,https://identifiers.org/orphanet:284984,,,,urn:miriam:icd:Q87.8
,ORPHA:207028,Cerebellar ataxia with peripheral neuropathy,"ORPHA:557492,ORPHA:207025",orphanet,ORPHA:207028,https://identifiers.org/orphanet:207028,,urn:miriam:icd:G60.2,,
,ORPHA:207025,Rare hereditary neurologic disease with peripheral neuropathy,"ORPHA:557492,ORPHA:207015",orphanet,ORPHA:207025,https://identifiers.org/orphanet:207025,,,,
,ORPHA:448267,Regressive spondylometaphyseal dysplasia,"ORPHA:557493,ORPHA:377789,ORPHA:254",orphanet,ORPHA:448267,https://identifiers.org/orphanet:448267,,,,urn:miriam:icd:Q77.8
,ORPHA:448264,Isolated focal non-epidermolytic palmoplantar keratoderma,"ORPHA:557493,ORPHA:377788,ORPHA:307846",orphanet,ORPHA:448264,https://identifiers.org/orphanet:448264,,,,urn:miriam:icd:L98.8
,ORPHA:207021,Rare hereditary systemic disease with peripheral neuropathy,"ORPHA:557492,ORPHA:207015",orphanet,ORPHA:207021,https://identifiers.org/orphanet:207021,,,,
,ORPHA:436271,Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy,"ORPHA:557493,ORPHA:377788,ORPHA:68385,ORPHA:68356,ORPHA:254822,ORPHA:207018",orphanet,ORPHA:436271,https://identifiers.org/orphanet:436271,,,,urn:miriam:icd:G93.4
,ORPHA:207038,Acute and subacute inflammatory demyelinating polyneuropathy,"ORPHA:557492,ORPHA:182086",orphanet,ORPHA:207038,https://identifiers.org/orphanet:207038,,,,
,ORPHA:436274,Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa,"ORPHA:557493,ORPHA:377788,ORPHA:98661,ORPHA:228215",orphanet,ORPHA:436274,https://identifiers.org/orphanet:436274,,,,urn:miriam:icd:Q82.8
,ORPHA:448251,Progressive autosomal recessive ataxia-deafness syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:90642",orphanet,ORPHA:448251,https://identifiers.org/orphanet:448251,,,,urn:miriam:icd:G11.1
,ORPHA:207031,OBSOLETE: Rare disease with corpus callosum agenesis associated with peripheral neuropathy,ORPHA:C051,orphanet,ORPHA:207031,https://identifiers.org/orphanet:207031,,,,
