order,name,code,parent,ontologyTermURI,definition
997,C10 Malignant neoplasm of oropharynx,C10,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C10,
998,C10.0 Malignant neoplasm of oropharynx - Vallecula,C10.0,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C10.0,
999,C10.1 Malignant neoplasm of oropharynx - Anterior surface of epiglottis,C10.1,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C10.1,
1000,C10.2 Malignant neoplasm of oropharynx - Lateral wall of oropharynx,C10.2,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C10.2,
1001,C10.3 Malignant neoplasm of oropharynx - Posterior wall of oropharynx,C10.3,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C10.3,
1002,C10.4 Malignant neoplasm of oropharynx - Branchial cleft,C10.4,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C10.4,
1003,C10.8 Malignant neoplasm of oropharynx - Overlapping lesion of oropharynx,C10.8,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C10.8,ORPHAcode: 500478 Squamous cell carcinoma of the oropharynx
1004,"C10.9 Malignant neoplasm of oropharynx - Oropharynx, unspecified",C10.9,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C10.9,
1005,C11 Malignant neoplasm of nasopharynx,C11,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C11,
1006,C11.0 Malignant neoplasm of nasopharynx - Superior wall of nasopharynx,C11.0,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C11.0,ORPHAcode: 150 Nasopharyngeal carcinoma
1007,C11.1 Malignant neoplasm of nasopharynx - Posterior wall of nasopharynx,C11.1,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C11.1,
1008,C11.2 Malignant neoplasm of nasopharynx - Lateral wall of nasopharynx,C11.2,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C11.2,
1009,C11.3 Malignant neoplasm of nasopharynx - Anterior wall of nasopharynx,C11.3,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C11.3,
1010,C11.8 Malignant neoplasm of nasopharynx - Overlapping lesion of nasopharynx,C11.8,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C11.8,
1011,"C11.9 Malignant neoplasm of nasopharynx - Nasopharynx, unspecified",C11.9,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C11.9,
1012,C12 Malignant neoplasm of piriform sinus,C12,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C12,ORPHAcode: 494547 Squamous cell carcinoma of the hypopharynx
1013,C13 Malignant neoplasm of hypopharynx,C13,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C13,
1014,C13.0 Malignant neoplasm of hypopharynx - Postcricoid region,C13.0,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C13.0,
1015,"C13.1 Malignant neoplasm of hypopharynx - Aryepiglottic fold, hypopharyngeal aspect",C13.1,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C13.1,
1016,C13.2 Malignant neoplasm of hypopharynx - Posterior wall of hypopharynx,C13.2,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C13.2,
1017,C13.8 Malignant neoplasm of hypopharynx - Overlapping lesion of hypopharynx,C13.8,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C13.8,
1018,"C13.9 Malignant neoplasm of hypopharynx - Hypopharynx, unspecified",C13.9,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C13.9,
1019,"C14 Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",C14,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C14,
1020,"C14.0 Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx - Pharynx, unspecified",C14.0,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C14.0,
1021,"C14.2 Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx - Waldeyer ring",C14.2,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C14.2,
1022,"C14.8 Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx - Overlapping lesion of lip, oral cavity and pharynx",C14.8,"C00-C14 Malignant neoplasms of lip, oral cavity and pharynx",http://identifiers.org/icd/C14.8,
1023,C15-C26 Malignant neoplasms of digestive organs,C15-C26,"C00-C75 Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",,
1024,C15 Malignant neoplasm of oesophagus,C15,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C15,
1025,C15.0 Malignant neoplasm of oesophagus - Cervical part of oesophagus,C15.0,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C15.0,ORPHAcode: 418951 Undifferentiated carcinoma of esophagus
1026,C15.1 Malignant neoplasm of oesophagus - Thoracic part of oesophagus,C15.1,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C15.1,"ORPHAcode: 418945 Carcinoma of esophagus, salivary gland type"
1027,C15.2 Malignant neoplasm of oesophagus - Abdominal part of oesophagus,C15.2,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C15.2,ORPHAcode: 99976 Adenocarcinoma of the esophagus
1028,C15.3 Malignant neoplasm of oesophagus - Upper third of oesophagus,C15.3,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C15.3,ORPHAcode: 99977 Squamous cell carcinoma of the esophagus
1029,C15.4 Malignant neoplasm of oesophagus - Middle third of oesophagus,C15.4,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C15.4,
1030,C15.5 Malignant neoplasm of oesophagus - Lower third of oesophagus,C15.5,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C15.5,
1031,C15.8 Malignant neoplasm of oesophagus - Overlapping lesion of oesophagus,C15.8,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C15.8,ORPHAcode: 506136 Neuroendocrine neoplasm of esophagus
1032,"C15.9 Malignant neoplasm of oesophagus - Oesophagus, unspecified",C15.9,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C15.9,
1033,C16 Malignant neoplasm of stomach,C16,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C16,
1034,C16.0 Malignant neoplasm of stomach - Cardia,C16.0,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C16.0,ORPHAcode: 418959 Squamous cell carcinoma of the stomach
1035,C16.1 Malignant neoplasm of stomach - Fundus of stomach,C16.1,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C16.1,
1036,"D04.9 Skin, unspecified",D04.9,D00-D09 In situ neoplasms,http://identifiers.org/icd/D04.9,
1037,C16.2 Malignant neoplasm of stomach - Body of stomach,C16.2,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C16.2,ORPHAcode: 313920 Epstein-Barr virus-associated gastric carcinoma
1038,C16.3 Malignant neoplasm of stomach - Pyloric antrum,C16.3,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C16.3,
1039,C16.4 Malignant neoplasm of stomach - Pylorus,C16.4,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C16.4,
1040,"C16.5 Malignant neoplasm of stomach - Lesser curvature of stomach, unspecified",C16.5,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C16.5,
1041,"C16.6 Malignant neoplasm of stomach - Greater curvature of stomach, unspecified",C16.6,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C16.6,
1042,C16.8 Malignant neoplasm of stomach - Overlapping lesion of stomach,C16.8,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C16.8,
1043,"C16.9 Malignant neoplasm of stomach - Stomach, unspecified",C16.9,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C16.9,ORPHAcode: 26106 Hereditary diffuse gastric cancer
1044,C17 Malignant neoplasm of small intestine,C17,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C17,
1045,C17.0 Malignant neoplasm of small intestine - Duodenum,C17.0,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C17.0,ORPHAcode: 423968 Squamous cell carcinoma of the small intestine
1046,C17.1 Malignant neoplasm of small intestine - Jejunum,C17.1,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C17.1,ORPHAcode: 104076 Leiomyosarcoma of small intestine
1047,C17.2 Malignant neoplasm of small intestine - Ileum,C17.2,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C17.2,ORPHAcode: 100078 Ileal neuroendocrine tumor
1048,C17.3 Malignant neoplasm of small intestine - Meckel diverticulum,C17.3,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C17.3,
1049,C17.8 Malignant neoplasm of small intestine - Overlapping lesion of small intestine,C17.8,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C17.8,
1050,"C17.9 Malignant neoplasm of small intestine - Small intestine, unspecified",C17.9,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C17.9,ORPHAcode: 456333 Hereditary neuroendocrine tumor of small intestine
1051,C18 Malignant neoplasm of colon,C18,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C18,
1052,C18.0 Malignant neoplasm of colon - Caecum,C18.0,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C18.0,ORPHAcode: 440437 Familial colorectal cancer Type X
1053,C18.1 Malignant neoplasm of colon - Appendix,C18.1,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C18.1,ORPHAcode: 100079 Neuroendocrine neoplasm of appendix
1054,C18.2 Malignant neoplasm of colon - Ascending colon,C18.2,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C18.2,
1055,C18.3 Malignant neoplasm of colon - Hepatic flexure,C18.3,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C18.3,ORPHAcode: 423994 Squamous cell carcinoma of the colon
1056,C18.4 Malignant neoplasm of colon - Transverse colon,C18.4,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C18.4,
1057,C18.5 Malignant neoplasm of colon - Splenic flexure,C18.5,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C18.5,
1058,C18.6 Malignant neoplasm of colon - Descending colon,C18.6,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C18.6,
1059,C18.7 Malignant neoplasm of colon - Sigmoid colon,C18.7,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C18.7,
1060,C18.8 Malignant neoplasm of colon - Overlapping lesion of colon,C18.8,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C18.8,ORPHAcode: 100080 Neuroendocrine tumor of the colon
1061,"C18.9 Malignant neoplasm of colon - Colon, unspecified",C18.9,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C18.9,
1062,C19 Malignant neoplasm of rectosigmoid junction,C19,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C19,ORPHAcode: 300576 Oligodontia-cancer predisposition syndrome
1063,C20 Malignant neoplasm of rectum,C20,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C20,ORPHAcode: 100081 Neuroendocrine tumor of the rectum
1064,C21 Malignant neoplasm of anus and anal canal,C21,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C21,
1065,"C21.0 Malignant neoplasm of anus and anal canal - Anus, unspecified",C21.0,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C21.0,
1066,C21.1 Malignant neoplasm of anus and anal canal - Anal canal,C21.1,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C21.1,ORPHAcode: 100082 Neuroendocrine tumor of anal canal
1067,C21.2 Malignant neoplasm of anus and anal canal - Cloacogenic zone,C21.2,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C21.2,
1068,"C21.8 Malignant neoplasm of anus and anal canal - Overlapping lesion of rectum, anus and anal canal",C21.8,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C21.8,
1069,C22 Malignant neoplasm of liver and intrahepatic bile ducts,C22,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C22,
1070,C22.0 Malignant neoplasm of liver and intrahepatic bile ducts - Liver cell carcinoma,C22.0,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C22.0,ORPHAcode: 33402 Pediatric hepatocellular carcinoma
1071,C22.1 Malignant neoplasm of liver and intrahepatic bile ducts - Intrahepatic bile duct carcinoma,C22.1,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C22.1,ORPHAcode: 424975 Squamous cell carcinoma of liver and intrahepatic biliary tract
1072,C22.2 Malignant neoplasm of liver and intrahepatic bile ducts - Hepatoblastoma,C22.2,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C22.2,ORPHAcode: 449 Hepatoblastoma
1073,C22.3 Malignant neoplasm of liver and intrahepatic bile ducts - Angiosarcoma of liver,C22.3,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C22.3,
1074,C22.4 Malignant neoplasm of liver and intrahepatic bile ducts - Other sarcomas of liver,C22.4,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C22.4,
1075,C22.7 Malignant neoplasm of liver and intrahepatic bile ducts - Other specified carcinomas of liver,C22.7,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C22.7,ORPHAcode: 100085 Primary hepatic neuroendocrine carcinoma
1076,"C22.9 Malignant neoplasm of liver and intrahepatic bile ducts - Liver, unspecified",C22.9,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C22.9,
1077,C23 Malignant neoplasm of gallbladder,C23,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C23,ORPHAcode: 100086 Gallbladder neuroendocrine tumor
1078,C24 Malignant neoplasm of other and unspecified parts of biliary tract,C24,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C24,
1079,C24.0 Malignant neoplasm of other and unspecified parts of biliary tract - Extrahepatic bile duct,C24.0,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C24.0,ORPHAcode: 99978 Klatskin tumor
1080,C24.1 Malignant neoplasm of other and unspecified parts of biliary tract - Ampulla of Vater,C24.1,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C24.1,ORPHAcode: 300557 Carcinoma of the ampulla of Vater
1081,C24.8 Malignant neoplasm of other and unspecified parts of biliary tract - Overlapping lesion of biliary tract,C24.8,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C24.8,ORPHAcode: 70567 Cholangiocarcinoma
1082,"C24.9 Malignant neoplasm of other and unspecified parts of biliary tract - Biliary tract, unspecified",C24.9,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C24.9,
1083,C25 Malignant neoplasm of pancreas,C25,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C25,ORPHAcode: 1333 Familial pancreatic carcinoma
1084,D05 Carcinoma in situ of breast,D05,D00-D09 In situ neoplasms,http://identifiers.org/icd/D05,
1085,C25.0 Malignant neoplasm of pancreas - Head of pancreas,C25.0,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C25.0,ORPHAcode: 424039 Squamous cell carcinoma of pancreas
1086,C25.1 Malignant neoplasm of pancreas - Body of pancreas,C25.1,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C25.1,ORPHAcode: 677 Pancreatoblastoma
1087,C25.2 Malignant neoplasm of pancreas - Tail of pancreas,C25.2,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C25.2,
1088,C25.3 Malignant neoplasm of pancreas - Pancreatic duct,C25.3,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C25.3,ORPHAcode: 424058 Intraductal papillary mucinous carcinoma of pancreas
1089,C25.4 Malignant neoplasm of pancreas - Endocrine pancreas,C25.4,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C25.4,
1090,C25.7 Malignant neoplasm of pancreas - Other parts of pancreas,C25.7,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C25.7,
1091,C25.8 Malignant neoplasm of pancreas - Overlapping lesion of pancreas,C25.8,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C25.8,ORPHAcode: 424053 Mucinous cystadenocarcinoma of the pancreas
1092,"C25.9 Malignant neoplasm of pancreas - Pancreas, unspecified",C25.9,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C25.9,ORPHAcode: 506075 Non-functioning neuroendocrine tumor of pancreas
1093,C26 Malignant neoplasm of other and ill-defined digestive organs,C26,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C26,
1094,"C26.0 Malignant neoplasm of other and ill-defined digestive organs - Intestinal tract, part unspecified",C26.0,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C26.0,
1095,C26.1 Malignant neoplasm of other and ill-defined digestive organs - Spleen,C26.1,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C26.1,
1096,C26.8 Malignant neoplasm of other and ill-defined digestive organs - Overlapping lesion of digestive system,C26.8,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C26.8,
1097,C26.9 Malignant neoplasm of other and ill-defined digestive organs - Ill-defined sites within the digestive system,C26.9,C15-C26 Malignant neoplasms of digestive organs,http://identifiers.org/icd/C26.9,ORPHAcode: 44890 Gastrointestinal stromal tumor
1098,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,C30-C39,"C00-C75 Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",,
1099,C30 Malignant neoplasm of nasal cavity and middle ear,C30,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C30,
1100,J93 Pneumothorax,J93,J90-J94 Other diseases of pleura,http://identifiers.org/icd/J93,
1101,C30.0 Malignant neoplasm of nasal cavity and middle ear - Nasal cavity,C30.0,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C30.0,ORPHAcode: 1957 Esthesioneuroblastoma
1102,C30.1 Malignant neoplasm of nasal cavity and middle ear - Middle ear,C30.1,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C30.1,ORPHAcode: 100084 Middle ear neuroendocrine tumor
1103,C31 Malignant neoplasm of accessory sinuses,C31,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C31,
1104,C31.0 Malignant neoplasm of accessory sinuses - Maxillary sinus,C31.0,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C31.0,
1105,C31.1 Malignant neoplasm of accessory sinuses - Ethmoidal sinus,C31.1,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C31.1,
1106,C31.2 Malignant neoplasm of accessory sinuses - Frontal sinus,C31.2,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C31.2,
1107,C31.3 Malignant neoplasm of accessory sinuses - Sphenoidal sinus,C31.3,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C31.3,
1108,C31.8 Malignant neoplasm of accessory sinuses - Overlapping lesion of accessory sinuses,C31.8,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C31.8,
1109,"C31.9 Malignant neoplasm of accessory sinuses - Accessory sinus, unspecified",C31.9,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C31.9,
1110,C32 Malignant neoplasm of larynx,C32,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C32,
1111,C32.0 Malignant neoplasm of larynx - Glottis,C32.0,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C32.0,
1112,C32.1 Malignant neoplasm of larynx - Supraglottis,C32.1,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C32.1,ORPHAcode: 100083 Laryngeal neuroendocrine tumor
1113,C32.2 Malignant neoplasm of larynx - Subglottis,C32.2,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C32.2,
1114,C32.3 Malignant neoplasm of larynx - Laryngeal cartilage,C32.3,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C32.3,
1115,C32.8 Malignant neoplasm of larynx - Overlapping lesion of larynx,C32.8,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C32.8,ORPHAcode: 494550 Squamous cell carcinoma of the larynx
1116,"C32.9 Malignant neoplasm of larynx - Larynx, unspecified",C32.9,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C32.9,
1117,C33 Malignant neoplasm of trachea,C33,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C33,
1118,C34 Malignant neoplasm of bronchus and lung,C34,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C34,
1119,C34.0 Malignant neoplasm of bronchus and lung - Main bronchus,C34.0,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C34.0,
1120,"C34.1 Malignant neoplasm of bronchus and lung - Upper lobe, bronchus or lung",C34.1,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C34.1,ORPHAcode: 284395 Well-differentiated fetal adenocarcinoma of the lung
1121,"C34.2 Malignant neoplasm of bronchus and lung - Middle lobe, bronchus or lung",C34.2,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C34.2,ORPHAcode: 64741 Pulmonary blastoma
1122,"C34.3 Malignant neoplasm of bronchus and lung - Lower lobe, bronchus or lung",C34.3,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C34.3,ORPHAcode: 64742 Pleuropulmonary blastoma
1123,C34.8 Malignant neoplasm of bronchus and lung - Overlapping lesion of bronchus and lung,C34.8,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C34.8,
1124,"C34.9 Malignant neoplasm of bronchus and lung - Bronchus or lung, unspecified",C34.9,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C34.9,ORPHAcode: 70573 Small cell lung cancer
1125,C37 Malignant neoplasm of thymus,C37,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C37,ORPHAcode: 97289 Thymic neuroendocrine tumor
1126,"C38 Malignant neoplasm of heart, mediastinum and pleura",C38,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C38,
1127,"C38.0 Malignant neoplasm of heart, mediastinum and pleura - Heart",C38.0,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C38.0,ORPHAcode: 874 Primary adult heart tumor
1128,"C38.1 Malignant neoplasm of heart, mediastinum and pleura - Anterior mediastinum",C38.1,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C38.1,
1129,"C38.2 Malignant neoplasm of heart, mediastinum and pleura - Posterior mediastinum",C38.2,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C38.2,
1130,"C38.3 Malignant neoplasm of heart, mediastinum and pleura - Mediastinum, part unspecified",C38.3,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C38.3,ORPHAcode: 182127 Extragonadal germinoma
1131,"C38.4 Malignant neoplasm of heart, mediastinum and pleura - Pleura",C38.4,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C38.4,
1132,"C38.8 Malignant neoplasm of heart, mediastinum and pleura - Overlapping lesion of heart, mediastinum and pleura",C38.8,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C38.8,
1133,C39 Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,C39,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C39,
1134,"C39.0 Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs - Upper respiratory tract, part unspecified",C39.0,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C39.0,
1135,C39.8 Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs - Overlapping lesion of respiratory and intrathoracic organs,C39.8,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C39.8,
1136,C39.9 Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs - Ill-defined sites within the respiratory system,C39.9,C30-C39 Malignant neoplasms of respiratory and intrathoracic organs,http://identifiers.org/icd/C39.9,
1137,C40-C41 Malignant neoplasms of bone and articular cartilage,C40-C41,"C00-C75 Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",,
1138,C40 Malignant neoplasm of bone and articular cartilage of limbs,C40,C40-C41 Malignant neoplasms of bone and articular cartilage,http://identifiers.org/icd/C40,
1139,C40.0 Malignant neoplasm of bone and articular cartilage of limbs - Scapula and long bones of upper limb,C40.0,C40-C41 Malignant neoplasms of bone and articular cartilage,http://identifiers.org/icd/C40.0,
1140,C40.1 Malignant neoplasm of bone and articular cartilage of limbs - Short bones of upper limb,C40.1,C40-C41 Malignant neoplasms of bone and articular cartilage,http://identifiers.org/icd/C40.1,
1141,C40.2 Malignant neoplasm of bone and articular cartilage of limbs - Long bones of lower limb,C40.2,C40-C41 Malignant neoplasms of bone and articular cartilage,http://identifiers.org/icd/C40.2,ORPHAcode: 55881 Adamantinoma
1142,C40.3 Malignant neoplasm of bone and articular cartilage of limbs - Short bones of lower limb,C40.3,C40-C41 Malignant neoplasms of bone and articular cartilage,http://identifiers.org/icd/C40.3,
1143,C40.8 Malignant neoplasm of bone and articular cartilage of limbs - Overlapping lesion of bone and articular cartilage of limbs,C40.8,C40-C41 Malignant neoplasms of bone and articular cartilage,http://identifiers.org/icd/C40.8,
1144,"C40.9 Malignant neoplasm of bone and articular cartilage of limbs - Bone and articular cartilage of limb, unspecified",C40.9,C40-C41 Malignant neoplasms of bone and articular cartilage,http://identifiers.org/icd/C40.9,
1145,C50.6 Malignant neoplasm of breast - Axillary tail of breast,C50.6,C50-C50 Malignant neoplasm of breast,http://identifiers.org/icd/C50.6,
1146,C41 Malignant neoplasm of bone and articular cartilage of other and unspecified sites,C41,C40-C41 Malignant neoplasms of bone and articular cartilage,http://identifiers.org/icd/C41,
1147,C41.0 Malignant neoplasm of bone and articular cartilage of other and unspecified sites - Bones of skull and face,C41.0,C40-C41 Malignant neoplasms of bone and articular cartilage,http://identifiers.org/icd/C41.0,
