tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Variable mappings,,syntax,text,,,,,,,,,"formal definition of the mapping, ideally executable code","DataCatalogue,CohortStaging"
Variable mappings,,comments,text,,,,,,,,,additional notes and comments,"DataCatalogue,CohortStaging"
Subcohort counts,,,,,,,,,,,,"Number of participants per subcohort age group, optionally divided per sex","DataCatalogue,CohortStaging"
Subcohort counts,,subcohort,ref,1,True,,Subcohorts,,,,,,"DataCatalogue,CohortStaging"
Subcohort counts,,age group,ontology,1,True,CatalogueOntologies,Age groups,,,,,,"DataCatalogue,CohortStaging"
Subcohort counts,,N total,int,,,,,,,,,,"DataCatalogue,CohortStaging"
Subcohort counts,,N female,int,,,,,,,,,,"DataCatalogue,CohortStaging"
Subcohort counts,,N male,int,,,,,,,,,,"DataCatalogue,CohortStaging"
External identifiers,,,,,,,,,,,,External identifier(s) for this resource,"DataCatalogue,EMA,CohortStaging"
External identifiers,,resource,ref,1,True,,Resources,,,,,Resource that this external identifier belongs to,"DataCatalogue,EMA,CohortStaging"
External identifiers,,identifier,text,1,True,,,,,,,External identifier,"DataCatalogue,EMA,CohortStaging"
External identifiers,,external identifier type,ontology,,,CatalogueOntologies,External identifier types,,,,,External identifier type,"DataCatalogue,EMA,CohortStaging"
External identifiers,,external identifier type other,text,,,,,,,,,"If other, enter external identifier type","DataCatalogue,CohortStaging"
