collection,dataset,name,useExternalDefinition.collection,useExternalDefinition.dataset,useExternalDefinition.name,label,description,collection event,format,unit,since version,until version,repeat unit,repeat min,repeat max,example values,keywords,vocabularies,notes
ATHLETE,chemicals_ath,m_2mpa_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_2mpa_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_2mpa_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_2mpa_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_2mpa_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_2mpa_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_2mpa_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_2mpa_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_as_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_as_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_as_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,outcome_ath,fetus_head_circum_t,,,,,,,,,,,Trimester,0,3,,,,
ATHLETE,chemicals_ath,m_as_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_as_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_as_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_benzoapyrene_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_benzoapyrene_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_benzoapyrene_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_benzoapyrene_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_benzoapyrene_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_benzoapyrene_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_benzoapyrene_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_benzoapyrene_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_boscalid_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_boscalid_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_boscalid_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_boscalid_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_boscalid_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_boscalid_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_boscalid_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_boscalid_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cs_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpa_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpa_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpa_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpa_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_bpa_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpa_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpa_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpa_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_bpf_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpf_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpf_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_bpf_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpf_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpf_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bpf_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_bps_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bps_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bps_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bps_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_bps_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bps_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bps_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bps_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_bupa_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bupa_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bupa_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bupa_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_bupa_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bupa_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_bupa_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cd_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cd_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cd_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cd_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chlorphyrifos_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chlorphyrifos_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chlorphyrifos_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chlorphyrifos_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_chlorphyrifos_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chlorphyrifos_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chlorphyrifos_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chlorphyrifos_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_chrysene_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chrysene_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chrysene_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chrysene_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chrysene_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chrysene_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_chrysene_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_co_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_co_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_co_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_co_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_co_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_co_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cotinine_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cotinine_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cotinine_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cotinine_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_cotinine_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cotinine_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cotinine_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cotinine_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_creatinine_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_creatinine_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_creatinine_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_creatinine_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_creatinine_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_creatinine_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_creatinine_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_creatinine_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_cs_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cs_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cs_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cs_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cs_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cu_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,outcome_ath,fetus_weight_t,,,,,,,,,,,Trimester,0,3,,,,
ATHLETE,chemicals_ath,m_cu_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cu_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cu_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cu_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cu_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cxminp_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cxminp_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cxminp_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cxminp_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_cxminp_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cxminp_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cxminp_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_cxminp_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_dde_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dde_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dde_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dde_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dde_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_ddt_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_ddt_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_ddt_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_ddt_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_ddt_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_ddt_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dedtp_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dedtp_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dedtp_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dedtp_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_dedtp_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dedtp_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dedtp_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dedtp_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_dep_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dep_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dep_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dep_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_dep_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dep_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dep_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dep_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_detp_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_detp_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_detp_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_detp_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_detp_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_detp_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_detp_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_detp_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_dmdtp_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmdtp_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmdtp_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmdtp_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,outcome_ath,aggr_age_,,,,,,,,,,,Trimester,0,3,,,,
ATHLETE,chemicals_ath,m_dmdtp_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmdtp_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmdtp_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmdtp_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_dmp_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmp_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmp_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmp_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_dmp_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmp_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmp_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmp_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_dmtp_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmtp_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmtp_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmtp_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,row_id,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmtp_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmtp_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmtp_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_dmtp_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_eaa_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eaa_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eaa_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eaa_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_eaa_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eaa_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eaa_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eaa_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_k_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eeaa_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eeaa_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eeaa_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eeaa_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_eeaa_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eeaa_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eeaa_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_eeaa_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_etpa_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_etpa_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_etpa_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_etpa_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_etpa_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,outcome_ath,aggr_avg_,,,,,,,,,,,Trimester,0,3,,,,
ATHLETE,chemicals_ath,m_etpa_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_etpa_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_etpa_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_fluorene_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_fluorene_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_fluorene_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_fluorene_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_fluorene_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_fluorene_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_fluorene_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_fluorene_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hcb_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hcb_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hcb_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hcb_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hcb_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hcb_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hch_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hch_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hch_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hch_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hch_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hg_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hg_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hg_lod_t,,,,,,,,,1.1.0,,Trimester,0,3,,,,
ATHLETE,chemicals_ath,m_hg_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hg_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_hg_raw_t,,,,,,,,,1.1.0,,Trimester,0,3,,,,
ATHLETE,chemicals_ath,m_mbzp_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_imazalil_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_imazalil_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_imazalil_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_imazalil_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_imazalil_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_imazalil_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_pbde47_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_imazalil_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_imazalil_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_k_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_k_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_k_lod_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_k_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_k_raw_t,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_maa_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_maa_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_maa_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_maa_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_maa_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_maa_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_maa_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_maa_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_mbzp_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mbzp_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mbzp_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mbzp_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_mbzp_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mbzp_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mbzp_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_mecpp_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_mchp_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mchp_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mchp_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mchp_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_mchp_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mchp_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mchp_raw_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mchp_raw_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_meaa_lod_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_mepa_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_meaa_lod_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_meaa_lod_preg,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_meaa_lod_t,,,,,,,,,1.1.0,,,0,,,,,
ATHLETE,chemicals_ath,m_meaa_raw_birth,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_meaa_raw_precon,,,,,,,,,1.1.0,,,,,,,,
ATHLETE,chemicals_ath,m_meaa_raw_preg,,,,,,,,,1.1.0,,,,,,,,
