"id","label","synonyms","description","link","parents"
"ORPHA:100994","Autosomal dominant spastic paraplegia type 13","SPG13","A rare hereditary spastic paraplegia characterized by progressive spastic paraplegia with pyramidal signs in the lower limbs, decreased vibration sense, and increased reflexes in the upper limbs.","https://identifiers.org/orphanet:100994","ORPHA:377788"
"ORPHA:100999","Autosomal dominant spastic paraplegia type 19","SPG19","Autosomal dominant spastic paraplegia type 19 is a pure form of hereditary spastic paraplegia characterized by a slowly progressive and relatively benign spastic paraplegia presenting in adulthood with spastic gait, lower limb hyperreflexia, extensor plantar responses, bladder dysfunction (urinary urgency and/or incontinence), and mild sensory and motor peripheral neuropathy.","https://identifiers.org/orphanet:100999","ORPHA:377788"
"ORPHA:117750","actin alpha 1, skeletal muscle","NEM3|nemaline myopathy type 3","","https://identifiers.org/orphanet:117750","ORPHA:410298"
"ORPHA:117992","photoreceptor disc component","RP36","","https://identifiers.org/orphanet:117992","ORPHA:410298"
"ORPHA:100995","Autosomal recessive spastic paraplegia type 14","SPG14","Autosomal recessive spastic paraplegia type 14 is a rare, complex hereditary spastic paraplegia characterized by adulthood-onset of slowly progressive spastic paraplegia of lower limbs presenting with spastic gait, hyperreflexia, and mild lower limb hypertonicity associated with mild intellectual disability, visual agnosia, short and long-term memory deficiency and mild distal motor neuropathy. Bilateral pes cavus and extensor plantar responses are also associated.","https://identifiers.org/orphanet:100995","ORPHA:377788"
"ORPHA:100996","Autosomal recessive spastic paraplegia type 15","SPG15|Spastic paraplegia-retinal degeneration syndrome|Hereditary spastic paraparesis type 15|Kjellin syndrome","Autosomal recessive spastic paraplegia type 15 is a complex form of hereditary spastic paraplegia characterized by a childhood to adulthood onset of slowly progressive lower limb spasticity (resulting in gait disturbance, extensor plantar responses and decreased vibration sense) associated with mild intellectual disability, mild cerebellar ataxia, peripheral neuropathy (with distal upper limb amyotrophy) and retinal degeneration. Thin corpus callosum is a common imaging finding.","https://identifiers.org/orphanet:100996","ORPHA:377788"
"ORPHA:100997","X-linked spastic paraplegia type 16","SPG16","A complex, hereditary, spastic paraplegia characterized by delayed motor development, spasticity, and inability to walk, later progressing to quadriplegia, motor aphasia, bowel and bladder dysfunction. Patients also present with vision problems and mild intellectual disability. The disease affects only males.","https://identifiers.org/orphanet:100997","ORPHA:377788"
"ORPHA:100998","Autosomal dominant spastic paraplegia type 17","SPG17|Spastic paraplegia-amyotrophy of hands and feet|Silver syndrome","A complex hereditary spastic paraplegia characterized by progressive spastic paraplegia, upper and lower limb muscle atrophy, hyperreflexia, extensor plantar responses, pes cavus and occasionally impaired vibration sense. Association with hand muscles amyotrophy typical.","https://identifiers.org/orphanet:100998","ORPHA:377788"
"ORPHA:1136","Arnold-Chiari malformation type II","Arnold-Chiari malformation type 2|Chiari malformation type 2|Chiari malformation type II","Arnold-Chiari malformation type II is a rare, central nervous system malformation characterized by caudal displacement of the cerebellum, pons, medulla and fourth ventricle through the foramen magnum into the spinal canal, and is typically associated with myelomeningocele. Variable other central nervous system abnormalities might be present (partial or complete agenesis of the corpus callosum, a small fourth ventricle, obstructive hydrocephalus, falx and tentorium defects, and polygyria). Symptoms include hypotonia, apnea with cyanosis, dysphagia, opisthotonus, nystagmus, spasticity, ataxia, and occipital headache.","https://identifiers.org/orphanet:1136","ORPHA:377791"
"ORPHA:1135","Arrhinia-choanal atresia-microphthalmia syndrome","","Arhinia-choanal atresia-microphthalmia is a malformation disorder characterized by complete or incomplete absence of nose (arrhinia), choanal atresia, microphthalmia, anophthalmia and cleft or high palate.","https://identifiers.org/orphanet:1135","ORPHA:377789"
"ORPHA:118602","serpin family A member 1","AAT|alpha1AT|protease inhibitor 1 (anti-elastase), alpha-1-antitrypsin|A1A|A1AT|PI1|alpha-1-antitrypsin","","https://identifiers.org/orphanet:118602","ORPHA:410298"
"ORPHA:118844","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2","calcium pump 2|sarcoplasmic/endoplasmic reticulum calcium ATPase 2|SERCA2","","https://identifiers.org/orphanet:118844","ORPHA:410298"
"ORPHA:1134","Isolated arrhinia","Isolated nose agenesis","Arrhinia is an extremely rare, major congenital malformation consisting of an absence of the nose ranging from hyporrhinia (absence of external nasal structures) to total arrhinia (absence of external nose, nasal airways, olfactory bulbs, or olfactory nerve) often causing respiratory distress and requiring surgical correction. Arrhinia can be bilateral or unilateral (hemiarrhinia). Associated anomalies include ocular features (hypertelorism, microphthalmia, eyelid coloboma), facial clefts, midline defects and microtia.","https://identifiers.org/orphanet:1134","ORPHA:377789"
"ORPHA:1133","AREDYLD syndrome","Acrorenal defect-ectodermal dysplasia-diabetes syndrome","AREDYLD stands for acral-renal-ectodermal-dysplasia-lipoatrophic-diabetes. This syndrome has been described in three individuals, one of whom was born to consanguineous parents. All patients had lipoatrophy, diabetes mellitus, generalized hypotrichosis, ectodermal dysplasia, renal alterations, dental abnormalities and other manifestations. It is probably transmitted as an autosomal recessive trait.","https://identifiers.org/orphanet:1133","ORPHA:377789"
"ORPHA:117757","actinin alpha 4","","","https://identifiers.org/orphanet:117757","ORPHA:410298"
"ORPHA:1132","Aortic arch defects","","","https://identifiers.org/orphanet:1132","ORPHA:182111,ORPHA:377794,ORPHA:98724,ORPHA:108995"
"ORPHA:1131","X-linked mandibulofacial dysostosis","Mandibulofacial dysostosis, Toriello type|X-linked branchial arch syndrome|X-linked mandibulofacial dysostosis with limb anomalies","X-linked mandibulofacial dysostosis is an extremely rare multiple congenital abnormality syndrome that is characterized by microcephaly, malar hypoplasia with downslanting palpebral fissures, highly arched palate, apparently low-set and protruding ears, micrognathia, short stature, bilateral hearing loss, and learning disability. Occasionally, additional features have been observed such as bilateral cryptorchidism, cardiac valvular lesions, body asymmetry, and pectus excavatum.","https://identifiers.org/orphanet:1131","ORPHA:377789"
"ORPHA:118840","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1","SERCA1|calcium pump 1|sarcoplasmic/endoplasmic reticulum calcium ATPase 1","","https://identifiers.org/orphanet:118840","ORPHA:410298"
"ORPHA:1130","Arachnodactyly-intellectual disability-dysmorphism syndrome","De Die-Smulders-Vles-Fryns syndrome","A rare multiple congenital anomalies/dysmorphic syndrome characterized by facial dysmorphism (brachycephaly, long, narrow, triangular face, prominent forehead, hypertelorism, flat philtrum, microstomia, thin lips, hypoplastic maxilla), marfanoid habitus with arachnodactyly, and moderate to severe intellectual disability. Additional features may include clinodactyly, triphalangeal thumbs, hammer-shaped toes, hyperextensible joints, hypotonia, hyperreflexia and underdeveloped musculature. Delayed external genitalia development, as well as seizures and mitral regurgitation have been reported in some cases. There have been no further descriptions in the literature since 1995.","https://identifiers.org/orphanet:1130","ORPHA:377789"
"ORPHA:117753","actin alpha cardiac muscle 1","CMD1R","","https://identifiers.org/orphanet:117753","ORPHA:410298"
"ORPHA:117995","perforin 1","P1|perforin 1 (preforming protein)|HPLH2|Perforin|PFP","","https://identifiers.org/orphanet:117995","ORPHA:410298"
"ORPHA:119930","tafazzin","transcriptional coactivator with PDZ-binding motif|Barth syndrome|TAZ1|XAP-2|G4.5|BTHS","","https://identifiers.org/orphanet:119930","ORPHA:410298"
"ORPHA:118849","ATPase secretory pathway Ca2+ transporting 1","secretory pathway Ca2+/Mn2+ ATPase 1|SPCA1|calcium-transporting ATPase type 2C member 1|KIAA1347|ATP2C1A|PMR1","","https://identifiers.org/orphanet:118849","ORPHA:410298"
"ORPHA:117759","activin A receptor type 1","ALK2|SKR1|ACVR1A","","https://identifiers.org/orphanet:117759","ORPHA:410298"
"ORPHA:1138","Abnormal origin of the pulmonary artery","","","https://identifiers.org/orphanet:1138","ORPHA:2445,ORPHA:377794"
"ORPHA:118609","serpin family C member 1","MGC22579|antithrombin III|signal peptide antithrombin part 1|ATIII|antithrombin (aa 375-432)|coding sequence signal peptide antithrombin part 1","","https://identifiers.org/orphanet:118609","ORPHA:410298"
"ORPHA:119938","tubulin folding cofactor E","KCS1|pac2","","https://identifiers.org/orphanet:119938","ORPHA:410298"
"ORPHA:100980","Autosomal dominant pure spastic paraplegia","Autosomal dominant uncomplicated SPG|Autosomal dominant pure SPG|Autosomal dominant uncomplicated HSP|Autosomal dominant pure HSP|Autosomal dominant uncomplicated spastic paraplegia","","https://identifiers.org/orphanet:100980","ORPHA:377794,ORPHA:102012"
"ORPHA:100981","Autosomal recessive complex spastic paraplegia","Autosomal recessive complex SPG|Autosomal recessive complicated SPG|Autosomal recessive complex HSP|Autosomal recessive complicated HSP|Autosomal recessive complicated spastic paraplegia","","https://identifiers.org/orphanet:100981","ORPHA:102013,ORPHA:377794"
"ORPHA:100982","Autosomal recessive pure spastic paraplegia","Autosomal recessive pure SPG|Autosomal recessive uncomplicated spastic paraplegia|Autosomal recessive uncomplicated SPG|Autosomal recessive uncomplicated HSP|Autosomal recessive pure HSP","","https://identifiers.org/orphanet:100982","ORPHA:377794,ORPHA:102012"
"ORPHA:100988","Autosomal dominant spastic paraplegia type 6","SPG6","Autosomal dominant spastic paraplegia type 6 (SPG6) is a form of hereditary spastic paraplegia which usually presents in late adolescence or early adulthood as a pure phenotype of lower limb spasticity with hyperreflexia and extensor plantar responses, as well as mild bladder disturbances and pes cavus. Rarely, it can present as a complex phenotype with additional manifestations including epilepsy, variable peripheral neuropathy and/or memory impairment.","https://identifiers.org/orphanet:100988","ORPHA:377788"
"ORPHA:100989","Autosomal dominant spastic paraplegia type 8","SPG8","A pure or complex form of hereditary spastic paraplegia characterized by a childhood to adulthood onset of slowly progressive lower limb spasticity resulting in gait disturbances, hyperreflexia and extensor plantar responses, that may be associated with complicating signs, such as upper limb involvement, sensory neuropathy, ataxia (i.e. mild dysmetria, uncoordinated eye movement) and mild dysphagia. Additional symptoms, including urinary urgency and/or incontinence, muscle weakness, decreased vibration sense and mild muscular atrophy in lower extremities, may also be associated.","https://identifiers.org/orphanet:100989","ORPHA:377788"
"ORPHA:100984","Autosomal dominant spastic paraplegia type 3","Strümpell disease","Autosomal dominant spastic paraplegia type 3 is a rare, pure or complex subtype of hereditary spastic paraplegia, with highly variable phenotype, typically characterized by childhood-onset of minimally progressive, bilateral, mainly symmetric lower limb spasticity and weakness, associated with pes cavus, diminished vibration sense, sphincter disturbances and/or urinary bladder hyperactivity. Additional associated manifestations may include scoliosis, mild intellectual disability, optic atrophy, axonal motor neuropathy and/or distal amyotrophy.","https://identifiers.org/orphanet:100984","ORPHA:377788"
"ORPHA:100985","Autosomal dominant spastic paraplegia type 4","SPG4","Autosomal dominant spastic paraplegia type 4 (SPG4) is a form of hereditary spastic paraplegia with high intrafamilial clinical variability, characterized in most cases as a pure phenotype with an adult onset (mainly the 3rd to 5th decade of life, but that can present at any age) of progressive gait impairment due to bilateral lower-limb spasticity and weakness as well as very mild proximal weakness and urinary urgency. In some cases, a complex phenotype is also reported with additional manifestations including cognitive impairment, cerebellar ataxia, epilepsy and neuropathy. A faster disease progression is noted in patients with a later age of onset.","https://identifiers.org/orphanet:100985","ORPHA:377788"
"ORPHA:100986","Autosomal recessive spastic paraplegia type 5A","SPG5A","Autosomal recessive spastic paraplegia type 5A is a form of hereditary spastic paraplegia characterized by either a pure phenotype of slowly progressive spastic paraplegia of the lower extremities with bladder dysfunction and pes cavus or a complex presentation with additional manifestations including cerebellar signs, nystagmus, distal or generalized muscle atrophy and cognitive impairment. Age of onset is highly variable, ranging from early childhood to adulthood. White matter hyperintensity and cerebellar and spinal cord atrophy may be noted, on brain magnetic resonance imaging, in some patients.","https://identifiers.org/orphanet:100986","ORPHA:377788"
"ORPHA:1125","Ocular motor apraxia, Cogan type","Oculomotor apraxia, Cogan type","Ocular motor apraxia, Cogan type is characterised by impairment of voluntary horizontal eye movements and compensatory head thrust. Around 50 cases have been described so far. The oculomotor manifestations tend to improve with age but the syndrome may also be associated with learning and speech difficulties, or, in some cases, cerebral malformations. Both sporadic and familial forms have been described, with sporadic forms being more frequent. The mode of transmission of the familial form has not yet been clearly established. A gene located on the long arm of chromosome 2, near to the NPHP1 gene involved in nephronophthisis, may be associated with ocular motor apraxia, Cogan type.","https://identifiers.org/orphanet:1125","ORPHA:377788"
"ORPHA:118613","serpin family E member 1","PAI|plasminogen activator inhibitor, type I","","https://identifiers.org/orphanet:118613","ORPHA:410298"
"ORPHA:118855","ATPase H+ transporting accessory protein 2","renin receptor|APT6M8-9|ATP6M8-9|prorenin receptor|PRR|RENR|M8-9","","https://identifiers.org/orphanet:118855","ORPHA:410298"
"ORPHA:119705","solute carrier family 6 member 8","creatine transporter|CT1|CRTR","","https://identifiers.org/orphanet:119705","ORPHA:410298"
"ORPHA:1123","Caudal appendage-deafness syndrome","Lynch-Lee-Murday syndrome","Caudal appendage-deafness syndrome is characterized by caudal appendage, short terminal phalanges, deafness, cryptorchidism, intellectual deficit, short stature and dysmorphism. It has been described in monozygotic twin boys.","https://identifiers.org/orphanet:1123","ORPHA:377789"
"ORPHA:119944","transducin beta like 2","WS-betaTRP|DKFZP43N024|WBSCR13|Williams-Beuren syndrome chromosome region 13","","https://identifiers.org/orphanet:119944","ORPHA:410298"
"ORPHA:1122","Ulnar hypoplasia-split foot syndrome","Ulnar hypoplasia-lobster-claw deformity of feet syndrome|Van den Berghe-Dequecker syndrome","Ulnar hypoplasia-split foot syndrome is characterised by the association of severe ulnar hypoplasia, absence of fingers two to five, and split-foot. It has been described in four males belonging to two generations of the same family. X-linked recessive inheritance is suggested, but autosomal dominant transmission cannot be excluded.","https://identifiers.org/orphanet:1122","ORPHA:377789"
"ORPHA:119703","solute carrier family 6 member 19","Hartnup disease","","https://identifiers.org/orphanet:119703","ORPHA:410298"
"ORPHA:1121","Radial deficiency-tibial hypoplasia syndrome","","Radial deficiency-tibial hypoplasia syndrome is a rare, genetic dysostosis syndrome with combined reduction defects of upper and lower limbs characterized by bilateral radial aplasia, absent thumbs and bilateral tibial hypo/aplasia. Additional bone anomalies (including partial toe hypo/aplasia, short fibula and clubhand) may be associated. There have been no further descriptions in the literature since 1996.","https://identifiers.org/orphanet:1121","ORPHA:377789"
"ORPHA:119700","solute carrier family 5 member 5","NIS","","https://identifiers.org/orphanet:119700","ORPHA:410298"
"ORPHA:1120","Lung agenesis-heart defect-thumb anomalies syndrome","Mardini-Nyhan syndrome","Lung agenesis - heart defect - thumb anomalies is a very rare syndrome characterized by unilateral complete or partial lung agenesis, congenital cardiac defects and ipsilateral thumb anomalies.","https://identifiers.org/orphanet:1120","ORPHA:377789"
"ORPHA:117764","activin A receptor like type 1","HHT|ALK1|activin receptor-like kinase 1|HHT2","","https://identifiers.org/orphanet:117764","ORPHA:410298"
"ORPHA:1129","Arachnodactyly-abnormal ossification-intellectual disability syndrome","Kosztolanyi syndrome","Arachnodactyly - abnormal ossification - intellectual disability is a multiple congenital developmental anomalies syndrome characterized by arachnodactyly of fingers and toes associated with craniofacial dysmorphism (including abnormal cranial ossification, frontal bossing, flat calvaria, shallow deformed orbits resulting in exophtalmos, midface hypoplasia and micrognathia), feeding difficulties in infancy, infantile muscular hypotonia, and developmental delay leading to intellectual disability.","https://identifiers.org/orphanet:1129","ORPHA:377789"
"ORPHA:118618","serpin family G member 1","C1-inhibitor|angioedema, hereditary|HAE2|plasma protease C1 inhibitor|C1INH|C1-INH|C1IN|HAE1","","https://identifiers.org/orphanet:118618","ORPHA:410298"
"ORPHA:119709","solute carrier family 7 member 7","y+LAT-1","","https://identifiers.org/orphanet:119709","ORPHA:410298"
"ORPHA:119948","TATA-box binding protein","TFIID","","https://identifiers.org/orphanet:119948","ORPHA:410298"
"ORPHA:1126","Aprosencephaly cerebellar dysgenesis","","","https://identifiers.org/orphanet:1126","ORPHA:377789"
"ORPHA:100978","Cloverleaf skull-asphyxiating thoracic dysplasia syndrome","Benallegue-Lacete syndrome","Cloverleaf skull-asphyxiating thoracic dysplasia is a rare syndromic craniosynostosis characterized by prenatal presentation with cloverleaf skull, micromelia and asphyxiating thoracic dysplasia. Radiologic features include short ribs, horizontal roof of the acetabulum with a rounded median prominence and lateral spurs, deformed long bones with broad metaphyses, and absent ossification of the terminal phalanges. There have been no further descriptions in the literature since 1987.","https://identifiers.org/orphanet:100978","ORPHA:377789"
"ORPHA:100979","Autosomal dominant complex spastic paraplegia","Autosomal dominant complicated HSP|Autosomal dominant complex HSP|Autosomal dominant complicated spastic paraplegia|Autosomal dominant complex SPG|Autosomal dominant complicated SPG","","https://identifiers.org/orphanet:100979","ORPHA:102013,ORPHA:377794"
"ORPHA:118861","ATPase H+ transporting V0 subunit a4","a4|VPP2|Stv1|RTADR|Vph1|RDRTA2","","https://identifiers.org/orphanet:118861","ORPHA:410298"
"ORPHA:117771","adenosine deaminase","","","https://identifiers.org/orphanet:117771","ORPHA:410298"
"ORPHA:100973","FRAXE intellectual disability","Intellectual disability associated with fragile site FRAXE","FRAXE is a form of nonsyndromic X-linked mental retardation (NS-XLMR) characterized by mild intellectual deficit. FRAXE is the most common form of NS-XLMR.","https://identifiers.org/orphanet:100973","ORPHA:377788"
"ORPHA:100974","FRAXF syndrome","","FRAXF syndrome was originally identified in a family with developmental delay and an expanded CCG repeat at the folate-sensitive FRAXF fragile site. Since this initial description, FRAXF has been associated with a range of manifestations but no clear phenotype has been established.","https://identifiers.org/orphanet:100974","ORPHA:377788"
"ORPHA:100976","Bathing suit ichthyosis","BSI","Bathing suit ichthyosis (BSI) is a rare variant of autosomal recessive congenital ichthyosis (ARCI","https://identifiers.org/orphanet:100976",""
"ORPHA:1114","Aplasia cutis congenita","","Aplasia cutis congenita (ACC) is a rare skin disorder characterized by localized absence of skin that is usually located on the scalp but can occur anywhere on the body including the face, trunk and extremities. ACC may occasionally be associated with other anomalies.","https://identifiers.org/orphanet:1114","ORPHA:377789"
"ORPHA:1113","Aphalangy-syndactyly-microcephaly syndrome","","Aphalangy-syndactyly-microcephaly is an extremely rare malformation syndrome characterized by the association of partial distal aphalangia with syndactyly, duplication of metatarsal IV, microcephaly, and mild intellectual disability.","https://identifiers.org/orphanet:1113","ORPHA:377789"
"ORPHA:1112","Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome","Johnson-Munson syndrome","Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome is an extremely rare congenital limb malformation syndrome, described in only 3 patients to date,characterized by the association of hypoplasia or aplasia of the hand and foot phalanges, hemivertebrae and various urogenital and/or intestinal abnormalities (i.e. dysgenesis of the urogenital tract and rectum). There have been no further descriptions in the literature since 1991.","https://identifiers.org/orphanet:1112","ORPHA:377789"
"ORPHA:118627","senataxin","AOA2|Sen1|KIAA0625","","https://identifiers.org/orphanet:118627","ORPHA:410298"
"ORPHA:119713","solute carrier family 7 member 9","","","https://identifiers.org/orphanet:119713","ORPHA:410298"
"ORPHA:119955","T-box 19","TBS 19|dj747L4.1|TPIT","","https://identifiers.org/orphanet:119955","ORPHA:410298"
"ORPHA:1110","Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome","","Aortic arch anomaly-peculiar facies-intellectual disability syndrome is a developmental anomaly characterized at birth by the presence of right-sided aortic arch, craniofacial dysmorphism (microcephaly, asymmetric, facial bones, broad forehead, borderline hypertelorism, nasal septum deviation, large nasal cavity, large, posteriorly rotated ears, and microstomia with downturned corners), and intellectual disability. These features were observed in 4 members of one family, involving 2 successive generations, suggesting an autosomal dominant mode of transmission. There have been no further descriptions in the literature since 1968.","https://identifiers.org/orphanet:1110","ORPHA:377789"
"ORPHA:119953","T-box 1","CATCH22","","https://identifiers.org/orphanet:119953","ORPHA:410298"
"ORPHA:117773","ADAM metallopeptidase with thrombospondin type 1 motif 10","ADAM-TS10","","https://identifiers.org/orphanet:117773","ORPHA:410298"
"ORPHA:117776","ADAM metallopeptidase with thrombospondin type 1 motif 13","MGC118900|FLJ42993|VWFCP|MGC118899|TTP|DKFZp434C2322|vWF-CP","","https://identifiers.org/orphanet:117776","ORPHA:410298"
"ORPHA:118623","serpin family I member 1","neuroserpin","","https://identifiers.org/orphanet:118623","ORPHA:410298"
"ORPHA:1118","Fibular aplasia-ectrodactyly syndrome","","Fibular aplasia-ectrodactyly syndrome is characterized by fibular aplasia and ectrodactyly. Less than 50 familial and sporadic cases have been reported in the literature. Shortening of the femur, a curved tibia, severe foot anomalies and pathologies of the hip, knee and ankle may also be present. The disorder is probably inherited as an autosomal dominant trait, with reduced penetrance, especially in females.","https://identifiers.org/orphanet:1118","ORPHA:377789"
"ORPHA:1117","Aplasia cutis-myopia syndrome","Gershoni-Baruch-Leibo syndrome","Aplasia cutis-myopia syndrome is characterised by the association of aplasia cutis congenita with high myopia, congenital nystagmus and cone-rod dysfunction. It has been described in two siblings (brother and sister). Transmission is autosomal dominant.","https://identifiers.org/orphanet:1117","ORPHA:377788"
"ORPHA:1116","Aplasia cutis congenita-intestinal lymphangiectasia syndrome","Bronspiegel-Zelnick syndrome|Autosomal recessive aplasia cutis","Aplasia cutis congenita-intestinal lymphangiectasia syndrome is an extremely rare association syndrome, described in only two brothers to date (one of which died at 2 months of age), characterized by aplasia cutis congenita of the vertex and generalized edema (as well as hypoproteinemia and lymphopenia) due to intestinal lymphangiectasia. There have been no further descriptions in the literature since 1985.","https://identifiers.org/orphanet:1116","ORPHA:377788"
"ORPHA:119959","T-box 22","","","https://identifiers.org/orphanet:119959","ORPHA:410298"
"ORPHA:1115","Recessive aplasia cutis congenita of limbs","","Recessive aplasia cutis congenita of limbs is an extremely rare variant of aplasia cutis congenita (ACC","https://identifiers.org/orphanet:1115",""
"ORPHA:117780","ADAM metallopeptidase with thrombospondin type 1 motif 2","hPCPNI|ADAMTS-3|ADAM-TS2|NPI|PCINP|procollagen I N-proteinase|procollagen N-endopeptidase","","https://identifiers.org/orphanet:117780","ORPHA:410298"
"ORPHA:119961","T-box 3","TBX3-ISO|XHL","","https://identifiers.org/orphanet:119961","ORPHA:410298"
"ORPHA:118872","ATPase H+ transporting V1 subunit B1","Vma2|VATB|Renal tubular acidosis with deafness|RTA1B","","https://identifiers.org/orphanet:118872","ORPHA:410298"
"ORPHA:119968","T-box 5","","","https://identifiers.org/orphanet:119968","ORPHA:410298"
"ORPHA:1102","Anophthalmia-hypothalamo-pituitary insufficiency syndrome","","","https://identifiers.org/orphanet:1102",""
"ORPHA:119727","SMAD family member 4","DPC4","","https://identifiers.org/orphanet:119727","ORPHA:410298"
"ORPHA:1101","Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome","Cassia Stocco dos Santos syndrome","Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome is a multiple congenital anomalies syndrome, reported in the offsprings of a consanguineous couple and characterized by multiple congenital skeletal (dolichocephaly, skull asymmetry, camptodactyly, clubfoot), muscular (muscle hypoplasia), ocular (anophthalmia, buphthalmos, retinal detachment, aniridia (see this term)) and cardiac (prolapse of tricuspid valves, mitral and tricuspid insufficiency) abnormalities. An autosomal recessive inheritance with variable expressivity was suspected. There have been no further descriptions in the literature since 1992.","https://identifiers.org/orphanet:1101","ORPHA:377789"
"ORPHA:119966","T-box 4","","","https://identifiers.org/orphanet:119966","ORPHA:410298"
"ORPHA:118879","ATPase copper transporting alpha","copper-transporting ATPase 1|copper pump 1","","https://identifiers.org/orphanet:118879","ORPHA:410298"
"ORPHA:117785","phosphoglycerate dehydrogenase","PDG|PGDH|D-3-phosphoglycerate dehydrogenase|SERA","","https://identifiers.org/orphanet:117785","ORPHA:410298"
"ORPHA:119720","secreted LY6/PLAUR domain containing 1","lymphocyte antigen 6-like secreted|ARS|ArsB|ARS component B|ANUP|MDM|LY6-MT|LY6LS","","https://identifiers.org/orphanet:119720","ORPHA:410298"
"ORPHA:118633","surfactant protein A1","SP-A1|surfactant, pulmonary-associated protein A1A|COLEC4|SP-A","","https://identifiers.org/orphanet:118633","ORPHA:410298"
"ORPHA:1106","Microphthalmia with limb anomalies","Ophthalmoacromelic syndrome|Anophthalmia-syndactyly syndrome|OAS|Waardenburg anophthalmia syndrome","Microphthalmia with limb anomalies, also known as ophthalmo-acromelic syndrome (OAS), is a rare developmental disorder characterized by bilateral microphthalmia or anophthalmia, synostosis, syndactyly, oligodactyly and/or polydactyly.","https://identifiers.org/orphanet:1106","ORPHA:377789"
"ORPHA:118639","surfactant protein B","SP-B","","https://identifiers.org/orphanet:118639","ORPHA:410298"
"ORPHA:1104","Anophthalmia plus syndrome","Microphthalmia with facial clefting|Fryns microphthalmia syndrome","Anophthalmia plus syndrome is a very rare multiple congenital anomaly syndrome characterized by the presence of anophthalmia or severe microphthalmia, cleft lip/palate, facial cleft and sacral neural tube defects, along with various additional anomalies including congenital glaucoma, iris coloboma, primary hyperplastic vitreous, hypertelorism, low-set ears, clinodactyly, choanal atresia/stenosis, dysgenesis of sacrum, tethering of spinal cord, syringomyelia, hypoplasia of corpus callosum, cerebral ventriculomegaly and endocrine abnormalities. An autosomal recessive inheritance has been suggested.","https://identifiers.org/orphanet:1104","ORPHA:377789"
"ORPHA:104078","Unclassified intestinal pseudoobstruction","","","https://identifiers.org/orphanet:104078","ORPHA:377795"
"ORPHA:119971","titin-cap","TELE|19 kDa sarcomeric protein|CMD1N|telethonin|T-cap|teneurin C-terminal associated peptide","","https://identifiers.org/orphanet:119971","ORPHA:410298"
"ORPHA:117793","phosphorylase kinase regulatory subunit alpha 2","","","https://identifiers.org/orphanet:117793","ORPHA:410298"
"ORPHA:118882","ATPase copper transporting beta","copper pump 2|Wilson disease|copper-transporting ATPase 2","","https://identifiers.org/orphanet:118882","ORPHA:410298"
"ORPHA:117790","phosphorylase kinase regulatory subunit alpha 1","","","https://identifiers.org/orphanet:117790","ORPHA:410298"
"ORPHA:118405","ribosomal protein S6 kinase A3","RSK2|HU-3|RSK","","https://identifiers.org/orphanet:118405","ORPHA:410298"
"ORPHA:118647","sarcoglycan alpha","LGMD2D|A2|50kD DAG|SCARMD1|adhalin|DMDA2|limb girdle muscular dystrophy 2D","","https://identifiers.org/orphanet:118647","ORPHA:410298"
"ORPHA:117799","paired like homeobox 2A","PMX2A|CFEOM2","","https://identifiers.org/orphanet:117799","ORPHA:410298"
"ORPHA:119735","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","hSNFS|Ini1|sucrose nonfermenting, yeast, homolog-like 1|protein phosphatase 1, regulatory subunit 144|Snr1|integrase interactor 1|RDT|Sfh1p|BAF47|SNF5|PPP1R144|malignant rhabdoid tumor suppressor","","https://identifiers.org/orphanet:119735","ORPHA:410298"
"ORPHA:118643","surfactant protein C","PSP-C|BRICD6|SP-C|SMDP2|BRICHOS domain containing 6","","https://identifiers.org/orphanet:118643","ORPHA:410298"
"ORPHA:118885","ATPase phospholipid transporting 8B1","ATPIC|PFIC","","https://identifiers.org/orphanet:118885","ORPHA:410298"
"ORPHA:118400","ribosomal protein S19","DBA|eS19|S19|Diamond-Blackfan anemia","","https://identifiers.org/orphanet:118400","ORPHA:410298"
"ORPHA:118403","ribosomal protein S24","S24|eS24","","https://identifiers.org/orphanet:118403","ORPHA:410298"
"ORPHA:119731","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1","HARP|ATP-driven annealing helicase|HepA-related protein|HHARP","","https://identifiers.org/orphanet:119731","ORPHA:410298"
"ORPHA:117797","phosphorylase kinase regulatory subunit beta","","","https://identifiers.org/orphanet:117797","ORPHA:410298"
"ORPHA:104075","Adenocarcinoma of the small instestine","Adenocarcinoma of the small bowel","Small bowel adenocarcinoma (SBA) is a rare small intestinal malignancy, most commonly located in the duodenum (55% of cases) but also rarely in the jejunum and ileum, which is usually discovered at an advanced stage in the 6th to 7th decade of life due to non-specific symptoms at presentation such as nausea, abdominal pain and weight loss. In some cases it is asymptomatic, and therefore usually has a poor prognosis.","https://identifiers.org/orphanet:104075","ORPHA:377788"
