"id","name","acronym","description","url","country"
"bbmri-eric:ID:SE_1775","MDS Biobank KI","","","","SE"
"bbmri-eric:contactID:UK_GBR-1-180","University of Leeds","","Samples collected from patients in the CALIBER trial of chemoablation versus surgical management in low risk non-muscle invasive bladder cancer","","UK"
"bbmri-eric:contactID:UK_GBR-1-186","IDRIS Trial","","Phase III randomised study of immunomodulatory therapy in high risk solitary bone plasmacytoma.    IDRIS is a randomised, open label, multicentre phase III study. The aim is to investigate whether the administration of adjuvant lenalidomide and dexamethasone following standard radiotherapy treatment for SBP prevents or prolongs the time to development of further plasmacytomas or progression to myeloma, or death (whichever comes first), in patients with high-risk disease compared with RT only.    Patients are risk-stratified following registration into the trial. Risk stratification is based on BM immunophenotyping and SFLC ratio. All patients will receive standard local radiotherapy; this is not regarded as trial treatment and may be administered prior to study entry.  - Patients with high-risk features will be randomised to receive adjuvant therapy in the form of lenalidomide and dexamethasone or no further treatment.  - Patients without high-risk features will receive no further therapy and will be observed according to local practice.    140 patients:  - 98 patients with high risk features to be randomised at a 1:1 ratio  - 42 low risk patients for registration only","","UK"
"bbmri-eric:ID:FI_010","Finnish Red Cross Blood Service Biobank","FRCBS BB","Sample collection based on blood donors","https://www.bloodservice.fi/Research%20Projects/biobanking/blood-donors-biobank","FI"
"bbmri-eric:contactID:UK_GBR-1-185","Jessica's Biobank","","Biobank of rare board games","","UK"
"bbmri-eric:contactID:UK_GBR-1-188","INCA Trial","","INCA is a multicentre, randomised, phase II trial comparing IO-R-CVP with Gem-R-CVP in the first line treatment of patients with DLBCL who are not fit for anthracycline-containing chemotherapy.     132 patients will be randomised to receive either IO-R-CVP or Gem-R-CVP.    Samples collected for trial: 7ml EDTA blood sample taken at baseline; Formalin fixed paraffin embedded tumour block - both sent to HMDS, Leeds.  Blood serum sample (4.9ml)  taken at Baseline (between day -14 pre registration and day 1 pre-treatment), Cycle 1 day 3 (+/- 1 day), Cycle 1 day 8 (+/-1 day) and Cycle 2 day 1 (-1 day) to be sent to Cancer Research UK Manchester Institute, Macclesfield.","","UK"
"bbmri-eric:contactID:UK_GBR-1-187","R2W Trial","","R2W is a randomised, noncomparative phase II trial of subcutaneous bortezomib, cyclophosphamide, rituximab (BCR experimental arm) versus fludarabine, cyclophosphamide, rituximab (FCR control arm) for initial therapy of waldenstrom's macroglobulinemia. The overall aim of the study is to examine the safety and efficacy of the proposed BCR regimen and to determine whether it warrants further investigation in a randomised phase III setting.    56 patients will be recruited and randomised 2:1 in favour of the BCR arm.    Samples collected during the trial: peripheral blood and serum samples are collected during treatment, end of treatment, follow up and relapse for paraprotein quantification, Serum Free Light Chain (SFLC) and IgM hevylite assessment, and flow cytometry analysis. Bone marrow aspirate and trephine are collected at baseline, after 3 cycles of treatment, end of treatment and relapse  for flow cytometry and immunohistochemistry analysis to assess response.","","UK"
"bbmri-eric:contactID:UK_GBR-1-182","Newcastle Biobank, Newcastle University","","Newcastle Biobank is a research tissue bank within Newcastle University operating under Human Tissue Authority (HTA licence no. 12534). The biobank facilitates the collection of samples (excess to diagnostic requirement) from patients and volunteers for use in medical research. Applications are made to Newcastle Biobank to:  (1) Establish a new sample collection for use in future unspecified research;  (2) Access existing samples within the biobank.  Newcastle Biobank also accepts legacy collections of samples from research projects with expiring ethical approvals.     Newcastle Biobank holds many different types of samples, including solid tissues, cell suspensions such as ascitic fluid, blood samples, saliva,  urine, buccal swabs etc. Both fresh frozen and fixed, embedded tissues are stored.","http://www.ncl.ac.uk/biobanks/collections/nbrtb/","UK"
"bbmri-eric:contactID:UK_GBR-1-181","Oxford Musculoskeletal Biobank","","The Oxford Musculoskeletal Biobank (OMB) is a resource of tissue and blood samples donated by patients for use in medical research (primarily musculoskeletal). The Biobank provides a simple and efficient way to collect and store samples according to regulatory requirements, and it ensures fair access to the samples. Samples will usually be used for research studies which may contribute to increasing the knowledge and understanding of musculoskeletal diseases in order to improve diagnosis and treatment, and ultimately patient care.","https://goo.gl/mZi4RV","UK"
"bbmri-eric:contactID:UK_GBR-1-184","UNIRAD UK Sample collection","","Randomised, double-blind, multicentre phase III trial evaluating the safety and benefit of adding everolimus to adjuvant hormone therapy in women with high risk of relapse, ER+ and HER2- primary breast cancer who remain free of disease (UNIRAD).","","UK"
"bbmri-eric:contactID:UK_GBR-1-183","RIO","","Window study of the PARP inhibitor rucaparib in patients with primary triple negative or BRCA1/2 related breast cancer (RIO)","","UK"
"bbmri-eric:ID:FR_BB-0033-00046-5","CRB-HCL-Cytatheque onco-hematologique","Cytatheque onco-hematologique","Cytatheque onco-hematologique is located at Lyon sud hospital (Pierre Benite) and is part of the biological resource centre of Hospices Civils de Lyon. It collects, stores and distributes human biological samples to research scientists, with a focus on hematologic tumors.","http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques","FR"
"bbmri-eric:ID:FR_BB-0033-00046-6","CRB-HCL-Virobiotec","Virobiotec","Virobiotec is part of the biological resource centre of Hospices Civils de Lyon. It collects, stores and distributes human biological samples to research scientists. The biobank focuses on viral diseases.","http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques","FR"
"bbmri-eric:ID:FR_BB-0033-00046-7","CRB-HCL-Cardiobiotec","Cardiobiotec","Cardiobiotec is part of the biological resource centre of Hospices Civils de Lyon. It collects, stores and distributes human biological samples to research scientists. The biobank focuses on cardiovascular diseases.","http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques","FR"
"bbmri-eric:ID:FR_BB-0033-00046-1","CRB-HCL - NeuroBioTec","NeuroBioTec","Created in 1997, NeuroBioTec is located at Pierre Wertheimer hospital and is part of the biological resource centre of Hospices Civils de Lyon. NeuroBioTec collects, stores and distributes human biological samples to research scientists. Fields covered include: oncology, cardiology, neurology, obstetrics, paediatrics, pneumology and psychiatry.","http://www.neurobiotec.net/index.php","FR"
"bbmri-eric:ID:SE_1780","Melanoma Inquiry Study in South Sweden","","","","SE"
"bbmri-eric:contactID:UK_GBR-1-179","Myeloma XII clinical trial samples","","Samples collected from myeloma patients at first relapse registered into the Myeloma XII trial, and sent to the following central labs:     1. Central immunology laboratory, University of Birmingham - peripheral clotted blood and urine collected at various timepoints throughout the trial;   2. Haematology Malignancy Diagnostic Service (HMDS) laboratory, St James's University Hospital, Leeds - bone marrow aspirate, collected at various timepoints throughout the trial;   3. Leeds Institute of Cancer and Pathology (LICAP), University of Leeds - peripheral blood, serum, and bone marrow aspirate collected at various timepoints throughout the trial.","http://www.isrctn.com/ISRCTN10038996","UK"
"bbmri-eric:ID:FR_BB-0033-00046-2","HCL-CBC Biotec","CBC Biotec","Created in 1972, CBC Biotec is one of the oldest banks of cells in France and is part of the biological resource centre of Hospices Civils de Lyon. CBC Biotec collects, stores and distributes biological samples from more than 500 different pathologies to research scientists. Diseases under investigation include: metabolic diseases, autoimmune diseases, fetal diseases, neurological and neuromuscular diseases, and diseases of the extracellular matrix.","http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques","FR"
"bbmri-eric:ID:SE_1781","The origins of variance in the Old-Old","","","","SE"
"bbmri-eric:contactID:UK_GBR-1-178","STAMPEDE","","tbc","","UK"
"bbmri-eric:ID:FR_BB-0033-00046-3","CRB-HCL-Immunobiotec","Immunobiotec","Created in 2007, Immunobiotec is part of the biological resource centre of Hospices Civils de Lyon. Immunobiotec collects, stores and distributes human biological samples to research scientists. Fields covered include: systemic autoimmune disorders and chronic inflammatory bowel diseases.","http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques","FR"
"bbmri-eric:ID:FR_BB-0033-00046-4","CRB-HCL-Tumorotheque","Tumorotheque","The tumor bank is located at Lyon sud hospital (Pierre Benite) and is part of the biological resource centre of Hospices Civils de Lyon. The tumor bank collects, stores and distributes human biological samples (tumor tissue and non-tumor tissue) to researchers.","http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques","FR"
"bbmri-eric:ID:IT_1504858990324590","Biobanca IRE","BBIRE","Born in 2014 (BBIRE), the Biobank of the IRCCS Regina Elena National Cancer Institute includes tissue and biological fluids of cancer patients. The collections store and distribute frozen tissues, FFPE tissues, blood derivatives, cells and cell lines, biological fluids, nucleic acids and related data.","https://www.ifo.it","IT"
"bbmri-eric:ID:NL_aaaaczwpyvddcacqk2mo6qaaae","Utrecht Coronary Biobank","UCORBIO","","","NL"
"bbmri-eric:ID:SE_1784","St. Goran Bipolar project (SBP)","","","","SE"
"bbmri-eric:ID:SE_1782","Parkinson disease in Swedish Twin Registry","","","","SE"
"bbmri-eric:ID:SE_1783","SHEEP","","","","SE"
"bbmri-eric:ID:SE_1789","TwinGene","","","","SE"
"bbmri-eric:ID:SE_1786","Risk factors studies in hereditary breast cancer","","","","SE"
"bbmri-eric:ID:DE_Biobank-A","Biobank Augsburg","Biobank-A","Biobank-A is a centralized biobank at the University Hospital of Augsburg. It is divided into two parts, consisting of liquid and solid biosamples. For solid biosamples, we collect oncological biosamples with the main focus on lung, mammary and colorectal carcinomas with the respective metastases and rare tumors, which include pediatric cases. Moreover, the biobank offers services for sample collection with a specific research focus. The liquid part of the biobank is yet to be established and will include non-solid samples (blood, urine etc.) and clinical data from randomly-selected patients.","","DE"
"bbmri-eric:ID:DE_Biomaterialbank-UTZ","Biomaterialbank des Universitätstumorzentrums Düsseldorf","Biomaterialbank-UTZ","Die Biomaterialbank des Universitätstumorzentrums ist räumlich in das Institut für Pathologie eingegliedert und wird von Pathologen geleitet und betreut. Die Forschung in der Ära der personalisierten Medizin ist gewebebasiert; aus diesem Grund ist die fachgerechte Lagerung und präzise Verarbeitung der humanen Gewebeproben eine Grundvoraussetzung für „good research practice“. Tumorforschung ohne Gewebebanken ist unmöglich!

Die Biomaterialbank sammelt und lagert Blut- und Gewebeproben von den Patienten, die im Universitätsklinikum behandelt werden (dafür ist eine widerrufbare Einwilligung des Patienten Voraussetzung). Unsere Biomaterialbank arbeitet entsprechend nach nationalen und internationalen Standards.

Es ist unser Ziel, die Biomaterialbank als Plattform für optimale Kooperation, für Arbeitsgruppen der Universitätskliniken zur Verfügung zu stellen. Wir bieten projektbezogene Betreuung an, Hilfe bei Zusammenstellung eines Patientenkollektivs und beim Heraussuchen von geeignetem Gewebe für Ihre Fragestellungen.

Für die Antragstellung bitte das entsprechende Formular (siehe oben) herunterladen, ausfüllen und an die Biomaterialbank mailen oder per Post zusenden. Wir setzen uns dann schnellstmöglich mit Ihnen in Verbindung.","https://www.uniklinik-duesseldorf.de/patienten-besucher/klinikeninstitutezentren/institut-fuer-pathologie/biomaterialbank","DE"
"bbmri-eric:ID:SE_1787","Southern Sweden Microbiology Biobank","","","","SE"
"bbmri-eric:ID:NL_AAAACXPKFIXU4ACQK2ME25QAAE","POPS Biobank","","","","NL"
"bbmri-eric:ID:NL_AAAACXPASAS2AACQK2ME25QAAE","UMCG Research Data and Biobanking Team","UMCG Biobank","The UMCG has a leading position in biobank research. There is a long tradition in both research with long-term cohorts of specific patient groups and in population-based studies. Well-known Groningen Biobank/cohort studies are LifeLines, Vlagtwedde-Vlaardingen, PREVEND, GIANTT and TRAILS. Clinical biobanks have been given a boost by the participation of the UMCG in the Parelsnoer Institute (PSI) of the NFU.

Besides the different biobanks with large numbers of stored biomaterials and data, also a lot of expertise and experience  is available in the UMCG on all methodological aspects of biobank research (e.g. research design, bioinformatics, bio-imaging, laboratory processes, statistics, on legal and regulatory affairs and on quality and privacy). In addition, the UMCG invested in facilities for biobank research, especially large-scale ICT facilities and long-term storage of biomaterials. In November 2012, the Board established the UMCG Biobank Regulations, that provide rules and guidelines for the collection, storage and use of human tissue and associated data from patients in the UMCG.

UMCG researchers are active on important positions in all national research data / biobank organisations, such as the nationwide Parelsnoer Institute (PSI),  BBMRI-NL, NFU research IT ""data4lifesciences"" , ZonMw data management projects, Dutch Tech Centre for Life Sciences (DTL), Surf Sara projects. Also in Europe, various UMCG researchers have influential positions in the field of biobank research as in the large FP7 biobank projects: BioSHaRE, coordinated by the UMCG and  BBMRI LPC , with the UMCG as national representative. In addition, the UMCG  is closely involved in Elixir, the European bioinformatics consortium.","https://www.umcg.nl/EN/Research/Researchers/Facilities/biobanks/biobanks/Paginas/default.aspx","NL"
"bbmri-eric:ID:NL_AAAACVOEOZ2UYZSUAVNCZ2AAAE","Academic Medical Center Biobank","AMC Biobank","As core facility, AMC Biobank provides comprehensive storage services for biological materials and related clinical data. Materials can be tissues, cells, sera, plasma, liquor, urine, feces or molecular fractions, such as DNA and RNA. While most materials are derived from patients and belong to (biobank) studies, also materials for daily research can be stored.
AMC Biobank scheme
The Biobank is part of AMC’s division G (Laboratory Specialisms) and works closely together with the Durrer Center for Cardiovascular Research, hosted by the ICIN–Netherlands Heart Institute. AMC Biobank and Durrer Center share people, rooms, protocols, and quality standards to facilitate high-quality sample/data collection and storage.
AMC Biobank currently houses more than 25 (biobank) studies, including various Parelsnoer collections, shared with other Dutch university medical centers, the HELIUS study on health differences among the residents of Amsterdam with different ethnic origin, and the MARS study on molecular diagnosis and risk stratification of sepsis.
AMC Biobank participates in (inter)national biobank initiatives, including Parelsnoer, CTMM-TraIT, and BBMRI.","http://www.amcbiobank.nl/","NL"
"bbmri-eric:ID:NL_AAAACXPRABDP2ACQK2ME25QAAE","SMILE Biobank","","","","NL"
"bbmri-eric:contactID:UK_GBR-1-111","Pancreatic Cancer Research Fund Tissue Bank","","The Pancreatic Cancer Research Fund Tissue Bank is the world's first national pancreas tissue bank and will accelerate research into pancreatic cancer.    The Tissue Bank is funded by the medical research charity Pancreatic Cancer Research Fund, and is a unique collaboration between the charity, Barts Cancer Institute, Queen Mary University of London and six key NHS partners throughout the UK, each renowned for its expertise in treating pancreatic cancer","https://www.thepancreastissuebank.org/","UK"
"bbmri-eric:contactID:UK_GBR-1-110","ICHTB","","Human tissue bank holding samples in a variety of different formats at Imperial College London","http://www.imperial.ac.uk/tissuebank","UK"
"bbmri-eric:contactID:UK_GBR-1-106","RAPPER","","RAPPER (Radiogenomics: Assessment of Polymorphisms for Predicting the Effects of Radiotherapy) is a national radiogenomics study investigating the association between common genetic variation determined by single nucleotide polymorphisms (SNPs) and radiation toxicity.","","UK"
"bbmri-eric:contactID:UK_GBR-1-105","PTCL Biobank","","An Observational Study of Peripheral T cell Lymphoma: Establishment of a Biobank and Database.    The outcome of this study will be a biobank of PTCL cases with linked clinical data and serum, saliva and plasma samples to enable assessments of treatment response and prediction of relapse.","","UK"
"bbmri-eric:contactID:UK_GBR-1-226","Liverpool University Biobank","","The Liverpool University Biobank (LUB) is a multi-discipline biobank set up to consolidate the existing biobanks and tissue collections enabling a centralised approach to the human tissue management and integration of research within the University of Liverpool. It  will incorporate retrospective collections of stored samples and prospective collection of new material.","https://www.liverpool.ac.uk/technology-directorate/facilities/biobank/","UK"
"bbmri-eric:contactID:UK_GBR-1-108","NIMRAD-TRANS","","A retrospective sample collection of formalin fixed paraffin embedded (FFPE) pre-treatment diagnostic biopsies from patients with Head and Neck Squamous Cell carcinoma (HNSCC) enrolled on the NIMRAD trial.","","UK"
"bbmri-eric:contactID:UK_GBR-1-107","CHHiP","","Conventional or Hypofractionated High Dose intensity Modulated Radiotherapy for Prostate Cancer","","UK"
"bbmri-eric:contactID:UK_GBR-1-102","Oxford Cell & Tissue Biobank","","Biobank is located within the Oxford University Hospital NHS Foundation Trust  HTA Human Application license no 11106.  Retrieves tissue for transplantation and research from living and from deceased persons.  Tissue retrieved for Research so far includes: Brain, Spinal Cord, Heart Valve, Eyes, Testicular, Ovarian.  This Oxford Biobank service is expanding and will consider requests for retrieval of other cells and tissues","http://www.ouh.nhs.uk/services/departments/tissue/default.aspx","UK"
"bbmri-eric:ID:CZ_MU_ICS","Medical data repository of Institute of Computer Science, Masaryk University","MU_ICS","Medical research data repositories hosted by Institute of Computer Science at Masaryk University.","","CZ"
"bbmri-eric:contactID:UK_GBR-1-101","BRAIN UK","","BRAIN UK is a virtual brain bank which provides access to tissue already available in NHS archives as well as the provision of generic ethics. The BRAIN UK network includes 23 of 24 Neuropathology Centres across the UK.","http://www.brain-uk.org/","UK"
"bbmri-eric:contactID:UK_GBR-1-222","University of Sheffield","","Longitudinal blood samples from patients with suspected and confirmed pulmonary hypertension","","UK"
"bbmri-eric:ID:IT_1382539370263740","Moli-bank","Moli-bank","The 25.000 participants of the Moli-sani Project, are recruited from city-hall registries. All participants provided written informed consent to blood samples for DNA analysis, biochemical measurements and questionnaires to collect personal and clinical information. The samples collected are identified with a barcode to distinguish both the patient and his/her biological fluids (pellets, serum, plasma citrate, EDTA plasma, urine). A central archive ensures the availability of information of subjects participating in the  studies. To facilitate the recovery of samples inside the tank or the -80°C freezer,  an ad hoc software has been developed. The software keeps track of all  samples and of their location. The Moli-Bank contains 700,000 biological samples, stored in liquid nitrogen that in the tanks is constantly kept under control by an electronic system. The access to the biobank controlled and allowed only to authorized personnel.","http://www.moli-bank.org","IT"
"bbmri-eric:contactID:UK_GBR-1-104","PHOTO Translational bladder cancer biorepository","","Translational study associated with the PHOTO trial - A pragmatic randomised controlled phase III trial, investigating the efficacy transurethral  resection of bladder tumour (TURBT) using photo-dynamic diagnosis (PDD) under blue light  in intermediate and high risk non-muscle invasive bladder cancer (NMIBC). The translational study is establishing a well-characterised  cohort of patients with intermediate and  high-risk NMIBC including clinical data, urine, blood  and tumour specimens that would be available for  separately funded research of genotypic and  phenotypic studies","http://www.icr.ac.uk/our-research/our-research-centres/clinical-trials-and-statistics-unit/clinical-trials/photo","UK"
"bbmri-eric:contactID:UK_GBR-1-225","Sheffield Pulmonary Hypertension Biobank","","Longitudinal collection of blood samples from patients with pulmonary hypertension and associated lung and cardiovascular disease, as well as some healthy volunteers as controls. The biobank samples with associated clinical data are used in research into the these conditions, how they cause symptoms and illness, and to develop new ways to diagnose, treat, and prevent diseases.","http://www.lungsheffield.org/clinical-services/clinical-phenotyping-and-biobank-research","UK"
"bbmri-eric:contactID:UK_GBR-1-103","Infectious Diseases BioBank at King's College London","","Fractionated blood products from patients with HIV, hepatitis C viral infections and others with bacteraemias.","http://www.kcl.ac.uk/lsm/research/divisions/diiid/about/facilities/biobank/index.aspx","UK"
"bbmri-eric:ID:AT_VET","VetBioBank","VetBioBank","The VetBiobank aims to achieve a comprehensive collection of high quality animal tumor tissue. A second priority is the archivation of reference tissues of a wide range of species.","http://www.vetmeduni.ac.at/vetbiobank","AT"
"bbmri-eric:contactID:UK_GBR-1-109","VORTEX-BIOBANK","","Collection of matched tumour and normal tissue samples, FFPE blocks and EDTA blood samples from human soft tissue sarcoma (STS).","","UK"
"bbmri-eric:ID:NL_AAAACXPASYLVKACQK2ME25QAAE","CuraSAB Biobank","","","","NL"
"bbmri-eric:ID:NL_AAAACXPKCENKIACQK2ME25QAAM","Dutch Hunger Winter Families Study Biobank","","","","NL"
"bbmri-eric:ID:IT_1383816761237730","Neuropatologia","","","","IT"
"bbmri-eric:contactID:UK_GBR-1-241","Phil's Second Biobank","","test2","","UK"
"bbmri-eric:ID:NL_AAAACXPRARQ4KACQK2ME25QAAE","PACMAN Biobank","","","","NL"
"bbmri-eric:contactID:UK_GBR-1-240","Phil's biobank","","test test","","UK"
"bbmri-eric:contactID:UK_GBR-1-122","REQUITE","","Validating Predictive Models and Biomarkers of Radiotherapy Toxicity to Reduce Side-Effects and Improve Quality of Life in Cancer Survivors. The purpose of this international study is to try to predict which patients are more likely to have side effects from radiotherapy. Funded by the European Commission FP7 HEALTH scheme.","http://www.requite.eu/","UK"
"bbmri-eric:contactID:UK_GBR-1-243","RxCelerate research biobank","","Plasma and serum samples from patients with atherosclerosis and assumed healthy controls","","UK"
"bbmri-eric:contactID:UK_GBR-1-121","St Thomas' Hospitals Plasma, serum & DNA Bio bank from patients with antiphospholipid antibodies","","A frozen biobank collection of plasma, serum, and DNA from APS patients. Each sample is anonymised blood sample collected from patients who consent for its use in future research into Antiphospholipid Syndrome.  APS is defined as the association of antiphospholipid antbodies (aPL) with arterial or venous thrombosis and /or pregnancy morbity. Antiphospholipid syndrome is an autoimmune disorder in which aPL are involved in the development of venous and/or arterial thrombosis.","","UK"
"bbmri-eric:contactID:UK_GBR-1-242","Matt's 500 test","","asdasd","","UK"
"bbmri-eric:ID:AT_MUW","MedUni Wien Biobank","MedUni Wien Biobank","The MedUni Wien Biobank considers itself as a link between basic and clinical research with the aim of enhancing research opportunities into emerging biomarkers and therapy strategies.","http://www.biobank.at","AT"
"bbmri-eric:contactID:UK_GBR-1-117","Barts CTU","","We conduct research into the prevention of cancer with particular focus on preventive therapy and screening. We are involved in clinical trials and epidemiology.","http://www.wolfson.qmul.ac.uk/centres/ccp/barts-ctu","UK"
"bbmri-eric:contactID:UK_GBR-1-116","PRIMETIME","","Post-operative avoidance of radiotherapy: biomarker selection of women categorised to be in a very low risk  group by IHC4+C","http://www.icr.ac.uk/our-research/our-research-centres/clinical-trials-and-statistics-unit/clinical-trials","UK"
"bbmri-eric:contactID:UK_GBR-1-119","UK CLL Trials Biobank","","A collection of Chronic Lymphocytic Leukaemia samples from patients on clinical trials. Includes the trials; AdMIRE, ARCTIC, CHOP-OR, CLL210, CLEAR, COSMIC, RIAltO, FLAIR","","UK"
"bbmri-eric:ID:NL_AAAACXPK6TQCOACQK2ME25QAAE","Hoorn Study Biobank","","","","NL"
"bbmri-eric:contactID:UK_GBR-1-118","CEPA Biobank Newcastle","","The CEPA Biobank can provide samples to both Researchers and Commercial companies on a cost recovery basis. We mainly work on a prospective collection basis, providing samples to specified instructions.","","UK"
"bbmri-eric:ID:NL_AAAACXPFPWGMSACQK2ME25QAAE","Utrecht Depression Epidemiology Study Biobank","UDES Biobank","","","NL"
"bbmri-eric:contactID:UK_GBR-1-113","BEST3 Trial","","The BEST3 Trial is a Cluster Randomised Controlled Trial comparing the Cytosponge™-TFF3 test with usual care to facilitate the diagnosis of oesophageal pre-cancer in primary care.       The following types of the samples are collected as part of the Trial methodology: • Cytosponge™ samples • Saliva samples (TFF3-positive Cytosponge™ cases) • Endoscopic biopsy samples including gastric cardia and clinically-indicated oesophageal biopsies Cytosponge™ and endoscopic biopsy samples will be further processed into FFPE blocks and tissue sections.","http://www.best3trial.org/","UK"
"bbmri-eric:contactID:UK_GBR-1-234","Bristol Dental School Saliva Bank","","Whole human saliva is collected from donors at the Bristol Dental School at the University of Bristol.","","UK"
"bbmri-eric:contactID:UK_GBR-1-112","Bristol Biobank","","The Bristol Biobank (funded by the David Telling Charitable Trust with stakeholders from the University of Bristol and University Hospitals NHS Foundation Trust) stores samples collected from patients and healthy volunteers for use in biomedical research. Researchers in Bristol and beyond can apply to use these samples in their research. The collection of a wide range of samples will provide a platform for research into complex conditions.    Researchers may request to deposit samples into the Biobank following the end of a NHS Research Ethics Committee approved study. Consent must have been taken using study specific documentation for the storage and use of these samples in research beyond the study.    The Bristol Biobank team will also be happy to receive applications to deposit samples for specific projects you wish to set-up using Biobank permissions and documentation.    The Bristol Biobank is licensed by the Human Tissue Authority (licence 12512) to store human tissue for research and has ethics approval from Wales Research Ethics Committee 3 as a research tissue bank to collect and issue biomaterials for biomedical research across a range of therapeutic areas.","","UK"
"bbmri-eric:contactID:UK_GBR-1-115","MRC Centre for Neuromuscular Diseases","","The biobank of the MRC (Medical Research Council) Centre for Neuromuscular Diseases (Newcastle upon Tyne; abbreviation CNMD-BBN) is located at the International Centre for Life (Institute of Human Genetics, Newcastle University). CNMD-BBN and the affiliated biobank, located at the Institute of Child Health (UCL) in London, build one of the five core activities of the MRC Centre for Neuromuscular Diseases to support the translational research program of the centre. The main objective of the biobank is to provide well characterized, high quality biomaterials such as myoblasts, fibroblasts, plasma and serum of patients with neuromuscular disorders to researchers of the centre and elsewhere. The CNMD-BBN was established with the start of the centre in 2008 and has applied quality criteria and standard operation procedures in accordance with EuroBioBank protocols. The biobank currently holds samples from patients with myopathies, muscular dystrophies, and mitochondrial disorders. CNMD-BBN has been approved for EuroBioBank membership in March 2010.","http://www.treat-nmd.eu/organisations/newcastle.university/","UK"
"bbmri-eric:ID:NL_AAAACXPKT6T6WACQK2ME25QAAM","PPHVZ Biobank","","","","NL"
"bbmri-eric:contactID:UK_GBR-1-114","POUT-T","","POUT-T: The translational substudy of a phase III randomised trial of peri-operative chemotherapy versus surveillance in upper tract urothelial cancer.    The objectives of POUT-T are: to investigate the molecular pathogenesis of Upper Tract Urothelial Carcinoma (UTUC); to identify prognostic and predictive biomarkers of UTUC; and to identify diagnostic biomarkers of UTUC.    POUT-T participants are requested to provide the following specimens pre-operatively, post operatively, 6 months following surgery, and at disease recurrence: whole blood for germline DNA analysis; whole blood for cell-free DNA analysis; first moning urine for DNA, proteome and metabolome analyses. In addition, paraffin-embedded tumour tissue from nephro-ureterectomy is requested for immunohistochemistry and DNA/RNA analyses.","http://www.icr.ac.uk/our-research/our-research-centres/clinical-trials-and-statistics-unit/clinical-trials/pout","UK"
"bbmri-eric:ID:IT_1383130755736614","da Vinci European BioBank","daVEB","The da Vinci European BioBank (daVEB) is a ISO9001 certified multicenter biobank with a centralized IT infrastructure and a main repository located at the Polo Scientifico (Scientific Campus of the University of Florence) in Sesto Fiorentino (Florence, Italy).. . Liquid samples and the associated data from healthy volunteers and donors involved in studies on metabolic diseases and different type of cancer have been collected in recent years for the metabolomic studies performed by FiorGen in collaboration with the Magnetic Resonance Center (CERM) of the University of Florence. Samples  from healthy subjects, patients affected by cardiomyopathy, melanoma and ductal carcinoma are stored in the biobank.Further, daVEB collaborates with CERM with the aim to improve its standard operating procedures (SOPs) and preanalytical treatments.","https://www.unifi.it/vp-11370-da-vinci-european-biobank","IT"
"bbmri-eric:ID:PL_BIOBANK_MULCB","Medical University of Lodz Clinical Biobank","MULCB","Specialized biorepository and biobank collecting biological material of monogenic diabetes patients, rare genetic diseases, primary infertility, bladder cancer and others.The material is deposited in accordance with applicable standards. Over 10500 DNA samples are stored in the biobank, with corresponding blood, serum samples, where applicable.","http://umed.pl/zaklad-genetyki-klinicznej/","PL"
"bbmri-eric:ID:IT_1387369029753317","Residenti in area contaminata da TCDD","","","","IT"
"bbmri-eric:ID:AT_MUG","Biobank Graz","BB Graz","The mission of Biobank Graz is to support research on the cause of diseases and the development of improvements in disease diagnosis and treatment.","http://www.medunigraz.at/biobank","AT"
"bbmri-eric:ID:NL_AAAACYWZHZP6SACQK2MDM4QAAE","EPIC Biobank","","","","NL"
"bbmri-eric:ID:AT_MUI","Biobank Innsbruck","","The Medical University of Innsbruck has established several independent decentralized collections of diverse biomaterials that are approved by the local ethics committee.","https://www.i-med.ac.at/biobank/","AT"
"bbmri-eric:ID:BE_71030031000","Biobank@UZA","Biobank@uza","Biobank@UZA contains the tumorbank@UZA collection, which is funded by the Belgian National Cancer Plan Action 27, launched in 2008 by the Belgian Federal Ministry of Social Affairs and Public Health. Its objective is to create a virtual inter-institutional tumor bank to promote translational research and to create a cooperative network among academic institutions, hospitals and industrial partners. In addition, is contain collections of  the Centre for Medical Innovation, funded by the Flemish government. Its focus domains are sudden cardiac death, hepatotropic viruses, diabetes, inflammatory bowel disease and reumathoïd arthritis. The samples (high-quality fresh-frozen and paraffin-embedded tissue samples, residual serum samples and other blood products such as whole blood, plasma, buffy coat and red blood cell fractions) are registered with their clinical relevant dataset in a commercially available software tool for sample management and distribution.  Researchers that are interested to learn more about our collection and the procedure to obtain samples can contact us (Tumorbank@uza.be) or visit our website: www.uza.be/tumorbank","","BE"
