name,label,codesystem,code,ontologyTermURI,isDuplicate
EEC syndrome and related disorders,EEC syndrome and related disorders,Orphanet,ORDO_98609,http://www.orpha.net/ORDO/Orphanet_98609,0
EEM syndrome,EEM syndrome,Orphanet,ORDO_1897,http://www.orpha.net/ORDO/Orphanet_1897,0
EF-hand domain containing 1,EF-hand domain containing 1,Orphanet,ORDO_121303,http://www.orpha.net/ORDO/Orphanet_121303,0
"EFAVIRENZ, POOR METABOLISM OF","EFAVIRENZ, POOR METABOLISM OF","OMIM, phenotype",MIM_614546,http://purl.bioontology.org/ontology/OMIM/614546,0
EGASYN,EGASYN,"OMIM, phenotype",MIM_129905,http://purl.bioontology.org/ontology/OMIM/129905,0
EGF containing fibulin extracellular matrix protein 1,EGF containing fibulin extracellular matrix protein 1,Orphanet,ORDO_121292,http://www.orpha.net/ORDO/Orphanet_121292,0
EGF containing fibulin extracellular matrix protein 2,EGF containing fibulin extracellular matrix protein 2,Orphanet,ORDO_121299,http://www.orpha.net/ORDO/Orphanet_121299,0
EGF domain specific O-linked N-acetylglucosamine transferase,EGF domain specific O-linked N-acetylglucosamine transferase,Orphanet,ORDO_331958,http://www.orpha.net/ORDO/Orphanet_331958,0
EHLERS-DANLOS SYNDROME WITH PLATELET DYSFUNCTION FROM FIBRONECTIN ABNORMALITY,EHLERS-DANLOS SYNDROME WITH PLATELET DYSFUNCTION FROM FIBRONECTIN ABNORMALITY,"OMIM, phenotype",MIM_225310,http://purl.bioontology.org/ontology/OMIM/225310,0
"EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1","EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1","OMIM, phenotype",MIM_130060,http://purl.bioontology.org/ontology/OMIM/130060,0
"EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 2","EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 2","OMIM, phenotype",MIM_617821,http://purl.bioontology.org/ontology/OMIM/617821,0
"EHLERS-DANLOS SYNDROME, AUTOSOMAL DOMINANT, TYPE UNSPECIFIED","EHLERS-DANLOS SYNDROME, AUTOSOMAL DOMINANT, TYPE UNSPECIFIED","OMIM, phenotype",MIM_130090,http://purl.bioontology.org/ontology/OMIM/130090,0
"EHLERS-DANLOS SYNDROME, BEASLEY-COHEN TYPE","EHLERS-DANLOS SYNDROME, BEASLEY-COHEN TYPE","OMIM, phenotype",MIM_608763,http://purl.bioontology.org/ontology/OMIM/608763,0
"EHLERS-DANLOS SYNDROME, CARDIAC VALVULAR TYPE","EHLERS-DANLOS SYNDROME, CARDIAC VALVULAR TYPE","OMIM, phenotype",MIM_225320,http://purl.bioontology.org/ontology/OMIM/225320,0
"EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 1","EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 1","OMIM, phenotype",MIM_130000,http://purl.bioontology.org/ontology/OMIM/130000,0
"EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2","EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2","OMIM, phenotype",MIM_130010,http://purl.bioontology.org/ontology/OMIM/130010,0
"EHLERS-DANLOS SYNDROME, CLASSIC-LIKE","EHLERS-DANLOS SYNDROME, CLASSIC-LIKE","OMIM, phenotype",MIM_606408,http://purl.bioontology.org/ontology/OMIM/606408,0
"EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2","EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2","OMIM, phenotype",MIM_618000,http://purl.bioontology.org/ontology/OMIM/618000,0
"EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE","EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE","OMIM, phenotype",MIM_225410,http://purl.bioontology.org/ontology/OMIM/225410,0
"EHLERS-DANLOS SYNDROME, HYPERMOBILITY TYPE","EHLERS-DANLOS SYNDROME, HYPERMOBILITY TYPE","OMIM, phenotype",MIM_130020,http://purl.bioontology.org/ontology/OMIM/130020,0
"EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 1","EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 1","OMIM, phenotype",MIM_225400,http://purl.bioontology.org/ontology/OMIM/225400,0
"EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2","EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2","OMIM, phenotype",MIM_614557,http://purl.bioontology.org/ontology/OMIM/614557,0
"EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 1","EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 1","OMIM, phenotype",MIM_601776,http://purl.bioontology.org/ontology/OMIM/601776,0
"EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 2","EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 2","OMIM, phenotype",MIM_615539,http://purl.bioontology.org/ontology/OMIM/615539,0
"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1","EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1","OMIM, phenotype",MIM_130080,http://purl.bioontology.org/ontology/OMIM/130080,0
"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2","EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2","OMIM, phenotype",MIM_617174,http://purl.bioontology.org/ontology/OMIM/617174,0
"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1","EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1","OMIM, phenotype",MIM_130070,http://purl.bioontology.org/ontology/OMIM/130070,0
"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 2","EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 2","OMIM, phenotype",MIM_615349,http://purl.bioontology.org/ontology/OMIM/615349,0
"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 3","EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 3","OMIM, phenotype",MIM_612350,http://purl.bioontology.org/ontology/OMIM/612350,0
"EHLERS-DANLOS SYNDROME, VASCULAR TYPE","EHLERS-DANLOS SYNDROME, VASCULAR TYPE","OMIM, phenotype",MIM_130050,http://purl.bioontology.org/ontology/OMIM/130050,0
EIKEN SYNDROME,EIKEN SYNDROME,"OMIM, phenotype",MIM_600002,http://purl.bioontology.org/ontology/OMIM/600002,0
ELASTOSIS PERFORANS SERPIGINOSA,ELASTOSIS PERFORANS SERPIGINOSA,"OMIM, phenotype",MIM_130100,http://purl.bioontology.org/ontology/OMIM/130100,0
"ELECTROENCEPHALOGRAM, LOW-VOLTAGE","ELECTROENCEPHALOGRAM, LOW-VOLTAGE","OMIM, phenotype",MIM_130180,http://purl.bioontology.org/ontology/OMIM/130180,0
"ELECTROENCEPHALOGRAPHIC PATTERN, BETA FREQUENCY, QUANTITATIVE TRAIT LOCUS","ELECTROENCEPHALOGRAPHIC PATTERN, BETA FREQUENCY, QUANTITATIVE TRAIT LOCUS","OMIM, phenotype",MIM_130190,http://purl.bioontology.org/ontology/OMIM/130190,0
ELECTROENCEPHALOGRAPHIC PECULIARITY: 14 AND 6 PER SEC. POSITIVE SPIKE PHENOMENON,ELECTROENCEPHALOGRAPHIC PECULIARITY: 14 AND 6 PER SEC. POSITIVE SPIKE PHENOMENON,"OMIM, phenotype",MIM_130200,http://purl.bioontology.org/ontology/OMIM/130200,0
ELECTROENCEPHALOGRAPHIC PECULIARITY: FRONTO-PRECENTRAL BETA WAVE GROUPS,ELECTROENCEPHALOGRAPHIC PECULIARITY: FRONTO-PRECENTRAL BETA WAVE GROUPS,"OMIM, phenotype",MIM_130300,http://purl.bioontology.org/ontology/OMIM/130300,0
ELECTROENCEPHALOGRAPHIC PECULIARITY: OCCIPITAL SLOW BETA WAVES,ELECTROENCEPHALOGRAPHIC PECULIARITY: OCCIPITAL SLOW BETA WAVES,"OMIM, phenotype",MIM_130400,http://purl.bioontology.org/ontology/OMIM/130400,0
ELEJALDE DISEASE,ELEJALDE DISEASE,"OMIM, phenotype",MIM_256710,http://purl.bioontology.org/ontology/OMIM/256710,0
ELKS/RAB6-interacting/CAST family member 1,ELKS/RAB6-interacting/CAST family member 1,Orphanet,ORDO_121583,http://www.orpha.net/ORDO/Orphanet_121583,0
ELLIPTOCYTOSIS 1,ELLIPTOCYTOSIS 1,"OMIM, phenotype",MIM_611804,http://purl.bioontology.org/ontology/OMIM/611804,0
ELLIPTOCYTOSIS 2,ELLIPTOCYTOSIS 2,"OMIM, phenotype",MIM_130600,http://purl.bioontology.org/ontology/OMIM/130600,0
ELLIPTOCYTOSIS 3,ELLIPTOCYTOSIS 3,"OMIM, phenotype",MIM_617948,http://purl.bioontology.org/ontology/OMIM/617948,0
ELLIS-VAN CREVELD SYNDROME,ELLIS-VAN CREVELD SYNDROME,"OMIM, phenotype",MIM_225500,http://purl.bioontology.org/ontology/OMIM/225500,0
ELMO domain containing 3,ELMO domain containing 3,Orphanet,ORDO_364285,http://www.orpha.net/ORDO/Orphanet_364285,0
ELOVL fatty acid elongase 4,ELOVL fatty acid elongase 4,Orphanet,ORDO_121522,http://www.orpha.net/ORDO/Orphanet_121522,0
ELOVL fatty acid elongase 5,ELOVL fatty acid elongase 5,Orphanet,ORDO_432003,http://www.orpha.net/ORDO/Orphanet_432003,0
ELSAHY-WATERS SYNDROME,ELSAHY-WATERS SYNDROME,"OMIM, phenotype",MIM_211380,http://purl.bioontology.org/ontology/OMIM/211380,0
EMANUEL SYNDROME,EMANUEL SYNDROME,"OMIM, phenotype",MIM_609029,http://purl.bioontology.org/ontology/OMIM/609029,0
EMAP like 1,EMAP like 1,Orphanet,ORDO_434227,http://www.orpha.net/ORDO/Orphanet_434227,0
"EMERY-DREIFUSS MUSCULAR DYSTROPHY 1, X-LINKED","EMERY-DREIFUSS MUSCULAR DYSTROPHY 1, X-LINKED","OMIM, phenotype",MIM_310300,http://purl.bioontology.org/ontology/OMIM/310300,0
"EMERY-DREIFUSS MUSCULAR DYSTROPHY 2, AUTOSOMAL DOMINANT","EMERY-DREIFUSS MUSCULAR DYSTROPHY 2, AUTOSOMAL DOMINANT","OMIM, phenotype",MIM_181350,http://purl.bioontology.org/ontology/OMIM/181350,0
"EMERY-DREIFUSS MUSCULAR DYSTROPHY 3, AUTOSOMAL RECESSIVE","EMERY-DREIFUSS MUSCULAR DYSTROPHY 3, AUTOSOMAL RECESSIVE","OMIM, phenotype",MIM_616516,http://purl.bioontology.org/ontology/OMIM/616516,0
"EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUTOSOMAL DOMINANT","EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUTOSOMAL DOMINANT","OMIM, phenotype",MIM_612998,http://purl.bioontology.org/ontology/OMIM/612998,0
"EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUTOSOMAL DOMINANT","EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUTOSOMAL DOMINANT","OMIM, phenotype",MIM_612999,http://purl.bioontology.org/ontology/OMIM/612999,0
"EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT","EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT","OMIM, phenotype",MIM_614302,http://purl.bioontology.org/ontology/OMIM/614302,0
EMG1 N1-specific pseudouridine methyltransferase,EMG1 N1-specific pseudouridine methyltransferase,Orphanet,ORDO_201553,http://www.orpha.net/ORDO/Orphanet_201553,0
EMILIN-1-related connective tissue disease,EMILIN-1-related connective tissue disease,Orphanet,ORDO_485418,http://www.orpha.net/ORDO/Orphanet_485418,0
"EMPHYSEMA, CONGENITAL LOBAR","EMPHYSEMA, CONGENITAL LOBAR","OMIM, phenotype",MIM_130710,http://purl.bioontology.org/ontology/OMIM/130710,0
"EMPHYSEMA, CONGENITAL, WITH DEAFNESS, PENOSCROTAL WEB, AND MENTAL RETARDATION","EMPHYSEMA, CONGENITAL, WITH DEAFNESS, PENOSCROTAL WEB, AND MENTAL RETARDATION","OMIM, phenotype",MIM_602564,http://purl.bioontology.org/ontology/OMIM/602564,0
"EMPHYSEMA, HEREDITARY PULMONARY","EMPHYSEMA, HEREDITARY PULMONARY","OMIM, phenotype",MIM_130700,http://purl.bioontology.org/ontology/OMIM/130700,0
"ENAMEL HYPOPLASIA, CATARACTS, AND AQUEDUCTAL STENOSIS","ENAMEL HYPOPLASIA, CATARACTS, AND AQUEDUCTAL STENOSIS","OMIM, phenotype",MIM_600907,http://purl.bioontology.org/ontology/OMIM/600907,0
"ENCEPHALITIS/ENCEPHALOPATHY, MILD, WITH REVERSIBLE MYELIN VACUOLIZATION","ENCEPHALITIS/ENCEPHALOPATHY, MILD, WITH REVERSIBLE MYELIN VACUOLIZATION","OMIM, phenotype",MIM_618113,http://purl.bioontology.org/ontology/OMIM/618113,0
ENCEPHALOCRANIOCUTANEOUS LIPOMATOSIS,ENCEPHALOCRANIOCUTANEOUS LIPOMATOSIS,"OMIM, phenotype",MIM_613001,http://purl.bioontology.org/ontology/OMIM/613001,0
"ENCEPHALOMALACIA, MULTILOCULAR","ENCEPHALOMALACIA, MULTILOCULAR","OMIM, phenotype",MIM_225700,http://purl.bioontology.org/ontology/OMIM/225700,0
"ENCEPHALOMYOPATHY, MITOCHONDRIAL, DUE TO VOLTAGE-DEPENDENT ANION CHANNEL DEFICIENCY","ENCEPHALOMYOPATHY, MITOCHONDRIAL, DUE TO VOLTAGE-DEPENDENT ANION CHANNEL DEFICIENCY","OMIM, phenotype",MIM_614520,http://purl.bioontology.org/ontology/OMIM/614520,0
ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 1,ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 1,"OMIM, phenotype",MIM_614388,http://purl.bioontology.org/ontology/OMIM/614388,0
ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 2,ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 2,"OMIM, phenotype",MIM_617086,http://purl.bioontology.org/ontology/OMIM/617086,0
"ENCEPHALOPATHY WITH INTRACRANIAL CALCIFICATION, GROWTH HORMONE DEFICIENCY, MICROCEPHALY, AND RETINAL DEGENERATION","ENCEPHALOPATHY WITH INTRACRANIAL CALCIFICATION, GROWTH HORMONE DEFICIENCY, MICROCEPHALY, AND RETINAL DEGENERATION","OMIM, phenotype",MIM_225755,http://purl.bioontology.org/ontology/OMIM/225755,0
"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 1","ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 1","OMIM, phenotype",MIM_610551,http://purl.bioontology.org/ontology/OMIM/610551,0
"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 2","ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 2","OMIM, phenotype",MIM_613002,http://purl.bioontology.org/ontology/OMIM/613002,0
"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 5","ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 5","OMIM, phenotype",MIM_614849,http://purl.bioontology.org/ontology/OMIM/614849,0
"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 6","ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 6","OMIM, phenotype",MIM_614850,http://purl.bioontology.org/ontology/OMIM/614850,0
"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 7","ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 7","OMIM, phenotype",MIM_616532,http://purl.bioontology.org/ontology/OMIM/616532,0
"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 8","ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 8","OMIM, phenotype",MIM_617900,http://purl.bioontology.org/ontology/OMIM/617900,0
"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3","ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3","OMIM, phenotype",MIM_608033,http://purl.bioontology.org/ontology/OMIM/608033,0
"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4","ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4","OMIM, phenotype",MIM_614212,http://purl.bioontology.org/ontology/OMIM/614212,0
"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 9","ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 9","OMIM, phenotype",MIM_618426,http://purl.bioontology.org/ontology/OMIM/618426,0
"ENCEPHALOPATHY, AXONAL, WITH NECROTIZING MYOPATHY, CARDIOMYOPATHY, AND CATARACTS","ENCEPHALOPATHY, AXONAL, WITH NECROTIZING MYOPATHY, CARDIOMYOPATHY, AND CATARACTS","OMIM, phenotype",MIM_225740,http://purl.bioontology.org/ontology/OMIM/225740,0
"ENCEPHALOPATHY, ETHYLMALONIC","ENCEPHALOPATHY, ETHYLMALONIC","OMIM, phenotype",MIM_602473,http://purl.bioontology.org/ontology/OMIM/602473,0
"ENCEPHALOPATHY, FAMILIAL, WITH NEUROSERPIN INCLUSION BODIES","ENCEPHALOPATHY, FAMILIAL, WITH NEUROSERPIN INCLUSION BODIES","OMIM, phenotype",MIM_604218,http://purl.bioontology.org/ontology/OMIM/604218,0
"ENCEPHALOPATHY, NEONATAL SEVERE, DUE TO MECP2 MUTATIONS","ENCEPHALOPATHY, NEONATAL SEVERE, DUE TO MECP2 MUTATIONS","OMIM, phenotype",MIM_300673,http://purl.bioontology.org/ontology/OMIM/300673,0
"ENCEPHALOPATHY, NEONATAL SEVERE, WITH LACTIC ACIDOSIS AND BRAIN ABNORMALITIES","ENCEPHALOPATHY, NEONATAL SEVERE, WITH LACTIC ACIDOSIS AND BRAIN ABNORMALITIES","OMIM, phenotype",MIM_617668,http://purl.bioontology.org/ontology/OMIM/617668,0
"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY","OMIM, phenotype",MIM_617669,http://purl.bioontology.org/ontology/OMIM/617669,0
"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM","OMIM, phenotype",MIM_617193,http://purl.bioontology.org/ontology/OMIM/617193,0
"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 1","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 1","OMIM, phenotype",MIM_617186,http://purl.bioontology.org/ontology/OMIM/617186,0
"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 2","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 2","OMIM, phenotype",MIM_618321,http://purl.bioontology.org/ontology/OMIM/618321,0
"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH EPISODIC RHABDOMYOLYSIS","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH EPISODIC RHABDOMYOLYSIS","OMIM, phenotype",MIM_618331,http://purl.bioontology.org/ontology/OMIM/618331,0
"ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY","ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY","OMIM, phenotype",MIM_617207,http://purl.bioontology.org/ontology/OMIM/617207,0
"ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY","ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY","OMIM, phenotype",MIM_615924,http://purl.bioontology.org/ontology/OMIM/615924,0
"ENCEPHALOPATHY, RECURRENT, OF CHILDHOOD","ENCEPHALOPATHY, RECURRENT, OF CHILDHOOD","OMIM, phenotype",MIM_130950,http://purl.bioontology.org/ontology/OMIM/130950,0
"ENCHONDROMATOSIS, MULTIPLE, OLLIER TYPE","ENCHONDROMATOSIS, MULTIPLE, OLLIER TYPE","OMIM, phenotype",MIM_166000,http://purl.bioontology.org/ontology/OMIM/166000,0
ENDOCARDIAL FIBROELASTOSIS,ENDOCARDIAL FIBROELASTOSIS,"OMIM, phenotype",MIM_226000,http://purl.bioontology.org/ontology/OMIM/226000,0
ENDOCARDIAL FIBROELASTOSIS AND COARCTATION OF ABDOMINAL AORTA,ENDOCARDIAL FIBROELASTOSIS AND COARCTATION OF ABDOMINAL AORTA,"OMIM, phenotype",MIM_226100,http://purl.bioontology.org/ontology/OMIM/226100,0
ENDOCRINE-CEREBROOSTEODYSPLASIA,ENDOCRINE-CEREBROOSTEODYSPLASIA,"OMIM, phenotype",MIM_612651,http://purl.bioontology.org/ontology/OMIM/612651,0
ENDOMETRIAL CANCER,ENDOMETRIAL CANCER,"OMIM, phenotype",MIM_608089,http://purl.bioontology.org/ontology/OMIM/608089,0
"ENDOMETRIOSIS, SUSCEPTIBILITY TO, 1","ENDOMETRIOSIS, SUSCEPTIBILITY TO, 1","OMIM, phenotype",MIM_131200,http://purl.bioontology.org/ontology/OMIM/131200,0
"ENDOSTEAL HYPEROSTOSIS, AUTOSOMAL DOMINANT","ENDOSTEAL HYPEROSTOSIS, AUTOSOMAL DOMINANT","OMIM, phenotype",MIM_144750,http://purl.bioontology.org/ontology/OMIM/144750,0
"ENDOTHELIAL DYSTROPHY, CONGENITAL HEREDITARY, WITH NAIL HYPOPLASIA","ENDOTHELIAL DYSTROPHY, CONGENITAL HEREDITARY, WITH NAIL HYPOPLASIA","OMIM, phenotype",MIM_226110,http://purl.bioontology.org/ontology/OMIM/226110,0
ENHANCED S-CONE SYNDROME,ENHANCED S-CONE SYNDROME,"OMIM, phenotype",MIM_268100,http://purl.bioontology.org/ontology/OMIM/268100,0
"ENOLASE, SPERM SPECIFIC","ENOLASE, SPERM SPECIFIC","OMIM, phenotype",MIM_131375,http://purl.bioontology.org/ontology/OMIM/131375,0
ENTEROCOLITIS,ENTEROCOLITIS,"OMIM, phenotype",MIM_226150,http://purl.bioontology.org/ontology/OMIM/226150,0
ENTEROKINASE DEFICIENCY,ENTEROKINASE DEFICIENCY,"OMIM, phenotype",MIM_226200,http://purl.bioontology.org/ontology/OMIM/226200,0
"ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY","ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY","OMIM, phenotype",MIM_600351,http://purl.bioontology.org/ontology/OMIM/600351,0
"ENURESIS, NOCTURNAL, 1","ENURESIS, NOCTURNAL, 1","OMIM, phenotype",MIM_600631,http://purl.bioontology.org/ontology/OMIM/600631,0
"ENURESIS, NOCTURNAL, 2","ENURESIS, NOCTURNAL, 2","OMIM, phenotype",MIM_600808,http://purl.bioontology.org/ontology/OMIM/600808,0
EOSINOPHIL PEROXIDASE DEFICIENCY,EOSINOPHIL PEROXIDASE DEFICIENCY,"OMIM, phenotype",MIM_261500,http://purl.bioontology.org/ontology/OMIM/261500,0
"EOSINOPHILIA, FAMILIAL","EOSINOPHILIA, FAMILIAL","OMIM, phenotype",MIM_131400,http://purl.bioontology.org/ontology/OMIM/131400,0
EOSINOPHILIC FASCIITIS,EOSINOPHILIC FASCIITIS,"OMIM, phenotype",MIM_226350,http://purl.bioontology.org/ontology/OMIM/226350,0
EOSINOPHILOPENIA,EOSINOPHILOPENIA,"OMIM, phenotype",MIM_131430,http://purl.bioontology.org/ontology/OMIM/131430,0
EPH receptor A2,EPH receptor A2,Orphanet,ORDO_209474,http://www.orpha.net/ORDO/Orphanet_209474,0
EPH receptor A4,EPH receptor A4,Orphanet,ORDO_457688,http://www.orpha.net/ORDO/Orphanet_457688,0
EPH receptor B2,EPH receptor B2,Orphanet,ORDO_121567,http://www.orpha.net/ORDO/Orphanet_121567,0
EPH receptor B4,EPH receptor B4,Orphanet,ORDO_509002,http://www.orpha.net/ORDO/Orphanet_509002,0
EPIBLEPHARON OF LOWER LID,EPIBLEPHARON OF LOWER LID,"OMIM, phenotype",MIM_131450,http://purl.bioontology.org/ontology/OMIM/131450,0
EPIBLEPHARON OF UPPER LID,EPIBLEPHARON OF UPPER LID,"OMIM, phenotype",MIM_131460,http://purl.bioontology.org/ontology/OMIM/131460,0
EPICANTHUS,EPICANTHUS,"OMIM, phenotype",MIM_131500,http://purl.bioontology.org/ontology/OMIM/131500,0
"EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 1","EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 1","OMIM, phenotype",MIM_226400,http://purl.bioontology.org/ontology/OMIM/226400,0
"EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 2","EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 2","OMIM, phenotype",MIM_618231,http://purl.bioontology.org/ontology/OMIM/618231,0
"EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 3","EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 3","OMIM, phenotype",MIM_618267,http://purl.bioontology.org/ontology/OMIM/618267,0
"EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 4","EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 4","OMIM, phenotype",MIM_618307,http://purl.bioontology.org/ontology/OMIM/618307,0
"EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 5","EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 5","OMIM, phenotype",MIM_618309,http://purl.bioontology.org/ontology/OMIM/618309,0
"EPIDERMODYSPLASIA VERRUCIFORMIS, X-LINKED","EPIDERMODYSPLASIA VERRUCIFORMIS, X-LINKED","OMIM, phenotype",MIM_305350,http://purl.bioontology.org/ontology/OMIM/305350,0
EPIDERMOID CYSTS,EPIDERMOID CYSTS,"OMIM, phenotype",MIM_131600,http://purl.bioontology.org/ontology/OMIM/131600,0
